ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
44,1987,1987-09-13,1,26.029,DEN,,SEA,W 40-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
45,1987,1987-09-20,2,26.036,DEN,@,GNB,T 17-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
46,1987,1987-10-26,6,26.072,DEN,@,MIN,L 27-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
47,1987,1987-11-01,7,26.078,DEN,,DET,W 34-0,,3,3,100.00,25,0,0,101.4,2,14,8.33,8.33,1,3,3.00,0,0,0,,0,0,0,0,0,,0
48,1987,1987-11-08,8,26.085,DEN,@,BUF,L 14-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
49,1987,1987-11-16,9,26.093,DEN,,CHI,W 31-29,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
50,1987,1987-11-22,10,26.099,DEN,@,RAI,W 23-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
51,1987,1987-11-29,11,26.106,DEN,@,SDG,W 31-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
52,1987,1987-12-06,12,26.113,DEN,,NWE,W 31-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
53,1987,1987-12-13,13,26.120,DEN,@,SEA,L 21-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
54,1987,1987-12-19,14,26.126,DEN,,KAN,W 20-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
55,1987,1987-12-27,15,26.134,DEN,,SDG,W 24-0,,0,4,0.00,0,0,2,0.0,0,0,0.00,-22.50,0,0,,0,0,0,,0,0,0,0,0,,0
56,1988,1988-09-04,1,27.020,DEN,,SEA,L 14-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
57,1988,1988-09-11,2,27.027,DEN,,SDG,W 34-3,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0,,0,0,0,0,0,,0
58,1988,1988-09-18,3,27.034,DEN,@,KAN,L 13-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
59,1988,1988-09-26,4,27.042,DEN,,RAI,L 27-30,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
60,1988,1988-10-02,5,27.048,DEN,@,SDG,W 12-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
61,1988,1988-10-09,6,27.055,DEN,@,SFO,W 16-13,,0,0,,0,0,0,,0,,,,1,13,13.00,0,0,0,,0,0,0,0,0,,0
62,1988,1988-10-16,7,27.062,DEN,,ATL,W 30-14,,4,10,40.00,82,1,0,102.9,0,0,8.20,10.20,1,0,0.00,0,0,0,,0,0,0,0,0,,0
63,1988,1988-10-23,8,27.069,DEN,@,PIT,L 21-39,*,15,27,55.56,157,2,3,57.7,1,7,5.81,2.30,4,19,4.75,0,0,0,,0,0,0,0,0,,0
64,1988,1988-10-31,9,27.077,DEN,@,IND,L 23-55,,12,16,75.00,138,2,0,140.1,0,0,8.63,11.13,4,21,5.25,0,0,0,,0,0,0,0,0,,0
65,1988,1988-11-06,10,27.083,DEN,,KAN,W 17-11,,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,,0,0,0,0,0,,0
66,1988,1988-11-13,11,27.090,DEN,,CLE,W 30-7,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
67,1988,1988-11-20,12,27.097,DEN,@,NOR,L 0-42,,6,8,75.00,49,0,0,90.1,0,0,6.13,6.13,0,0,,0,0,0,,0,0,0,0,0,,0
68,1988,1988-11-27,13,27.104,DEN,,RAM,W 35-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
69,1988,1988-12-04,14,27.111,DEN,@,RAI,L 20-21,,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,,0,0,0,0,0,,0
70,1988,1988-12-11,15,27.118,DEN,@,SEA,L 14-42,,5,7,71.43,63,0,0,99.1,0,0,9.00,9.00,1,15,15.00,0,0,0,,0,0,0,0,0,,0
71,1988,1988-12-17,16,27.124,DEN,,NWE,W 21-10,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0,0,0,,0,0,0,0,0,,0
72,1989,1989-09-10,1,28.026,DEN,,KAN,W 34-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
73,1989,1989-09-18,2,28.034,DEN,@,BUF,W 28-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
74,1989,1989-09-24,3,28.040,DEN,,RAI,W 31-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
75,1989,1989-10-01,4,28.047,DEN,@,CLE,L 13-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
76,1989,1989-10-08,5,28.054,DEN,,SDG,W 16-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
77,1989,1989-10-15,6,28.061,DEN,,IND,W 14-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
78,1989,1989-10-22,7,28.068,DEN,@,SEA,W 24-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
79,1989,1989-10-29,8,28.075,DEN,,PHI,L 24-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
80,1989,1989-11-05,9,28.082,DEN,,PIT,W 34-7,,2,2,100.00,30,0,0,118.7,0,0,15.00,15.00,3,1,0.33,0,0,0,,0,0,0,0,0,,0
81,1989,1989-11-12,10,28.089,DEN,@,KAN,W 16-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
82,1989,1989-11-20,11,28.097,DEN,@,WAS,W 14-10,*,13,27,48.15,123,2,1,70.4,2,17,4.56,4.37,6,11,1.83,0,0,0,,0,0,0,2,43,21.50,0
83,1989,1989-11-26,12,28.103,DEN,,SEA,W 41-14,,1,5,20.00,13,0,0,39.6,2,14,2.60,2.60,3,3,1.00,0,0,0,,0,0,0,0,0,,0
84,1989,1989-12-03,13,28.110,DEN,@,RAI,L 13-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
85,1989,1989-12-10,14,28.117,DEN,,NYG,L 7-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,,
86,1989,1989-12-16,15,28.123,DEN,@,PHO,W 37-0,,4,4,100.00,21,0,0,88.5,0,0,5.25,5.25,1,4,4.00,0,0,0,,0,0,0,0,0,,0
87,1989,1989-12-24,16,28.131,DEN,@,SDG,L 16-19,,12,17,70.59,97,0,1,60.2,4,22,5.71,3.06,2,16,8.00,0,0,0,,0,0,0,0,0,,0
88,1990,1990-09-09,1,29.025,DEN,@,RAI,L 9-14,,3,3,100.00,34,0,0,113.9,0,0,11.33,11.33,1,3,3.00,0,0,0,,0,0,0,0,0,,0
89,1990,1990-09-17,2,29.033,DEN,,KAN,W 24-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
90,1990,1990-09-23,3,29.039,DEN,,SEA,W 34-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
91,1990,1990-09-30,4,29.046,DEN,@,BUF,L 28-29,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
92,1990,1990-10-08,5,29.054,DEN,,CLE,L 29-30,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
93,1990,1990-10-14,6,29.060,DEN,,PIT,L 17-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
94,1990,1990-10-21,7,29.067,DEN,@,IND,W 27-17,,0,0,,0,0,0,,0,,,,1,10,10.00,0,0,0,,0,0,0,0,0,,0
95,1990,1990-11-04,8,29.081,DEN,@,MIN,L 22-27,,6,14,42.86,71,0,3,19.3,1,7,5.07,-4.57,4,17,4.25,0,0,0,,0,0,0,0,0,,0
96,1990,1990-11-11,9,29.088,DEN,@,SDG,L 7-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
97,1990,1990-11-18,10,29.095,DEN,,CHI,L 13-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
98,1990,1990-11-22,11,29.099,DEN,@,DET,L 27-40,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
99,1990,1990-12-02,12,29.109,DEN,,RAI,L 20-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
100,1990,1990-12-09,13,29.116,DEN,@,KAN,L 20-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
101,1990,1990-12-16,14,29.123,DEN,,SDG,W 20-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
102,1990,1990-12-23,15,29.130,DEN,@,SEA,L 12-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
103,1990,1990-12-30,16,29.137,DEN,,GNB,W 22-13,,2,5,40.00,40,0,1,29.2,2,12,8.00,-1.00,3,22,7.33,0,0,0,,0,0,0,0,0,,0
104,1991,1991-09-01,1,30.017,DEN,,CIN,W 45-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
105,1991,1991-09-08,2,30.024,DEN,@,RAI,L 13-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
106,1991,1991-09-15,3,30.031,DEN,,SEA,W 16-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
107,1991,1991-09-22,4,30.038,DEN,,SDG,W 27-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
108,1991,1991-09-29,5,30.045,DEN,@,MIN,W 13-6,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
109,1991,1991-10-06,6,30.052,DEN,@,HOU,L 14-42,,3,5,60.00,33,0,0,79.6,1,8,6.60,6.60,1,12,12.00,0,0,0,,0,0,0,0,0,,0
110,1991,1991-10-20,7,30.066,DEN,,KAN,W 19-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
111,1991,1991-10-27,8,30.073,DEN,@,NWE,W 9-6,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
112,1991,1991-11-03,9,30.080,DEN,,PIT,W 20-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
113,1991,1991-11-10,10,30.087,DEN,,RAI,L 16-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
114,1991,1991-11-17,11,30.094,DEN,@,KAN,W 24-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
115,1991,1991-11-24,12,30.101,DEN,@,SEA,L 10-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
116,1991,1991-12-01,13,30.108,DEN,,NWE,W 20-3,,0,0,,0,0,0,,0,,,,2,-1,-0.50,0,0,0,,0,0,0,0,0,,0
117,1991,1991-12-08,14,30.115,DEN,@,CLE,W 17-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
118,1991,1991-12-15,15,30.122,DEN,,PHO,W 24-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
119,1991,1991-12-22,16,30.129,DEN,@,SDG,W 17-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,
