ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
83,1995,1995-09-24,4,30.320,HOU,@,CIN,W 38-28,,,,,,,,,
84,1995,1995-10-01,5,30.327,HOU,,JAX,L 16-17,,,,,,,,,
85,1995,1995-10-08,6,30.334,HOU,@,MIN,L 17-23,0,0,,0,1,6,1,20,1
86,1995,1995-10-22,7,30.348,HOU,@,CHI,L 32-35,,,,,,,,,
87,1995,1995-10-29,8,30.355,HOU,,TAM,W 19-7,,,,,,,,,
88,1995,1995-11-05,9,30.362,HOU,@,CLE,W 37-10,,,,,,,,,
89,1995,1995-11-12,10,31.004,HOU,,CIN,L 25-32,,,,,,,,,
90,1995,1995-11-19,11,31.011,HOU,@,KAN,L 13-20,,,,,,,,,
91,1995,1995-11-26,12,31.018,HOU,,DEN,W 42-33,,,,,,,,,
92,1995,1995-12-03,13,31.025,HOU,@,PIT,L 7-21,0,0,,0,0,0,1,13,0
93,1995,1995-12-10,14,31.032,HOU,,DET,L 17-24,0,0,,0,0,0,1,2,0
94,1995,1995-12-17,15,31.039,HOU,,NYJ,W 23-6,,,,,,,,,
95,1995,1995-12-24,16,31.046,HOU,@,BUF,W 28-17,,,,,,,,,
