ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,def_int,def_int_yds,def_int_td
31,1986,1986-09-21,3,25.007,PHI,,DEN,L 7-33,,,,,,,,
32,1986,1986-09-28,4,25.014,PHI,,RAM,W 34-20,,,,,,,,
33,1986,1986-10-05,5,25.021,PHI,@,ATL,W 16-0,,,,,,,,
34,1986,1986-10-12,6,25.028,PHI,@,NYG,L 3-35,,,,,,,,
35,1986,1986-10-19,7,25.035,PHI,,DAL,L 14-17,,,,,,,,
36,1986,1986-10-26,8,25.042,PHI,,SDG,W 23-7,,,,,,,,
37,1986,1986-11-02,9,25.049,PHI,@,STL,L 10-13,,,,,,,,
38,1986,1986-11-09,10,25.056,PHI,,NYG,L 14-17,,,,,,,,
39,1986,1986-11-16,11,25.063,PHI,,DET,L 11-13,,,,,,,,
40,1986,1986-11-23,12,25.070,PHI,@,SEA,L 20-24,,,,,,,,
41,1986,1986-11-30,13,25.077,PHI,@,RAI,W 33-27,,,,,,,,
42,1986,1986-12-07,14,25.084,PHI,,STL,T 10-10,,,,,,,,
43,1986,1986-12-14,15,25.091,PHI,@,DAL,W 23-21,,,,,,,,
44,1986,1986-12-21,16,25.098,PHI,,WAS,L 14-21,,,,,,,,
45,1987,1987-09-13,1,25.364,PHI,@,WAS,L 24-34,,,,,,,,
46,1987,1987-09-20,2,26.006,PHI,,NOR,W 27-17,,,,,,,,
47,1987,1987-10-25,6,26.041,PHI,,DAL,W 37-20,,,,,,,,
48,1987,1987-11-01,7,26.048,PHI,@,STL,W 28-23,0,0,,0,1.0,0,0,0
49,1987,1987-11-08,8,26.055,PHI,,WAS,W 31-27,,,,,,,,
50,1987,1987-11-15,9,26.062,PHI,,NYG,L 17-20,,,,,,,,
51,1987,1987-11-22,10,26.069,PHI,,STL,L 19-31,,,,,,,,
52,1987,1987-11-29,11,26.076,PHI,@,NWE,W 34-31,,,,,,,,
53,1987,1987-12-06,12,26.083,PHI,@,NYG,L 20-23,,,,,,,,
54,1987,1987-12-20,14,26.097,PHI,@,NYJ,W 38-27,,,,,,,,
55,1987,1987-12-27,15,26.104,PHI,,BUF,W 17-7,,,,,,,,
56,1988,1988-09-04,1,26.356,PHI,@,TAM,W 41-14,,,,,,,,
57,1988,1988-09-11,2,26.363,PHI,,CIN,L 24-28,,,,,,,,
58,1988,1988-09-18,3,27.004,PHI,@,WAS,L 10-17,,,,,,,,
59,1988,1988-09-25,4,27.011,PHI,@,MIN,L 21-23,,,,,,,,
60,1988,1988-10-02,5,27.018,PHI,,HOU,W 32-23,,,,,,,,
61,1988,1988-10-10,6,27.026,PHI,,NYG,W 24-13,,,,,,,,
62,1988,1988-10-16,7,27.032,PHI,@,CLE,L 3-19,,,,,,,,
63,1988,1988-10-23,8,27.039,PHI,,DAL,W 24-23,0,0,,0,1.0,0,0,0
64,1988,1988-10-30,9,27.046,PHI,,ATL,L 24-27,,,,,,,,
65,1988,1988-11-06,10,27.053,PHI,,RAM,W 30-24,,,,,,,,
66,1988,1988-11-13,11,27.060,PHI,@,PIT,W 27-26,,,,,,,,
67,1988,1988-11-20,12,27.067,PHI,@,NYG,W 23-17,,,,,,,,
68,1988,1988-11-27,13,27.074,PHI,,PHO,W 31-21,,,,,,,,
69,1988,1988-12-04,14,27.081,PHI,,WAS,L 19-20,,,,,,,,
70,1988,1988-12-10,15,27.087,PHI,@,PHO,W 23-17,,,,,,,,
71,1988,1988-12-18,16,27.095,PHI,@,DAL,W 23-7,,,,,,,,
72,1989,1989-09-10,1,27.361,PHI,,SEA,W 31-7,0,0,,0,,,,
73,1989,1989-09-17,2,28.003,PHI,@,WAS,W 42-37,0,0,,0,,,,
74,1989,1989-09-24,3,28.010,PHI,,SFO,L 28-38,0,0,,0,,,,
75,1989,1989-10-02,4,28.018,PHI,@,CHI,L 13-27,0,0,,0,,,,
76,1989,1989-10-08,5,28.024,PHI,,NYG,W 21-19,0,0,,0,,,,
77,1989,1989-10-15,6,28.031,PHI,@,PHO,W 17-5,0,0,,0,,,,
78,1989,1989-10-22,7,28.038,PHI,,RAI,W 10-7,0,0,,0,,,,
79,1989,1989-10-29,8,28.045,PHI,@,DEN,W 28-24,0,0,,0,,,,
80,1989,1989-11-05,9,28.052,PHI,@,SDG,L 17-20,0,0,,0,,,,
81,1989,1989-11-12,10,28.059,PHI,,WAS,L 3-10,0,0,,0,,,,
82,1989,1989-11-19,11,28.066,PHI,,MIN,W 10-9,0,0,,0,,,,
83,1989,1989-11-23,12,28.070,PHI,@,DAL,W 27-0,0,0,,0,,,,
84,1989,1989-12-03,13,28.080,PHI,@,NYG,W 24-17,0,0,,0,,,,
85,1989,1989-12-10,14,28.087,PHI,,DAL,W 20-10,0,0,,0,,,,
86,1989,1989-12-18,15,28.095,PHI,@,NOR,L 20-30,0,0,,0,,,,
87,1989,1989-12-24,16,28.101,PHI,,PHO,W 31-14,1,30,30.00,0,0.0,0,0,0
88,1990,1990-09-09,1,28.360,MIA,@,NWE,W 27-24,,,,,,,,
89,1990,1990-09-16,2,29.002,MIA,,BUF,W 30-7,,,,,,,,
90,1990,1990-09-23,3,29.009,MIA,@,NYG,L 3-20,,,,,,,,
91,1990,1990-09-30,4,29.016,MIA,@,PIT,W 28-6,,,,,,,,
92,1990,1990-10-07,5,29.023,MIA,,NYJ,W 20-16,,,,,,,,
93,1990,1990-10-18,6,29.034,MIA,,NWE,W 17-10,,,,,,,,
94,1990,1990-10-28,7,29.044,MIA,@,IND,W 27-7,,,,,,,,
95,1990,1990-11-04,8,29.051,MIA,,PHO,W 23-3,,,,,,,,
96,1990,1990-11-11,9,29.058,MIA,@,NYJ,W 17-3,,,,,,,,
97,1990,1990-11-19,10,29.066,MIA,,RAI,L 10-13,,,,,,,,
98,1990,1990-11-25,11,29.072,MIA,@,CLE,W 30-13,,,,,,,,
99,1990,1990-12-02,12,29.079,MIA,@,WAS,L 20-42,,,,,,,,
100,1990,1990-12-09,13,29.086,MIA,,PHI,W 23-20,,,,,,,,
101,1990,1990-12-16,14,29.093,MIA,,SEA,W 24-17,,,,,,,,
102,1990,1990-12-23,15,29.100,MIA,@,BUF,L 14-24,,,,,,,,
103,1990,1990-12-30,16,29.107,MIA,,IND,W 23-17,,,,,,,,
104,1991,1991-09-01,1,29.352,MIA,@,BUF,L 31-35,,,,,,,,
105,1991,1991-09-08,2,29.359,MIA,,IND,W 17-6,,,,,,,,
106,1991,1991-09-15,3,30.001,MIA,@,DET,L 13-17,,,,,,,,
107,1991,1991-09-22,4,30.008,MIA,,GNB,W 16-13,,,,,,,,
108,1991,1991-09-29,5,30.015,MIA,@,NYJ,L 23-41,,,,,,,,
109,1991,1991-10-06,6,30.022,MIA,@,NWE,W 20-10,,,,,,,,
110,1991,1991-10-13,7,30.029,MIA,@,KAN,L 7-42,,,,,,,,
111,1991,1991-10-20,8,30.036,MIA,,HOU,L 13-17,,,,,,,,
112,1991,1991-11-03,9,30.050,MIA,@,IND,W 10-6,,,,,,,,
113,1991,1991-11-10,10,30.057,MIA,,NWE,W 30-20,0,0,,0,0.0,1,2,0
114,1991,1991-11-18,11,30.065,MIA,,BUF,L 27-41,,,,,,,,
115,1991,1991-11-24,12,30.071,MIA,@,CHI,W 16-13,,,,,,,,
116,1991,1991-12-01,13,30.078,MIA,,TAM,W 33-14,,,,,,,,
117,1991,1991-12-09,14,30.086,MIA,,CIN,W 37-13,,,,,,,,
118,1991,1991-12-15,15,30.092,MIA,@,SDG,L 30-38,,,,,,,,
119,1991,1991-12-22,16,30.099,MIA,,NYJ,L 20-23,,,,,,,,
