ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
52,1985,1985-12-08,14,26.002,CLE,@,SEA,L 13-31,0,0,,0
53,1985,1985-12-15,15,26.009,CLE,,HOU,W 28-21,0,0,,0
54,1985,1985-12-22,16,26.016,CLE,@,NYJ,L 10-37,0,0,,0
55,1986,1986-09-07,1,26.275,CLE,@,CHI,L 31-41,,,,
56,1986,1986-09-14,2,26.282,CLE,@,HOU,W 23-20,,,,
57,1986,1986-09-18,3,26.286,CLE,,CIN,L 13-30,,,,
58,1986,1986-09-28,4,26.296,CLE,,DET,W 24-21,,,,
59,1986,1986-10-05,5,26.303,CLE,@,PIT,W 27-24,,,,
60,1986,1986-10-12,6,26.310,CLE,,KAN,W 20-7,,,,
61,1986,1986-10-19,7,26.317,CLE,,GNB,L 14-17,,,,
62,1986,1986-10-26,8,26.324,CLE,@,MIN,W 23-20,,,,
63,1986,1986-11-02,9,26.331,CLE,@,IND,W 24-9,,,,
64,1986,1986-11-10,10,26.339,CLE,,MIA,W 26-16,,,,
65,1986,1986-11-16,11,26.345,CLE,@,RAI,L 14-27,,,,
66,1986,1986-11-23,12,26.352,CLE,,PIT,W 37-31,,,,
67,1986,1986-11-30,13,26.359,CLE,,HOU,W 13-10,,,,
68,1986,1986-12-07,14,27.001,CLE,@,BUF,W 21-17,,,,
69,1986,1986-12-14,15,27.008,CLE,@,CIN,W 34-3,,,,
70,1986,1986-12-21,16,27.015,CLE,,SDG,W 47-17,,,,
71,1987,1987-09-13,1,27.281,CLE,@,NOR,L 21-28,,,,
72,1987,1987-09-20,2,27.288,CLE,,PIT,W 34-10,,,,
73,1987,1987-10-26,6,27.324,CLE,,RAM,W 30-17,,,,
74,1987,1987-11-01,7,27.330,CLE,@,SDG,L 24-27,,,,
75,1987,1987-11-08,8,27.337,CLE,,ATL,W 38-3,,,,
76,1987,1987-11-15,9,27.344,CLE,,BUF,W 27-21,,,,
77,1987,1987-11-22,10,27.351,CLE,@,HOU,W 40-7,,,,
78,1987,1987-11-29,11,27.358,CLE,@,SFO,L 24-38,,,,
79,1987,1987-12-06,12,28.000,CLE,,IND,L 7-9,,,,
80,1987,1987-12-13,13,28.007,CLE,,CIN,W 38-24,,,,
81,1987,1987-12-20,14,28.014,CLE,@,RAI,W 24-17,,,,
82,1987,1987-12-26,15,28.020,CLE,@,PIT,W 19-13,,,,
83,1988,1988-09-04,1,28.273,NWE,,NYJ,W 28-3,,,,
84,1988,1988-09-11,2,28.280,NWE,@,MIN,L 6-36,,,,
85,1988,1988-09-25,4,28.294,NWE,@,HOU,L 6-31,,,,
86,1988,1988-10-02,5,28.301,NWE,,IND,W 21-17,,,,
87,1988,1988-10-09,6,28.308,NWE,@,GNB,L 3-45,,,,
88,1988,1988-10-16,7,28.315,NWE,,CIN,W 27-21,,,,
89,1988,1988-10-23,8,28.322,NWE,@,BUF,L 20-23,,,,
90,1988,1988-10-30,9,28.329,NWE,,CHI,W 30-7,,,,
91,1988,1988-11-06,10,28.336,NWE,,MIA,W 21-10,,,,
92,1988,1988-11-13,11,28.343,NWE,@,NYJ,W 14-13,,,,
93,1988,1988-11-20,12,28.350,NWE,@,MIA,W 6-3,,,,
94,1988,1988-11-27,13,28.357,NWE,@,IND,L 21-24,,,,
95,1988,1988-12-04,14,28.364,NWE,,SEA,W 13-7,,,,
96,1988,1988-12-11,15,29.005,NWE,,TAM,W 10-7,,,,
97,1988,1988-12-17,16,29.011,NWE,@,DEN,L 10-21,,,,
98,1989,1989-09-10,1,29.278,NWE,@,NYJ,W 27-24,,,,
99,1989,1989-09-17,2,29.285,NWE,,MIA,L 10-24,,,,
100,1989,1989-09-24,3,29.292,NWE,,SEA,L 3-24,,,,
101,1989,1989-10-01,4,29.299,NWE,@,BUF,L 10-31,,,,
102,1989,1989-10-08,5,29.306,NWE,,HOU,W 23-13,,,,
103,1989,1989-10-15,6,29.313,NWE,@,ATL,L 15-16,,,,
104,1989,1989-10-22,7,29.320,NWE,@,SFO,L 20-37,,,,
105,1989,1989-10-29,8,29.327,NWE,@,IND,W 23-20,,,,
106,1989,1989-11-05,9,29.334,NWE,,NYJ,L 26-27,,,,
107,1989,1989-11-12,10,29.341,NWE,,NOR,L 24-28,,,,
108,1989,1989-11-19,11,29.348,NWE,,BUF,W 33-24,,,,
109,1989,1989-11-26,12,29.355,NWE,@,RAI,L 21-24,,,,
110,1989,1989-12-03,13,29.362,NWE,,IND,W 22-16,,,,
111,1989,1989-12-10,14,30.004,NWE,@,MIA,L 10-31,,,,
112,1989,1989-12-17,15,30.011,NWE,@,PIT,L 10-28,,,,
113,1989,1989-12-24,16,30.018,NWE,,RAM,L 20-24,,,,
114,1990,1990-09-09,1,30.277,CLE,,PIT,W 13-3,,,,
115,1990,1990-09-16,2,30.284,CLE,@,NYJ,L 21-24,,,,
116,1990,1990-09-23,3,30.291,CLE,,SDG,L 14-24,,,,
117,1990,1990-09-30,4,30.298,CLE,@,KAN,L 0-34,,,,
118,1990,1990-10-08,5,30.306,CLE,@,DEN,W 30-29,,,,
119,1990,1990-10-14,6,30.312,CLE,@,NOR,L 20-25,,,,
120,1990,1990-10-22,7,30.320,CLE,,CIN,L 13-34,,,,
121,1990,1990-10-28,8,30.326,CLE,@,SFO,L 17-20,,,,
122,1990,1990-11-04,9,30.333,CLE,,BUF,L 0-42,,,,
123,1990,1990-11-18,10,30.347,CLE,,HOU,L 23-35,,,,
124,1990,1990-11-25,11,30.354,CLE,,MIA,L 13-30,,,,
125,1990,1990-12-02,12,30.361,CLE,,RAM,L 23-38,,,,
126,1990,1990-12-09,13,31.003,CLE,@,HOU,L 14-58,,,,
127,1990,1990-12-16,14,31.010,CLE,,ATL,W 13-10,,,,
128,1990,1990-12-23,15,31.017,CLE,@,PIT,L 0-35,,,,
129,1990,1990-12-30,16,31.024,CLE,@,CIN,L 14-21,,,,
130,1991,1991-09-01,1,31.269,CLE,,DAL,L 14-26,,,,
131,1991,1991-09-08,2,31.276,CLE,@,NWE,W 20-0,,,,
132,1991,1991-09-15,3,31.283,CLE,,CIN,W 14-13,,,,
133,1991,1991-09-22,4,31.290,CLE,@,NYG,L 10-13,,,,
134,1991,1991-10-06,5,31.304,CLE,,NYJ,L 14-17,,,,
135,1991,1991-10-13,6,31.311,CLE,@,WAS,L 17-42,,,,
136,1991,1991-10-20,7,31.318,CLE,@,SDG,W 30-24,,,,
137,1991,1991-10-27,8,31.325,CLE,,PIT,W 17-14,,,,
138,1991,1991-11-03,9,31.332,CLE,@,CIN,L 21-23,,,,
139,1991,1991-11-10,10,31.339,CLE,,PHI,L 30-32,,,,
140,1991,1991-11-17,11,31.346,CLE,@,HOU,L 24-28,,,,
141,1991,1991-11-24,12,31.353,CLE,,KAN,W 20-15,,,,
142,1991,1991-12-01,13,31.360,CLE,@,IND,W 31-0,,,,
143,1991,1991-12-08,14,32.002,CLE,,DEN,L 7-17,,,,
144,1991,1991-12-15,15,32.009,CLE,,HOU,L 14-17,,,,
145,1991,1991-12-22,16,32.016,CLE,@,PIT,L 10-17,,,,
146,1992,1992-12-13,14,33.007,KAN,,NWE,W 27-20,,,,
147,1992,1992-12-19,15,33.013,KAN,@,NYG,L 21-35,,,,
148,1992,1992-12-27,16,33.021,KAN,,DEN,W 42-20,,,,
