ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
13,1951,1951-10-07,2,30.018,NYG,@,WAS,W 35-14,*,13,24,54.17,170,3,3,76.7,0,0,7.08,3.96,0,0,,1,,,,
14,1951,1951-10-14,3,30.025,NYG,,CRD,W 28-17,*,7,19,36.84,83,0,5,11.4,0,0,4.37,-7.47,0,0,,0,,,,
15,1951,1951-10-21,4,30.032,NYG,,PHI,W 26-24,*,11,20,55.00,128,1,3,51.7,0,0,6.40,0.65,0,0,,0,,,,
16,1951,1951-10-28,5,30.039,NYG,@,CLE,L 13-14,*,9,13,69.23,117,1,1,90.9,0,0,9.00,7.08,1,-1,-1.00,0,,,,
17,1951,1951-11-04,6,30.046,NYG,,NYY,W 37-31,*,14,24,58.33,243,1,3,67.2,0,0,10.13,5.33,0,0,,0,,,,
18,1951,1951-11-11,7,30.053,NYG,,WAS,W 28-14,*,9,14,64.29,110,1,1,82.4,0,0,7.86,6.07,0,0,,0,,,,
19,1951,1951-11-18,8,30.060,NYG,,CLE,L 0-10,*,13,23,56.52,140,0,1,56.4,0,0,6.09,4.13,2,-2,-1.00,0,,,,
20,1951,1951-11-25,9,30.067,NYG,@,CRD,W 10-0,*,4,10,40.00,46,0,1,15.0,0,0,4.60,0.10,0,0,,0,,,,
21,1951,1951-12-02,10,30.074,NYG,,PIT,W 14-0,*,4,12,33.33,66,0,2,13.2,0,0,5.50,-2.00,1,-15,-15.00,0,,,,
22,1951,1951-12-09,11,30.081,NYG,@,PHI,W 23-7,*,4,16,25.00,61,1,1,37.8,0,0,3.81,2.25,0,0,,0,,,,
23,1951,1951-12-16,12,30.088,NYG,@,NYY,W 27-17,*,3,9,33.33,93,2,1,72.9,0,0,10.33,9.78,0,0,,0,,,,
24,1952,1952-09-28,1,31.009,NYG,@,DTX,W 24-6,*,7,15,46.67,78,1,0,84.9,0,0,5.20,6.53,0,0,,0,,,,
25,1952,1952-10-04,2,31.015,NYG,@,PHI,W 31-7,*,6,12,50.00,111,1,1,75.3,0,0,9.25,7.17,0,0,,0,,,,
26,1952,1952-10-12,3,31.023,NYG,@,CLE,W 17-9,*,4,9,44.44,101,1,2,83.3,0,0,11.22,3.44,5,48,9.60,0,,,,
27,1952,1952-10-19,4,31.030,NYG,,CRD,L 23-24,*,9,23,39.13,152,3,2,65.6,0,0,6.61,5.30,0,0,,0,,,,
28,1952,1952-10-26,5,31.037,NYG,,PHI,L 10-14,*,10,16,62.50,96,0,0,79.2,0,0,6.00,6.00,1,-2,-2.00,0,,,,
29,1952,1952-11-02,6,31.044,NYG,@,CRD,W 28-6,*,6,16,37.50,122,2,3,65.1,0,0,7.63,1.69,0,0,,0,,,,
30,1952,1952-11-09,7,31.051,NYG,,SFO,W 23-14,*,12,21,57.14,158,1,0,96.9,0,0,7.52,8.48,3,1,0.33,0,,,,
31,1952,1952-11-16,8,31.058,NYG,,GNB,L 3-17,*,6,18,33.33,42,0,1,19.2,0,0,2.33,-0.17,1,2,2.00,0,,,,
32,1952,1952-11-23,9,31.065,NYG,@,WAS,W 14-10,*,2,6,33.33,9,0,1,2.8,0,0,1.50,-6.00,2,12,6.00,0,,,,
33,1952,1952-11-30,10,31.072,NYG,@,PIT,L 7-63,*,4,7,57.14,37,0,0,71.7,0,0,5.29,5.29,1,-10,-10.00,0,,,,
34,1952,1952-12-14,12,31.086,NYG,,CLE,W 37-34,*,16,26,61.54,184,4,0,122.4,0,0,7.08,10.15,5,9,1.80,0,,,,
35,1953,1953-09-27,1,32.008,NYG,@,RAM,L 7-21,*,5,15,33.33,46,0,1,14.9,0,0,3.07,0.07,3,4,1.33,0,,,,
36,1953,1953-10-03,2,32.014,NYG,@,PIT,L 14-24,*,15,30,50.00,156,2,2,59.9,0,0,5.20,3.53,1,-3,-3.00,0,,,,
37,1953,1953-10-11,3,32.022,NYG,@,WAS,L 9-13,*,12,27,44.44,62,0,4,12.0,0,0,2.30,-4.37,1,2,2.00,0,,,,
38,1953,1953-10-18,4,32.029,NYG,,CRD,W 21-7,*,10,15,66.67,174,1,2,88.6,0,0,11.60,6.93,1,2,2.00,0,,,,
39,1953,1953-10-25,5,32.036,NYG,,CLE,L 0-7,*,9,19,47.37,95,0,3,22.8,0,0,5.00,-2.11,1,24,24.00,0,,,,
40,1953,1953-11-01,6,32.043,NYG,@,CRD,W 23-20,*,2,14,14.29,22,1,1,33.6,0,0,1.57,-0.21,2,21,10.50,0,,,,
41,1953,1953-11-08,7,32.050,NYG,@,PHI,L 7-30,,10,19,52.63,68,1,1,56.5,0,0,3.58,2.26,0,0,,0,,,,
42,1953,1953-11-15,8,32.057,NYG,,PIT,L 10-14,*,17,36,47.22,191,1,1,61.2,0,0,5.31,4.61,4,20,5.00,0,,,,
43,1953,1953-11-22,9,32.064,NYG,,WAS,L 21-24,*,17,26,65.38,222,1,2,72.9,0,0,8.54,5.85,5,24,4.80,0,,,,
44,1953,1953-11-29,10,32.071,NYG,,PHI,W 37-28,*,12,30,40.00,250,3,0,103.5,0,0,8.33,10.33,1,-5,-5.00,0,,,,
45,1953,1953-12-06,11,32.078,NYG,@,CLE,L 14-62,*,15,39,38.46,213,2,3,41.9,0,0,5.46,3.03,1,2,2.00,0,,,,
46,1953,1953-12-13,12,32.085,NYG,,DET,L 16-27,*,19,33,57.58,212,1,5,47.3,0,0,6.42,0.21,4,0,0.00,0,,,,
47,1954,1954-09-26,1,33.007,NYG,@,CRD,W 41-10,*,8,12,66.67,136,2,0,144.4,0,0,11.33,14.67,1,2,2.00,0,,,,
48,1954,1954-10-02,2,33.013,NYG,@,BAL,L 14-20,*,10,25,40.00,65,0,0,47.9,0,0,2.60,2.60,1,3,3.00,0,,,,
49,1954,1954-10-10,3,33.021,NYG,@,WAS,W 51-21,*,17,34,50.00,237,4,0,112.0,0,0,6.97,9.32,1,8,8.00,0,,,,
50,1954,1954-10-17,4,33.028,NYG,,CRD,W 31-17,*,7,15,46.67,123,1,3,57.8,0,0,8.20,0.53,3,27,9.00,0,,,,
51,1954,1954-10-24,5,33.035,NYG,,WAS,W 24-7,*,12,20,60.00,185,3,3,90.6,0,0,9.25,5.50,3,20,6.67,0,,,,
52,1954,1954-10-31,6,33.042,NYG,@,CLE,L 14-24,*,5,15,33.33,64,0,2,8.1,0,0,4.27,-1.73,7,8,1.14,1,,,,
53,1954,1954-11-07,7,33.049,NYG,@,PIT,W 30-6,*,13,20,65.00,137,3,2,84.8,0,0,6.85,5.35,2,13,6.50,0,,,,
54,1954,1954-11-14,8,33.056,NYG,,PHI,W 27-14,*,16,41,39.02,260,3,1,75.3,0,0,6.34,6.71,4,9,2.25,0,,,,
55,1954,1954-11-21,9,33.063,NYG,,RAM,L 16-17,*,14,27,51.85,225,1,0,92.4,0,0,8.33,9.07,2,17,8.50,0,,,,
56,1954,1954-11-28,10,33.070,NYG,,CLE,L 7-16,*,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,,,,
57,1955,1955-09-24,1,34.005,NYG,@,PHI,L 17-27,*,9,20,45.00,96,1,1,55.4,0,0,4.80,3.55,0,0,,0,,,,
58,1955,1955-10-02,2,34.013,NYG,@,CRD,L 17-28,*,11,26,42.31,100,1,3,26.6,0,0,3.85,-0.58,2,7,3.50,0,,,,
59,1955,1955-10-09,3,34.020,NYG,@,PIT,L 23-30,,6,11,54.55,125,2,2,94.9,0,0,11.36,6.82,0,0,,0,,,,
60,1955,1955-10-16,4,34.027,NYG,,CRD,W 10-0,,4,7,57.14,55,0,0,82.4,0,0,7.86,7.86,2,-7,-3.50,0,,,,
61,1955,1955-10-23,5,34.034,NYG,,PIT,L 17-19,,13,15,86.67,141,1,0,128.1,0,0,9.40,10.73,2,-2,-1.00,0,,,,
62,1955,1955-10-30,6,34.041,NYG,,WAS,W 35-7,*,6,18,33.33,133,2,2,58.1,0,0,7.39,4.61,2,10,5.00,0,,,,
63,1955,1955-11-06,7,34.048,NYG,@,CLE,L 14-24,*,12,30,40.00,151,1,3,27.9,0,0,5.03,1.20,1,-2,-2.00,0,,,,
64,1955,1955-11-13,8,34.055,NYG,,BAL,W 17-7,,7,17,41.18,131,1,0,88.1,0,0,7.71,8.88,0,0,,0,,,,
65,1955,1955-11-20,9,34.062,NYG,,PHI,W 31-7,,7,14,50.00,121,1,0,103.6,0,0,8.64,10.07,1,-1,-1.00,0,,,,
66,1955,1955-11-27,10,34.069,NYG,,CLE,T 35-35,,15,27,55.56,187,2,1,86.5,0,0,6.93,6.74,1,3,3.00,0,,,,
67,1955,1955-12-04,11,34.076,NYG,@,WAS,W 27-20,,7,11,63.64,63,1,1,71.4,0,0,5.73,3.45,0,0,,0,,,,
68,1955,1955-12-11,12,34.083,NYG,@,DET,W 24-19,,1,6,16.67,7,0,0,39.6,0,0,1.17,1.17,1,0,0.00,0,,,,
69,1956,1956-09-30,1,35.011,NYG,@,SFO,W 38-21,,1,8,12.50,12,0,0,39.6,0,0,1.50,1.50,0,0,,0,,,,
70,1956,1956-10-07,2,35.018,NYG,@,CRD,L 27-35,,15,25,60.00,180,1,2,62.1,0,0,7.20,4.40,0,0,,0,,,,
71,1956,1956-10-14,3,35.025,NYG,@,CLE,W 21-9,,3,5,60.00,30,0,0,77.1,0,0,6.00,6.00,5,-3,-0.60,0,,,,
72,1956,1956-10-21,4,35.032,NYG,,PIT,W 38-10,,14,23,60.87,213,3,0,131.0,0,0,9.26,11.87,0,0,,0,,,,
73,1956,1956-10-28,5,35.039,NYG,,PHI,W 20-3,,6,11,54.55,85,1,0,110.0,0,0,7.73,9.55,1,3,3.00,0,,,,
74,1956,1956-11-04,6,35.046,NYG,@,PIT,W 17-14,,10,17,58.82,102,1,0,95.7,0,0,6.00,7.18,0,0,,0,,,,
75,1956,1956-11-11,7,35.053,NYG,,CRD,W 23-10,,8,13,61.54,129,1,1,88.3,0,0,9.92,8.00,3,-2,-0.67,0,,,,
76,1956,1956-11-18,8,35.060,NYG,@,WAS,L 7-33,,12,27,44.44,151,1,2,43.9,0,0,5.59,3.00,1,8,8.00,0,,,,
77,1956,1956-11-25,9,35.067,NYG,,CHI,T 17-17,,1,5,20.00,11,0,0,39.6,0,0,2.20,2.20,1,5,5.00,0,,,,
78,1956,1956-12-02,10,35.074,NYG,,WAS,W 28-14,,10,16,62.50,127,1,1,82.0,0,0,7.94,6.38,0,0,,0,,,,
79,1956,1956-12-09,11,35.081,NYG,,CLE,L 7-24,,10,24,41.67,103,1,1,51.2,0,0,4.29,3.25,0,0,,0,,,,
80,1957,1957-09-29,1,36.010,NYG,@,CLE,L 3-6,,2,11,18.18,35,0,2,0.8,0,0,3.18,-5.00,1,-8,-8.00,0,,,,
81,1957,1957-10-05,2,36.016,NYG,@,PHI,W 24-20,,10,16,62.50,121,0,1,59.6,0,0,7.56,4.75,0,0,,0,,,,
82,1957,1957-10-13,3,36.024,NYG,@,WAS,W 24-20,*,11,13,84.62,113,1,0,128.5,0,0,8.69,10.23,5,-3,-0.60,0,,,,
83,1957,1957-10-20,4,36.031,NYG,,PIT,W 35-0,*,11,18,61.11,155,2,0,125.9,0,0,8.61,10.83,1,12,12.00,0,,,,
84,1957,1957-10-27,5,36.038,NYG,,WAS,L 14-31,*,19,30,63.33,179,1,3,51.2,0,0,5.97,2.13,2,5,2.50,1,,,,
85,1957,1957-11-03,6,36.045,NYG,@,GNB,W 31-17,*,9,22,40.91,153,1,1,61.4,0,0,6.95,5.82,1,-5,-5.00,0,,,,
86,1957,1957-11-10,7,36.052,NYG,,CRD,W 27-14,*,10,21,47.62,185,2,0,110.2,0,0,8.81,10.71,0,0,,0,,,,
87,1957,1957-11-17,8,36.059,NYG,,PHI,W 13-0,*,8,17,47.06,79,0,0,60.7,0,0,4.65,4.65,0,0,,0,,,,
88,1957,1957-11-24,9,36.066,NYG,@,CRD,W 28-21,*,7,17,41.18,205,2,0,125.9,0,0,12.06,14.41,2,17,8.50,0,,,,
89,1957,1957-12-01,10,36.073,NYG,,SFO,L 17-27,*,17,25,68.00,215,1,1,91.2,0,0,8.60,7.60,2,-2,-1.00,0,,,,
90,1957,1957-12-07,11,36.079,NYG,@,PIT,L 10-21,,14,25,56.00,159,1,1,71.9,0,0,6.36,5.36,1,-1,-1.00,0,,,,
91,1957,1957-12-15,12,36.087,NYG,,CLE,L 28-34,,10,17,58.82,113,0,2,39.2,0,0,6.65,1.35,1,9,9.00,0,,,,
92,1958,1958-09-28,1,37.009,NYG,@,CRD,W 37-7,*,3,7,42.86,36,0,1,19.6,0,0,5.14,-1.29,1,0,0.00,0,,,,
93,1958,1958-10-05,2,37.016,NYG,@,PHI,L 24-27,*,18,32,56.25,230,2,1,86.7,0,0,7.19,7.03,0,0,,0,,,,
94,1958,1958-10-12,3,37.023,NYG,@,WAS,W 21-14,,3,6,50.00,58,1,1,84.0,0,0,9.67,5.50,0,0,,0,,,,
95,1958,1958-10-19,4,37.030,NYG,,CRD,L 6-23,,7,22,31.82,122,0,1,32.8,0,0,5.55,3.50,1,-15,-15.00,0,,,,
96,1958,1958-11-02,6,37.044,NYG,@,CLE,W 21-17,*,12,23,52.17,197,3,3,81.2,0,0,8.57,5.30,3,-12,-4.00,0,,,,
97,1958,1958-11-09,7,37.051,NYG,,BAL,W 24-21,*,12,18,66.67,125,1,1,81.9,0,0,6.94,5.56,1,5,5.00,0,,,,
98,1958,1958-11-16,8,37.058,NYG,@,PIT,L 10-31,*,11,25,44.00,118,0,0,58.4,0,0,4.72,4.72,3,13,4.33,0,,,,
99,1958,1958-11-23,9,37.065,NYG,,WAS,W 30-0,,9,14,64.29,154,2,0,141.1,0,0,11.00,13.86,1,-9,-9.00,0,,,,
100,1958,1958-12-07,11,37.079,NYG,@,DET,W 19-17,,3,8,37.50,57,1,1,63.0,0,0,7.13,4.00,2,1,0.50,0,,,,
101,1958,1958-12-14,12,37.086,NYG,,CLE,W 13-10,*,10,29,34.48,102,0,0,45.5,0,0,3.52,3.52,0,0,,0,,,,
102,1959,1959-09-26,1,38.007,NYG,@,RAM,W 23-21,*,21,31,67.74,321,1,0,112.4,0,0,10.35,11.00,1,2,2.00,0,,,,
103,1959,1959-10-04,2,38.015,NYG,@,PHI,L 21-49,*,11,21,52.38,108,1,2,43.5,0,0,5.14,1.81,1,-3,-3.00,0,,,,
104,1959,1959-10-11,3,38.022,NYG,@,CLE,W 10-6,*,9,17,52.94,106,0,0,72.2,0,0,6.24,6.24,4,26,6.50,1,,,,
105,1959,1959-10-18,4,38.029,NYG,,PHI,W 24-7,*,6,10,60.00,121,0,1,62.9,0,0,12.10,7.60,2,2,1.00,0,,,,
106,1959,1959-10-25,5,38.036,NYG,@,PIT,W 21-16,*,9,14,64.29,199,2,0,147.3,0,0,14.21,17.07,1,-5,-5.00,0,,,,
107,1959,1959-11-01,6,38.043,NYG,,GNB,W 20-3,*,14,29,48.28,139,0,0,62.3,0,0,4.79,4.79,0,0,,0,,,,
108,1959,1959-11-22,9,38.064,NYG,@,CRD,W 30-20,,8,16,50.00,156,2,1,97.9,0,0,9.75,9.44,1,3,3.00,0,,,,
109,1959,1959-11-29,10,38.071,NYG,,WAS,W 45-14,*,6,12,50.00,78,3,0,110.4,0,0,6.50,11.50,1,-1,-1.00,0,,,,
110,1959,1959-12-06,11,38.078,NYG,,CLE,W 48-7,*,14,21,66.67,271,3,0,149.3,0,0,12.90,15.76,3,14,4.67,0,,,,
111,1959,1959-12-13,12,38.085,NYG,@,WAS,W 24-10,*,15,23,65.22,207,2,0,122.9,0,0,9.00,10.74,1,0,0.00,0,,,,
112,1960,1960-09-25,1,39.006,NYG,@,SFO,W 21-19,*,6,12,50.00,44,1,0,86.8,0,0,3.67,5.33,2,-1,-0.50,0,2,66,33.00,0
113,1960,1960-10-02,2,39.013,NYG,@,STL,W 35-14,*,4,11,36.36,28,0,0,44.9,0,0,2.55,2.55,1,0,0.00,0,5,192,38.40,0
114,1960,1960-10-09,3,39.020,NYG,@,PIT,W 19-17,,5,14,35.71,123,1,1,62.5,0,0,8.79,7.00,2,5,2.50,0,4,168,42.00,0
115,1960,1960-10-16,4,39.027,NYG,,WAS,T 24-24,*,5,8,62.50,87,0,2,59.9,0,0,10.88,-0.38,1,-8,-8.00,0,3,113,37.67,0
116,1960,1960-10-30,5,39.041,NYG,,STL,L 13-20,,0,0,,0,0,0,,0,0,,,0,0,,0,4,126,31.50,0
117,1960,1960-11-06,6,39.048,NYG,@,CLE,W 17-13,*,6,17,35.29,105,0,0,57.2,0,0,6.18,6.18,1,-8,-8.00,0,0,0,,0
118,1960,1960-11-13,7,39.055,NYG,,PIT,W 27-24,*,18,32,56.25,233,2,1,87.1,0,0,7.28,7.13,3,27,9.00,0,0,0,,0
119,1960,1960-12-11,11,39.083,NYG,@,WAS,W 17-3,*,6,11,54.55,52,1,2,58.0,0,0,4.73,-1.64,3,-16,-5.33,0,0,0,,0
120,1960,1960-12-18,12,39.090,NYG,,CLE,L 34-48,*,16,29,55.17,282,3,1,108.7,0,0,9.72,10.24,1,2,2.00,0,0,0,,0
121,1961,1961-09-17,1,39.363,NYG,,STL,L 10-21,*,9,21,42.86,75,0,2,13.1,0,0,3.57,-0.71,3,11,3.67,0,0,0,,0
122,1961,1961-09-24,2,40.005,NYG,@,PIT,W 17-14,*,6,16,37.50,47,1,0,66.7,0,0,2.94,4.19,1,1,1.00,0,0,0,,0
123,1961,1961-10-01,3,40.012,NYG,@,WAS,W 24-21,*,3,5,60.00,35,1,1,81.2,0,0,7.00,2.00,0,0,,0,0,0,,0
124,1961,1961-10-08,4,40.019,NYG,@,STL,W 24-9,,5,16,31.25,87,0,2,11.2,0,0,5.44,-0.19,1,-3,-3.00,0,0,0,,0
125,1961,1961-10-22,6,40.033,NYG,,RAM,W 24-14,,5,11,45.45,111,2,1,83.7,0,0,10.09,9.64,1,1,1.00,0,0,0,,0
126,1961,1961-10-29,7,40.040,NYG,,DAL,L 16-17,*,5,9,55.56,82,0,1,46.8,0,0,9.11,4.11,3,5,1.67,0,0,0,,0
127,1961,1961-12-03,12,40.075,NYG,@,GNB,L 17-20,,1,6,16.67,-2,0,0,39.6,0,0,-0.33,-0.33,0,0,,0,0,0,,0
128,1961,1961-12-10,13,40.082,NYG,@,PHI,W 28-24,,6,13,46.15,153,3,0,129.2,0,0,11.77,16.38,2,2,1.00,0,0,0,,0
129,1961,1961-12-17,14,40.089,NYG,,CLE,T 7-7,,4,9,44.44,46,0,1,20.8,0,0,5.11,0.11,2,-1,-0.50,0,0,0,,0
