ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
31,1986,1986-12-21,16,23.235,NYJ,@,CIN,L 21-52,,3,29,9.67,0,,,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0
32,1987,1987-09-13,1,24.136,NYJ,@,BUF,W 31-28,,6,59,9.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1987,1987-09-21,2,24.144,NYJ,,NWE,W 43-24,,3,89,29.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
34,1987,1987-10-25,6,24.178,NYJ,@,WAS,L 16-17,,9,97,10.78,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
35,1987,1987-11-01,7,24.185,NYJ,,IND,L 14-19,,7,79,11.29,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
36,1987,1987-11-09,8,24.193,NYJ,,SEA,W 30-14,,4,66,16.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
37,1987,1987-11-15,9,24.199,NYJ,@,KAN,W 16-9,,3,36,12.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
38,1987,1987-11-22,10,24.206,NYJ,,BUF,L 14-17,,4,54,13.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
39,1987,1987-11-29,11,24.213,NYJ,,CIN,W 27-20,,6,83,13.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
40,1987,1987-12-07,12,24.221,NYJ,@,MIA,L 28-37,,5,100,20.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
41,1987,1987-12-13,13,24.227,NYJ,@,NWE,L 20-42,,8,110,13.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
42,1987,1987-12-20,14,24.234,NYJ,,PHI,L 27-38,,10,168,16.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
43,1987,1987-12-27,15,24.241,NYJ,@,NYG,L 7-20,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
44,1988,1988-09-11,2,25.134,NYJ,@,CLE,W 23-3,,4,55,13.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
45,1988,1988-09-18,3,25.141,NYJ,,HOU,W 45-3,,3,64,21.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
46,1988,1988-09-25,4,25.148,NYJ,@,DET,W 17-10,,10,75,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1988,1988-10-02,5,25.155,NYJ,,KAN,T 17-17,,5,48,9.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1988,1988-10-09,6,25.162,NYJ,@,CIN,L 19-36,,5,46,9.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
49,1988,1988-10-17,7,25.170,NYJ,,BUF,L 14-37,,4,49,12.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1988,1988-10-23,8,25.176,NYJ,@,MIA,W 44-30,,7,55,7.86,1,,,1,5,5.00,0,0,0,,0,0,0,,,,,,1,6
51,1988,1988-10-30,9,25.183,NYJ,,PIT,W 24-20,,4,56,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,1988,1988-11-06,10,25.190,NYJ,@,IND,L 14-38,,13,106,8.15,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
53,1988,1988-11-13,11,25.197,NYJ,,NWE,L 13-14,,3,15,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
54,1988,1988-11-20,12,25.204,NYJ,@,BUF,L 6-9,,5,56,11.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
55,1988,1988-11-27,13,25.211,NYJ,,MIA,W 38-34,,14,181,12.93,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,1988,1988-12-04,14,25.218,NYJ,@,KAN,L 34-38,,5,102,20.40,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
57,1988,1988-12-10,15,25.224,NYJ,,IND,W 34-16,,7,103,14.71,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
58,1988,1988-12-18,16,25.232,NYJ,,NYG,W 27-21,,4,56,14.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
59,1989,1989-09-17,2,26.140,NYJ,@,CLE,L 24-38,,5,66,13.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1989,1989-09-24,3,26.147,NYJ,@,MIA,W 40-33,,10,159,15.90,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
61,1989,1989-10-01,4,26.154,NYJ,,IND,L 10-17,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,1989,1989-10-09,5,26.162,NYJ,,RAI,L 7-14,,3,25,8.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
63,1989,1989-11-12,10,26.196,NYJ,,MIA,L 23-31,,4,40,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,1989,1989-11-19,11,26.203,NYJ,@,IND,L 10-27,,11,89,8.09,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
65,1989,1989-11-26,12,26.210,NYJ,,ATL,W 27-7,,8,86,10.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
66,1989,1989-12-03,13,26.217,NYJ,@,SDG,W 20-17,,7,57,8.14,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,1989,1989-12-10,14,26.224,NYJ,,PIT,L 0-13,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
68,1989,1989-12-17,15,26.231,NYJ,@,RAM,L 14-38,,6,53,8.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
69,1989,1989-12-23,16,26.237,NYJ,,BUF,L 0-37,,6,67,11.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
70,1990,1990-09-09,1,27.132,NYJ,@,CIN,L 20-25,,8,118,14.75,2,,,0,0,,0,0,0,,0,0,0,,0,,,,2,12
71,1990,1990-09-16,2,27.139,NYJ,,CLE,W 24-21,,2,21,10.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
72,1990,1990-09-24,3,27.147,NYJ,,BUF,L 7-30,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
73,1990,1990-09-30,4,27.153,NYJ,@,NWE,W 37-13,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
74,1990,1990-10-07,5,27.160,NYJ,@,MIA,L 16-20,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
75,1990,1990-10-14,6,27.167,NYJ,,SDG,L 3-39,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
76,1990,1990-10-21,7,27.174,NYJ,@,BUF,L 27-30,,5,98,19.60,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
77,1990,1990-10-28,8,27.181,NYJ,@,HOU,W 17-12,,7,119,17.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,6
78,1990,1990-11-04,9,27.188,NYJ,,DAL,W 24-9,,2,16,8.00,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
79,1990,1990-11-11,10,27.195,NYJ,,MIA,L 3-17,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
80,1990,1990-11-18,11,27.202,NYJ,@,IND,L 14-17,,7,100,14.29,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
81,1990,1990-11-25,12,27.209,NYJ,,PIT,L 7-24,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
82,1990,1990-12-02,13,27.216,NYJ,@,SDG,L 17-38,,6,61,10.17,2,,,0,0,,0,0,0,,0,0,0,,0,,,,2,12
83,1990,1990-12-16,14,27.230,NYJ,,IND,L 21-29,,6,77,12.83,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
84,1991,1991-09-08,2,28.131,NYJ,@,SEA,L 13-20,,4,51,12.75,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
85,1991,1991-09-15,3,28.138,NYJ,,BUF,L 20-23,,8,89,11.13,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
86,1991,1991-09-23,4,28.146,NYJ,@,CHI,L 13-19,,1,29,29.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
87,1991,1991-09-29,5,28.152,NYJ,,MIA,W 41-23,,4,52,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
88,1991,1991-10-06,6,28.159,NYJ,@,CLE,W 17-14,,5,88,17.60,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
89,1991,1991-10-13,7,28.166,NYJ,,HOU,L 20-23,,6,51,8.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
90,1991,1991-10-20,8,28.173,NYJ,@,IND,W 17-6,,4,47,11.75,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
91,1991,1991-11-03,9,28.187,NYJ,,GNB,W 19-16,,8,109,13.63,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
92,1991,1991-11-10,10,28.194,NYJ,,IND,L 27-28,,6,93,15.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
93,1991,1991-11-17,11,28.201,NYJ,@,NWE,W 28-21,,9,127,14.11,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
94,1991,1991-11-24,12,28.208,NYJ,,SDG,W 24-3,,4,49,12.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
95,1991,1991-12-01,13,28.215,NYJ,@,BUF,L 13-24,,3,62,20.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
96,1991,1991-12-08,14,28.222,NYJ,@,DET,L 20-34,,6,58,9.67,0,,,0,0,,0,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,0,0
97,1991,1991-12-15,15,28.229,NYJ,,NWE,L 3-6,,5,53,10.60,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
98,1991,1991-12-22,16,28.236,NYJ,@,MIA,W 23-20,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
99,1992,1992-09-06,1,29.129,NYJ,@,ATL,L 17-20,2,1,15,15.00,1,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
100,1992,1992-09-13,2,29.136,NYJ,@,PIT,L 10-27,8,2,31,15.50,0,25.0%,3.88,0,0,,0,0,0,,0,0,0,,,,,,0,0
101,1992,1992-09-20,3,29.143,NYJ,,SFO,L 14-31,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
102,1992,1992-09-27,4,29.150,NYJ,@,RAM,L 10-18,15,9,80,8.89,0,60.0%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
103,1992,1992-10-04,5,29.157,NYJ,,NWE,W 30-21,7,5,36,7.20,0,71.4%,5.14,0,0,,0,0,0,,0,0,0,,,,,,0,0
104,1992,1992-10-11,6,29.164,NYJ,@,IND,L 3-6,4,3,62,20.67,0,75.0%,15.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
105,1992,1992-10-26,7,29.179,NYJ,,BUF,L 20-24,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
106,1992,1992-11-01,8,29.185,NYJ,,MIA,W 26-14,8,5,33,6.60,1,62.5%,4.13,0,0,,0,0,0,,0,0,0,,,,,,1,6
107,1992,1992-11-08,9,29.192,NYJ,@,DEN,L 16-27,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
