ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2004,2004-12-26,15,21.117,ARI,@,SEA,L 21-24,*,7,4,70,17.50,2,57.1%,10.00,2,10,5.00,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,,
16,2004,2005-01-02,16,21.124,ARI,,TAM,W 12-7,*,7,3,36,12.00,0,42.9%,5.14,2,1,0.50,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
17,2005,2005-09-11,1,22.011,ARI,@,NYG,L 19-42,*,15,13,155,11.92,1,86.7%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
18,2005,2005-09-18,2,22.018,ARI,,STL,L 12-17,*,5,4,70,17.50,0,80.0%,14.00,2,25,12.50,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
19,2005,2005-09-25,3,22.025,ARI,@,SEA,L 12-37,*,6,3,41,13.67,0,50.0%,6.83,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
20,2005,2005-10-02,4,22.032,ARI,,SFO,W 31-14,*,11,7,102,14.57,1,63.6%,9.27,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
21,2005,2005-10-09,5,22.039,ARI,,CAR,L 20-24,*,16,9,136,15.11,1,56.3%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
22,2005,2005-10-23,6,22.053,ARI,,TEN,W 20-10,*,10,4,71,17.75,1,40.0%,7.10,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
23,2005,2005-10-30,7,22.060,ARI,@,DAL,L 13-34,*,11,4,36,9.00,0,36.4%,3.27,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
24,2005,2005-11-06,8,22.067,ARI,,SEA,L 19-33,*,14,8,102,12.75,0,57.1%,7.29,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
25,2005,2005-11-13,9,22.074,ARI,@,DET,L 21-29,*,14,9,141,15.67,1,64.3%,10.07,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
26,2005,2005-11-20,10,22.081,ARI,@,STL,W 38-28,*,11,9,104,11.56,1,81.8%,9.45,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
27,2005,2005-11-27,11,22.088,ARI,,JAX,L 17-24,*,5,4,41,10.25,1,80.0%,8.20,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
28,2005,2005-12-04,12,22.095,ARI,@,SFO,W 17-10,*,12,8,129,16.13,0,66.7%,10.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
29,2005,2005-12-11,13,22.102,ARI,,WAS,L 13-17,*,7,4,23,5.75,0,57.1%,3.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
30,2005,2005-12-18,14,22.109,ARI,@,HOU,L 19-30,*,12,6,85,14.17,1,50.0%,7.08,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
31,2005,2005-12-24,15,22.115,ARI,,PHI,W 27-21,*,9,5,93,18.60,1,55.6%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
32,2005,2006-01-01,16,22.123,ARI,@,IND,L 13-17,*,7,6,80,13.33,1,85.7%,11.43,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
33,2006,2006-09-10,1,23.010,ARI,,SFO,W 34-27,*,14,9,133,14.78,0,64.3%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
34,2006,2006-09-17,2,23.017,ARI,@,SEA,L 10-21,*,7,4,52,13.00,0,57.1%,7.43,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
35,2006,2006-09-24,3,23.024,ARI,,STL,L 14-16,*,11,6,65,10.83,1,54.5%,5.91,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
36,2006,2006-10-01,4,23.031,ARI,@,ATL,L 10-32,*,5,4,71,17.75,0,80.0%,14.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
37,2006,2006-10-08,5,23.038,ARI,,KAN,L 20-23,*,2,2,15,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
38,2006,2006-11-12,9,23.073,ARI,,DAL,L 10-27,*,11,6,80,13.33,0,54.5%,7.27,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
39,2006,2006-11-19,10,23.080,ARI,,DET,W 17-10,*,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
40,2006,2006-11-26,11,23.087,ARI,@,MIN,L 26-31,*,16,11,172,15.64,0,68.8%,10.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
41,2006,2006-12-03,12,23.094,ARI,@,STL,W 34-20,*,6,5,46,9.20,1,83.3%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
42,2006,2006-12-10,13,23.101,ARI,,SEA,W 27-21,*,13,7,79,11.29,1,53.8%,6.08,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
43,2006,2006-12-17,14,23.108,ARI,,DEN,L 20-37,*,6,5,77,15.40,0,83.3%,12.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
44,2006,2006-12-24,15,23.115,ARI,@,SFO,W 26-20,*,7,4,93,23.25,1,57.1%,13.29,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
45,2006,2006-12-31,16,23.122,ARI,@,SDG,L 20-27,*,9,4,33,8.25,1,44.4%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
46,2007,2007-09-10,1,24.010,ARI,@,SFO,L 17-20,*,9,3,20,6.67,0,33.3%,2.22,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
47,2007,2007-09-16,2,24.016,ARI,,SEA,W 23-20,*,13,7,87,12.43,0,53.8%,6.69,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
48,2007,2007-09-23,3,24.023,ARI,@,BAL,L 23-26,*,10,5,85,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
49,2007,2007-09-30,4,24.030,ARI,,PIT,W 21-14,*,12,10,120,12.00,0,83.3%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
50,2007,2007-10-07,5,24.037,ARI,@,STL,W 34-31,*,14,9,136,15.11,1,64.3%,9.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
51,2007,2007-10-14,6,24.044,ARI,,CAR,L 10-25,*,8,6,97,16.17,0,75.0%,12.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
52,2007,2007-10-21,7,24.051,ARI,@,WAS,L 19-21,*,11,6,97,16.17,0,54.5%,8.82,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
53,2007,2007-11-04,8,24.065,ARI,@,TAM,L 10-17,*,11,4,95,23.75,0,36.4%,8.64,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
54,2007,2007-11-11,9,24.072,ARI,,DET,W 31-21,*,9,8,74,9.25,2,88.9%,8.22,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,,
55,2007,2007-11-18,10,24.079,ARI,@,CIN,W 35-27,*,13,8,93,11.63,1,61.5%,7.15,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
56,2007,2007-11-25,11,24.086,ARI,,SFO,L 31-37,*,15,9,156,17.33,2,60.0%,10.40,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,,
57,2007,2007-12-09,13,24.100,ARI,@,SEA,L 21-42,*,10,6,79,13.17,1,60.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
58,2007,2007-12-16,14,24.107,ARI,@,NOR,L 24-31,*,3,2,27,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
59,2007,2007-12-23,15,24.114,ARI,,ATL,W 30-27,*,11,6,72,12.00,0,54.5%,6.55,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
60,2007,2007-12-30,16,24.121,ARI,,STL,W 48-19,*,18,11,171,15.55,2,61.1%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,,
61,2008,2008-09-07,1,25.007,ARI,@,SFO,W 23-13,*,4,3,31,10.33,1,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
62,2008,2008-09-14,2,25.014,ARI,,MIA,W 31-10,*,9,6,153,25.50,0,66.7%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
63,2008,2008-09-21,3,25.021,ARI,@,WAS,L 17-24,*,12,7,109,15.57,1,58.3%,9.08,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
64,2008,2008-09-28,4,25.028,ARI,@,NYJ,L 35-56,*,15,8,122,15.25,0,53.3%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
65,2008,2008-10-05,5,25.035,ARI,,BUF,W 41-17,*,10,7,52,7.43,2,70.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
66,2008,2008-10-12,6,25.042,ARI,,DAL,W 30-24,*,7,5,79,15.80,1,71.4%,11.29,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
67,2008,2008-10-26,7,25.056,ARI,@,CAR,L 23-27,*,11,7,115,16.43,0,63.6%,10.45,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
68,2008,2008-11-02,8,25.063,ARI,@,STL,W 34-13,*,9,6,81,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
69,2008,2008-11-10,9,25.071,ARI,,SFO,W 29-24,*,10,8,46,5.75,1,80.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
70,2008,2008-11-16,10,25.077,ARI,@,SEA,W 26-20,*,14,10,151,15.10,0,71.4%,10.79,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
71,2008,2008-11-23,11,25.084,ARI,,NYG,L 29-37,*,7,5,71,14.20,0,71.4%,10.14,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
72,2008,2008-11-27,12,25.088,ARI,@,PHI,L 20-48,*,8,5,65,13.00,2,62.5%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
73,2008,2008-12-07,13,25.098,ARI,,STL,W 34-10,*,9,6,73,12.17,1,66.7%,8.11,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
74,2008,2008-12-14,14,25.105,ARI,,MIN,L 14-35,*,11,5,52,10.40,0,45.5%,4.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
75,2008,2008-12-21,15,25.112,ARI,@,NWE,L 7-47,*,10,3,101,33.67,1,30.0%,10.10,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
76,2008,2008-12-28,16,25.119,ARI,,SEA,W 34-21,*,8,5,130,26.00,2,62.5%,16.25,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
77,2009,2009-09-13,1,26.013,ARI,,SFO,L 16-20,*,11,6,71,11.83,1,54.5%,6.45,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
78,2009,2009-09-20,2,26.020,ARI,@,JAX,W 31-17,*,5,4,34,8.50,1,80.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
79,2009,2009-09-27,3,26.027,ARI,,IND,L 10-31,*,13,7,76,10.86,0,53.8%,5.85,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
80,2009,2009-10-11,4,26.041,ARI,,HOU,W 28-21,*,6,5,79,15.80,2,83.3%,13.17,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
81,2009,2009-10-18,5,26.048,ARI,@,SEA,W 27-3,*,15,13,100,7.69,1,86.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
82,2009,2009-10-25,6,26.055,ARI,@,NYG,W 24-17,*,13,6,83,13.83,0,46.2%,6.38,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
83,2009,2009-11-01,7,26.062,ARI,,CAR,L 21-34,*,10,6,66,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
84,2009,2009-11-08,8,26.069,ARI,@,CHI,W 41-21,*,14,9,123,13.67,2,64.3%,8.79,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
85,2009,2009-11-15,9,26.076,ARI,,SEA,W 31-20,*,9,7,73,10.43,1,77.8%,8.11,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
86,2009,2009-11-22,10,26.083,ARI,@,STL,W 21-13,*,12,8,87,10.88,1,66.7%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
87,2009,2009-11-29,11,26.090,ARI,@,TEN,L 17-20,*,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
88,2009,2009-12-06,12,26.097,ARI,,MIN,W 30-17,*,12,8,143,17.88,1,66.7%,11.92,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
89,2009,2009-12-14,13,26.105,ARI,@,SFO,L 9-24,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
90,2009,2009-12-20,14,26.111,ARI,@,DET,W 31-24,*,6,4,36,9.00,1,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
91,2009,2009-12-27,15,26.118,ARI,,STL,W 31-10,*,10,5,48,9.60,1,50.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
92,2009,2010-01-03,16,26.125,ARI,,GNB,L 7-33,*,7,3,17,5.67,1,42.9%,2.43,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
93,2010,2010-09-12,1,27.012,ARI,@,STL,W 17-13,*,15,3,43,14.33,1,20.0%,2.87,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
94,2010,2010-09-19,2,27.019,ARI,@,ATL,L 7-41,*,12,7,83,11.86,0,58.3%,6.92,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
95,2010,2010-09-26,3,27.026,ARI,,OAK,W 24-23,,7,2,26,13.00,1,28.6%,3.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
96,2010,2010-10-03,4,27.033,ARI,@,SDG,L 10-41,*,11,7,56,8.00,0,63.6%,5.09,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
97,2010,2010-10-10,5,27.040,ARI,,NOR,W 30-20,*,9,7,93,13.29,0,77.8%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
98,2010,2010-10-24,6,27.054,ARI,@,SEA,L 10-22,*,10,3,30,10.00,0,30.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
99,2010,2010-10-31,7,27.061,ARI,,TAM,L 35-38,*,12,6,72,12.00,2,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,1,0
100,2010,2010-11-07,8,27.068,ARI,@,MIN,L 24-27,*,10,7,107,15.29,0,70.0%,10.70,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
101,2010,2010-11-14,9,27.075,ARI,,SEA,L 18-36,*,15,7,91,13.00,0,46.7%,6.07,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,1,0
102,2010,2010-11-21,10,27.082,ARI,@,KAN,L 13-31,*,11,6,90,15.00,1,54.5%,8.18,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
103,2010,2010-11-29,11,27.090,ARI,,SFO,L 6-27,*,9,4,37,9.25,0,44.4%,4.11,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
104,2010,2010-12-05,12,27.096,ARI,,STL,L 6-19,*,11,4,61,15.25,0,36.4%,5.55,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
105,2010,2010-12-12,13,27.103,ARI,,DEN,W 43-13,*,11,6,72,12.00,0,54.5%,6.55,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
106,2010,2010-12-19,14,27.110,ARI,@,CAR,L 12-19,*,10,9,125,13.89,0,90.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
107,2010,2010-12-25,15,27.116,ARI,,DAL,W 27-26,*,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
108,2010,2011-01-02,16,27.124,ARI,@,SFO,L 7-38,*,17,11,125,11.36,1,64.7%,7.35,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
109,2011,2011-09-11,1,28.011,ARI,,CAR,W 28-21,*,7,3,62,20.67,0,42.9%,8.86,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
110,2011,2011-09-18,2,28.018,ARI,@,WAS,L 21-22,*,9,7,133,19.00,1,77.8%,14.78,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
111,2011,2011-09-25,3,28.025,ARI,@,SEA,L 10-13,*,8,5,64,12.80,1,62.5%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
112,2011,2011-10-02,4,28.032,ARI,,NYG,L 27-31,*,11,8,102,12.75,0,72.7%,9.27,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
113,2011,2011-10-09,5,28.039,ARI,@,MIN,L 10-34,*,8,4,66,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
114,2011,2011-10-23,6,28.053,ARI,,PIT,L 20-32,*,10,4,78,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
115,2011,2011-10-30,7,28.060,ARI,@,BAL,L 27-30,*,5,3,98,32.67,0,60.0%,19.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
116,2011,2011-11-06,8,28.067,ARI,,STL,W 19-13,*,12,4,43,10.75,1,33.3%,3.58,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
117,2011,2011-11-13,9,28.074,ARI,@,PHI,W 21-17,*,13,7,146,20.86,2,53.8%,11.23,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
118,2011,2011-11-20,10,28.081,ARI,@,SFO,L 7-23,*,9,3,41,13.67,1,33.3%,4.56,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
119,2011,2011-11-27,11,28.088,ARI,@,STL,W 23-20,*,9,3,55,18.33,0,33.3%,6.11,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
120,2011,2011-12-04,12,28.095,ARI,,DAL,W 19-13,*,7,4,55,13.75,0,57.1%,7.86,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
121,2011,2011-12-11,13,28.102,ARI,,SFO,W 21-19,*,9,7,149,21.29,1,77.8%,16.56,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
122,2011,2011-12-18,14,28.109,ARI,,CLE,W 20-17,*,8,3,65,21.67,0,37.5%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
123,2011,2011-12-24,15,28.115,ARI,@,CIN,L 16-23,*,11,6,105,17.50,1,54.5%,9.55,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
124,2011,2012-01-01,16,28.123,ARI,,SEA,W 23-20,*,18,9,149,16.56,0,50.0%,8.28,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
125,2012,2012-09-09,1,29.009,ARI,,SEA,W 20-16,*,11,4,63,15.75,0,36.4%,5.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
126,2012,2012-09-16,2,29.016,ARI,@,NWE,W 20-18,*,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
127,2012,2012-09-23,3,29.023,ARI,,PHI,W 27-6,*,9,9,114,12.67,1,100.0%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
128,2012,2012-09-30,4,29.030,ARI,,MIA,W 24-21,*,15,8,64,8.00,1,53.3%,4.27,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
129,2012,2012-10-04,5,29.034,ARI,@,STL,L 3-17,*,15,8,92,11.50,0,53.3%,6.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
130,2012,2012-10-14,6,29.044,ARI,,BUF,L 16-19,*,12,6,93,15.50,1,50.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
131,2012,2012-10-21,7,29.051,ARI,@,MIN,L 14-21,*,7,4,29,7.25,0,57.1%,4.14,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
132,2012,2012-10-29,8,29.059,ARI,,SFO,L 3-24,*,11,5,52,10.40,0,45.5%,4.73,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
133,2012,2012-11-04,9,29.065,ARI,@,GNB,L 17-31,*,12,6,74,12.33,1,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
134,2012,2012-11-18,10,29.079,ARI,@,ATL,L 19-23,*,7,1,11,11.00,0,14.3%,1.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
135,2012,2012-11-25,11,29.086,ARI,,STL,L 17-31,*,12,3,31,10.33,0,25.0%,2.58,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
136,2012,2012-12-02,12,29.093,ARI,@,NYJ,L 6-7,*,7,1,23,23.00,0,14.3%,3.29,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
137,2012,2012-12-09,13,29.100,ARI,@,SEA,L 0-58,*,11,1,2,2.00,0,9.1%,0.18,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
138,2012,2012-12-16,14,29.107,ARI,,DET,W 38-10,*,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
139,2012,2012-12-23,15,29.114,ARI,,CHI,L 13-28,*,12,8,111,13.88,0,66.7%,9.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
140,2012,2012-12-30,16,29.121,ARI,@,SFO,L 13-27,*,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
141,2013,2013-09-08,1,30.008,ARI,@,STL,L 24-27,*,14,8,80,10.00,2,57.1%,5.71,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
142,2013,2013-09-15,2,30.015,ARI,,DET,W 25-21,*,5,2,33,16.50,0,40.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
143,2013,2013-09-22,3,30.022,ARI,@,NOR,L 7-31,*,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
144,2013,2013-09-29,4,30.029,ARI,@,TAM,W 13-10,*,9,6,68,11.33,1,66.7%,7.56,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
