ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
24,1985,1985-12-15,15,24.242,CIN,@,WAS,L 24-27,*,22,39,56.41,357,2,2,83.0,3,35,9.15,7.87,4,21,5.25,0,,0,0,,0,,,0,0,0,0,,0
25,1985,1985-12-22,16,24.249,CIN,@,NWE,L 23-34,*,18,39,46.15,270,2,1,75.8,1,2,6.92,6.79,1,5,5.00,0,,0,0,,0,,,0,0,0,0,,0
26,1986,1986-09-07,1,25.143,CIN,@,KAN,L 14-24,*,22,41,53.66,263,2,1,79.6,3,40,6.41,6.29,2,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
27,1986,1986-09-14,2,25.150,CIN,,BUF,W 36-33,*,17,29,58.62,252,2,1,95.8,1,12,8.69,8.52,7,34,4.86,1,,0,0,,0,,,1,6,0,0,,0
28,1986,1986-09-18,3,25.154,CIN,@,CLE,W 30-13,*,12,21,57.14,152,0,1,60.0,1,10,7.24,5.10,1,-2,-2.00,0,,0,0,,0,,,0,0,0,0,,0
29,1986,1986-09-28,4,25.164,CIN,,CHI,L 7-44,*,14,30,46.67,212,1,4,41.9,3,23,7.07,1.73,2,14,7.00,0,,0,0,,0,,,0,0,0,0,,0
30,1986,1986-10-05,5,25.171,CIN,@,GNB,W 34-28,*,15,24,62.50,207,3,0,129.7,3,24,8.63,11.13,4,11,2.75,0,,0,0,,0,,,0,0,0,0,,0
31,1986,1986-10-13,6,25.179,CIN,,PIT,W 24-22,*,15,30,50.00,231,2,1,84.2,3,20,7.70,7.53,4,-10,-2.50,0,,0,0,,0,,,0,0,1,31,31.00,0
32,1986,1986-10-19,7,25.185,CIN,,HOU,W 31-28,*,13,25,52.00,192,1,0,90.7,1,4,7.68,8.48,2,-4,-2.00,0,,0,0,,0,,,0,0,0,0,,0
33,1986,1986-10-26,8,25.192,CIN,@,PIT,L 9-30,*,19,33,57.58,259,0,1,70.1,2,10,7.85,6.48,1,1,1.00,0,,0,0,,0,,,0,0,0,0,,0
34,1986,1986-11-02,9,25.199,CIN,@,DET,W 24-17,*,13,27,48.15,167,0,1,52.5,1,0,6.19,4.52,3,10,3.33,0,,0,0,,0,,,0,0,0,0,,0
35,1986,1986-11-09,10,25.206,CIN,@,HOU,L 28-32,*,19,29,65.52,272,3,1,115.9,0,0,9.38,9.90,3,19,6.33,0,,0,0,,0,,,0,0,0,0,,0
36,1986,1986-11-16,11,25.213,CIN,,SEA,W 34-7,*,22,33,66.67,334,1,1,97.3,2,14,10.12,9.36,2,18,9.00,0,,0,0,,0,,,0,0,0,0,,0
37,1986,1986-11-23,12,25.220,CIN,,MIN,W 24-20,*,17,25,68.00,252,1,1,97.4,1,4,10.08,9.08,3,1,0.33,0,,0,0,,0,,,0,0,0,0,,0
38,1986,1986-11-30,13,25.227,CIN,@,DEN,L 28-34,*,21,30,70.00,306,2,1,111.2,1,4,10.20,10.03,3,10,3.33,0,,0,0,,0,,,0,0,0,0,,0
39,1986,1986-12-07,14,25.234,CIN,@,NWE,W 31-7,*,17,31,54.84,284,1,0,96.7,0,0,9.16,9.81,2,-1,-0.50,0,,0,0,,0,,,0,0,0,0,,0
40,1986,1986-12-14,15,25.241,CIN,,CLE,L 3-34,*,14,31,45.16,151,0,2,33.1,2,20,4.87,1.97,0,0,,0,,0,0,,0,,,0,0,0,0,,0
41,1986,1986-12-21,16,25.248,CIN,,NYJ,W 52-21,*,23,30,76.67,425,5,1,143.8,2,9,14.17,16.00,5,45,9.00,0,,0,0,,0,,,0,0,0,0,,0
42,1987,1987-09-13,1,26.149,CIN,@,IND,W 23-21,*,17,26,65.38,236,2,0,120.0,2,20,9.08,10.62,5,20,4.00,0,,0,0,,0,,,0,0,0,0,,0
43,1987,1987-09-20,2,26.156,CIN,,SFO,L 26-27,*,14,29,48.28,180,1,1,65.3,3,16,6.21,5.34,10,5,0.50,0,,0,0,,0,,,0,0,0,0,,0
44,1987,1987-10-25,6,26.191,CIN,@,PIT,L 20-23,*,20,32,62.50,303,2,2,88.4,1,11,9.47,7.91,1,3,3.00,0,,0,0,,0,,,0,0,0,0,,0
45,1987,1987-11-01,7,26.198,CIN,,HOU,L 29-31,*,26,41,63.41,387,2,2,90.2,1,4,9.44,8.22,4,25,6.25,0,,0,0,,0,,,0,0,0,0,,0
46,1987,1987-11-08,8,26.205,CIN,,MIA,L 14-20,*,18,37,48.65,228,1,1,66.0,1,26,6.16,5.49,2,15,7.50,0,,0,0,,0,,,0,0,0,0,,0
47,1987,1987-11-15,9,26.212,CIN,@,ATL,W 16-10,*,13,30,43.33,159,0,2,32.5,0,0,5.30,2.30,10,77,7.70,0,,0,0,,0,,,0,0,0,0,,0
48,1987,1987-11-22,10,26.219,CIN,,PIT,L 16-30,*,30,53,56.60,409,0,3,57.8,5,36,7.72,5.17,7,26,3.71,0,,0,0,,0,,,0,0,1,41,41.00,0
49,1987,1987-11-29,11,26.226,CIN,@,NYJ,L 20-27,*,16,34,47.06,250,2,2,67.0,3,17,7.35,5.88,3,-1,-0.33,0,,0,0,,0,,,0,0,0,0,,0
50,1987,1987-12-06,12,26.233,CIN,,KAN,W 30-27,*,28,44,63.64,368,2,0,105.1,1,9,8.36,9.27,3,20,6.67,0,,0,0,,0,,,0,0,0,0,,0
51,1987,1987-12-13,13,26.240,CIN,@,CLE,L 24-38,*,22,39,56.41,361,1,2,74.8,1,9,9.26,7.46,0,0,,0,,0,0,,0,,,0,0,0,0,,0
52,1987,1987-12-20,14,26.247,CIN,,NOR,L 24-41,*,17,37,45.95,170,2,2,55.0,6,58,4.59,3.24,5,34,6.80,0,,0,0,,0,,,0,0,1,27,27.00,0
53,1987,1987-12-27,15,26.254,CIN,@,HOU,L 17-21,*,19,38,50.00,270,1,2,60.2,2,3,7.11,5.26,2,17,8.50,0,,0,0,,0,,,0,0,0,0,,0
54,1988,1988-09-04,1,27.140,CIN,,PHO,W 21-14,*,17,26,65.38,271,3,1,122.4,2,20,10.42,11.00,4,22,5.50,0,,0,0,,0,,,0,0,0,0,,0
55,1988,1988-09-11,2,27.147,CIN,@,PHI,W 28-24,*,20,32,62.50,363,4,1,128.0,1,10,11.34,12.44,2,-2,-1.00,0,,0,0,,0,,,0,0,0,0,,0
56,1988,1988-09-18,3,27.154,CIN,@,PIT,W 17-12,*,15,27,55.56,223,2,1,92.1,2,33,8.26,8.07,2,-6,-3.00,0,,0,0,,0,,,0,0,0,0,,0
57,1988,1988-09-25,4,27.161,CIN,,CLE,W 24-17,*,8,23,34.78,183,0,0,64.2,1,3,7.96,7.96,3,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
58,1988,1988-10-02,5,27.168,CIN,@,RAI,W 45-21,*,21,28,75.00,332,3,0,149.7,0,0,11.86,14.00,1,6,6.00,0,,0,0,,0,,,0,0,0,0,,0
59,1988,1988-10-09,6,27.175,CIN,,NYJ,W 36-19,*,10,20,50.00,220,3,0,129.2,4,24,11.00,14.00,3,61,20.33,0,,0,0,,0,,,0,0,0,0,,0
60,1988,1988-10-16,7,27.182,CIN,@,NWE,L 21-27,*,18,28,64.29,239,2,5,75.4,1,14,8.54,1.93,4,35,8.75,0,,0,0,,0,,,0,0,0,0,,0
61,1988,1988-10-23,8,27.189,CIN,,HOU,W 44-21,*,11,20,55.00,154,0,2,40.4,3,23,7.70,3.20,4,34,8.50,0,,0,0,,0,,,0,0,0,0,,0
62,1988,1988-10-30,9,27.196,CIN,@,CLE,L 16-23,*,12,25,48.00,173,0,0,70.9,4,20,6.92,6.92,5,18,3.60,0,,0,0,,0,,,0,0,0,0,,0
63,1988,1988-11-06,10,27.203,CIN,,PIT,W 42-7,*,16,23,69.57,318,3,2,115.5,0,0,13.83,12.52,1,7,7.00,0,,0,0,,0,,,0,0,0,0,,0
64,1988,1988-11-13,11,27.210,CIN,@,KAN,L 28-31,*,11,22,50.00,157,0,1,54.5,0,0,7.14,5.09,3,25,8.33,1,,0,0,,0,,,1,6,0,0,,0
65,1988,1988-11-20,12,27.217,CIN,@,DAL,W 38-24,*,16,29,55.17,205,3,0,112.0,2,9,7.07,9.14,3,10,3.33,0,,0,0,,0,,,0,0,1,21,21.00,0
66,1988,1988-11-27,13,27.224,CIN,,BUF,W 35-21,*,18,25,72.00,238,1,0,115.1,2,15,9.52,10.32,2,9,4.50,0,,0,0,,0,,,0,0,0,0,,0
67,1988,1988-12-04,14,27.231,CIN,,SDG,W 27-10,*,10,19,52.63,178,2,0,120.1,4,33,9.37,11.47,1,7,7.00,0,,0,0,,0,,,0,0,0,0,,0
68,1988,1988-12-11,15,27.238,CIN,@,HOU,L 6-41,*,10,22,45.45,131,0,1,45.8,3,37,5.95,3.91,2,14,7.00,0,,0,0,,0,,,0,0,0,0,,0
69,1988,1988-12-17,16,27.244,CIN,,WAS,W 20-17,*,10,19,52.63,187,2,0,122.0,1,4,9.84,11.95,3,8,2.67,0,,0,0,,0,,,0,0,0,0,,0
70,1989,1989-09-10,1,28.146,CIN,@,CHI,L 14-17,*,18,36,50.00,184,1,0,74.3,3,33,5.11,5.67,5,20,4.00,0,,0,0,,0,,,0,0,0,0,,0
71,1989,1989-09-17,2,28.153,CIN,,PIT,W 41-10,*,16,27,59.26,328,2,0,126.8,0,0,12.15,13.63,2,26,13.00,0,,0,0,,0,,,0,0,0,0,,0
72,1989,1989-09-25,3,28.161,CIN,,CLE,W 21-14,*,14,20,70.00,184,3,1,117.5,0,0,9.20,9.95,9,42,4.67,0,,0,0,,0,,,0,0,0,0,,0
73,1989,1989-10-01,4,28.167,CIN,@,KAN,W 21-17,,6,14,42.86,152,1,1,77.1,3,22,10.86,9.07,6,23,3.83,0,,0,0,,0,,,0,0,0,0,,0
74,1989,1989-10-08,5,28.174,CIN,@,PIT,W 26-16,*,17,32,53.13,219,1,0,85.3,3,27,6.84,7.47,4,38,9.50,0,,0,0,,0,,,0,0,0,0,,0
75,1989,1989-10-15,6,28.181,CIN,,MIA,L 13-20,*,16,24,66.67,194,1,0,105.2,3,26,8.08,8.92,4,25,6.25,0,,0,0,,0,,,0,0,0,0,,0
76,1989,1989-10-22,7,28.188,CIN,,IND,L 12-23,*,14,31,45.16,169,0,2,35.6,4,35,5.45,2.55,5,31,6.20,0,,0,0,,0,,,0,0,0,0,,0
77,1989,1989-10-29,8,28.195,CIN,,TAM,W 56-23,*,17,28,60.71,197,5,0,121.6,1,1,7.04,10.61,0,0,,0,,0,0,,0,,,0,0,0,0,,0
78,1989,1989-11-05,9,28.202,CIN,@,RAI,L 7-28,*,2,4,50.00,18,0,0,62.5,1,8,4.50,4.50,0,0,,0,,0,0,,0,,,0,0,0,0,,0
79,1989,1989-11-13,10,28.210,CIN,@,HOU,L 24-26,*,11,19,57.89,209,1,0,113.7,4,34,11.00,12.05,1,11,11.00,0,,0,0,,0,,,0,0,0,0,,0
80,1989,1989-11-19,11,28.216,CIN,,DET,W 42-7,*,30,39,76.92,399,3,1,123.8,1,3,10.23,10.62,1,1,1.00,0,,0,0,,0,,,0,0,0,0,,0
81,1989,1989-11-26,12,28.223,CIN,@,BUF,L 7-24,*,11,26,42.31,136,0,1,43.1,1,3,5.23,3.50,4,18,4.50,0,,0,0,,0,,,0,0,0,0,,0
82,1989,1989-12-03,13,28.230,CIN,@,CLE,W 21-0,*,14,32,43.75,197,2,2,59.0,0,0,6.16,4.59,2,19,9.50,0,,0,0,,0,,,0,0,0,0,,0
83,1989,1989-12-10,14,28.237,CIN,,SEA,L 17-24,*,21,42,50.00,246,1,0,76.1,4,31,5.86,6.33,1,15,15.00,0,,0,0,,0,,,0,0,0,0,,0
84,1989,1989-12-17,15,28.244,CIN,,HOU,W 61-7,*,20,27,74.07,326,4,0,153.7,2,7,12.07,15.04,3,9,3.00,0,,0,0,,0,,,0,0,0,0,,0
85,1989,1989-12-25,16,28.252,CIN,@,MIN,L 21-29,*,31,54,57.41,367,3,3,73.6,6,58,6.80,5.41,0,0,,0,,0,0,,0,,,0,0,0,0,,0
86,1990,1990-09-09,1,29.145,CIN,,NYJ,W 25-20,*,17,30,56.67,202,2,2,71.8,1,10,6.73,5.07,3,7,2.33,0,,0,0,,0,,,0,0,0,0,,0
87,1990,1990-09-16,2,29.152,CIN,@,SDG,W 21-16,*,20,34,58.82,250,3,3,74.4,3,27,7.35,5.15,2,-2,-1.00,0,,0,0,,0,,,0,0,0,0,,0
88,1990,1990-09-23,3,29.159,CIN,,NWE,W 41-7,*,15,26,57.69,271,2,1,103.2,5,30,10.42,10.23,3,12,4.00,0,,0,0,,0,,,0,0,0,0,,0
89,1990,1990-10-01,4,29.167,CIN,@,SEA,L 16-31,*,10,23,43.48,128,0,1,43.4,3,24,5.57,3.61,4,3,0.75,0,,0,0,,0,,,0,0,0,0,,0
90,1990,1990-10-07,5,29.173,CIN,@,RAM,W 34-31,*,31,45,68.89,490,3,0,127.1,1,7,10.89,12.22,2,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
91,1990,1990-10-14,6,29.180,CIN,@,HOU,L 17-48,*,12,21,57.14,130,1,3,51.8,1,9,6.19,0.71,2,5,2.50,0,,0,0,,0,,,0,0,0,0,,0
92,1990,1990-10-22,7,29.188,CIN,@,CLE,W 34-13,*,7,17,41.18,85,2,1,71.9,1,6,5.00,4.71,2,16,8.00,0,,0,0,,0,,,0,0,0,0,,0
93,1990,1990-10-28,8,29.194,CIN,@,ATL,L 17-38,*,19,35,54.29,199,1,2,56.7,1,3,5.69,3.69,3,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
94,1990,1990-11-04,9,29.201,CIN,,NOR,L 7-21,*,15,32,46.88,138,1,0,69.5,3,13,4.31,4.94,1,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
95,1990,1990-11-18,10,29.215,CIN,,PIT,W 27-3,*,10,16,62.50,134,0,1,63.0,0,0,8.38,5.56,5,31,6.20,0,,0,0,,0,,,0,0,0,0,,0
96,1990,1990-11-25,11,29.222,CIN,,IND,L 20-34,*,20,35,57.14,253,2,1,87.0,3,17,7.23,7.09,3,13,4.33,0,,0,0,,0,,,0,0,0,0,,0
97,1990,1990-12-02,12,29.229,CIN,@,PIT,W 16-12,*,8,14,57.14,165,1,2,83.0,2,11,11.79,6.79,5,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
98,1990,1990-12-09,13,29.236,CIN,,SFO,L 17-20,*,12,20,60.00,114,1,1,71.7,2,12,5.70,4.45,4,17,4.25,0,,0,0,,0,,,0,0,0,0,,0
99,1990,1990-12-16,14,29.243,CIN,@,RAI,L 7-24,*,7,17,41.18,134,1,2,49.3,1,7,7.88,3.76,2,22,11.00,0,,0,0,,0,,,0,0,0,0,,0
100,1990,1990-12-23,15,29.250,CIN,,HOU,W 40-20,*,11,21,52.38,184,2,0,114.0,2,19,8.76,10.67,3,14,4.67,0,,0,0,,0,,,0,0,0,0,,0
101,1990,1990-12-30,16,29.257,CIN,,CLE,W 21-14,*,10,16,62.50,154,2,2,94.3,2,3,9.63,6.50,5,19,3.80,0,,0,0,,0,,,0,0,0,0,,0
102,1991,1991-09-01,1,30.137,CIN,@,DEN,L 14-45,*,11,20,55.00,206,2,3,84.6,1,13,10.30,5.55,2,6,3.00,0,,0,0,,0,,,0,0,0,0,,0
103,1991,1991-09-08,2,30.144,CIN,,HOU,L 7-30,*,17,28,60.71,216,1,1,81.8,4,29,7.71,6.82,1,6,6.00,0,,0,0,,0,,,0,0,0,0,,0
104,1991,1991-09-15,3,30.151,CIN,@,CLE,L 13-14,*,15,26,57.69,140,1,0,85.4,1,6,5.38,6.15,3,6,2.00,0,,0,0,,0,,,0,0,0,0,,0
105,1991,1991-09-22,4,30.158,CIN,,WAS,L 27-34,*,18,37,48.65,212,0,1,55.2,4,26,5.73,4.51,3,28,9.33,0,,0,0,,0,,,0,0,0,0,,0
106,1991,1991-10-06,5,30.172,CIN,,SEA,L 7-13,*,18,38,47.37,256,0,2,47.7,2,16,6.74,4.37,2,4,2.00,0,,0,0,,0,,,0,0,0,0,,0
107,1991,1991-10-13,6,30.179,CIN,@,DAL,L 23-35,*,17,31,54.84,191,0,2,46.6,2,13,6.16,3.26,0,0,,0,,0,0,,0,,,0,0,0,0,,0
108,1991,1991-10-21,7,30.187,CIN,@,BUF,L 16-35,*,13,21,61.90,149,1,1,79.3,0,0,7.10,5.90,1,2,2.00,0,,0,0,,0,,,0,0,0,0,,0
109,1991,1991-11-03,9,30.200,CIN,,CLE,W 23-21,*,18,30,60.00,185,2,1,86.1,0,0,6.17,6.00,1,4,4.00,0,,0,0,,0,,,0,0,0,0,,0
110,1991,1991-11-10,10,30.207,CIN,,PIT,L 27-33,*,32,43,74.42,361,1,1,97.1,3,25,8.40,7.81,0,0,,0,,0,0,,0,,,0,0,0,0,,0
111,1991,1991-11-17,11,30.214,CIN,@,PHI,L 10-17,*,10,18,55.56,110,1,2,52.8,4,35,6.11,2.22,2,2,1.00,0,,0,0,,0,,,0,0,0,0,,0
112,1991,1991-12-01,13,30.228,CIN,,NYG,W 27-24,*,17,30,56.67,204,1,0,88.7,0,0,6.80,7.47,5,-4,-0.80,0,,0,0,,0,,,0,0,0,0,,0
113,1991,1991-12-09,14,30.236,CIN,@,MIA,L 13-37,*,13,25,52.00,195,0,0,77.9,2,17,7.80,7.80,1,9,9.00,0,,0,0,,0,,,0,0,0,0,,0
114,1991,1991-12-15,15,30.242,CIN,@,PIT,L 10-17,*,14,26,53.85,125,0,2,34.9,1,5,4.81,1.35,2,2,1.00,0,,0,0,,0,,,0,0,0,0,,0
115,1991,1991-12-22,16,30.249,CIN,,NWE,W 29-7,*,20,40,50.00,333,3,0,103.4,1,5,8.33,9.83,1,1,1.00,0,,0,0,,0,,,0,0,0,0,,0
116,1992,1992-09-06,1,31.142,CIN,@,SEA,W 21-3,*,18,29,62.07,115,0,1,56.0,2,13,3.97,2.41,1,2,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
117,1992,1992-09-13,2,31.149,CIN,,RAI,W 24-21,*,16,27,59.26,154,1,0,87.6,0,0,5.70,6.44,2,8,4.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
118,1992,1992-09-20,3,31.156,CIN,@,GNB,L 23-24,*,11,23,47.83,128,1,2,43.4,0,0,5.57,2.52,1,12,12.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
119,1992,1992-09-27,4,31.163,CIN,,MIN,L 7-42,*,11,21,52.38,97,0,4,25.4,2,16,4.62,-3.95,1,15,15.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
120,1992,1992-10-11,5,31.177,CIN,,HOU,L 24-38,*,12,25,48.00,151,2,2,60.6,1,6,6.04,4.04,0,0,,0,,0,0,,0,0.0%,,0,0,0,0,,0
121,1992,1992-10-19,6,31.185,CIN,@,PIT,L 0-20,*,11,22,50.00,86,0,0,60.0,2,4,3.91,3.91,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
122,1992,1992-10-25,7,31.191,CIN,@,HOU,L 10-26,*,13,19,68.42,139,1,1,85.2,3,28,7.32,6.00,1,0,0.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
123,1992,1992-11-01,8,31.198,CIN,,CLE,W 30-10,*,13,24,54.17,192,3,0,120.1,0,0,8.00,10.50,2,0,0.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
124,1992,1992-11-08,9,31.205,CIN,@,CHI,W 31-28,*,16,29,55.17,172,3,1,92.9,3,32,5.93,6.45,4,14,3.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
125,1992,1992-11-15,10,31.212,CIN,@,NYJ,L 14-17,*,11,33,33.33,109,0,2,18.4,3,30,3.30,0.58,3,4,1.33,0,,0,0,,0,0.0%,,0,0,0,0,,0
126,1992,1992-11-22,11,31.219,CIN,,DET,L 13-19,*,12,25,48.00,64,0,2,21.2,3,21,2.56,-1.04,4,9,2.25,0,,0,0,,0,0.0%,,0,0,0,0,,0
127,1992,1992-12-27,16,31.254,CIN,,IND,L 17-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,3,3.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
128,1993,1993-09-05,1,32.141,NYJ,,DEN,L 20-26,*,29,40,72.50,371,2,1,107.4,3,20,9.28,9.15,1,0,0.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
129,1993,1993-09-12,2,32.148,NYJ,@,MIA,W 24-14,*,22,33,66.67,323,2,1,106.0,0,0,9.79,9.64,7,10,1.43,1,,0,0,,0,0.0%,,1,6,0,0,,0
130,1993,1993-09-26,3,32.162,NYJ,,NWE,W 45-7,*,17,21,80.95,215,1,0,125.2,0,0,10.24,11.19,0,0,,0,,0,0,,0,0.0%,,0,0,0,0,,0
131,1993,1993-10-03,4,32.169,NYJ,,PHI,L 30-35,*,19,33,57.58,297,4,2,101.9,0,0,9.00,8.70,5,17,3.40,0,,0,0,,0,0.0%,,0,0,0,0,,0
132,1993,1993-10-10,5,32.176,NYJ,@,RAI,L 20-24,*,21,40,52.50,216,0,0,68.3,3,26,5.40,5.40,1,2,2.00,0,1,1,-8,-8.00,0,100.0%,-8.00,0,0,0,0,,0
133,1993,1993-10-24,6,32.190,NYJ,,BUF,L 10-19,*,14,25,56.00,189,0,2,46.9,3,30,7.56,3.96,2,4,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
134,1993,1993-10-31,7,32.197,NYJ,@,NYG,W 10-6,*,12,17,70.59,129,0,0,92.5,0,0,7.59,7.59,3,15,5.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
135,1993,1993-11-07,8,32.204,NYJ,,MIA,W 27-10,*,23,32,71.88,256,3,0,126.6,0,0,8.00,9.88,4,16,4.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
136,1993,1993-11-14,9,32.211,NYJ,@,IND,W 31-17,*,21,31,67.74,256,2,1,101.0,0,0,8.26,8.10,2,3,1.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
137,1993,1993-11-21,10,32.218,NYJ,,CIN,W 17-12,*,17,26,65.38,192,0,0,87.3,2,15,7.38,7.38,3,1,0.33,0,,0,0,,0,0.0%,,0,0,0,0,,0
138,1993,1993-11-28,11,32.225,NYJ,@,NWE,W 6-0,*,15,30,50.00,182,0,0,69.0,1,8,6.07,6.07,4,6,1.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
139,1993,1993-12-05,12,32.232,NYJ,,IND,L 6-9,*,12,29,41.38,145,0,2,28.7,0,0,5.00,1.90,2,1,0.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
