ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
171,2010,2010-10-03,4,33.361,GNB,,DET,W 28-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,11,2,1,48,1
172,2010,2010-10-10,5,34.003,GNB,@,WAS,L 13-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
173,2010,2010-10-17,6,34.010,GNB,,MIA,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
174,2010,2010-10-24,7,34.017,GNB,,MIN,W 28-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
175,2010,2010-10-31,8,34.024,GNB,@,NYJ,W 9-0,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,1,0,0
176,2010,2010-11-07,9,34.031,GNB,,DAL,W 45-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,5,0,0,0,0
177,2010,2010-11-21,10,34.045,GNB,@,MIN,W 31-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
178,2010,2010-11-28,11,34.052,GNB,@,ATL,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,3,0,0,0
179,2010,2010-12-05,12,34.059,GNB,,SFO,W 34-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
180,2010,2010-12-12,13,34.066,GNB,@,DET,L 3-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,3,0,0,0
181,2010,2010-12-19,14,34.073,GNB,@,NWE,L 27-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
182,2010,2010-12-26,15,34.080,GNB,,NYG,W 45-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
183,2010,2011-01-02,16,34.087,GNB,,CHI,W 10-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,5,1,0,0,0
184,2011,2011-09-08,1,34.336,GNB,,NOR,W 42-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
185,2011,2011-09-18,2,34.346,GNB,@,CAR,W 30-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,2,6,0
186,2011,2011-09-25,3,34.353,GNB,@,CHI,W 27-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
187,2011,2011-10-02,4,34.360,GNB,,DEN,W 49-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,6,0.0,2,2,1,30,1
188,2011,2011-10-09,5,35.002,GNB,@,ATL,W 25-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
189,2011,2011-10-16,6,35.009,GNB,,STL,W 24-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,2,2,0,0,0
190,2011,2011-10-23,7,35.016,GNB,@,MIN,W 33-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,2,26,0
191,2011,2011-11-06,8,35.030,GNB,@,SDG,W 45-38,*,0,0,0,,0,0.0%,,0,0,,0,1,9,9.00,0,0,0,,0,0,0,0.0,6,1,0,0,0
192,2011,2011-11-14,9,35.038,GNB,,MIN,W 45-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,8,1,0,0,0
193,2011,2011-11-20,10,35.044,GNB,,TAM,W 35-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,3,0,0,0,0
194,2011,2011-11-24,11,35.048,GNB,@,DET,W 27-15,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,1,0,0
195,2011,2011-12-04,12,35.058,GNB,@,NYG,W 38-35,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
196,2011,2011-12-11,13,35.065,GNB,,OAK,W 46-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,1,1,0
197,2011,2011-12-18,14,35.072,GNB,@,KAN,L 14-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,10,1,0,0,0
198,2011,2011-12-25,15,35.079,GNB,,CHI,W 35-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
199,2012,2012-09-09,1,35.338,GNB,,SFO,L 22-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.5,3,2,0,0,0
200,2012,2012-09-13,2,35.342,GNB,,CHI,W 23-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,3,1,0,0
201,2012,2012-09-24,3,35.353,GNB,@,SEA,L 12-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
202,2012,2012-09-30,4,35.359,GNB,,NOR,W 28-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,8,3,0,0,0
203,2012,2012-10-07,5,36.000,GNB,@,IND,L 27-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
204,2012,2012-10-14,6,36.007,GNB,@,HOU,W 42-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
205,2012,2012-10-21,7,36.014,GNB,@,STL,W 30-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
206,2013,2013-09-08,1,36.336,OAK,@,IND,L 17-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
207,2013,2013-09-15,2,36.343,OAK,,JAX,W 19-9,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
208,2013,2013-09-23,3,36.351,OAK,@,DEN,L 21-37,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,9,1,0,0,0
209,2013,2013-09-29,4,36.357,OAK,,WAS,L 14-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,4,3,0,0,0
210,2013,2013-10-06,5,36.364,OAK,,SDG,W 27-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,6,0.0,4,0,1,13,0
211,2013,2013-10-13,6,37.006,OAK,@,KAN,L 7-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
212,2013,2013-10-27,7,37.020,OAK,,PIT,W 21-18,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,2,0,0,0
213,2013,2013-11-03,8,37.027,OAK,,PHI,L 20-49,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,3,0,0,0
214,2013,2013-11-10,9,37.034,OAK,@,NYG,L 20-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,0,0,0
215,2013,2013-11-17,10,37.041,OAK,@,HOU,W 28-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,0,0,0
216,2013,2013-11-24,11,37.048,OAK,,TEN,L 19-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
217,2013,2013-11-28,12,37.052,OAK,@,DAL,L 24-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
218,2013,2013-12-08,13,37.062,OAK,@,NYJ,L 27-37,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
219,2013,2013-12-15,14,37.069,OAK,,KAN,L 31-56,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
220,2013,2013-12-22,15,37.076,OAK,@,SDG,L 13-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,3,0,0,0
221,2013,2013-12-29,16,37.083,OAK,,DEN,L 14-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,10,1,0,0,0
222,2014,2014-09-07,1,37.335,OAK,@,NYJ,L 14-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,4,1,2,0
223,2014,2014-09-14,2,37.342,OAK,,HOU,L 14-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
224,2014,2014-09-21,3,37.349,OAK,@,NWE,L 9-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
225,2014,2014-09-28,4,37.356,OAK,,MIA,L 14-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
226,2014,2014-10-12,5,38.005,OAK,,SDG,L 28-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,0,0,0
227,2014,2014-10-19,6,38.012,OAK,,ARI,L 13-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,1,30,0
228,2014,2014-10-26,7,38.019,OAK,@,CLE,L 13-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
229,2014,2014-11-02,8,38.026,OAK,@,SEA,L 24-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,4,0,0,0
230,2014,2014-11-09,9,38.033,OAK,,DEN,L 17-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,3,0,0,0
231,2014,2014-11-16,10,38.040,OAK,@,SDG,L 6-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,11,3,0,0,0
232,2014,2014-11-20,11,38.044,OAK,,KAN,W 24-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,5,5.00,0,0,0,1.0,7,1,0,0,0
233,2014,2014-11-30,12,38.054,OAK,@,STL,L 0-52,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
234,2014,2014-12-07,13,38.061,OAK,,SFO,W 24-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,1,1,3,0
235,2014,2014-12-14,14,38.068,OAK,@,KAN,L 13-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
236,2014,2014-12-21,15,38.075,OAK,,BUF,W 26-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,4,1,0,0
237,2014,2014-12-28,16,38.082,OAK,@,DEN,L 14-47,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,23,11.50,0,0,0,0.0,5,1,0,0,0
238,2015,2015-09-13,1,38.341,OAK,,CIN,L 13-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,2,0,0,0
239,2015,2015-09-20,2,38.348,OAK,,BAL,W 37-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
240,2015,2015-09-27,3,38.355,OAK,@,CLE,W 27-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,1,0,0
241,2015,2015-10-04,4,38.362,OAK,@,CHI,L 20-22,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,1,11,0
242,2015,2015-10-11,5,39.004,OAK,,DEN,L 10-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,3,2,11,0
243,2015,2015-10-25,6,39.018,OAK,@,SDG,W 37-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
244,2015,2015-11-01,7,39.025,OAK,,NYJ,W 34-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,1,0,0
245,2015,2015-11-08,8,39.032,OAK,@,PIT,L 35-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,1,0,0,0
246,2015,2015-11-15,9,39.039,OAK,,MIN,L 14-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
247,2015,2015-11-22,10,39.046,OAK,@,DET,L 13-18,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
248,2015,2015-11-29,11,39.053,OAK,@,TEN,W 24-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
249,2015,2015-12-06,12,39.060,OAK,,KAN,L 20-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
250,2015,2015-12-13,13,39.067,OAK,@,DEN,W 15-12,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
251,2015,2015-12-20,14,39.074,OAK,,GNB,L 20-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
252,2015,2015-12-24,15,39.078,OAK,,SDG,W 23-20,*,0,0,0,,0,0.0%,,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
253,2015,2016-01-03,16,39.088,OAK,@,KAN,L 17-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
