ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
38,2004,2004-10-24,6,26.262,MIN,,TEN,W 20-3,*,,,,,,,,,,
39,2004,2004-10-31,7,26.269,MIN,,NYG,L 13-34,*,,,,,,,,,,
40,2004,2004-11-08,8,26.277,MIN,@,IND,L 28-31,*,,,,,,,,,,
41,2004,2004-11-14,9,26.283,MIN,@,GNB,L 31-34,*,,,,,,,,,,
42,2004,2004-11-21,10,26.290,MIN,,DET,W 22-19,*,,,,,,,,,,
43,2004,2004-11-28,11,26.297,MIN,,JAX,W 27-16,*,,,,,,,,,,
44,2004,2004-12-05,12,26.304,MIN,@,CHI,L 14-24,*,1,4,4.00,0,0.0,,,0,0,0
45,2004,2004-12-12,13,26.311,MIN,,SEA,L 23-27,*,0,0,,0,0.0,,,1,41,0
46,2004,2004-12-19,14,26.318,MIN,@,DET,W 28-27,*,,,,,,,,,,
47,2004,2004-12-24,15,26.323,MIN,,GNB,L 31-34,*,,,,,,,,,,
48,2004,2005-01-02,16,26.332,MIN,@,WAS,L 18-21,*,,,,,,,,,,
49,2005,2005-09-11,1,27.218,CLE,,CIN,L 13-27,*,,,,,,,,,,
50,2005,2005-09-18,2,27.225,CLE,@,GNB,W 26-24,*,,,,,,,,,,
51,2005,2005-09-25,3,27.232,CLE,@,IND,L 6-13,*,,,,,,,,,,
52,2005,2005-10-09,4,27.246,CLE,,CHI,W 20-10,*,,,,,,,,,,
53,2005,2005-10-16,5,27.253,CLE,@,BAL,L 3-16,*,,,,,,,,,,
54,2005,2005-10-23,6,27.260,CLE,,DET,L 10-13,*,,,,,,,,,,
55,2005,2005-10-30,7,27.267,CLE,@,HOU,L 16-19,*,,,,,,,,,,
56,2005,2005-11-06,8,27.274,CLE,,TEN,W 20-14,*,,,,,,,,,,
57,2005,2005-11-13,9,27.281,CLE,@,PIT,L 21-34,*,,,,,,,,,,
58,2005,2005-11-20,10,27.288,CLE,,MIA,W 22-0,*,,,,,,,,,,
59,2005,2005-11-27,11,27.295,CLE,@,MIN,L 12-24,*,,,,,,,,,,
60,2005,2005-12-04,12,27.302,CLE,,JAX,L 14-20,*,0,0,,0,0.0,,,1,0,0
61,2005,2005-12-11,13,27.309,CLE,@,CIN,L 20-23,*,,,,,,,,,,
62,2005,2005-12-18,14,27.316,CLE,@,OAK,W 9-7,*,,,,,,,,,,
63,2005,2005-12-24,15,27.322,CLE,,PIT,L 0-41,*,,,,,,,,,,
64,2005,2006-01-01,16,27.330,CLE,,BAL,W 20-16,*,0,0,,0,0.0,,,2,50,0
65,2006,2006-09-10,1,28.217,CLE,,NOR,L 14-19,*,,,,,,,,,,
66,2006,2006-09-17,2,28.224,CLE,@,CIN,L 17-34,*,,,,,,,,,,
67,2006,2006-09-24,3,28.231,CLE,,BAL,L 14-15,*,,,,,,,,,,
68,2006,2006-10-01,4,28.238,CLE,@,OAK,W 24-21,*,,,,,,,,,,
69,2006,2006-10-08,5,28.245,CLE,@,CAR,L 12-20,*,,,,,,,,,,
70,2006,2006-10-22,6,28.259,CLE,,DEN,L 7-17,*,,,,,,,,,,
71,2006,2006-10-29,7,28.266,CLE,,NYJ,W 20-13,*,,,,,,,,,,
72,2006,2006-11-05,8,28.273,CLE,@,SDG,L 25-32,*,,,,,,,,,,
73,2006,2006-11-12,9,28.280,CLE,@,ATL,W 17-13,*,,,,,,,,,,
74,2006,2006-11-19,10,28.287,CLE,,PIT,L 20-24,*,,,,,,,,,,
75,2006,2006-11-26,11,28.294,CLE,,CIN,L 0-30,*,0,0,,0,0.0,,,1,6,0
76,2006,2006-12-03,12,28.301,CLE,,KAN,W 31-28,*,,,,,,,,,,
77,2007,2007-09-09,1,29.216,SEA,,TAM,W 20-6,*,,,,,,,,,,
78,2007,2007-09-16,2,29.223,SEA,@,ARI,L 20-23,*,,,,,,,,,,
79,2007,2007-09-23,3,29.230,SEA,,CIN,W 24-21,*,0,0,,0,0.0,,,1,0,0
80,2007,2007-09-30,4,29.237,SEA,@,SFO,W 23-3,*,,,,,,,,,,
81,2007,2007-10-07,5,29.244,SEA,@,PIT,L 0-21,*,,,,,,,,,,
82,2007,2007-10-14,6,29.251,SEA,,NOR,L 17-28,*,,,,,,,,,,
83,2007,2007-10-21,7,29.258,SEA,,STL,W 33-6,*,,,,,,,,,,
84,2007,2007-11-04,8,29.272,SEA,@,CLE,L 30-33,*,,,,,,,,,,
85,2007,2007-11-12,9,29.280,SEA,,SFO,W 24-0,*,,,,,,,,,,
86,2007,2007-11-18,10,29.286,SEA,,CHI,W 30-23,*,,,,,,,,,,
87,2007,2007-11-25,11,29.293,SEA,@,STL,W 24-19,*,,,,,,,,,,
88,2007,2007-12-02,12,29.300,SEA,@,PHI,W 28-24,*,,,,,,,,,,
89,2007,2007-12-09,13,29.307,SEA,,ARI,W 42-21,*,,,,,,,,,,
90,2007,2007-12-16,14,29.314,SEA,@,CAR,L 10-13,*,,,,,,,,,,
91,2007,2007-12-23,15,29.321,SEA,,BAL,W 27-6,*,,,,,,,,,,
92,2007,2007-12-30,16,29.328,SEA,@,ATL,L 41-44,*,0,0,,0,1.0,,,0,0,0
93,2008,2008-09-07,1,30.215,SEA,@,BUF,L 10-34,*,0,0,,0,0.0,1,1,0,0,0
94,2008,2008-09-14,2,30.222,SEA,,SFO,L 30-33,*,0,0,,0,0.0,3,1,0,0,0
95,2008,2008-09-21,3,30.229,SEA,,STL,W 37-13,*,0,0,,0,0.0,2,0,0,0,0
96,2008,2008-10-05,4,30.243,SEA,@,NYG,L 6-44,*,0,0,,0,0.0,5,3,0,0,0
97,2008,2008-10-12,5,30.250,SEA,,GNB,L 17-27,*,0,0,,0,1.0,3,0,0,0,0
98,2008,2008-10-19,6,30.257,SEA,@,TAM,L 10-20,*,0,0,,0,0.0,4,1,0,0,0
99,2008,2008-10-26,7,30.264,SEA,@,SFO,W 34-13,*,0,0,,0,0.0,5,0,0,0,0
100,2008,2008-11-02,8,30.271,SEA,,PHI,L 7-26,*,0,0,,0,0.0,6,0,0,0,0
101,2008,2008-11-09,9,30.278,SEA,@,MIA,L 19-21,*,0,0,,0,0.0,0,1,0,0,0
102,2008,2008-11-16,10,30.285,SEA,,ARI,L 20-26,*,0,0,,0,0.0,6,1,0,0,0
103,2008,2008-11-23,11,30.292,SEA,,WAS,L 17-20,*,0,0,,0,0.0,3,1,0,0,0
104,2008,2008-11-27,12,30.296,SEA,@,DAL,L 9-34,*,0,0,,0,0.0,0,1,0,0,0
105,2008,2008-12-07,13,30.306,SEA,,NWE,L 21-24,*,0,0,,0,0.0,3,3,0,0,0
106,2008,2008-12-14,14,30.313,SEA,@,STL,W 23-20,*,0,0,,0,0.0,2,1,0,0,0
107,2008,2008-12-21,15,30.320,SEA,,NYJ,W 13-3,*,0,0,,0,0.0,6,0,0,0,0
108,2008,2008-12-28,16,30.327,SEA,@,ARI,L 21-34,*,0,0,,0,0.0,4,3,0,0,0
109,2009,2009-09-13,1,31.220,JAX,@,IND,L 12-14,,,,,,,,,,,
110,2009,2009-09-20,2,31.227,JAX,,ARI,L 17-31,,,,,,,,,,,
111,2009,2009-09-27,3,31.234,JAX,@,HOU,W 31-24,,0,0,,0,0.0,1,1,0,0,0
112,2009,2009-10-04,4,31.241,JAX,,TEN,W 37-17,,0,0,,0,0.0,1,1,0,0,0
113,2009,2009-10-11,5,31.248,JAX,@,SEA,L 0-41,,0,0,,0,0.0,0,1,0,0,0
114,2009,2009-10-18,6,31.255,JAX,,STL,W 23-20,,0,0,,0,0.0,3,0,0,0,0
115,2009,2009-11-01,7,31.269,JAX,@,TEN,L 13-30,*,0,0,,0,0.0,2,0,0,0,0
116,2009,2009-11-08,8,31.276,JAX,,KAN,W 24-21,,0,0,,0,0.0,1,0,0,0,0
117,2009,2009-11-15,9,31.283,JAX,@,NYJ,W 24-22,,,,,,,,,,,
118,2009,2009-12-13,13,31.311,HOU,,SEA,W 34-7,,,,,,,,,,,
119,2009,2009-12-20,14,31.318,HOU,@,STL,W 16-13,,0,0,,0,0.0,0,0,0,0,0
120,2009,2010-01-03,16,31.332,HOU,,NWE,W 34-27,,0,0,,0,0.0,1,2,0,0,0
