ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
32,1954,1954-11-21,9,26.259,RAM,@,NYG,W 17-16,5,103,20.60,0,0,0,,0
33,1954,1954-11-28,10,26.266,RAM,@,CHI,L 13-24,2,94,47.00,1,0,0,,0
34,1954,1954-12-04,11,26.272,RAM,,BAL,L 21-22,5,83,16.60,1,0,0,,0
35,1954,1954-12-12,12,26.280,RAM,,GNB,W 35-27,4,106,26.50,0,0,0,,0
36,1955,1955-09-25,1,27.202,RAM,@,SFO,W 23-14,3,39,13.00,0,0,0,,0
37,1955,1955-10-02,2,27.209,RAM,,PIT,W 27-26,3,114,38.00,1,0,0,,0
38,1955,1955-10-09,3,27.216,RAM,@,DET,W 17-10,2,24,12.00,1,0,0,,0
39,1955,1955-10-16,4,27.223,RAM,@,GNB,L 28-30,4,53,13.25,0,0,0,,0
40,1955,1955-10-23,5,27.230,RAM,,DET,W 24-13,7,111,15.86,1,0,0,,0
41,1955,1955-10-30,6,27.237,RAM,,CHI,L 20-31,2,28,14.00,0,0,0,,0
42,1955,1955-12-11,12,27.279,RAM,,GNB,W 31-17,1,14,14.00,0,0,0,,0
43,1956,1956-10-07,2,28.214,RAM,@,SFO,L 30-33,7,119,17.00,1,0,0,,0
44,1956,1956-10-14,3,28.221,RAM,@,DET,L 21-24,1,17,17.00,0,0,0,,0
45,1956,1956-10-28,5,28.235,RAM,,DET,L 7-16,1,9,9.00,0,0,0,,0
46,1956,1956-11-04,6,28.242,RAM,,CHI,L 24-35,1,12,12.00,0,0,0,,0
47,1956,1956-11-11,7,28.249,RAM,,SFO,W 30-6,1,4,4.00,1,0,0,,0
48,1956,1956-11-18,8,28.256,RAM,@,CHI,L 21-30,1,25,25.00,0,0,0,,0
49,1956,1956-11-25,9,28.263,RAM,@,BAL,L 21-56,6,117,19.50,2,0,0,,0
50,1956,1956-12-02,10,28.270,RAM,@,PIT,L 13-30,4,93,23.25,1,0,0,,0
51,1956,1956-12-09,11,28.277,RAM,,BAL,W 31-7,4,44,11.00,0,0,0,,0
52,1956,1956-12-16,12,28.284,RAM,,GNB,W 49-21,4,146,36.50,2,1,-7,-7.00,0
53,1957,1957-09-29,1,29.206,RAM,,PHI,W 17-13,1,22,22.00,0,0,0,,0
54,1957,1957-10-06,2,29.213,RAM,@,SFO,L 20-23,1,26,26.00,0,0,0,,0
55,1957,1957-10-13,3,29.220,RAM,@,DET,L 7-10,1,10,10.00,0,0,0,,0
56,1957,1957-10-20,4,29.227,RAM,@,CHI,L 26-34,4,49,12.25,0,0,0,,0
57,1957,1957-11-03,6,29.241,RAM,,CHI,L 10-16,2,25,12.50,0,0,0,,0
58,1957,1957-11-10,7,29.248,RAM,,SFO,W 37-24,5,117,23.40,2,0,0,,0
59,1957,1957-11-17,8,29.255,RAM,@,GNB,W 31-27,4,87,21.75,1,0,0,,0
60,1957,1957-11-24,9,29.262,RAM,@,CLE,L 31-45,4,86,21.50,0,0,0,,0
61,1957,1957-12-08,11,29.276,RAM,,GNB,W 42-17,2,21,10.50,0,0,0,,0
62,1957,1957-12-15,12,29.283,RAM,,BAL,W 37-21,5,91,18.20,0,0,0,,0
