ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
51,2012,2012-12-02,12,27.345,BAL,,PIT,L 20-23,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
52,2012,2012-12-09,13,27.352,BAL,@,WAS,L 28-31,*,0,0,0,,0,0.0%,,0,0,0.0,2,3,0,0,0
53,2012,2012-12-16,14,27.359,BAL,,DEN,L 17-34,*,0,0,0,,0,0.0%,,0,0,0.0,7,0,0,0,0
54,2012,2012-12-23,15,28.000,BAL,,NYG,W 33-14,*,0,0,0,,0,0.0%,,0,0,0.0,4,1,0,0,0
55,2012,2012-12-30,16,28.007,BAL,@,CIN,L 17-23,*,0,0,0,,0,0.0%,,0,0,0.0,0,1,0,0,0
56,2013,2013-09-09,1,28.260,PHI,@,WAS,W 33-27,*,0,0,0,,0,0.0%,,0,0,1.0,2,0,1,1,0
57,2013,2013-09-15,2,28.266,PHI,,SDG,L 30-33,*,0,0,0,,0,0.0%,,0,0,0.0,5,1,0,0,0
58,2013,2013-09-19,3,28.270,PHI,,KAN,L 16-26,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
59,2013,2013-09-29,4,28.280,PHI,@,DEN,L 20-52,*,0,0,0,,0,0.0%,,0,0,0.0,3,2,0,0,0
60,2013,2013-10-06,5,28.287,PHI,@,NYG,W 36-21,*,0,0,0,,0,0.0%,,0,0,0.0,9,2,1,0,0
61,2013,2013-10-13,6,28.294,PHI,@,TAM,W 31-20,*,0,0,0,,0,0.0%,,0,0,0.0,1,1,0,0,0
62,2013,2013-10-20,7,28.301,PHI,,DAL,L 3-17,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
63,2013,2013-10-27,8,28.308,PHI,,NYG,L 7-15,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
64,2013,2013-11-03,9,28.315,PHI,@,OAK,W 49-20,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
65,2013,2013-11-10,10,28.322,PHI,@,GNB,W 27-13,*,0,0,0,,0,0.0%,,0,0,0.0,7,0,0,0,0
66,2013,2013-11-17,11,28.329,PHI,,WAS,W 24-16,*,0,0,0,,0,0.0%,,0,0,0.0,3,2,0,0,0
67,2013,2013-12-01,12,28.343,PHI,,ARI,W 24-21,*,0,0,0,,0,0.0%,,0,0,0.0,4,0,1,15,0
68,2013,2013-12-08,13,28.350,PHI,,DET,W 34-20,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
69,2013,2013-12-15,14,28.357,PHI,@,MIN,L 30-48,*,0,0,0,,0,0.0%,,0,0,0.0,1,1,0,0,0
70,2013,2013-12-22,15,28.364,PHI,,CHI,W 54-11,*,0,0,0,,0,0.0%,,0,0,0.0,4,0,0,0,0
71,2013,2013-12-29,16,29.006,PHI,@,DAL,W 24-22,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
72,2014,2014-09-07,1,29.258,PHI,,JAX,W 34-17,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,0,0,0
73,2014,2014-09-15,2,29.266,PHI,@,IND,W 30-27,*,0,0,0,,0,0.0%,,0,0,0.0,6,2,0,0,0
74,2014,2014-09-21,3,29.272,PHI,,WAS,W 37-34,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
75,2014,2014-09-28,4,29.279,PHI,@,SFO,L 21-26,*,0,0,0,,0,0.0%,,0,0,0.0,7,0,0,0,0
76,2014,2014-10-05,5,29.286,PHI,,STL,W 34-28,*,0,0,0,,0,0.0%,,0,0,0.0,3,2,0,0,0
77,2014,2014-10-12,6,29.293,PHI,,NYG,W 27-0,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
78,2014,2014-10-26,7,29.307,PHI,@,ARI,L 20-24,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
79,2014,2014-11-02,8,29.314,PHI,@,HOU,W 31-21,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
80,2014,2014-11-10,9,29.322,PHI,,CAR,W 45-21,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,-1,0
81,2014,2014-11-16,10,29.328,PHI,@,GNB,L 20-53,*,0,0,0,,0,0.0%,,0,0,0.0,7,0,0,0,0
82,2014,2014-11-23,11,29.335,PHI,,TEN,W 43-24,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
83,2014,2014-11-27,12,29.339,PHI,@,DAL,W 33-10,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,1,0,0
84,2014,2014-12-07,13,29.349,PHI,,SEA,L 14-24,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
85,2014,2014-12-14,14,29.356,PHI,,DAL,L 27-38,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
86,2014,2014-12-20,15,29.362,PHI,@,WAS,L 24-27,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
87,2014,2014-12-28,16,30.005,PHI,@,NYG,W 34-26,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
88,2015,2015-09-13,1,30.264,SEA,@,STL,L 31-34,*,0,0,0,,0,0.0%,,1,6,1.0,3,0,0,0,0
89,2015,2015-09-20,2,30.271,SEA,@,GNB,L 17-27,*,0,0,0,,0,0.0%,,0,0,0.0,2,1,0,0,0
90,2015,2015-09-27,3,30.278,SEA,,CHI,W 26-0,*,0,0,0,,0,0.0%,,0,0,0.0,2,2,0,0,0
91,2015,2015-10-05,4,30.286,SEA,,DET,W 13-10,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
92,2015,2015-10-11,5,30.292,SEA,@,CIN,L 24-27,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
93,2015,2015-10-18,6,30.299,SEA,,CAR,L 23-27,*,0,0,0,,0,0.0%,,0,0,0.0,4,3,0,0,0
94,2015,2015-10-22,7,30.303,SEA,@,SFO,W 20-3,*,0,0,0,,0,0.0%,,0,0,0.0,2,1,0,0,0
95,2015,2015-11-01,8,30.313,SEA,@,DAL,W 13-12,*,0,0,0,,0,0.0%,,0,0,0.0,4,1,0,0,0
96,2015,2015-11-15,9,30.327,SEA,,ARI,L 32-39,*,0,0,0,,0,0.0%,,0,0,0.0,4,5,0,0,0
97,2015,2015-11-22,10,30.334,SEA,,SFO,W 29-13,*,0,0,0,,0,0.0%,,0,0,0.0,3,2,0,0,0
