ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
35,2011,2011-09-25,3,26.226,PIT,@,IND,W 23-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,2,0,0,0
36,2011,2011-10-02,4,26.233,PIT,@,HOU,L 10-17,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
37,2011,2011-10-09,5,26.240,PIT,,TEN,W 38-17,,1,1,33,33.00,0,100.0%,33.00,0,0,,0,0,0,0.0,2,2,0,0,0
38,2011,2011-10-16,6,26.247,PIT,,JAX,W 17-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,3,0,0,0
39,2011,2011-10-23,7,26.254,PIT,@,ARI,W 32-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
40,2011,2011-10-30,8,26.261,PIT,,NWE,W 25-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,3,0,0,0
41,2011,2011-11-06,9,26.268,PIT,,BAL,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
42,2011,2011-11-13,10,26.275,PIT,@,CIN,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
43,2011,2011-11-27,11,26.289,PIT,@,KAN,W 13-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,7,3,1,5,0
44,2011,2011-12-04,12,26.296,PIT,,CIN,W 35-7,,,,,,,0.0%,,,,,,,,,,,,,
45,2011,2011-12-08,13,26.300,PIT,,CLE,W 14-3,,,,,,,0.0%,,,,,,,,,,,,,
46,2011,2011-12-19,14,26.311,PIT,@,SFO,L 3-20,,,,,,,0.0%,,,,,,,,,,,,,
47,2011,2011-12-24,15,26.316,PIT,,STL,W 27-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,4,0,0,0
48,2011,2012-01-01,16,26.324,PIT,@,CLE,W 13-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
49,2012,2012-09-09,1,27.211,PIT,@,DEN,L 19-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0,0,0,0
50,2012,2012-09-16,2,27.218,PIT,,NYJ,W 27-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,4,1,0,0,0
51,2012,2012-09-23,3,27.225,PIT,@,OAK,L 31-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,4,0,0,0,0
52,2012,2012-10-07,4,27.239,PIT,,PHI,W 16-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,4,1,0,0,0
53,2012,2012-10-11,5,27.243,PIT,@,TEN,L 23-26,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
54,2012,2012-10-21,6,27.253,PIT,@,CIN,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,
55,2012,2012-10-28,7,27.260,PIT,,WAS,W 27-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,2,0,0,0
56,2012,2012-11-04,8,27.267,PIT,@,NYG,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0,0,0,0
57,2012,2012-11-12,9,27.275,PIT,,KAN,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
58,2012,2012-11-18,10,27.281,PIT,,BAL,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
59,2012,2012-11-25,11,27.288,PIT,@,CLE,L 14-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
60,2012,2012-12-02,12,27.295,PIT,@,BAL,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
61,2012,2012-12-09,13,27.302,PIT,,SDG,L 24-34,,,,,,,0.0%,,,,,,,,,,,,,
62,2012,2012-12-16,14,27.309,PIT,@,DAL,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
63,2012,2012-12-23,15,27.316,PIT,,CIN,L 10-13,,,,,,,0.0%,,,,,,,,,,,,,
64,2012,2012-12-30,16,27.323,PIT,,CLE,W 24-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0
65,2013,2013-09-08,1,28.209,NYG,@,DAL,L 31-36,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,4,2,1,91,0
66,2013,2013-09-15,2,28.216,NYG,,DEN,L 23-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,2,0,0,0
67,2013,2013-09-22,3,28.223,NYG,@,CAR,L 0-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,5,4,0,0,0
68,2013,2013-09-29,4,28.230,NYG,@,KAN,L 7-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,1,0,0,0
69,2013,2013-10-06,5,28.237,NYG,,PHI,L 21-36,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,10,5,0,0,0
70,2013,2013-10-10,6,28.241,NYG,@,CHI,L 21-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,1,0,0,0
71,2013,2013-10-21,7,28.252,NYG,,MIN,W 23-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,2,0,0,0
72,2013,2013-10-27,8,28.258,NYG,@,PHI,W 15-7,,,,,,,0.0%,,,,,,,,,,,,,
73,2013,2013-11-10,9,28.272,NYG,,OAK,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,0,0,0
74,2013,2013-11-17,10,28.279,NYG,,GNB,W 27-13,,,,,,,0.0%,,,,,,,,,,,,,
75,2013,2013-11-24,11,28.286,NYG,,DAL,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,5,2,0,0,0
76,2013,2013-12-01,12,28.293,NYG,@,WAS,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
77,2013,2013-12-08,13,28.300,NYG,@,SDG,L 14-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0,0,0,0
78,2013,2013-12-15,14,28.307,NYG,,SEA,L 0-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,1.0,5,2,0,0,0
79,2013,2013-12-22,15,28.314,NYG,@,DET,W 23-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,5,5,0,0,0
80,2013,2013-12-29,16,28.321,NYG,,WAS,W 20-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
81,2014,2014-09-07,1,29.208,CHI,,BUF,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,1,0,0,0
82,2014,2014-09-14,2,29.215,CHI,@,SFO,W 28-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,1,0,0,0
83,2014,2014-09-22,3,29.223,CHI,@,NYJ,W 27-19,*,0,0,0,,0,0.0%,,0,0,,0,0,6,0.0,2,0,1,45,1
84,2014,2014-09-28,4,29.229,CHI,,GNB,L 17-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,8,0,0,0,0
85,2014,2014-10-05,5,29.236,CHI,@,CAR,L 24-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,3,0,0,0
86,2014,2014-10-12,6,29.243,CHI,@,ATL,W 27-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,0,0,0
87,2014,2014-10-19,7,29.250,CHI,,MIA,L 14-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,2,0,0,0
88,2014,2014-10-26,8,29.257,CHI,@,NWE,L 23-51,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,7,0,0,0
89,2014,2014-11-09,9,29.271,CHI,@,GNB,L 14-55,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,9,2,0,0,0
90,2014,2014-11-16,10,29.278,CHI,,MIN,W 21-13,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,1,0,0
91,2014,2014-11-23,11,29.285,CHI,,TAM,W 21-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,2,1,6,0
92,2014,2014-11-27,12,29.289,CHI,@,DET,L 17-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,11,1,0,0,0
93,2014,2014-12-04,13,29.296,CHI,,DAL,L 28-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,6,0,0,0,0
94,2014,2014-12-15,14,29.307,CHI,,NOR,L 15-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,1.0,4,5,0,0,0
95,2014,2014-12-21,15,29.313,CHI,,DET,L 14-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,0,1,1,0
96,2014,2014-12-28,16,29.320,CHI,@,MIN,L 9-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,7,4,0,0,0
