ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2005,2005-10-09,5,24.212,BUF,,MIA,W 20-14,*,3,3,65,21.67,0,100.0%,21.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
22,2005,2005-10-16,6,24.219,BUF,,NYJ,W 27-17,*,6,3,22,7.33,0,50.0%,3.67,1,2,2.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
23,2005,2005-10-23,7,24.226,BUF,@,OAK,L 17-38,*,5,3,19,6.33,1,60.0%,3.80,1,7,7.00,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
24,2005,2005-10-30,8,24.233,BUF,@,NWE,L 16-21,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
25,2005,2005-11-13,9,24.247,BUF,,KAN,W 14-3,*,3,3,66,22.00,2,100.0%,22.00,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
26,2005,2005-11-20,10,24.254,BUF,@,SDG,L 10-48,*,9,4,69,17.25,0,44.4%,7.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
27,2005,2005-11-27,11,24.261,BUF,,CAR,L 9-13,*,9,5,45,9.00,0,55.6%,5.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
28,2005,2005-12-04,12,24.268,BUF,@,MIA,L 23-24,*,9,5,117,23.40,3,55.6%,13.00,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0.0,,
29,2005,2005-12-11,13,24.275,BUF,,NWE,L 7-35,*,7,4,83,20.75,0,57.1%,11.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
30,2005,2005-12-17,14,24.281,BUF,,DEN,L 17-28,*,7,2,5,2.50,0,28.6%,0.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
31,2005,2005-12-24,15,24.288,BUF,@,CIN,W 37-27,*,6,5,107,21.40,1,83.3%,17.83,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
32,2005,2006-01-01,16,24.296,BUF,@,NYJ,L 26-30,*,6,2,17,8.50,0,33.3%,2.83,1,39,39.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
33,2006,2006-09-10,1,25.183,BUF,@,NWE,L 17-19,*,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
34,2006,2006-09-17,2,25.190,BUF,@,MIA,W 16-6,*,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
35,2006,2006-09-24,3,25.197,BUF,,NYJ,L 20-28,*,13,8,107,13.38,0,61.5%,8.23,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
36,2006,2006-10-01,4,25.204,BUF,,MIN,W 17-12,*,9,7,92,13.14,0,77.8%,10.22,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
37,2006,2006-10-08,5,25.211,BUF,@,CHI,L 7-40,*,14,9,94,10.44,1,64.3%,6.71,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
38,2006,2006-10-15,6,25.218,BUF,@,DET,L 17-20,,13,8,82,10.25,0,61.5%,6.31,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
39,2006,2006-10-22,7,25.225,BUF,,NWE,L 6-28,*,6,1,10,10.00,0,16.7%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
40,2006,2006-11-05,8,25.239,BUF,,GNB,W 24-10,*,3,2,58,29.00,1,66.7%,19.33,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
41,2006,2006-11-12,9,25.246,BUF,@,IND,L 16-17,*,6,5,70,14.00,0,83.3%,11.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
42,2006,2006-11-19,10,25.253,BUF,@,HOU,W 24-21,*,16,11,265,24.09,2,68.8%,16.56,0,0,,0,0,0,,0,0,0,,0,,,,,2,12,0.0,,
43,2006,2006-11-26,11,25.260,BUF,,JAX,W 27-24,*,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
44,2006,2006-12-03,12,25.267,BUF,,SDG,L 21-24,*,11,5,45,9.00,0,45.5%,4.09,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
45,2006,2006-12-10,13,25.274,BUF,@,NYJ,W 31-13,*,5,2,91,45.50,1,40.0%,18.20,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
46,2006,2006-12-17,14,25.281,BUF,,MIA,W 21-0,*,5,3,67,22.33,1,60.0%,13.40,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
47,2006,2006-12-24,15,25.288,BUF,,TEN,L 29-30,*,8,5,64,12.80,1,62.5%,8.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,1,6,0.0,,
48,2006,2006-12-31,16,25.295,BUF,@,BAL,L 7-19,*,10,7,145,20.71,1,70.0%,14.50,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
49,2007,2007-09-09,1,26.182,BUF,,DEN,L 14-15,*,5,2,5,2.50,0,40.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
50,2007,2007-09-16,2,26.189,BUF,@,PIT,L 3-26,*,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
51,2007,2007-09-23,3,26.196,BUF,@,NWE,L 7-38,*,7,1,7,7.00,0,14.3%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
52,2007,2007-09-30,4,26.203,BUF,,NYJ,W 17-14,*,8,6,72,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
53,2007,2007-10-08,5,26.211,BUF,,DAL,L 24-25,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
54,2007,2007-10-21,6,26.224,BUF,,BAL,W 19-14,*,7,5,98,19.60,0,71.4%,14.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
55,2007,2007-10-28,7,26.231,BUF,@,NYJ,W 13-3,*,7,5,138,27.60,1,71.4%,19.71,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
56,2007,2007-11-04,8,26.238,BUF,,CIN,W 33-21,*,13,9,165,18.33,1,69.2%,12.69,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
57,2007,2007-11-11,9,26.245,BUF,@,MIA,W 13-10,*,8,4,65,16.25,0,50.0%,8.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
58,2007,2007-11-18,10,26.252,BUF,,NWE,L 10-56,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
59,2007,2007-11-25,11,26.259,BUF,@,JAX,L 14-36,*,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
60,2007,2007-12-02,12,26.266,BUF,@,WAS,W 17-16,*,8,4,51,12.75,0,50.0%,6.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
61,2007,2007-12-09,13,26.273,BUF,,MIA,W 38-17,*,4,2,79,39.50,2,50.0%,19.75,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
62,2007,2007-12-16,14,26.280,BUF,@,CLE,L 0-8,*,12,4,36,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
63,2007,2007-12-23,15,26.287,BUF,,NYG,L 21-38,*,6,3,43,14.33,1,50.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
64,2007,2007-12-30,16,26.294,BUF,@,PHI,L 9-17,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
65,2008,2008-09-07,1,27.180,BUF,,SEA,W 34-10,*,9,4,102,25.50,0,44.4%,11.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
66,2008,2008-09-14,2,27.187,BUF,@,JAX,W 20-16,*,4,4,77,19.25,0,100.0%,19.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
67,2008,2008-09-21,3,27.194,BUF,,OAK,W 24-23,*,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
68,2008,2008-09-28,4,27.201,BUF,@,STL,W 31-14,*,5,2,88,44.00,1,40.0%,17.60,0,0,,0,0,0,,0,0,0,,,,,,1,1,8,0.0,0,0
69,2008,2008-10-05,5,27.208,BUF,@,ARI,L 17-41,*,5,2,100,50.00,1,40.0%,20.00,1,22,22.00,0,0,0,,0,0,0,,,,,,,1,6,0.0,1,0
70,2008,2008-10-19,6,27.222,BUF,,SDG,W 23-14,*,8,8,89,11.13,1,100.0%,11.13,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
71,2008,2008-10-26,7,27.229,BUF,@,MIA,L 16-25,*,12,7,116,16.57,0,58.3%,9.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
72,2008,2008-11-02,8,27.236,BUF,,NYJ,L 17-26,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
73,2008,2008-11-09,9,27.243,BUF,@,NWE,L 10-20,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
74,2008,2008-11-17,10,27.251,BUF,,CLE,L 27-29,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
75,2008,2008-11-23,11,27.257,BUF,@,KAN,W 54-31,*,8,5,110,22.00,0,62.5%,13.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
76,2008,2008-11-30,12,27.264,BUF,,SFO,L 3-10,*,9,7,80,11.43,0,77.8%,8.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
77,2008,2008-12-07,13,27.271,BUF,,MIA,L 3-16,*,7,3,23,7.67,0,42.9%,3.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
78,2008,2008-12-14,14,27.278,BUF,@,NYJ,L 27-31,*,6,4,22,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
79,2008,2008-12-21,15,27.285,BUF,@,DEN,W 30-23,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
80,2008,2008-12-28,16,27.292,BUF,,NWE,L 0-13,*,7,5,63,12.60,0,71.4%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
81,2009,2009-09-14,1,28.187,BUF,@,NWE,L 24-25,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
82,2009,2009-09-20,2,28.193,BUF,,TAM,W 33-20,*,5,1,32,32.00,1,20.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
83,2009,2009-09-27,3,28.200,BUF,,NOR,L 7-27,*,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
84,2009,2009-10-04,4,28.207,BUF,@,MIA,L 10-38,*,6,2,60,30.00,0,33.3%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
85,2009,2009-10-11,5,28.214,BUF,,CLE,L 3-6,*,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
86,2009,2009-10-18,6,28.221,BUF,@,NYJ,W 16-13,*,11,4,68,17.00,1,36.4%,6.18,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,1,0
87,2009,2009-10-25,7,28.228,BUF,@,CAR,W 20-9,*,9,5,75,15.00,1,55.6%,8.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
88,2009,2009-11-01,8,28.235,BUF,,HOU,L 10-31,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
89,2009,2009-11-15,9,28.249,BUF,@,TEN,L 17-41,*,5,4,50,12.50,2,80.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
90,2009,2009-11-22,10,28.256,BUF,@,JAX,L 15-18,*,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
91,2009,2009-11-29,11,28.263,BUF,,MIA,W 31-14,*,6,2,40,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
92,2009,2009-12-03,12,28.267,BUF,,NYJ,L 13-19,*,7,1,38,38.00,0,14.3%,5.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
93,2009,2009-12-13,13,28.277,BUF,@,KAN,W 16-10,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
94,2009,2009-12-20,14,28.284,BUF,,NWE,L 10-17,*,6,3,35,11.67,1,50.0%,5.83,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
95,2009,2009-12-27,15,28.291,BUF,@,ATL,L 3-31,*,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
96,2009,2010-01-03,16,28.298,BUF,,IND,W 30-7,*,6,4,49,12.25,1,66.7%,8.17,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
97,2010,2010-09-12,1,29.185,BUF,,MIA,L 10-15,*,8,4,34,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
98,2010,2010-09-19,2,29.192,BUF,@,GNB,L 7-34,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
99,2010,2010-09-26,3,29.199,BUF,@,NWE,L 30-38,*,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
100,2010,2010-10-03,4,29.206,BUF,,NYJ,L 14-38,*,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
101,2010,2010-10-10,5,29.213,BUF,,JAX,L 26-36,*,8,5,87,17.40,1,62.5%,10.88,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
102,2010,2010-10-24,6,29.227,BUF,@,BAL,L 34-37,*,10,6,105,17.50,3,60.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0.0,1,0
103,2010,2010-10-31,7,29.234,BUF,@,KAN,L 10-13,*,9,5,56,11.20,0,55.6%,6.22,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
104,2010,2010-11-07,8,29.241,BUF,,CHI,L 19-22,*,8,3,31,10.33,0,37.5%,3.88,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
105,2010,2010-11-14,9,29.248,BUF,,DET,W 14-12,*,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
106,2010,2010-11-21,10,29.255,BUF,@,CIN,W 49-31,*,8,2,72,36.00,0,25.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
107,2010,2010-11-28,11,29.262,BUF,,PIT,L 16-19,*,7,1,9,9.00,0,14.3%,1.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
108,2010,2010-12-05,12,29.269,BUF,@,MIN,L 14-38,*,6,3,72,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
109,2010,2010-12-12,13,29.276,BUF,,CLE,W 13-6,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
110,2011,2011-09-11,1,30.184,BAL,,PIT,W 35-7,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
111,2011,2011-09-18,2,30.191,BAL,@,TEN,L 13-26,,5,2,45,22.50,0,40.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,2,0
112,2011,2011-11-20,10,30.254,BAL,,CIN,W 31-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
113,2011,2011-11-24,11,30.258,BAL,,SFO,W 16-6,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
114,2011,2011-12-04,12,30.268,BAL,@,CLE,W 24-10,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
115,2011,2011-12-11,13,30.275,BAL,,IND,W 24-10,,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
116,2011,2011-12-18,14,30.282,BAL,@,SDG,L 14-34,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
117,2011,2011-12-24,15,30.288,BAL,,CLE,W 20-14,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
118,2011,2012-01-01,16,30.296,BAL,@,CIN,W 24-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
