ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
20,1983,1983-12-04,14,24.105,CHI,@,GNB,L 28-31,*,20,38,52.63,298,1,1,76.4,4,24,7.84,7.18,4,14,3.50,0,,0,0,,0,,,0,0,0,0,,0
21,1983,1983-12-11,15,24.112,CHI,@,MIN,W 19-13,*,8,16,50.00,32,1,0,77.1,2,13,2.00,3.25,3,4,1.33,0,,0,0,,0,,,0,0,0,0,,0
22,1983,1983-12-18,16,24.119,CHI,,GNB,W 23-21,*,14,25,56.00,162,2,2,69.1,5,29,6.48,4.48,8,17,2.13,1,,0,0,,0,,,1,6,0,0,,0
23,1984,1984-09-02,1,25.012,CHI,,TAM,W 34-14,*,16,22,72.73,138,1,1,85.0,1,3,6.27,5.14,3,21,7.00,1,,0,0,,0,,,1,6,0,0,,0
24,1984,1984-09-09,2,25.019,CHI,,DEN,W 27-0,*,5,8,62.50,93,1,0,142.2,0,0,11.63,14.13,2,8,4.00,0,,0,0,,0,,,0,0,0,0,,0
25,1984,1984-09-16,3,25.026,CHI,@,GNB,W 9-7,*,4,7,57.14,39,0,0,72.9,0,0,5.57,5.57,4,44,11.00,0,,0,0,,0,,,0,0,0,0,,0
26,1984,1984-09-30,5,25.040,CHI,,DAL,L 14-23,*,6,14,42.86,79,0,0,61.3,2,5,5.64,5.64,5,45,9.00,1,,0,0,,0,,,1,6,0,0,,0
27,1984,1984-10-07,6,25.047,CHI,,NOR,W 20-7,*,10,14,71.43,128,1,0,123.5,4,31,9.14,10.57,4,25,6.25,0,,0,0,,0,,,0,0,0,0,,0
28,1984,1984-10-14,7,25.054,CHI,@,STL,L 21-38,*,13,23,56.52,202,1,0,100.3,1,4,8.78,9.65,6,60,10.00,0,,0,0,,0,,,0,0,0,0,,0
29,1984,1984-10-21,8,25.061,CHI,@,TAM,W 44-9,*,12,18,66.67,219,3,0,147.9,1,3,12.17,15.50,6,24,4.00,0,,1,42,42.00,0,,,0,0,0,0,,0
30,1984,1984-10-28,9,25.068,CHI,,MIN,W 16-7,*,16,26,61.54,180,1,0,95.0,1,2,6.92,7.69,6,39,6.50,0,,0,0,,0,,,0,0,0,0,,0
31,1984,1984-11-04,10,25.075,CHI,,RAI,W 17-6,*,3,11,27.27,68,0,1,15.0,0,0,6.18,2.09,3,10,3.33,0,,0,0,,0,,,0,0,0,0,,0
32,1985,1985-09-08,1,26.018,CHI,,TAM,W 38-28,*,23,34,67.65,274,2,1,99.4,3,23,8.06,7.91,4,18,4.50,2,,0,0,,0,,,2,12,0,0,,0
33,1985,1985-09-15,2,26.025,CHI,,NWE,W 20-7,*,13,21,61.90,232,1,1,95.7,1,6,11.05,9.86,3,8,2.67,0,,0,0,,0,,,0,0,0,0,,0
34,1985,1985-09-19,3,26.029,CHI,@,MIN,W 33-24,,8,15,53.33,236,3,0,138.2,0,0,15.73,19.73,4,18,4.50,0,,0,0,,0,,,0,0,0,0,,0
35,1985,1985-09-29,4,26.039,CHI,,WAS,W 45-10,*,13,19,68.42,160,3,1,111.8,2,6,8.42,9.21,3,36,12.00,0,,1,13,13.00,1,,,1,6,0,0,,0
36,1985,1985-10-06,5,26.046,CHI,@,TAM,W 27-19,*,22,34,64.71,292,1,2,77.1,1,6,8.59,6.53,8,46,5.75,0,,0,0,,0,,,0,0,0,0,,0
37,1985,1985-10-13,6,26.053,CHI,@,SFO,W 26-10,*,18,31,58.06,186,0,1,62.0,1,3,6.00,4.55,4,24,6.00,0,,0,0,,0,,,0,0,0,0,,0
38,1985,1985-10-21,7,26.061,CHI,,GNB,W 23-7,*,12,26,46.15,144,0,0,63.6,2,3,5.54,5.54,4,27,6.75,0,,0,0,,0,,,0,0,0,0,,0
39,1985,1985-10-27,8,26.067,CHI,,MIN,W 27-9,*,18,31,58.06,181,2,1,82.9,0,0,5.84,5.68,1,8,8.00,0,,0,0,,0,,,0,0,0,0,,0
40,1985,1985-11-03,9,26.074,CHI,@,GNB,W 16-10,*,9,20,45.00,91,1,0,75.2,3,26,4.55,5.55,4,-10,-2.50,0,,0,0,,0,,,0,0,0,0,,0
41,1985,1985-12-02,13,26.103,CHI,@,MIA,L 24-38,,3,6,50.00,42,0,1,33.3,2,14,7.00,-0.50,1,8,8.00,0,,0,0,,0,,,0,0,0,0,,0
42,1985,1985-12-08,14,26.109,CHI,,IND,W 17-10,*,11,23,47.83,145,0,0,68.2,3,8,6.30,6.30,5,36,7.20,0,,0,0,,0,,,0,0,0,0,,0
43,1985,1985-12-14,15,26.115,CHI,@,NYJ,W 19-6,*,15,31,48.39,215,1,1,68.6,5,12,6.94,6.13,3,18,6.00,0,,0,0,,0,,,0,0,0,0,,0
44,1985,1985-12-22,16,26.123,CHI,@,DET,W 37-17,*,13,22,59.09,194,1,2,65.3,3,18,8.82,5.64,3,15,5.00,1,,0,0,,0,,,1,6,0,0,,0
45,1986,1986-09-07,1,27.017,CHI,,CLE,W 41-31,*,10,20,50.00,135,1,0,88.5,1,9,6.75,7.75,4,34,8.50,0,,0,0,,0,,,0,0,0,0,,0
46,1986,1986-09-28,4,27.038,CHI,@,CIN,W 44-7,*,13,22,59.09,211,3,1,111.9,1,5,9.59,10.27,1,1,1.00,1,,0,0,,0,,,1,6,0,0,,0
47,1986,1986-10-05,5,27.045,CHI,,MIN,W 23-0,*,12,19,63.16,204,1,1,95.1,0,0,10.74,9.42,5,25,5.00,0,,0,0,,0,,,0,0,0,0,,0
48,1986,1986-10-12,6,27.052,CHI,@,HOU,W 20-7,*,13,33,39.39,209,0,1,48.7,1,6,6.33,4.97,2,2,1.00,0,,0,0,,0,,,0,0,0,0,,0
49,1986,1986-10-26,8,27.066,CHI,,DET,W 13-7,*,17,24,70.83,141,0,2,50.9,3,20,5.88,2.13,4,26,6.50,0,,0,0,,0,,,0,0,0,0,,0
50,1986,1986-11-23,12,27.094,CHI,,GNB,W 12-10,*,12,32,37.50,95,0,3,6.8,0,0,2.97,-1.25,6,64,10.67,0,,0,0,,0,,,0,0,0,0,,0
51,1987,1987-10-25,6,28.065,CHI,@,TAM,W 27-26,,17,24,70.83,195,1,1,91.5,3,22,8.13,7.08,2,9,4.50,1,,0,0,,0,,,1,6,0,0,,0
52,1987,1987-11-01,7,28.072,CHI,,KAN,W 31-28,*,23,34,67.65,287,3,1,110.8,5,24,8.44,8.88,5,6,1.20,0,,0,0,,0,,,0,0,0,0,,0
53,1987,1987-11-08,8,28.079,CHI,@,GNB,W 26-24,*,21,42,50.00,259,1,2,57.5,2,12,6.17,4.50,1,13,13.00,0,,0,0,,0,,,0,0,0,0,,0
54,1987,1987-11-16,9,28.087,CHI,@,DEN,L 29-31,*,21,34,61.76,311,3,1,108.8,3,20,9.15,9.59,2,3,1.50,1,,0,0,,0,,,1,6,0,0,,0
55,1987,1987-11-22,10,28.093,CHI,,DET,W 30-10,*,16,27,59.26,206,1,1,80.2,7,48,7.63,6.70,1,1,1.00,0,,0,0,,0,,,0,0,0,0,,0
56,1987,1987-11-29,11,28.100,CHI,,GNB,W 23-10,*,16,27,59.26,195,1,1,78.5,1,3,7.22,6.30,6,24,4.00,0,,0,0,,0,,,0,0,0,0,,0
57,1987,1987-12-06,12,28.107,CHI,@,MIN,W 30-24,*,11,22,50.00,186,2,1,90.3,1,7,8.45,8.23,5,32,6.40,0,,0,0,,0,,,0,0,0,0,,0
58,1988,1988-09-04,1,29.014,CHI,,MIA,W 34-7,*,14,23,60.87,172,0,0,84.0,1,7,7.48,7.48,3,10,3.33,2,,0,0,,0,,,2,12,0,0,,0
59,1988,1988-09-11,2,29.021,CHI,@,IND,W 17-13,*,19,31,61.29,186,1,1,75.5,2,14,6.00,5.19,1,2,2.00,0,,0,0,,0,,,0,0,0,0,,0
60,1988,1988-09-18,3,29.028,CHI,,MIN,L 7-31,*,9,15,60.00,116,1,1,78.7,1,4,7.73,6.07,1,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
61,1988,1988-09-25,4,29.035,CHI,@,GNB,W 24-6,*,10,18,55.56,114,0,2,35.2,1,1,6.33,1.33,5,18,3.60,0,,0,0,,0,,,0,0,0,0,,0
62,1988,1988-10-02,5,29.042,CHI,,BUF,W 24-3,*,20,27,74.07,260,2,1,113.2,0,0,9.63,9.44,3,24,8.00,0,,0,0,,0,,,0,0,0,0,,0
63,1988,1988-10-09,6,29.049,CHI,@,DET,W 24-7,*,8,11,72.73,78,1,0,122.5,2,13,7.09,8.91,0,0,,0,,0,0,,0,,,0,0,0,0,,0
64,1988,1988-10-16,7,29.056,CHI,,DAL,W 17-7,*,22,39,56.41,284,1,0,88.0,3,23,7.28,7.79,4,22,5.50,0,,0,0,,0,,,0,0,0,0,,0
65,1988,1988-10-24,8,29.064,CHI,,SFO,W 10-9,*,10,22,45.45,132,0,1,46.0,3,17,6.00,3.95,8,27,3.38,1,,0,0,,0,,,1,6,0,0,,0
66,1988,1988-10-30,9,29.070,CHI,@,NWE,L 7-30,*,2,6,33.33,4,0,1,2.8,0,0,0.67,-6.83,1,1,1.00,1,,0,0,,0,,,1,6,0,0,,0
67,1989,1989-09-10,1,30.020,SDG,@,RAI,L 14-40,*,7,18,38.89,91,0,0,55.6,1,7,5.06,5.06,5,22,4.40,0,,0,0,,0,,,0,0,0,0,,0
68,1989,1989-09-17,2,30.027,SDG,,HOU,L 27-34,*,27,45,60.00,389,2,3,75.1,3,17,8.64,6.53,1,10,10.00,0,,0,0,,0,,,0,0,0,0,,0
69,1989,1989-09-24,3,30.034,SDG,,KAN,W 21-6,*,11,18,61.11,96,1,0,93.7,0,0,5.33,6.44,3,3,1.00,0,,0,0,,0,,,0,0,0,0,,0
70,1989,1989-10-01,4,30.041,SDG,@,PHO,W 24-13,*,15,23,65.22,188,1,0,105.0,4,23,8.17,9.04,4,22,5.50,0,,0,0,,0,,,0,0,0,0,,0
71,1989,1989-10-08,5,30.048,SDG,@,DEN,L 10-16,*,10,19,52.63,116,0,1,49.5,3,23,6.11,3.74,2,6,3.00,0,,0,0,,0,,,0,0,0,0,,0
72,1989,1989-10-15,6,30.055,SDG,,SEA,L 16-17,*,25,39,64.10,286,1,2,73.2,4,23,7.33,5.54,2,16,8.00,0,,0,0,,0,,,0,0,0,0,,0
73,1989,1989-10-22,7,30.062,SDG,,NYG,L 13-20,*,12,27,44.44,133,0,1,44.2,1,5,4.93,3.26,2,18,9.00,0,,0,0,,0,,,0,0,0,0,,0
74,1989,1989-10-29,8,30.069,SDG,@,SEA,L 7-10,,9,12,75.00,82,1,0,120.8,0,0,6.83,8.50,0,0,,0,,1,4,4.00,0,,,0,0,0,0,,0
75,1989,1989-11-05,9,30.076,SDG,,PHI,W 20-17,*,14,29,48.28,264,2,1,88.9,2,10,9.10,8.93,2,6,3.00,0,,0,0,,0,,,0,0,0,0,,0
76,1989,1989-11-12,10,30.083,SDG,,RAI,W 14-12,*,9,20,45.00,88,0,1,37.1,3,22,4.40,2.15,5,21,4.20,0,,0,0,,0,,,0,0,0,0,,0
77,1989,1989-11-19,11,30.090,SDG,@,PIT,L 17-20,*,19,36,52.78,226,2,1,79.2,2,1,6.28,6.14,1,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
78,1989,1989-11-26,12,30.097,SDG,@,IND,L 6-10,*,18,32,56.25,173,0,0,71.5,5,36,5.41,5.41,2,17,8.50,0,,0,0,,0,,,0,0,0,0,,0
79,1990,1990-11-04,8,31.075,PHI,,NWE,W 48-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,,,,
80,1990,1990-11-12,9,31.083,PHI,,WAS,W 28-14,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,,0,0,,0,,,0,0,0,0,,0
81,1990,1990-12-16,14,31.117,PHI,,GNB,W 31-0,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,0,0,,0,,0,0,,0,,,0,0,0,0,,0
82,1990,1990-12-23,15,31.124,PHI,,DAL,W 17-3,,0,0,,0,0,0,,0,,,,1,3,3.00,0,,0,0,,0,,,0,0,0,0,,0
83,1990,1990-12-29,16,31.130,PHI,@,PHO,W 23-21,,5,8,62.50,55,0,0,82.8,1,7,6.88,6.88,1,-1,-1.00,0,,0,0,,0,,,0,0,0,0,,0
84,1991,1991-09-01,1,32.011,PHI,@,GNB,W 20-3,,17,25,68.00,257,2,2,94.9,2,12,10.28,8.28,4,7,1.75,0,,0,0,,0,,,0,0,0,0,,0
85,1991,1991-09-08,2,32.018,PHI,,PHO,L 10-26,*,19,34,55.88,173,0,0,69.9,3,23,5.09,5.09,2,14,7.00,0,,0,0,,0,,,0,0,0,0,,0
86,1991,1991-09-15,3,32.025,PHI,@,DAL,W 24-0,*,18,29,62.07,207,2,0,106.5,0,0,7.14,8.52,2,19,9.50,0,,1,-5,-5.00,0,,,0,0,0,0,,0
87,1991,1991-09-22,4,32.032,PHI,,PIT,W 23-14,*,22,31,70.97,286,0,1,86.2,1,7,9.23,7.77,3,-1,-0.33,1,,0,0,,0,,,1,6,0,0,,0
88,1991,1991-09-30,5,32.040,PHI,@,WAS,L 0-23,*,4,6,66.67,32,0,0,79.9,2,6,5.33,5.33,1,5,5.00,0,,0,0,,0,,,0,0,0,0,,0
89,1991,1991-10-27,8,32.067,PHI,,SFO,L 7-23,*,19,28,67.86,222,1,2,73.8,4,24,7.93,5.43,2,1,0.50,0,,0,0,,0,,,0,0,0,0,,0
90,1991,1991-11-04,9,32.075,PHI,,NYG,W 30-7,*,16,26,61.54,229,1,0,102.9,2,7,8.81,9.58,2,14,7.00,0,,0,0,,0,,,0,0,0,0,,0
91,1991,1991-11-10,10,32.081,PHI,@,CLE,W 32-30,*,26,43,60.47,341,3,1,99.1,3,20,7.93,8.28,1,-1,-1.00,0,,0,0,,0,,,0,0,0,0,,0
92,1991,1991-11-17,11,32.088,PHI,,CIN,W 17-10,*,18,33,54.55,195,1,1,69.6,0,0,5.91,5.15,2,-2,-1.00,0,,0,0,,0,,,0,0,0,0,,0
93,1991,1991-11-24,12,32.095,PHI,@,PHO,W 34-14,*,10,25,40.00,162,2,3,49.5,2,8,6.48,2.68,2,-1,-0.50,0,,0,0,,0,,,0,0,0,0,,0
94,1991,1991-12-02,13,32.103,PHI,@,HOU,W 13-6,*,12,20,60.00,84,0,1,48.7,2,21,4.20,1.95,0,0,,0,,0,0,,0,,,0,0,0,0,,0
95,1991,1991-12-08,14,32.109,PHI,@,NYG,W 19-14,*,6,11,54.55,51,0,0,66.9,0,0,4.64,4.64,1,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
96,1992,1992-11-01,8,33.072,PHI,@,DAL,L 10-20,,10,19,52.63,122,0,1,50.8,1,7,6.42,4.05,2,21,10.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
97,1992,1992-11-08,9,33.079,PHI,,RAI,W 31-10,*,12,24,50.00,157,1,1,67.5,3,18,6.54,5.50,2,4,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
98,1992,1992-12-13,14,33.114,PHI,@,SEA,W 20-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,,,,,
99,1992,1992-12-27,16,33.128,PHI,,NYG,W 20-10,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
100,1993,1993-09-05,1,34.015,MIN,@,RAI,L 7-24,*,15,27,55.56,161,0,2,42.4,3,14,5.96,2.63,2,25,12.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
101,1993,1993-09-12,2,34.022,MIN,,CHI,W 10-7,*,23,29,79.31,173,1,0,103.0,4,18,5.97,6.66,2,-2,-1.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
102,1993,1993-09-26,3,34.036,MIN,,GNB,W 15-13,*,18,35,51.43,217,0,0,70.8,2,7,6.20,6.20,6,31,5.17,0,,0,0,,0,0.0%,,0,0,0,0,,0
103,1993,1993-10-03,4,34.043,MIN,@,SFO,L 19-38,*,25,45,55.56,223,2,1,74.6,2,10,4.96,4.84,3,6,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
104,1993,1993-10-10,5,34.050,MIN,,TAM,W 15-0,*,15,25,60.00,157,0,1,61.6,5,35,6.28,4.48,1,1,1.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
105,1993,1993-10-25,6,34.065,MIN,@,CHI,W 19-12,*,14,27,51.85,90,0,1,43.7,1,3,3.33,1.67,2,9,4.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
106,1993,1993-10-31,7,34.071,MIN,,DET,L 27-30,*,4,5,80.00,33,0,0,94.2,0,0,6.60,6.60,0,0,,0,,0,0,,0,0.0%,,0,0,0,0,,0
107,1993,1993-12-05,12,34.106,MIN,@,DET,W 13-0,*,15,32,46.88,145,0,0,60.0,3,12,4.53,4.53,2,-2,-1.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
108,1993,1993-12-12,13,34.113,MIN,,DAL,L 20-37,*,13,18,72.22,117,0,1,66.2,3,5,6.50,4.00,2,10,5.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
109,1993,1993-12-19,14,34.120,MIN,@,GNB,W 21-17,*,22,31,70.97,207,3,0,121.3,0,0,6.68,8.61,5,15,3.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
110,1993,1993-12-26,15,34.127,MIN,,KAN,W 30-10,*,17,25,68.00,219,2,1,105.2,0,0,8.76,8.56,3,5,1.67,0,,0,0,,0,0.0%,,0,0,0,0,,0
111,1993,1993-12-31,16,34.132,MIN,@,WAS,W 14-9,*,19,32,59.38,226,1,1,78.4,0,0,7.06,6.28,5,-2,-0.40,0,,0,0,,0,0.0%,,0,0,0,0,,0
112,1994,1994-09-11,2,35.021,ARI,,NYG,L 17-20,,4,5,80.00,50,1,1,108.3,2,0,10.00,5.00,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
113,1994,1994-09-18,3,35.028,ARI,@,CLE,L 0-32,*,19,38,50.00,169,0,2,40.4,1,0,4.45,2.08,4,31,7.75,0,0,0,0,,0,0.0%,,0,0,0,0,,0
114,1995,1995-12-24,16,36.125,GNB,,PIT,W 24-19,,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
115,1996,1996-09-01,1,37.011,GNB,@,TAM,W 34-3,,1,1,100.00,24,0,0,118.7,0,0,24.00,24.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
116,1996,1996-09-09,2,37.019,GNB,,PHI,W 39-13,,0,0,,0,0,0,,0,,,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
117,1996,1996-09-15,3,37.025,GNB,,SDG,W 42-10,,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
118,1996,1996-10-06,6,37.046,GNB,@,CHI,W 37-6,,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
119,1996,1996-12-22,16,37.123,GNB,,MIN,W 38-10,,1,2,50.00,10,0,0,64.6,0,0,5.00,5.00,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
