ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
67,1997,1997-09-28,4,27.003,CIN,,NYJ,L 14-31,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
68,1997,1997-10-05,5,27.010,CIN,@,JAX,L 13-21,,0,0,,0,0,,,,,,,1,2,50.0,,,,0,1,,,,
69,1997,1997-10-12,6,27.017,CIN,@,TEN,L 7-30,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
70,1997,1997-10-19,7,27.024,CIN,,PIT,L 10-26,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
71,1997,1997-10-26,8,27.031,CIN,@,NYG,L 27-29,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
72,1997,1997-11-02,9,27.038,CIN,,SDG,W 38-31,,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
73,1997,1997-11-09,10,27.045,CIN,@,IND,W 28-13,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
74,1997,1997-11-16,11,27.052,CIN,@,PIT,L 3-20,,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
75,1997,1997-11-23,12,27.059,CIN,,JAX,W 31-26,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
76,1997,1997-11-30,13,27.066,CIN,@,PHI,L 42-44,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,
77,1997,1997-12-04,14,27.070,CIN,,TEN,W 41-14,,0,0,,0,0,0,,0,0,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
78,1997,1997-12-14,15,27.080,CIN,,DAL,W 31-24,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
79,1997,1997-12-21,16,27.087,CIN,,BAL,W 16-14,,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,0,0,,0
80,1998,1998-09-06,1,27.346,CIN,,TEN,L 14-23,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
81,1998,1998-09-13,2,27.353,CIN,@,DET,W 34-28,,0,0,,0,0,0,,0,0,,,4,4,100.0,,2,0.0,0,4,0,0,,0
82,1998,1998-09-20,3,27.360,CIN,,GNB,L 6-13,,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0,0,,0
83,1998,1998-09-27,4,28.002,CIN,@,BAL,L 24-31,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
84,1998,1998-10-11,5,28.016,CIN,,PIT,W 25-20,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
85,1998,1998-10-18,6,28.023,CIN,@,TEN,L 14-44,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
86,1998,1998-10-25,7,28.030,CIN,@,OAK,L 10-27,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
87,1998,1998-11-01,8,28.037,CIN,,DEN,L 26-33,,0,0,,0,0,0,,0,0,,,,,,2,3,66.7,0,6,0,0,,0
88,1998,1998-11-08,9,28.044,CIN,@,JAX,L 11-24,,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
89,1998,1998-11-15,10,28.051,CIN,@,MIN,L 3-24,,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
90,1998,1998-11-22,11,28.058,CIN,,BAL,L 13-20,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
91,1998,1998-11-29,12,28.065,CIN,,JAX,L 17-34,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
92,1998,1998-12-06,13,28.072,CIN,,BUF,L 20-33,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
93,1998,1998-12-13,14,28.079,CIN,@,IND,L 26-39,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
94,1998,1998-12-20,15,28.086,CIN,@,PIT,W 25-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,1,100.0,4,6,66.7,0,13,0,0,,0
95,1998,1998-12-27,16,28.093,CIN,,TAM,L 0-35,,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0,0,,0
96,1999,1999-09-12,1,28.352,CIN,@,TEN,L 35-36,,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
97,1999,1999-09-19,2,28.359,CIN,,SDG,L 7-34,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
98,1999,1999-09-26,3,29.001,CIN,@,CAR,L 3-27,,0,0,,0,0,0,,0,,,,,,,1,4,25.0,0,3,0,0,,0
99,1999,1999-10-03,4,29.008,CIN,,STL,L 10-38,,0,0,,0,0,0,,0,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
100,1999,1999-10-10,5,29.015,CIN,@,CLE,W 18-17,,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0,0,,0
101,1999,1999-10-17,6,29.022,CIN,,PIT,L 3-17,,0,0,,0,0,0,,0,,,,,,,1,2,50.0,0,3,0,0,,0
102,1999,1999-10-24,7,29.029,CIN,@,IND,L 10-31,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
103,1999,1999-10-31,8,29.036,CIN,,JAX,L 10-41,,0,0,,0,0,0,,0,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
104,1999,1999-11-07,9,29.043,CIN,@,SEA,L 20-37,,0,0,,0,0,0,,0,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
105,1999,1999-11-14,10,29.050,CIN,,TEN,L 14-24,,0,0,,0,0,0,,0,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
106,1999,1999-11-21,11,29.057,CIN,,BAL,L 31-34,,0,0,,0,0,0,,0,,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
107,1999,1999-11-28,12,29.064,CIN,@,PIT,W 27-20,,0,0,,0,0,0,,0,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
108,1999,1999-12-05,13,29.071,CIN,,SFO,W 44-30,,0,0,,0,0,0,,0,,,,5,5,100.0,3,3,100.0,0,14,0,0,,0
109,1999,1999-12-12,14,29.078,CIN,,CLE,W 44-28,,0,0,,0,0,0,,0,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
110,1999,1999-12-26,15,29.092,CIN,@,BAL,L 0-22,,0,0,,0,0,0,,0,,,,,,,,1,0.0,0,0,0,0,,0
111,1999,2000-01-02,16,29.099,CIN,@,JAX,L 7-24,,0,0,,0,0,,,0,,,,1,1,100.0,,,,0,1,,,,
