ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
76,2010,2010-12-19,14,27.192,BUF,@,MIA,W 17-14,*,0,0,,0,0,0,0.5,5,1,0,0,0
77,2010,2010-12-26,15,27.199,BUF,,NWE,L 3-34,*,0,0,,0,0,0,0.0,3,1,0,0,0
78,2010,2011-01-02,16,27.206,BUF,@,NYJ,L 7-38,*,0,0,,0,0,0,0.0,2,0,0,0,0
79,2011,2011-09-11,1,28.093,BUF,@,KAN,W 41-7,*,,,,,,,,,,,,
80,2011,2011-09-18,2,28.100,BUF,,OAK,W 38-35,*,0,0,,0,0,0,0.0,3,2,0,0,0
81,2011,2011-09-25,3,28.107,BUF,,NWE,W 34-31,*,0,0,,0,0,0,0.0,0,2,0,0,0
82,2011,2011-10-02,4,28.114,BUF,@,CIN,L 20-23,*,0,0,,0,0,0,0.0,1,1,0,0,0
83,2011,2011-10-09,5,28.121,BUF,,PHI,W 31-24,*,0,0,,0,0,0,0.0,0,0,0,0,0
84,2012,2012-09-09,1,29.091,BUF,@,NYJ,L 28-48,*,0,0,,0,0,0,0.0,2,1,0,0,0
85,2012,2012-09-16,2,29.098,BUF,,KAN,W 35-17,*,0,0,,0,0,0,2.0,2,1,0,0,0
86,2012,2012-09-23,3,29.105,BUF,@,CLE,W 24-14,*,0,0,,0,0,0,1.0,2,1,0,0,0
87,2012,2012-09-30,4,29.112,BUF,,NWE,L 28-52,*,0,0,,0,0,0,0.5,3,2,0,0,0
88,2012,2012-10-07,5,29.119,BUF,@,SFO,L 3-45,*,0,0,,0,0,0,0.0,3,0,0,0,0
89,2012,2012-10-14,6,29.126,BUF,@,ARI,W 19-16,*,0,0,,0,0,0,0.0,0,0,0,0,0
90,2012,2012-10-21,7,29.133,BUF,,TEN,L 34-35,*,0,0,,0,0,0,1.0,3,2,0,0,0
91,2012,2012-11-04,8,29.147,BUF,@,HOU,L 9-21,*,0,0,,0,0,0,0.0,2,2,0,0,0
92,2012,2012-11-11,9,29.154,BUF,@,NWE,L 31-37,*,0,0,,0,0,0,0.5,1,1,0,0,0
93,2012,2012-11-15,10,29.158,BUF,,MIA,W 19-14,*,0,0,,0,0,0,0.0,1,1,0,0,0
94,2012,2012-11-25,11,29.168,BUF,@,IND,L 13-20,*,0,0,,0,0,0,0.0,1,1,0,0,0
95,2012,2012-12-02,12,29.175,BUF,,JAX,W 34-18,*,0,0,,0,0,0,0.0,2,1,0,0,0
96,2012,2012-12-09,13,29.182,BUF,,STL,L 12-15,*,0,0,,0,0,0,0.0,3,1,0,0,0
97,2012,2012-12-16,14,29.189,BUF,,SEA,L 17-50,*,0,0,,0,0,0,0.0,1,0,0,0,0
98,2012,2012-12-23,15,29.196,BUF,@,MIA,L 10-24,*,0,0,,0,0,0,0.0,1,0,0,0,0
99,2012,2012-12-30,16,29.203,BUF,,NYJ,W 28-9,*,0,0,,0,0,0,0.0,0,5,0,0,0
100,2013,2013-09-08,1,30.090,BUF,,NWE,L 21-23,*,0,0,,0,0,0,1.0,3,3,0,0,0
101,2013,2013-09-15,2,30.097,BUF,,CAR,W 24-23,*,0,0,,0,0,0,0.0,5,1,0,0,0
102,2013,2013-09-22,3,30.104,BUF,@,NYJ,L 20-27,*,0,0,,0,0,0,0.0,1,1,0,0,0
103,2013,2013-09-29,4,30.111,BUF,,BAL,W 23-20,*,0,0,,0,0,0,0.0,0,0,0,0,0
104,2013,2013-10-03,5,30.115,BUF,@,CLE,L 24-37,*,0,0,,0,0,0,1.0,2,6,0,0,0
105,2013,2013-10-13,6,30.125,BUF,,CIN,L 24-27,*,0,0,,0,0,0,0.5,2,4,0,0,0
106,2013,2013-10-20,7,30.132,BUF,@,MIA,W 23-21,*,0,0,,0,0,0,0.0,1,0,0,0,0
107,2013,2013-10-27,8,30.139,BUF,@,NOR,L 17-35,*,0,0,,0,0,0,1.5,6,3,0,0,0
108,2013,2013-11-03,9,30.146,BUF,,KAN,L 13-23,*,0,0,,0,0,0,0.0,2,0,0,0,0
109,2013,2013-11-10,10,30.153,BUF,@,PIT,L 10-23,*,0,0,,0,0,0,1.0,4,1,0,0,0
110,2013,2013-11-17,11,30.160,BUF,,NYJ,W 37-14,*,0,0,,0,0,0,2.0,3,0,0,0,0
111,2013,2013-12-01,12,30.174,BUF,,ATL,L 31-34,*,0,0,,0,0,0,0.0,1,1,0,0,0
112,2013,2013-12-08,13,30.181,BUF,@,TAM,L 6-27,*,0,0,,0,0,0,0.0,4,1,0,0,0
113,2013,2013-12-15,14,30.188,BUF,@,JAX,W 27-20,*,0,0,,0,0,0,1.5,4,1,0,0,0
114,2013,2013-12-22,15,30.195,BUF,,MIA,W 19-0,*,0,0,,0,0,0,2.0,4,1,0,0,0
115,2013,2013-12-29,16,30.202,BUF,@,NWE,L 20-34,*,0,0,,0,0,0,0.0,0,3,0,0,0
116,2014,2014-09-07,1,31.089,BUF,@,CHI,W 23-20,*,0,0,,0,0,0,0.0,0,1,1,2,0
117,2014,2014-09-14,2,31.096,BUF,,MIA,W 29-10,*,0,0,,0,0,0,1.0,3,1,0,0,0
118,2014,2014-09-21,3,31.103,BUF,,SDG,L 10-22,*,0,0,,0,0,0,0.0,4,0,0,0,0
119,2014,2014-09-28,4,31.110,BUF,@,HOU,L 17-23,*,0,0,,0,0,0,0.0,1,1,0,0,0
120,2014,2014-10-12,6,31.124,BUF,,NWE,L 22-37,*,0,0,,0,0,0,0.0,2,0,0,0,0
121,2014,2014-10-19,7,31.131,BUF,,MIN,W 17-16,*,0,0,,0,0,0,0.0,2,3,0,0,0
122,2014,2014-10-26,8,31.138,BUF,@,NYJ,W 43-23,*,0,0,,0,0,0,2.0,2,0,0,0,0
123,2014,2014-11-09,9,31.152,BUF,,KAN,L 13-17,*,0,0,,0,0,0,0.0,3,1,0,0,0
124,2014,2014-11-13,10,31.156,BUF,@,MIA,L 9-22,*,0,0,,0,0,0,0.0,4,1,0,0,0
125,2014,2014-11-24,11,31.167,BUF,,NYJ,W 38-3,*,0,0,,0,0,0,1.0,1,0,0,0,0
126,2014,2014-11-30,12,31.173,BUF,,CLE,W 26-10,*,0,0,,0,0,0,1.0,2,1,0,0,0
127,2014,2014-12-07,13,31.180,BUF,@,DEN,L 17-24,*,0,0,,0,0,0,0.0,3,0,0,0,0
128,2014,2014-12-14,14,31.187,BUF,,GNB,W 21-13,*,,,,,,,,,,,,
129,2014,2014-12-21,15,31.194,BUF,@,OAK,L 24-26,*,0,0,,0,0,0,0.5,3,1,0,0,0
130,2014,2014-12-28,16,31.201,BUF,@,NWE,W 17-9,*,0,0,,0,0,0,0.0,1,1,0,0,0
131,2015,2015-09-13,1,32.095,BUF,,IND,W 27-14,*,0,0,,0,0,0,0.0,0,2,0,0,0
132,2015,2015-09-20,2,32.102,BUF,,NWE,L 32-40,*,0,0,,0,0,0,0.0,1,1,0,0,0
133,2015,2015-09-27,3,32.109,BUF,@,MIA,W 41-14,*,0,0,,0,0,0,0.0,1,1,0,0,0
134,2015,2015-10-04,4,32.116,BUF,,NYG,L 10-24,*,0,0,,0,0,0,0.0,1,2,0,0,0
135,2015,2015-10-11,5,32.123,BUF,@,TEN,W 14-13,*,0,0,,0,0,0,1.0,3,1,0,0,0
136,2015,2015-10-18,6,32.130,BUF,,CIN,L 21-34,*,0,0,,0,0,0,0.0,0,1,0,0,0
137,2016,2016-09-11,1,33.093,BUF,@,BAL,L 7-13,*,0,0,,0,0,0,0.0,3,1,0,0,0
138,2016,2016-09-15,2,33.097,BUF,,NYJ,L 31-37,*,0,0,,0,0,0,0.0,4,1,0,0,0
139,2016,2016-09-25,3,33.107,BUF,,ARI,W 33-18,*,0,0,,0,0,0,1.5,2,2,0,0,0
140,2016,2016-10-02,4,33.114,BUF,@,NWE,W 16-0,*,0,0,,0,0,0,0.0,0,3,0,0,0
141,2016,2016-10-09,5,33.121,BUF,@,LAR,W 30-19,*,0,0,,0,0,0,0.0,3,1,0,0,0
142,2016,2016-10-16,6,33.128,BUF,,SFO,W 45-16,*,0,0,,0,0,0,0.0,2,1,0,0,0
143,2016,2016-10-23,7,33.135,BUF,@,MIA,L 25-28,*,0,0,,0,0,0,0.0,4,0,0,0,0
144,2016,2016-10-30,8,33.142,BUF,,NWE,L 25-41,*,0,0,,0,0,0,1.0,2,0,0,0,0
145,2016,2016-11-07,9,33.150,BUF,@,SEA,L 25-31,*,0,0,,0,0,0,1.0,3,1,0,0,0
146,2016,2016-11-20,10,33.163,BUF,@,CIN,W 16-12,*,0,0,,0,0,0,0.0,3,1,0,0,0
147,2016,2016-11-27,11,33.170,BUF,,JAX,W 28-21,*,0,0,,0,0,0,0.0,4,5,0,0,0
148,2016,2016-12-04,12,33.177,BUF,@,OAK,L 24-38,*,0,0,,0,0,0,0.0,7,2,0,0,0
149,2016,2016-12-18,14,33.191,BUF,,CLE,W 33-13,*,0,0,,0,0,0,1.5,3,1,0,0,0
150,2016,2016-12-24,15,33.197,BUF,,MIA,L 31-34,*,0,0,,0,0,0,0.0,1,3,0,0,0
151,2016,2017-01-01,16,33.205,BUF,@,NYJ,L 10-30,*,0,0,,0,0,0,0.0,1,0,0,0,0
152,2017,2017-09-10,1,34.092,BUF,,NYJ,W 21-12,*,0,0,,0,0,0,0.0,2,0,0,0,0
153,2017,2017-09-17,2,34.099,BUF,@,CAR,L 3-9,*,0,0,,0,0,0,0.0,0,6,0,0,0
154,2017,2017-09-24,3,34.106,BUF,,DEN,W 26-16,*,0,0,,0,0,0,1.0,4,0,0,0,0
155,2017,2017-10-01,4,34.113,BUF,@,ATL,W 23-17,*,0,0,,0,0,0,0.0,0,1,0,0,0
156,2017,2017-10-08,5,34.120,BUF,@,CIN,L 16-20,*,0,0,,0,0,0,0.0,0,2,0,0,0
157,2017,2017-10-22,6,34.134,BUF,,TAM,W 30-27,*,0,0,,0,0,0,0.0,1,0,0,0,0
158,2017,2017-10-29,7,34.141,BUF,,OAK,W 34-14,*,0,0,,0,0,0,0.0,1,1,0,0,0
159,2017,2017-11-02,8,34.145,BUF,@,NYJ,L 21-34,*,0,0,,0,0,0,0.0,2,1,0,0,0
160,2017,2017-11-12,9,34.155,BUF,,NOR,L 10-47,*,0,0,,0,0,0,0.0,2,2,0,0,0
161,2017,2017-11-19,10,34.162,BUF,@,LAC,L 24-54,*,0,0,,0,0,0,0.0,1,1,0,0,0
162,2017,2017-11-26,11,34.169,BUF,@,KAN,W 16-10,*,0,0,,0,0,0,0.0,0,1,0,0,0
163,2017,2017-12-03,12,34.176,BUF,,NWE,L 3-23,*,0,0,,0,0,0,1.0,2,0,0,0,0
164,2017,2017-12-10,13,34.183,BUF,,IND,W 13-7,*,0,0,,0,0,0,0.0,2,1,0,0,0
165,2017,2017-12-17,14,34.190,BUF,,MIA,W 24-16,*,0,0,,0,0,0,0.0,0,1,0,0,0
166,2017,2017-12-24,15,34.197,BUF,@,NWE,L 16-37,*,0,0,,0,0,0,1.0,2,2,0,0,0
167,2017,2017-12-31,16,34.204,BUF,@,MIA,W 22-16,*,1,1,1.00,1,1,6,0.0,2,1,0,0,0
168,2018,2018-09-09,1,35.091,BUF,@,BAL,L 3-47,*,0,0,,0,0,0,0.5,3,1,0,0,0
169,2018,2018-09-16,2,35.098,BUF,,LAC,L 20-31,*,0,0,,0,0,0,0.0,1,0,0,0,0
170,2018,2018-09-23,3,35.105,BUF,@,MIN,W 27-6,*,0,0,,0,0,0,1.0,1,0,0,0,0
