ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
15,1997,1997-12-13,15,23.116,NYG,,WAS,W 30-10,,1,1,9,9.00,0,100.0%,9.00,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1997,1997-12-21,16,23.124,NYG,@,DAL,W 20-7,,3,2,47,23.50,0,66.7%,15.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1998,1998-09-06,1,24.018,NYG,,WAS,W 31-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,5,131,26.20,0,0,0
18,1998,1998-09-13,2,24.025,NYG,@,OAK,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,4,101,25.25,0,0,0
19,1998,1998-09-21,3,24.033,NYG,,DAL,L 7-31,,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1998,1998-09-27,4,24.039,NYG,@,SDG,W 34-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,3,77,25.67,0,0,0
21,1998,1998-10-04,5,24.046,NYG,@,TAM,L 3-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,80,20.00,0,0,0
22,1998,1998-10-11,6,24.053,NYG,,ATL,L 20-34,,5,3,59,19.67,1,60.0%,11.80,0,0,,0,0,0,,0,0,0,,0,0,,,5,96,19.20,0,1,6
23,1998,1998-10-18,7,24.060,NYG,,ARI,W 34-7,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0
24,1998,1998-11-01,8,24.074,NYG,@,WAS,L 14-21,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,4,146,36.50,1,1,6
25,1998,1998-11-08,9,24.081,NYG,@,DAL,L 6-16,,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,0,0,,0,0,,,4,62,15.50,0,0,0
26,1998,1998-11-30,12,24.103,NYG,@,SFO,L 7-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,4,74,18.50,0,0,0
27,1998,1998-12-06,13,24.109,NYG,@,ARI,W 23-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,48,12.00,0,0,0
28,1998,1998-12-13,14,24.116,NYG,,DEN,W 20-16,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,4,69,17.25,0,0,0
29,1999,1999-09-12,1,25.024,NYG,@,TAM,W 17-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0
30,1999,1999-09-19,2,25.031,NYG,,WAS,L 21-50,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0,,,,,,6,151,25.17,0,0,0
31,1999,1999-09-26,3,25.038,NYG,@,NWE,L 14-16,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,74,24.67,0,0,0
32,1999,1999-10-03,4,25.045,NYG,,PHI,W 16-15,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0
33,1999,1999-10-10,5,25.052,NYG,@,ARI,L 3-14,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0
34,1999,1999-10-18,6,25.060,NYG,,DAL,W 13-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,35,17.50,0,0,0
35,1999,1999-10-24,7,25.066,NYG,,NOR,W 31-3,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
36,1999,1999-10-31,8,25.073,NYG,@,PHI,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0
37,1999,1999-11-14,9,25.087,NYG,,IND,L 19-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,54,27.00,0,0,0
38,1999,1999-11-21,10,25.094,NYG,@,WAS,L 13-23,,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0,,0,0,0,,,,,,2,53,26.50,0,0,0
39,1999,1999-11-28,11,25.101,NYG,,ARI,L 24-34,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,6,105,17.50,0,0,0
40,1999,1999-12-05,12,25.108,NYG,,NYJ,W 41-28,,0,0,0,,0,0.0%,,1,27,27.00,0,0,0,,0,0,0,,,,,,1,4,4.00,0,0,0
41,1999,1999-12-12,13,25.115,NYG,@,BUF,W 19-17,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
42,1999,1999-12-19,14,25.122,NYG,@,STL,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
43,1999,1999-12-26,15,25.129,NYG,,MIN,L 17-34,,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0
44,1999,2000-01-02,16,25.136,NYG,@,DAL,L 18-26,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,2,26,13.00,0,0,0
45,2000,2000-09-03,1,26.015,CLE,,JAX,L 7-27,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0
46,2000,2000-09-10,2,26.022,CLE,@,CIN,W 24-7,*,5,3,95,31.67,0,60.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0
47,2000,2000-09-17,3,26.029,CLE,,PIT,W 23-20,*,4,3,81,27.00,0,75.0%,20.25,0,0,,0,0,0,,0,0,0,,,,,,3,114,38.00,0,0,0
48,2000,2000-09-24,4,26.036,CLE,@,OAK,L 10-36,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,53,13.25,0,0,0
49,2000,2000-10-01,5,26.043,CLE,,BAL,L 0-12,*,12,7,113,16.14,0,58.3%,9.42,0,0,,0,0,0,,0,0,0,,,,,,3,61,20.33,0,0,0
50,2000,2000-10-08,6,26.050,CLE,@,ARI,L 21-29,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,3,64,21.33,0,0,0
51,2000,2000-10-15,7,26.057,CLE,@,DEN,L 10-44,*,8,4,54,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,2,44,22.00,0,0,0
52,2000,2000-10-29,9,26.071,CLE,,CIN,L 3-12,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,2000,2000-11-05,10,26.078,CLE,,NYG,L 3-24,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
54,2000,2000-11-19,12,26.092,CLE,@,TEN,L 10-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0
55,2000,2000-11-26,13,26.099,CLE,@,BAL,L 7-44,,7,4,23,5.75,0,57.1%,3.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,2000,2000-12-03,14,26.106,CLE,@,JAX,L 0-48,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,3,51,17.00,0,0,0
57,2000,2000-12-10,15,26.113,CLE,,PHI,L 24-35,*,13,7,103,14.71,1,53.8%,7.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
58,2000,2000-12-17,16,26.120,CLE,,TEN,L 0-24,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,2001,2001-09-09,1,27.021,NWE,@,CIN,L 17-23,*,7,3,47,15.67,0,42.9%,6.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
60,2001,2001-09-23,2,27.035,NWE,,NYJ,L 3-10,*,9,5,53,10.60,0,55.6%,5.89,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
61,2001,2001-09-30,3,27.042,NWE,,IND,W 44-13,,5,1,17,17.00,0,20.0%,3.40,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
62,2001,2001-10-07,4,27.049,NWE,@,MIA,L 10-30,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
63,2001,2001-10-14,5,27.056,NWE,,SDG,W 29-26,*,11,7,73,10.43,0,63.6%,6.64,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
64,2001,2001-10-21,6,27.063,NWE,@,IND,W 38-17,*,5,4,117,29.25,2,80.0%,23.40,1,29,29.00,1,1,1,100.00,60,1,0,158.3,0,0,60.00,80.00,1,20,20.00,0,3,18
65,2001,2001-10-28,7,27.070,NWE,@,DEN,L 20-31,*,8,5,62,12.40,1,62.5%,7.75,1,13,13.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,1,6
66,2001,2001-11-04,8,27.077,NWE,@,ATL,W 24-10,*,9,3,40,13.33,0,33.3%,4.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
67,2001,2001-11-11,9,27.084,NWE,,BUF,W 21-11,,2,1,26,26.00,0,50.0%,13.00,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
68,2001,2001-11-18,10,27.091,NWE,,STL,L 17-24,*,5,2,37,18.50,1,40.0%,7.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
69,2001,2001-11-25,11,27.098,NWE,,NOR,W 34-17,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,0,0,,0,,,,1,24,24.00,0,0,0
70,2001,2001-12-02,12,27.105,NWE,@,NYJ,W 17-16,*,9,6,60,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
71,2001,2001-12-09,13,27.112,NWE,,CLE,W 27-16,*,5,3,41,13.67,0,60.0%,8.20,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
72,2001,2001-12-16,14,27.119,NWE,@,BUF,W 12-9,*,7,3,65,21.67,0,42.9%,9.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
73,2001,2001-12-22,15,27.125,NWE,,MIA,W 20-13,*,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
74,2001,2002-01-06,16,27.140,NWE,@,CAR,W 38-6,*,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
75,2002,2002-09-09,1,28.021,NWE,,PIT,W 30-14,,8,4,70,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
76,2002,2002-09-15,2,28.027,NWE,@,NYJ,W 44-7,*,8,4,65,16.25,0,50.0%,8.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
77,2002,2002-09-22,3,28.034,NWE,,KAN,W 41-38,*,10,7,108,15.43,1,70.0%,10.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
78,2002,2002-09-29,4,28.041,NWE,@,SDG,L 14-21,*,11,7,95,13.57,0,63.6%,8.64,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
79,2002,2002-10-06,5,28.048,NWE,@,MIA,L 13-26,*,10,5,102,20.40,2,50.0%,10.20,1,-1,-1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
80,2002,2002-10-13,6,28.055,NWE,,GNB,L 10-28,*,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
81,2002,2002-10-27,7,28.069,NWE,,DEN,L 16-24,*,5,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
82,2002,2002-11-03,8,28.076,NWE,@,BUF,W 38-7,*,6,6,88,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
83,2002,2002-11-10,9,28.083,NWE,@,CHI,W 33-30,*,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
84,2002,2002-11-17,10,28.090,NWE,@,OAK,L 20-27,*,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
85,2002,2002-11-24,11,28.097,NWE,,MIN,W 24-17,*,9,5,62,12.40,0,55.6%,6.89,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
86,2002,2002-11-28,12,28.101,NWE,@,DET,W 20-12,*,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
87,2002,2002-12-08,13,28.111,NWE,,BUF,W 27-17,*,7,2,14,7.00,1,28.6%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
88,2002,2002-12-16,14,28.119,NWE,@,TEN,L 7-24,,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
89,2002,2002-12-22,15,28.125,NWE,,NYJ,L 17-30,*,8,5,38,7.60,0,62.5%,4.75,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
90,2002,2002-12-29,16,28.132,NWE,,MIA,W 27-24,*,10,5,56,11.20,0,50.0%,5.60,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
91,2003,2003-09-07,1,29.019,NWE,@,BUF,L 0-31,*,6,2,48,24.00,0,33.3%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,2003,2003-09-14,2,29.026,NWE,@,PHI,W 31-10,*,6,2,4,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
93,2003,2003-09-21,3,29.033,NWE,,NYJ,W 23-16,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
94,2003,2003-10-05,5,29.047,NWE,,TEN,W 38-30,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
95,2003,2003-10-12,6,29.054,NWE,,NYG,W 17-6,,6,3,55,18.33,0,50.0%,9.17,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,2003,2003-10-19,7,29.061,NWE,@,MIA,W 19-13,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
97,2004,2004-09-09,1,30.021,NWE,,IND,W 27-24,*,7,4,86,21.50,1,57.1%,12.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
98,2004,2004-09-19,2,30.031,NWE,@,ARI,W 23-12,*,5,2,39,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,2004,2004-10-03,3,30.045,NWE,@,BUF,W 31-17,,9,5,113,22.60,1,55.6%,12.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
100,2004,2004-10-10,4,30.052,NWE,,MIA,W 24-10,*,3,1,28,28.00,0,33.3%,9.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,2004,2004-10-17,5,30.059,NWE,,SEA,W 30-20,*,8,5,58,11.60,1,62.5%,7.25,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
102,2004,2004-10-24,6,30.066,NWE,,NYJ,W 13-7,*,8,3,33,11.00,1,37.5%,4.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
103,2004,2004-10-31,7,30.073,NWE,@,PIT,L 20-34,*,11,4,39,9.75,0,36.4%,3.55,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,2004,2004-11-07,8,30.080,NWE,@,STL,W 40-22,*,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,2004,2004-11-14,9,30.087,NWE,,BUF,W 29-6,,6,3,43,14.33,1,50.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
106,2004,2004-11-22,10,30.095,NWE,@,KAN,W 27-19,,3,1,46,46.00,0,33.3%,15.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,2004,2004-11-28,11,30.101,NWE,,BAL,W 24-3,*,6,1,37,37.00,0,16.7%,6.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
108,2004,2004-12-05,12,30.108,NWE,@,CLE,W 42-15,,4,3,74,24.67,1,75.0%,18.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
109,2004,2004-12-12,13,30.115,NWE,,CIN,W 35-28,*,5,5,107,21.40,1,100.0%,21.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
110,2004,2004-12-20,14,30.123,NWE,@,MIA,L 28-29,*,8,4,40,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0
111,2004,2004-12-26,15,30.129,NWE,@,NYJ,W 23-7,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
112,2004,2005-01-02,16,30.136,NWE,,SFO,W 21-7,*,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
113,2005,2005-09-11,1,31.023,WAS,,CHI,W 9-7,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,2005,2005-09-19,2,31.031,WAS,@,DAL,W 14-13,*,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
115,2005,2005-10-02,3,31.044,WAS,,SEA,W 20-17,,7,3,15,5.00,0,42.9%,2.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
116,2005,2005-10-09,4,31.051,WAS,@,DEN,L 19-21,*,11,7,63,9.00,0,63.6%,5.73,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
117,2005,2005-10-16,5,31.058,WAS,@,KAN,L 21-28,*,6,2,22,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
118,2005,2005-10-23,6,31.065,WAS,,SFO,W 52-17,*,4,2,56,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
119,2005,2005-10-30,7,31.072,WAS,@,NYG,L 0-36,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
120,2005,2005-11-06,8,31.079,WAS,,PHI,W 17-10,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
121,2005,2005-11-13,9,31.086,WAS,@,TAM,L 35-36,,9,3,24,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
122,2006,2006-09-11,1,32.023,WAS,,MIN,L 16-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
123,2006,2006-09-17,2,32.029,WAS,@,DAL,L 10-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
124,2006,2006-09-24,3,32.036,WAS,@,HOU,W 31-15,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
125,2006,2006-10-01,4,32.043,WAS,,JAX,W 36-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
126,2006,2006-12-30,16,32.133,WAS,,NYG,L 28-34,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
127,2007,2007-09-06,1,33.018,NOR,@,IND,L 10-41,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
128,2007,2007-09-16,2,33.028,NOR,@,TAM,L 14-31,,7,2,66,33.00,0,28.6%,9.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,2007,2007-09-24,3,33.036,NOR,,TEN,L 14-31,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,2007,2007-10-07,4,33.049,NOR,,CAR,L 13-16,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
131,2007,2007-10-14,5,33.056,NOR,@,SEA,W 28-17,,10,8,113,14.13,0,80.0%,11.30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
132,2007,2007-10-21,6,33.063,NOR,,ATL,W 22-16,,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
133,2007,2007-10-28,7,33.070,NOR,@,SFO,W 31-10,*,6,5,109,21.80,0,83.3%,18.17,1,-6,-6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
134,2007,2007-11-04,8,33.077,NOR,,JAX,W 41-24,*,5,4,81,20.25,1,80.0%,16.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
135,2007,2007-11-11,9,33.084,NOR,,STL,L 29-37,*,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
136,2007,2007-11-18,10,33.091,NOR,@,HOU,L 10-23,,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
137,2007,2007-11-25,11,33.098,NOR,@,CAR,W 31-6,,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
138,2007,2007-12-02,12,33.105,NOR,,TAM,L 23-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,20,10.00,0,0,0
139,2007,2007-12-10,13,33.113,NOR,@,ATL,W 34-14,,10,9,122,13.56,1,90.0%,12.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
140,2007,2007-12-16,14,33.119,NOR,,ARI,W 31-24,,5,4,71,17.75,1,80.0%,14.20,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
141,2007,2007-12-23,15,33.126,NOR,,PHI,L 23-38,*,9,6,55,9.17,0,66.7%,6.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
142,2007,2007-12-30,16,33.133,NOR,@,CHI,L 25-33,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
143,2008,2008-09-07,1,34.019,NOR,,TAM,W 24-20,,2,1,39,39.00,1,50.0%,19.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
144,2008,2008-09-14,2,34.026,NOR,@,WAS,L 24-29,*,10,5,55,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
145,2008,2008-09-21,3,34.033,NOR,@,DEN,L 32-34,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
146,2008,2008-09-28,4,34.040,NOR,,SFO,W 31-17,*,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
147,2008,2008-11-09,9,34.082,NOR,@,ATL,L 20-34,,4,2,35,17.50,0,50.0%,8.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
