ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
50,1999,1999-09-19,2,27.110,PIT,@,BAL,W 23-20,*,1,1,1,1.00,0,100.0%,1.00,1,0,0.00,0,0,0,,0
51,1999,1999-09-26,3,27.117,PIT,,SEA,L 10-29,*,,,,,,0.0%,,,,,,,,,
52,1999,1999-10-03,4,27.124,PIT,,JAX,L 3-17,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0
53,1999,1999-10-10,5,27.131,PIT,@,BUF,L 21-24,*,1,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0
54,1999,1999-10-17,6,27.138,PIT,@,CIN,W 17-3,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0
55,1999,1999-10-25,7,27.146,PIT,,ATL,W 13-9,,,,,,,0.0%,,,,,,,,,
56,1999,1999-11-07,8,27.159,PIT,@,SFO,W 27-6,,,,,,,0.0%,,,,,,,,,
57,1999,1999-11-14,9,27.166,PIT,,CLE,L 15-16,*,1,1,2,2.00,0,100.0%,2.00,1,5,5.00,0,0,0,,0
58,1999,1999-11-21,10,27.173,PIT,@,TEN,L 10-16,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0
59,1999,1999-11-28,11,27.180,PIT,,CIN,L 20-27,,1,,,,,0.0%,,,,,,,,,
60,1999,1999-12-02,12,27.184,PIT,@,JAX,L 6-20,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0
61,1999,1999-12-12,13,27.194,PIT,,BAL,L 24-31,,1,,,,,0.0%,,,,,,,,,
62,1999,1999-12-18,14,27.200,PIT,@,KAN,L 19-35,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0
63,1999,1999-12-26,15,27.208,PIT,,CAR,W 30-20,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0
64,1999,2000-01-02,16,27.215,PIT,,TEN,L 36-47,*,2,1,38,38.00,0,50.0%,19.00,0,0,,0,0,0,,0
65,2000,2000-09-03,1,28.094,PIT,,BAL,L 0-16,,1,,,,,0.0%,,,,,,,,,
66,2000,2000-09-17,2,28.108,PIT,@,CLE,L 20-23,*,2,2,17,8.50,0,100.0%,8.50,1,2,2.00,0,0,0,,0
67,2000,2000-09-24,3,28.115,PIT,,TEN,L 20-23,*,0,,,,,0.0%,,,,,,,,,
68,2000,2000-10-01,4,28.122,PIT,@,JAX,W 24-13,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0
69,2000,2000-10-08,5,28.129,PIT,@,NYJ,W 20-3,,2,2,11,5.50,0,100.0%,5.50,2,3,1.50,0,0,0,,0
70,2000,2000-10-15,6,28.136,PIT,,CIN,W 15-0,*,1,,,,,0.0%,,,,,,,,,
71,2001,2001-09-09,1,29.100,PIT,@,JAX,L 3-21,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0
72,2001,2001-09-30,2,29.121,PIT,@,BUF,W 20-3,*,,,,,,0.0%,,,,,,,,,
73,2001,2001-10-07,3,29.128,PIT,,CIN,W 16-7,*,,,,,,0.0%,,,,,,,,,
74,2001,2001-10-14,4,29.135,PIT,@,KAN,W 20-17,*,,,,,,0.0%,,,,,,,,,
75,2001,2001-10-21,5,29.142,PIT,@,TAM,W 17-10,*,,,,,,0.0%,,,,,,,,,
76,2001,2001-10-29,6,29.150,PIT,,TEN,W 34-7,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0
77,2001,2001-11-04,7,29.156,PIT,,BAL,L 10-13,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0
78,2001,2001-11-11,8,29.163,PIT,@,CLE,W 15-12,*,,,,,,0.0%,,,,,,,,,
79,2001,2001-11-25,10,29.177,PIT,@,TEN,W 34-24,*,1,,,,,0.0%,,,,,,,,,
80,2001,2001-12-02,11,29.184,PIT,,MIN,W 21-16,*,0,0,0,,0,0.0%,,2,16,8.00,0,0,0,,0
81,2001,2001-12-09,12,29.191,PIT,,NYJ,W 18-7,,1,,,,,0.0%,,,,,,,,,
82,2001,2001-12-16,13,29.198,PIT,@,BAL,W 26-21,*,2,2,9,4.50,0,100.0%,4.50,1,3,3.00,0,0,0,,0
83,2001,2001-12-23,14,29.205,PIT,,DET,W 47-14,*,,,,,,0.0%,,,,,,,,,
84,2001,2001-12-30,15,29.212,PIT,@,CIN,L 23-26,,1,1,12,12.00,0,100.0%,12.00,1,4,4.00,0,0,0,,0
85,2001,2002-01-06,16,29.219,PIT,,CLE,W 28-7,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0
