ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
52,2012,2012-10-08,5,25.332,NYJ,,HOU,L 17-23,*,14,31,45.16,230,1,2,54.5,3,13,7.42,5.16,2,1,0.50,0,,0,0,0.0,0,0
53,2012,2012-10-14,6,25.338,NYJ,,IND,W 35-9,*,11,18,61.11,82,2,0,109.0,1,6,4.56,6.78,1,-1,-1.00,0,,0,0,0.0,0,0
54,2012,2012-10-21,7,25.345,NYJ,@,NWE,L 26-29,*,28,41,68.29,328,1,1,90.3,4,31,8.00,7.39,1,0,0.00,0,,0,0,0.0,0,0
55,2012,2012-10-28,8,25.352,NYJ,,MIA,L 9-30,*,28,54,51.85,283,1,1,65.6,4,25,5.24,4.78,1,6,6.00,0,,0,0,0.0,0,0
56,2012,2012-11-11,9,26.000,NYJ,@,SEA,L 7-28,*,9,22,40.91,124,0,1,40.7,3,31,5.64,3.59,0,0,,0,,0,0,0.0,0,0
57,2012,2012-11-18,10,26.007,NYJ,@,STL,W 27-13,*,15,20,75.00,178,1,0,118.3,3,12,8.90,9.90,4,-2,-0.50,0,,0,0,0.0,0,0
58,2012,2012-11-22,11,26.011,NYJ,,NWE,L 19-49,*,26,36,72.22,301,1,1,94.8,2,15,8.36,7.67,2,2,1.00,0,,0,0,0.0,0,0
59,2012,2012-12-02,12,26.021,NYJ,,ARI,W 7-6,*,10,21,47.62,97,0,3,21.4,3,14,4.62,-1.81,1,2,2.00,0,,0,0,0.0,0,0
60,2012,2012-12-09,13,26.028,NYJ,@,JAX,W 17-10,*,12,19,63.16,111,0,0,79.1,1,7,5.84,5.84,3,11,3.67,0,,0,0,0.0,0,0
61,2012,2012-12-17,14,26.036,NYJ,@,TEN,L 10-14,*,13,28,46.43,131,1,4,32.6,3,22,4.68,-1.04,4,6,1.50,0,,0,0,0.0,0,0
62,2012,2012-12-30,16,26.049,NYJ,@,BUF,L 9-28,*,17,35,48.57,205,0,1,55.1,1,6,5.86,4.57,2,-1,-0.50,0,,0,0,0.0,0,0
63,2014,2014-11-02,8,27.356,PHI,@,HOU,W 31-21,,15,22,68.18,202,2,2,89.6,2,13,9.18,6.91,5,5,1.00,0,,0,0,0.0,0,0
64,2014,2014-11-10,9,27.364,PHI,,CAR,W 45-21,*,20,37,54.05,332,2,0,102.5,1,4,8.97,10.05,2,-1,-0.50,0,,0,0,0.0,0,0
65,2014,2014-11-16,10,28.005,PHI,@,GNB,L 20-53,*,26,44,59.09,346,2,2,80.3,3,26,7.86,6.73,3,0,0.00,0,,0,0,0.0,0,0
66,2014,2014-11-23,11,28.012,PHI,,TEN,W 43-24,*,30,43,69.77,307,1,2,78.3,2,9,7.14,5.51,4,4,1.00,0,,0,0,0.0,0,0
67,2014,2014-11-27,12,28.016,PHI,@,DAL,W 33-10,*,20,29,68.97,217,1,0,102.2,1,9,7.48,8.17,7,28,4.00,1,,1,6,0.0,0,0
68,2014,2014-12-07,13,28.026,PHI,,SEA,L 14-24,*,10,20,50.00,96,2,1,76.2,3,14,4.80,4.55,1,7,7.00,0,,0,0,0.0,0,0
69,2014,2014-12-14,14,28.033,PHI,,DAL,L 27-38,*,17,28,60.71,252,0,2,60.4,4,33,9.00,5.79,0,0,,0,,0,0,0.0,0,0
70,2014,2014-12-20,15,28.039,PHI,@,WAS,L 24-27,*,37,50,74.00,374,2,1,99.9,3,13,7.48,7.38,5,22,4.40,0,,0,0,0.0,0,0
71,2014,2014-12-28,16,28.047,PHI,@,NYG,W 34-26,*,23,36,63.89,292,2,1,96.1,4,30,8.11,7.97,7,22,3.14,0,,0,0,0.0,0,0
72,2015,2015-11-15,9,29.004,PHI,,MIA,L 19-20,,14,23,60.87,156,0,1,63.0,0,0,6.78,4.83,2,4,2.00,0,,0,0,0.0,0,0
73,2015,2015-11-22,10,29.011,PHI,,TAM,L 17-45,*,26,41,63.41,261,2,3,67.2,3,14,6.37,4.05,2,14,7.00,0,,0,0,0.0,0,0
74,2015,2015-11-26,11,29.015,PHI,@,DET,L 14-45,*,19,27,70.37,199,2,0,116.1,6,40,7.37,8.85,2,4,2.00,0,,0,0,0.0,0,0
75,2015,2015-12-13,13,29.032,PHI,,BUF,W 23-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
76,2015,2015-12-20,14,29.039,PHI,,ARI,L 17-40,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
77,2016,2016-11-06,8,29.361,DAL,@,CLE,W 35-10,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,2,-2,-1.00,0,,0,0,0.0,0,0
78,2016,2017-01-01,16,30.051,DAL,@,PHI,L 13-27,,9,17,52.94,85,0,2,27.5,3,25,5.00,-0.29,2,0,0.00,0,,0,0,0.0,0,0
