ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
55,2015,2015-10-22,7,27.353,SFO,,SEA,L 3-20,*,13,24,54.17,124,0,0,68.7,6,43,5.17,5.17,0,0,,0,,0,0,0.0,0,0
56,2015,2015-11-01,8,27.363,SFO,@,STL,L 6-27,*,20,41,48.78,162,0,0,59.2,3,11,3.95,3.95,6,28,4.67,0,,0,0,0.0,0,0
57,2015,2015-11-08,9,28.005,SFO,,ATL,W 17-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0
58,2016,2016-09-12,1,28.314,SFO,,LAR,W 28-0,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
59,2016,2016-10-16,6,28.348,SFO,@,BUF,L 16-45,*,13,29,44.83,187,1,0,77.8,3,20,6.45,7.14,8,66,8.25,0,,0,0,0.0,0,0
60,2016,2016-10-23,7,28.355,SFO,,TAM,L 17-34,*,16,34,47.06,143,1,1,56.4,4,30,4.21,3.47,9,84,9.33,0,,0,0,0.0,0,0
61,2016,2016-11-06,8,29.003,SFO,,NOR,L 23-41,*,24,39,61.54,398,2,1,102.3,1,5,10.21,10.08,5,23,4.60,0,,0,0,0.0,0,0
62,2016,2016-11-13,9,29.010,SFO,@,ARI,L 20-23,*,17,30,56.67,210,1,0,89.6,3,12,7.00,7.67,10,55,5.50,1,,1,6,0.0,0,0
63,2016,2016-11-20,10,29.017,SFO,,NWE,L 17-30,*,16,30,53.33,206,2,0,97.4,5,29,6.87,8.20,4,32,8.00,0,,0,0,0.0,0,0
64,2016,2016-11-27,11,29.024,SFO,@,MIA,L 24-31,*,29,46,63.04,296,3,1,94.1,2,14,6.43,6.76,10,113,11.30,0,,0,0,0.0,0,0
65,2016,2016-12-04,12,29.031,SFO,@,CHI,L 6-26,*,1,5,20.00,4,0,0,39.6,5,25,0.80,0.80,6,20,3.33,0,,0,0,0.0,0,0
66,2016,2016-12-11,13,29.038,SFO,,NYJ,L 17-23,*,15,26,57.69,133,1,0,84.3,2,17,5.12,5.88,3,23,7.67,0,,0,0,0.0,0,0
67,2016,2016-12-18,14,29.045,SFO,@,ATL,L 13-41,*,20,33,60.61,183,2,0,95.9,2,18,5.55,6.76,3,21,7.00,0,,0,0,0.0,0,0
68,2016,2016-12-24,15,29.051,SFO,@,LAR,W 22-21,*,28,37,75.68,266,2,1,101.9,4,13,7.19,7.05,6,15,2.50,1,1,1,8,0.0,0,0
69,2016,2017-01-01,16,29.059,SFO,,SEA,L 23-25,*,17,22,77.27,215,1,0,122.3,5,24,9.77,10.68,5,16,3.20,0,,0,0,0.0,0,0
