ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
15,1994,1994-12-11,14,27.244,SDG,,SFO,L 15-38,7,1,10,10.00,0,14.3%,1.43,0,0,,0,0,0,,0,0,0
16,1994,1994-12-18,15,27.251,SDG,@,NYJ,W 21-6,8,6,42,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,1,6
17,1994,1994-12-24,16,27.257,SDG,,PIT,W 37-34,10,6,57,9.50,1,60.0%,5.70,0,0,,0,0,0,,0,1,6
18,1995,1995-09-03,1,28.145,SDG,@,OAK,L 7-17,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,0,0
19,1995,1995-09-10,2,28.152,SDG,,SEA,W 14-10,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0
20,1995,1995-09-17,3,28.159,SDG,@,PHI,W 27-21,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
21,1995,1995-09-24,4,28.166,SDG,,DEN,W 17-6,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0
22,1995,1995-10-01,5,28.173,SDG,@,PIT,L 16-31,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0
23,1995,1995-10-09,6,28.181,SDG,@,KAN,L 23-29,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,0
24,1995,1995-10-15,7,28.187,SDG,,DAL,L 9-23,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
25,1995,1995-10-22,8,28.194,SDG,@,SEA,W 35-25,5,4,34,8.50,1,80.0%,6.80,0,0,,0,0,0,,0,1,6
26,1995,1995-11-05,9,28.208,SDG,,MIA,L 14-24,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0,,0,0,0
27,1995,1995-11-12,10,28.215,SDG,,KAN,L 7-22,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,0
28,1995,1995-11-19,11,28.222,SDG,@,DEN,L 27-30,4,0,0,,0,0.0%,0.00,,,,,,,,,,
29,1995,1995-11-27,12,28.230,SDG,,OAK,W 12-6,9,6,70,11.67,0,66.7%,7.78,0,0,,0,0,0,,0,0,0
30,1995,1995-12-03,13,28.236,SDG,,CLE,W 31-13,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0
31,1995,1995-12-09,14,28.242,SDG,,ARI,W 28-25,8,7,114,16.29,2,87.5%,14.25,0,0,,0,0,0,,0,2,12
32,1995,1995-12-17,15,28.250,SDG,@,IND,W 27-24,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0
33,1995,1995-12-23,16,28.256,SDG,@,NYG,W 27-17,1,0,0,,0,0.0%,0.00,,,,,,,,,,
34,1996,1996-09-01,1,29.143,PHI,@,WAS,W 17-14,1,1,11,11.00,0,100.0%,11.00,2,36,18.00,0,0,0,,0,0,0
35,1996,1996-09-09,2,29.151,PHI,@,GNB,L 13-39,3,2,12,6.00,0,66.7%,4.00,0,0,,0,2,14,7.00,0,0,0
36,1996,1996-09-15,3,29.157,PHI,,DET,W 24-17,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
37,1996,1996-09-22,4,29.164,PHI,@,ATL,W 33-18,3,1,14,14.00,0,33.3%,4.67,1,5,5.00,0,4,84,21.00,0,0,0
38,1996,1996-09-30,5,29.172,PHI,,DAL,L 19-23,1,1,35,35.00,0,100.0%,35.00,0,0,,0,2,16,8.00,0,0,0
39,1996,1996-10-13,6,29.185,PHI,@,NYG,W 19-10,3,2,23,11.50,0,66.7%,7.67,0,0,,0,3,31,10.33,0,0,0
40,1996,1996-10-20,7,29.192,PHI,,MIA,W 35-28,3,2,22,11.00,0,66.7%,7.33,0,0,,0,4,34,8.50,0,0,0
41,1996,1996-10-27,8,29.199,PHI,,CAR,W 20-9,1,0,0,,0,0.0%,0.00,0,0,,0,3,13,4.33,0,0,0
42,1996,1996-11-03,9,29.206,PHI,@,DAL,W 31-21,3,2,36,18.00,0,66.7%,12.00,1,10,10.00,0,1,8,8.00,0,0,0
43,1996,1996-11-10,10,29.213,PHI,,BUF,L 17-24,2,1,19,19.00,0,50.0%,9.50,0,0,,0,2,10,5.00,0,0,0
44,1996,1996-11-17,11,29.220,PHI,,WAS,L 21-26,1,0,0,,0,0.0%,0.00,0,0,,0,2,0,0.00,0,0,0
45,1996,1996-11-24,12,29.227,PHI,@,ARI,L 30-36,5,2,28,14.00,0,40.0%,5.60,0,0,,0,2,12,6.00,0,0,0
46,1996,1996-12-01,13,29.234,PHI,,NYG,W 24-0,2,2,36,18.00,0,100.0%,18.00,0,0,,0,5,29,5.80,0,0,0
47,1996,1996-12-05,14,29.238,PHI,@,IND,L 10-37,4,2,9,4.50,0,50.0%,2.25,0,0,,0,3,40,13.33,0,0,0
48,1996,1996-12-14,15,29.247,PHI,@,NYJ,W 21-20,1,0,0,,0,0.0%,0.00,0,0,,0,1,9,9.00,0,0,0
49,1996,1996-12-22,16,29.255,PHI,,ARI,W 29-19,3,1,15,15.00,0,33.3%,5.00,0,0,,0,1,5,5.00,0,0,0
50,1997,1997-08-31,1,30.142,PHI,@,NYG,L 17-31,5,1,38,38.00,0,20.0%,7.60,0,0,,0,2,51,25.50,0,0,0
51,1997,1997-09-07,2,30.149,PHI,,GNB,W 10-9,1,1,8,8.00,0,100.0%,8.00,0,0,,0,2,0,0.00,0,0,0
52,1997,1997-09-15,3,30.157,PHI,@,DAL,L 20-21,1,1,6,6.00,0,100.0%,6.00,0,0,,0,2,13,6.50,0,0,0
53,1997,1997-09-28,4,30.170,PHI,@,MIN,L 19-28,3,2,29,14.50,0,66.7%,9.67,0,0,,0,3,43,14.33,0,0,0
54,1997,1997-10-19,7,30.191,PHI,,ARI,W 13-10,1,1,12,12.00,0,100.0%,12.00,0,0,,0,2,15,7.50,0,0,0
55,1997,1997-10-26,8,30.198,PHI,,DAL,W 13-12,1,1,11,11.00,0,100.0%,11.00,0,0,,0,2,33,16.50,0,0,0
56,1997,1997-11-02,9,30.205,PHI,@,ARI,L 21-31,3,1,19,19.00,1,33.3%,6.33,0,0,,0,3,17,5.67,0,1,6
57,1997,1997-11-10,10,30.213,PHI,,SFO,L 12-24,,0,0,,0,0.0%,,,,,,0,0,,0,,
58,1997,1997-11-16,11,30.219,PHI,@,BAL,T 10-10,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
59,1997,1997-11-23,12,30.226,PHI,,PIT,W 23-20,,0,0,,0,0.0%,,,,,,0,0,,0,,
60,1997,1997-11-30,13,30.233,PHI,,CIN,W 44-42,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0
61,1997,1997-12-07,14,30.240,PHI,,NYG,L 21-31,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0
