ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
23,2014,2014-11-23,11,23.212,CLE,@,ATL,W 26-24,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
24,2014,2014-11-30,12,23.219,CLE,@,BUF,L 10-26,,,,,,,,,,,,,,,,,,,,,
25,2014,2014-12-07,13,23.226,CLE,,IND,L 24-25,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
26,2014,2014-12-14,14,23.233,CLE,,CIN,L 0-30,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,2,0,0,0
27,2014,2014-12-21,15,23.240,CLE,@,CAR,L 13-17,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
28,2014,2014-12-28,16,23.247,CLE,@,BAL,L 10-20,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
29,2015,2015-09-13,1,24.141,CLE,@,NYJ,L 10-31,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,2,0,0,0
30,2015,2015-09-20,2,24.148,CLE,,TEN,W 28-14,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
31,2015,2015-09-27,3,24.155,CLE,,OAK,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
32,2015,2015-10-04,4,24.162,CLE,@,SDG,L 27-30,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
33,2015,2015-10-11,5,24.169,CLE,@,BAL,W 33-30,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,3,0,0,0
34,2015,2015-10-18,6,24.176,CLE,,DEN,L 23-26,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
35,2015,2015-10-25,7,24.183,CLE,@,STL,L 6-24,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,5,0,0,0
36,2015,2015-11-15,10,24.204,CLE,@,PIT,L 9-30,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,2,1,12,0
37,2015,2015-11-30,11,24.219,CLE,,BAL,L 27-33,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
38,2015,2015-12-06,12,24.225,CLE,,CIN,L 3-37,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
39,2015,2015-12-13,13,24.232,CLE,,SFO,W 24-10,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,2,0,0,0,0
40,2015,2015-12-20,14,24.239,CLE,@,SEA,L 13-30,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
41,2015,2015-12-27,15,24.246,CLE,@,KAN,L 13-17,,1,10,10.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
42,2015,2016-01-03,16,24.253,CLE,,PIT,L 12-28,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,1,12,0
43,2016,2016-09-11,1,25.139,CLE,@,PHI,L 10-29,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
44,2016,2016-09-18,2,25.146,CLE,,BAL,L 20-25,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,3,0,0,0
45,2016,2016-09-25,3,25.153,CLE,@,MIA,L 24-30,*,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,10,2,0,0,0
46,2016,2016-10-02,4,25.160,CLE,@,WAS,L 20-31,*,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0.0,4,2,0,0,0
47,2016,2016-10-09,5,25.167,CLE,,NWE,L 13-33,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
48,2016,2016-10-16,6,25.174,CLE,@,TEN,L 26-28,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
49,2017,2017-09-10,1,26.138,BUF,,NYJ,W 21-12,*,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,3,0,1,0,0
50,2017,2017-09-17,2,26.145,BUF,@,CAR,L 3-9,*,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,7,4,0,0,0
51,2017,2017-09-24,3,26.152,BUF,,DEN,W 26-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,2,0,0,0
52,2017,2017-10-01,4,26.159,BUF,@,ATL,W 23-17,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,4,0,0,0
53,2017,2017-10-08,5,26.166,BUF,@,CIN,L 16-20,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,1,13,0
54,2017,2017-10-22,6,26.180,BUF,,TAM,W 30-27,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
55,2017,2017-11-02,8,26.191,BUF,@,NYJ,L 21-34,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
56,2017,2017-11-12,9,26.201,BUF,,NOR,L 10-47,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,7,3,0,0,0
57,2017,2017-11-19,10,26.208,BUF,@,LAC,L 24-54,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,8,3,0,0,0
58,2017,2017-11-26,11,26.215,BUF,@,KAN,W 16-10,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
59,2017,2017-12-03,12,26.222,BUF,,NWE,L 3-23,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,5,0,0,0
60,2017,2017-12-10,13,26.229,BUF,,IND,W 13-7,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
61,2017,2017-12-17,14,26.236,BUF,,MIA,W 24-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,2,1,0,0
62,2017,2017-12-24,15,26.243,BUF,@,NWE,L 16-37,*,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,2,4,1,19,1
63,2017,2017-12-31,16,26.250,BUF,@,MIA,W 22-16,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,2,1,1,0
64,2018,2018-09-09,1,27.137,BUF,@,BAL,L 3-47,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,4,4,0,0,0
65,2018,2018-09-16,2,27.144,BUF,,LAC,L 20-31,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,6,1,0,0,0
66,2018,2018-09-23,3,27.151,BUF,@,MIN,W 27-6,*,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,3,0,0,0
