ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
37,1989,1989-11-05,9,25.217,IND,@,MIA,L 13-19,,,,,,,,,,,
38,1989,1989-11-12,10,25.224,IND,@,BUF,L 7-30,,,,,,,,,,,
39,1989,1989-11-19,11,25.231,IND,,NYJ,W 27-10,,,,,,,,,,,
40,1989,1989-11-26,12,25.238,IND,,SDG,W 10-6,,,,,,,,,,,
41,1989,1989-12-03,13,25.245,IND,@,NWE,L 16-22,,,,,,,,,,,
42,1989,1989-12-10,14,25.252,IND,,CLE,W 23-17,,,,,,,,,,,
43,1989,1989-12-17,15,25.259,IND,,MIA,W 42-13,,,,,,,,,,,
44,1989,1989-12-24,16,25.266,IND,@,NOR,L 6-41,,,,,,,,,,,
45,1990,1990-09-09,1,26.160,WAS,,PHO,W 31-0,,,,,,,,,,,
46,1990,1990-09-16,2,26.167,WAS,@,SFO,L 13-26,,,,,,,,,,,
47,1990,1990-09-23,3,26.174,WAS,,DAL,W 19-15,,,,,,,,,,,
48,1990,1990-09-30,4,26.181,WAS,@,PHO,W 38-10,,,,,,,,,,,
49,1990,1990-10-14,5,26.195,WAS,,NYG,L 20-24,,,,,,,,,,,
50,1990,1990-10-21,6,26.202,WAS,,PHI,W 13-7,,,,,,,,,,,
51,1990,1990-10-28,7,26.209,WAS,@,NYG,L 10-21,,,,,,,,,,,
52,1990,1990-11-04,8,26.216,WAS,@,DET,W 41-38,,,,,,,,,,,
53,1990,1990-11-12,9,26.224,WAS,@,PHI,L 14-28,,,,,,,,,,,
54,1990,1990-11-18,10,26.230,WAS,,NOR,W 31-17,,,,,,,,,,,
55,1990,1990-11-22,11,26.234,WAS,@,DAL,L 17-27,,,,,,,,,,,
56,1990,1990-12-02,12,26.244,WAS,,MIA,W 42-20,,,,,,,,,,,
57,1990,1990-12-09,13,26.251,WAS,,CHI,W 10-9,,,,,,,,,,,
58,1990,1990-12-15,14,26.257,WAS,@,NWE,W 25-10,,,,,,,,,,,
59,1990,1990-12-22,15,26.264,WAS,@,IND,L 28-35,,,,,,,,,,,
60,1990,1990-12-30,16,26.272,WAS,,BUF,W 29-14,,,,,,,,,,,
61,1991,1991-09-01,1,27.152,WAS,,DET,W 45-0,,,,,,,,,,,
62,1991,1991-09-09,2,27.160,WAS,@,DAL,W 33-31,,,,,,,,,,,
63,1991,1991-09-15,3,27.166,WAS,,PHO,W 34-0,,,,,,,,,,,
64,1991,1991-09-22,4,27.173,WAS,@,CIN,W 34-27,,,,,,,,,,,
65,1991,1991-09-30,5,27.181,WAS,,PHI,W 23-0,,,,,,,,,,,
66,1991,1991-10-06,6,27.187,WAS,@,CHI,W 20-7,,,,,,,,,,,
67,1991,1991-10-13,7,27.194,WAS,,CLE,W 42-17,,,,,,,,,,,
68,1991,1991-10-27,8,27.208,WAS,@,NYG,W 17-13,,,,,,,,,,,
69,1991,1991-11-03,9,27.215,WAS,,HOU,W 16-13,,,,,,,,,,,
70,1991,1991-11-10,10,27.222,WAS,,ATL,W 56-17,,,,,,,,,,,
71,1991,1991-11-17,11,27.229,WAS,@,PIT,W 41-14,,,,,,,,,,,
72,1991,1991-11-24,12,27.236,WAS,,DAL,L 21-24,,,,,,,,,,,
73,1991,1991-12-01,13,27.243,WAS,@,RAM,W 27-6,,,,,,,,,,,
74,1991,1991-12-08,14,27.250,WAS,@,PHO,W 20-14,,,,,,,,,,,
75,1991,1991-12-15,15,27.257,WAS,,NYG,W 34-17,,,,,,,,,,,
76,1991,1991-12-22,16,27.264,WAS,@,PHI,L 22-24,,,,,,,,,,,
77,1992,1992-09-07,1,28.158,WAS,@,DAL,L 10-23,,,,,,0.0%,,,,,
78,1992,1992-12-06,13,28.248,NYG,,WAS,L 10-28,,,,,,0.0%,,,,,
79,1992,1992-12-12,14,28.254,NYG,@,PHO,L 0-19,,,,,,0.0%,,,,,
80,1992,1992-12-19,15,28.261,NYG,,KAN,W 35-21,,,,,,0.0%,,,,,
81,1992,1992-12-27,16,28.269,NYG,@,PHI,L 10-20,,,,,,0.0%,,,,,
82,1993,1993-10-31,8,29.212,SFO,,RAM,W 40-17,,0,0,,0,0.0%,,1,10,10.00,0
83,1993,1993-11-14,9,29.226,SFO,@,TAM,W 45-21,,,,,,0.0%,,0,0,,0
84,1993,1993-11-22,10,29.234,SFO,,NOR,W 42-7,,,,,,0.0%,,0,0,,0
85,1993,1993-11-28,11,29.240,SFO,@,RAM,W 35-10,,,,,,0.0%,,0,0,,0
86,1993,1993-12-05,12,29.247,SFO,,CIN,W 21-8,,,,,,0.0%,,0,0,,0
87,1993,1993-12-11,13,29.253,SFO,@,ATL,L 24-27,,,,,,0.0%,,0,0,,0
88,1993,1993-12-19,14,29.261,SFO,@,DET,W 55-17,,,,,,0.0%,,0,0,,0
89,1993,1993-12-25,15,29.267,SFO,,HOU,L 7-10,,,,,,0.0%,,0,0,,0
90,1993,1994-01-03,16,29.276,SFO,,PHI,L 34-37,,,,,,0.0%,,0,0,,0
