ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
176,1996,1996-10-06,5,34.314,CIN,,HOU,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,323,46.14,0
177,1996,1996-10-13,6,34.321,CIN,@,PIT,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,285,47.50,0
178,1996,1996-10-20,7,34.328,CIN,@,SFO,L 21-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,10,420,42.00,0
179,1996,1996-10-27,8,34.335,CIN,,JAX,W 28-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,286,47.67,0
180,1996,1996-11-03,9,34.342,CIN,@,BAL,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,141,35.25,0
181,1996,1996-11-10,10,34.349,CIN,,PIT,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,128,42.67,0
182,1996,1996-11-17,11,34.356,CIN,@,BUF,L 17-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,363,45.38,0
183,1996,1996-11-24,12,34.363,CIN,,ATL,W 41-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,200,40.00,0
184,1996,1996-12-01,13,35.004,CIN,@,JAX,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,103,34.33,0
185,1996,1996-12-08,14,35.011,CIN,,BAL,W 21-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,178,44.50,0
186,1996,1996-12-15,15,35.018,CIN,@,HOU,W 21-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,175,43.75,0
187,1996,1996-12-22,16,35.025,CIN,,IND,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,105,52.50,0
188,1997,1997-08-31,1,35.277,CIN,,ARI,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,239,39.83,0
189,1997,1997-09-07,2,35.284,CIN,@,BAL,L 10-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,211,52.75,0
190,1997,1997-09-21,3,35.298,CIN,@,DEN,L 20-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,93,31.00,0
191,1997,1997-09-28,4,35.305,CIN,,NYJ,L 14-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,237,47.40,0
192,1997,1997-10-05,5,35.312,CIN,@,JAX,L 13-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,232,46.40,0
193,1997,1997-10-12,6,35.319,CIN,@,TEN,L 7-30,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,342,48.86,0
194,1997,1997-10-19,7,35.326,CIN,,PIT,L 10-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,230,46.00,0
195,1997,1997-10-26,8,35.333,CIN,@,NYG,L 27-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,166,41.50,0
196,1997,1997-11-02,9,35.340,CIN,,SDG,W 38-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,11,474,43.09,0
197,1997,1997-11-09,10,35.347,CIN,@,IND,W 28-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,205,41.00,0
198,1997,1997-11-16,11,35.354,CIN,@,PIT,L 3-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,126,42.00,0
199,1997,1997-11-23,12,35.361,CIN,,JAX,W 31-26,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,209,34.83,0
200,1997,1997-11-30,13,36.003,CIN,@,PHI,L 42-44,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,107,35.67,0
201,1997,1997-12-04,14,36.007,CIN,,TEN,W 41-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,23,23.00,0
202,1997,1997-12-14,15,36.017,CIN,,DAL,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,192,48.00,0
203,1997,1997-12-21,16,36.024,CIN,,BAL,W 16-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,9,385,42.78,0
204,1998,1998-09-06,1,36.283,CIN,,TEN,L 14-23,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,234,46.80,0
205,1998,1998-09-13,2,36.290,CIN,@,DET,W 34-28,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,337,48.14,0
206,1998,1998-09-20,3,36.297,CIN,,GNB,L 6-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,395,49.38,0
207,1998,1998-09-27,4,36.304,CIN,@,BAL,L 24-31,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,213,42.60,0
208,1998,1998-10-11,5,36.318,CIN,,PIT,W 25-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,162,40.50,0
209,1998,1998-10-18,6,36.325,CIN,@,TEN,L 14-44,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,217,43.40,0
210,1998,1998-10-25,7,36.332,CIN,@,OAK,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,333,47.57,0
211,1998,1998-11-01,8,36.339,CIN,,DEN,L 26-33,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,73,36.50,1
212,1998,1998-11-08,9,36.346,CIN,@,JAX,L 11-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,247,41.17,0
213,1998,1998-11-15,10,36.353,CIN,@,MIN,L 3-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,200,40.00,0
214,1998,1998-11-22,11,36.360,CIN,,BAL,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,151,37.75,0
215,1998,1998-11-29,12,37.002,CIN,,JAX,L 17-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,199,49.75,0
216,1998,1998-12-06,13,37.009,CIN,,BUF,L 20-33,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,322,46.00,0
217,1999,1999-09-12,1,37.289,NWE,@,NYJ,W 30-28,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,192,48.00,0
218,1999,1999-09-19,2,37.296,NWE,,IND,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,295,49.17,0
219,1999,1999-09-26,3,37.303,NWE,,NYG,W 16-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,164,41.00,0
220,1999,1999-10-03,4,37.310,NWE,@,CLE,W 19-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,248,41.33,0
221,1999,1999-10-10,5,37.317,NWE,@,KAN,L 14-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,139,46.33,0
222,1999,1999-10-17,6,37.324,NWE,,MIA,L 30-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,251,41.83,0
223,1999,1999-10-24,7,37.331,NWE,,DEN,W 24-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,319,45.57,0
224,1999,1999-10-31,8,37.338,NWE,@,ARI,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,10,376,37.60,0
225,1999,1999-11-15,9,37.353,NWE,,NYJ,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,154,38.50,0
226,1999,1999-11-21,10,37.359,NWE,@,MIA,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,229,38.17,0
227,1999,1999-11-28,11,38.001,NWE,@,BUF,L 7-17,,1,13,13.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,212,35.33,0
228,1999,1999-12-05,12,38.008,NWE,,DAL,W 13-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,162,40.50,0
229,1999,1999-12-12,13,38.015,NWE,@,IND,L 15-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,222,44.40,0
230,1999,1999-12-19,14,38.022,NWE,@,PHI,L 9-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,297,49.50,0
231,1999,1999-12-26,15,38.029,NWE,,BUF,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,290,36.25,0
232,1999,2000-01-02,16,38.036,NWE,,BAL,W 20-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,185,37.00,0
233,2000,2000-09-03,1,38.281,NWE,,TAM,L 16-21,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,9,365,40.56,0
234,2000,2000-09-11,2,38.289,NWE,@,NYJ,L 19-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,156,39.00,0
235,2000,2000-09-17,3,38.295,NWE,,MIN,L 13-21,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,151,37.75,0
236,2000,2000-09-24,4,38.302,NWE,@,MIA,L 3-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,279,46.50,0
237,2000,2000-10-01,5,38.309,NWE,@,DEN,W 28-19,,1,-1,-1.00,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,272,45.33,0
238,2000,2000-10-08,6,38.316,NWE,,IND,W 24-16,,0,0,,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,,,,,,,0,0,6,261,43.50,0
239,2000,2000-10-15,7,38.323,NWE,,NYJ,L 17-34,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,181,36.20,0
240,2000,2000-10-22,8,38.330,NWE,@,IND,L 23-30,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,2,102,51.00,0
241,2000,2000-11-05,9,38.344,NWE,,BUF,L 13-16,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,336,42.00,0
242,2000,2000-11-12,10,38.351,NWE,@,CLE,L 11-19,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,221,44.20,0
243,2000,2000-11-19,11,38.358,NWE,,CIN,W 16-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,263,43.83,0
244,2000,2000-11-23,12,38.362,NWE,@,DET,L 9-34,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,252,50.40,0
245,2000,2000-12-04,13,39.007,NWE,,KAN,W 30-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,234,39.00,0
246,2000,2000-12-10,14,39.013,NWE,@,CHI,L 17-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,260,43.33,0
247,2000,2000-12-17,15,39.020,NWE,@,BUF,W 13-10,,1,0,0.00,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,296,42.29,0
248,2000,2000-12-24,16,39.027,NWE,,MIA,L 24-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,169,42.25,1
249,2001,2001-09-09,1,39.286,NWE,@,CIN,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,244,48.80,0
250,2001,2001-09-23,2,39.300,NWE,,NYJ,L 3-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,247,49.40,0
251,2001,2001-09-30,3,39.307,NWE,,IND,W 44-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,175,35.00,0
252,2001,2001-10-07,4,39.314,NWE,@,MIA,L 10-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,224,44.80,0
253,2001,2001-10-14,5,39.321,NWE,,SDG,W 29-26,,1,-19,-19.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,155,38.75,0
254,2001,2001-12-16,13,40.019,MIN,@,DET,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,293,48.83,0
255,2001,2001-12-23,14,40.026,MIN,,JAX,L 3-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,210,35.00,0
256,2001,2001-12-30,15,40.033,MIN,@,GNB,L 13-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,186,37.20,0
257,2001,2002-01-07,16,40.041,MIN,@,BAL,L 3-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,294,36.75,0
258,2002,2002-12-21,15,41.024,PHI,@,DAL,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,199,33.17,0
259,2002,2002-12-28,16,41.031,PHI,@,NYG,L 7-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,324,40.50,0
