ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
44,2005,2005-12-04,12,25.057,SDG,,OAK,W 34-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,4,172,43.00,0
45,2005,2005-12-11,13,25.064,SDG,,MIA,L 21-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,4,139,34.75,0
46,2005,2005-12-18,14,25.071,SDG,@,IND,W 26-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,4,167,41.75,0
47,2005,2005-12-24,15,25.077,SDG,@,KAN,L 7-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,6,245,40.83,0
48,2005,2005-12-31,16,25.084,SDG,,DEN,L 7-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,,,7,311,44.43,0
49,2006,2006-09-11,1,25.338,SDG,@,OAK,W 27-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,219,43.80,0
50,2006,2006-09-17,2,25.344,SDG,,TEN,W 40-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,2,77,38.50,0
51,2006,2006-10-01,3,25.358,SDG,@,BAL,L 13-16,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-7,-7.00,0,,,,,,,0,0,0.0,,,5,269,53.80,0
52,2006,2006-10-08,4,26.000,SDG,,PIT,W 23-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,134,44.67,0
53,2006,2006-10-15,5,26.007,SDG,@,SFO,W 48-19,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,1,53,53.00,0
54,2006,2006-10-22,6,26.014,SDG,@,KAN,L 27-30,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,121,40.33,0
55,2006,2006-10-29,7,26.021,SDG,,STL,W 38-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,130,43.33,0
56,2006,2006-11-05,8,26.028,SDG,,CLE,W 32-25,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,6,291,48.50,0
57,2006,2006-11-12,9,26.035,SDG,@,CIN,W 49-41,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,186,37.20,0
58,2006,2006-11-19,10,26.042,SDG,@,DEN,W 35-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,110,36.67,0
59,2006,2006-11-26,11,26.049,SDG,,OAK,W 21-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,194,38.80,0
60,2006,2006-12-03,12,26.056,SDG,@,BUF,W 24-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,6,250,41.67,0
61,2006,2006-12-10,13,26.063,SDG,,DEN,W 48-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,133,44.33,0
62,2006,2006-12-17,14,26.070,SDG,,KAN,W 20-9,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,6,173,28.83,0
63,2006,2006-12-24,15,26.077,SDG,@,SEA,W 20-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,10,425,42.50,0
64,2006,2006-12-31,16,26.084,SDG,,ARI,W 27-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,3,128,42.67,0
65,2007,2007-09-09,1,26.336,SDG,,CHI,W 14-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,6,244,40.67,0
66,2007,2007-09-16,2,26.343,SDG,@,NWE,L 14-38,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,248,49.60,0
67,2007,2007-09-23,3,26.350,SDG,@,GNB,L 24-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,230,46.00,0
68,2007,2007-09-30,4,26.357,SDG,,KAN,L 16-30,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,4,155,38.75,0
69,2007,2007-10-07,5,26.364,SDG,@,DEN,W 41-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,2,111,55.50,1
70,2007,2007-10-14,6,27.006,SDG,,OAK,W 28-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,4,142,35.50,0
71,2007,2007-10-28,7,27.020,SDG,,HOU,W 35-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,264,52.80,0
72,2007,2007-11-04,8,27.027,SDG,@,MIN,L 17-35,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,8,439,54.88,0
73,2007,2007-11-11,9,27.034,SDG,,IND,W 23-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,225,45.00,0
74,2007,2007-11-18,10,27.041,SDG,@,JAX,L 17-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,4,179,44.75,0
75,2007,2007-11-25,11,27.048,SDG,,BAL,W 32-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,4,192,48.00,0
76,2007,2007-12-02,12,27.055,SDG,@,KAN,W 24-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,7,296,42.29,0
77,2007,2007-12-09,13,27.062,SDG,@,TEN,W 23-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,8,382,47.75,0
78,2007,2007-12-16,14,27.069,SDG,,DET,W 51-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,2,103,51.50,0
79,2007,2007-12-24,15,27.077,SDG,,DEN,W 23-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,5,220,44.00,0
80,2007,2007-12-30,16,27.083,SDG,@,OAK,W 30-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,,,7,305,43.57,0
81,2008,2008-09-07,1,27.335,SDG,,CAR,L 24-26,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,238,47.60,0
82,2008,2008-09-14,2,27.342,SDG,@,DEN,L 38-39,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,52,52.00,0
83,2008,2008-09-22,3,27.350,SDG,,NYJ,W 48-29,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,48,48.00,0
84,2008,2008-09-28,4,27.356,SDG,@,OAK,W 28-18,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,222,55.50,0
85,2008,2008-10-05,5,27.363,SDG,@,MIA,L 10-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,335,55.83,0
86,2008,2008-10-12,6,28.004,SDG,,NWE,W 30-10,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,118,39.33,0
87,2008,2008-10-19,7,28.011,SDG,@,BUF,L 14-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,112,37.33,0
88,2008,2008-10-26,8,28.018,SDG,@,NOR,L 32-37,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,96,48.00,0
89,2008,2008-11-09,9,28.032,SDG,,KAN,W 20-19,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,132,44.00,0
90,2008,2008-11-16,10,28.039,SDG,@,PIT,L 10-11,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,87,43.50,0
91,2008,2008-11-23,11,28.046,SDG,,IND,L 20-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,123,41.00,0
92,2008,2008-11-30,12,28.053,SDG,,ATL,L 16-22,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,174,43.50,0
93,2008,2008-12-04,13,28.057,SDG,,OAK,W 34-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,230,46.00,0
94,2008,2008-12-14,14,28.067,SDG,@,KAN,W 22-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,144,36.00,0
95,2008,2008-12-21,15,28.074,SDG,@,TAM,W 41-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,178,44.50,0
96,2008,2008-12-28,16,28.081,SDG,,DEN,W 52-21,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,43,43.00,0
97,2009,2009-09-14,1,28.341,SDG,@,OAK,W 24-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,265,53.00,0
98,2009,2009-09-20,2,28.347,SDG,,BAL,L 26-31,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,75,37.50,0
99,2009,2009-09-27,3,28.354,SDG,,MIA,W 23-13,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,85,42.50,0
100,2009,2009-10-04,4,28.361,SDG,@,PIT,L 28-38,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,291,48.50,0
101,2009,2009-10-19,5,29.011,SDG,,DEN,L 23-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,151,50.33,0
102,2009,2009-10-25,6,29.017,SDG,@,KAN,W 37-7,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,196,49.00,0
103,2009,2009-11-01,7,29.024,SDG,,OAK,W 24-16,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,125,41.67,0
104,2009,2009-11-08,8,29.031,SDG,@,NYG,W 21-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,184,36.80,0
105,2009,2009-11-15,9,29.038,SDG,,PHI,W 31-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,200,50.00,0
106,2009,2009-11-22,10,29.045,SDG,@,DEN,W 32-3,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,132,44.00,0
107,2009,2009-11-29,11,29.052,SDG,,KAN,W 43-14,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,129,43.00,0
108,2009,2009-12-06,12,29.059,SDG,@,CLE,W 30-23,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,49,49.00,0
109,2009,2009-12-13,13,29.066,SDG,@,DAL,W 20-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,126,42.00,0
110,2009,2009-12-20,14,29.073,SDG,,CIN,W 27-24,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,160,40.00,0
111,2009,2009-12-25,15,29.078,SDG,@,TEN,W 42-17,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,29,29.00,0
112,2009,2010-01-03,16,29.087,SDG,,WAS,W 23-20,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,145,48.33,0
113,2010,2010-09-13,1,29.340,SDG,@,KAN,L 14-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,8,382,47.75,0
114,2010,2010-09-19,2,29.346,SDG,,JAX,W 38-13,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,34,34.00,1
115,2010,2010-09-26,3,29.353,SDG,@,SEA,L 20-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,207,41.40,0
116,2010,2010-10-03,4,29.360,SDG,,ARI,W 41-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,67,67.00,0
117,2010,2010-10-10,5,30.002,SDG,@,OAK,L 27-35,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,42,42.00,2
118,2010,2010-10-17,6,30.009,SDG,@,STL,L 17-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,357,59.50,0
119,2010,2010-10-24,7,30.016,SDG,,NWE,L 20-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,96,48.00,0
120,2010,2010-10-31,8,30.023,SDG,,TEN,W 33-25,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,168,56.00,1
121,2010,2010-11-07,9,30.030,SDG,@,HOU,W 29-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,86,28.67,0
122,2010,2010-11-22,10,30.045,SDG,,DEN,W 35-14,,1,1,100.00,28,0,0,118.7,0,0,28.00,28.00,0,0,,0,,,,,,,0,0,0.0,0,0,4,173,43.25,0
123,2010,2010-11-28,11,30.051,SDG,@,IND,W 36-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,154,51.33,0
124,2010,2010-12-05,12,30.058,SDG,,OAK,L 13-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,101,50.50,0
125,2010,2010-12-12,13,30.065,SDG,,KAN,W 31-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,110,55.00,0
126,2010,2010-12-16,14,30.069,SDG,,SFO,W 34-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,146,48.67,0
127,2010,2010-12-26,15,30.079,SDG,@,CIN,L 20-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,127,31.75,0
128,2010,2011-01-02,16,30.086,SDG,@,DEN,W 33-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,180,45.00,0
129,2011,2011-09-11,1,30.338,SDG,,MIN,W 24-17,,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,3,127,42.33,0
130,2011,2011-09-18,2,30.345,SDG,@,NWE,L 21-35,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,35,35.00,0
131,2011,2011-09-25,3,30.352,SDG,,KAN,W 20-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,95,47.50,0
132,2011,2011-10-02,4,30.359,SDG,,MIA,W 26-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,151,50.33,0
133,2011,2011-10-09,5,31.001,SDG,@,DEN,W 29-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,147,49.00,0
134,2011,2011-10-23,6,31.015,SDG,@,NYJ,L 21-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,201,50.25,0
135,2011,2011-10-31,7,31.023,SDG,@,KAN,L 20-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,168,56.00,0
136,2011,2011-11-06,8,31.029,SDG,,GNB,L 38-45,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,98,49.00,0
137,2011,2011-11-10,9,31.033,SDG,,OAK,L 17-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,322,53.67,0
138,2011,2011-11-20,10,31.043,SDG,@,CHI,L 20-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,118,39.33,0
139,2011,2011-11-27,11,31.050,SDG,,DEN,L 13-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,308,51.33,0
140,2011,2011-12-05,12,31.058,SDG,@,JAX,W 38-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,179,44.75,0
141,2011,2011-12-11,13,31.064,SDG,,BUF,W 37-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,119,39.67,0
142,2011,2011-12-18,14,31.071,SDG,,BAL,W 34-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2011,2011-12-24,15,31.077,SDG,@,DET,L 10-38,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,166,41.50,0
144,2011,2012-01-01,16,31.085,SDG,@,OAK,W 38-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2012,2012-09-10,1,31.338,SDG,@,OAK,W 22-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,3,163,54.33,0
146,2012,2012-09-16,2,31.344,SDG,,TEN,W 38-10,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,197,49.25,0
147,2012,2012-09-23,3,31.351,SDG,,ATL,L 3-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,206,51.50,0
148,2012,2012-09-30,4,31.358,SDG,@,KAN,W 37-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,269,53.80,0
149,2012,2012-10-07,5,31.365,SDG,@,NOR,L 24-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,182,45.50,0
150,2012,2012-10-15,6,32.007,SDG,,DEN,L 24-35,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,4,180,45.00,0
151,2012,2012-10-28,7,32.020,SDG,@,CLE,L 6-7,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,279,46.50,0
152,2012,2012-11-01,8,32.024,SDG,,KAN,W 31-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,69,34.50,0
153,2012,2012-11-11,9,32.034,SDG,@,TAM,L 24-34,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,2,112,56.00,1
154,2012,2012-11-18,10,32.041,SDG,@,DEN,L 23-30,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,9,493,54.78,1
155,2012,2012-11-25,11,32.048,SDG,,BAL,L 13-16,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,9,479,53.22,0
156,2012,2012-12-02,12,32.055,SDG,,CIN,L 13-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,230,46.00,0
157,2012,2012-12-09,13,32.062,SDG,@,PIT,W 34-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,7,262,37.43,0
158,2012,2012-12-16,14,32.069,SDG,,CAR,L 7-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,291,48.50,0
159,2012,2012-12-23,15,32.076,SDG,@,NYJ,W 27-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,252,42.00,0
160,2012,2012-12-30,16,32.083,SDG,,OAK,W 24-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,5,250,50.00,1
161,2013,2013-09-09,1,32.336,SDG,,HOU,L 28-31,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,6,287,47.83,0
162,2013,2013-09-15,2,32.342,SDG,@,PHI,W 33-30,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,0.0,0,0,1,40,40.00,0
