ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
44,1955,1955-10-09,3,32.310,RAM,@,DET,W 17-10,3,28,9.33,0,0,0,,0
45,1955,1955-10-16,4,32.317,RAM,@,GNB,L 28-30,2,9,4.50,0,0,0,,0
46,1955,1955-10-23,5,32.324,RAM,,DET,W 24-13,8,87,10.88,0,0,0,,0
47,1955,1955-10-30,6,32.331,RAM,,CHI,L 20-31,3,46,15.33,0,0,0,,0
48,1955,1955-11-06,7,32.338,RAM,,SFO,W 27-14,5,74,14.80,0,0,0,,0
49,1955,1955-11-13,8,32.345,RAM,@,CHI,L 3-24,9,129,14.33,0,0,0,,0
50,1955,1955-11-20,9,32.352,RAM,@,BAL,T 17-17,3,43,14.33,0,0,0,,0
51,1955,1955-11-27,10,32.359,RAM,@,PHI,W 23-21,4,69,17.25,1,0,0,,0
52,1955,1955-12-04,11,33.001,RAM,,BAL,W 20-14,1,22,22.00,0,0,0,,0
53,1956,1956-10-21,4,33.323,RAM,@,GNB,L 17-42,3,33,11.00,0,0,0,,0
54,1956,1956-10-28,5,33.330,RAM,,DET,L 7-16,2,16,8.00,0,0,0,,0
