ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
39,1993,1993-10-31,7,23.266,CHI,@,GNB,L 3-17,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,187,46.75,0
40,1993,1993-11-07,8,23.273,CHI,,RAI,L 14-16,,0,0,,0,0,0,,0,,,,6,218,36.33,0
41,1993,1993-11-14,9,23.280,CHI,@,SDG,W 16-13,,0,0,,0,0,0,,0,,,,3,113,37.67,0
42,1993,1993-11-21,10,23.287,CHI,@,KAN,W 19-17,,0,0,,0,0,0,,0,,,,4,149,37.25,0
43,1993,1993-11-25,11,23.291,CHI,@,DET,W 10-6,,0,0,,0,0,0,,0,,,,5,163,32.60,0
44,1993,1993-12-05,12,23.301,CHI,,GNB,W 30-17,,0,0,,0,0,0,,0,,,,4,155,38.75,0
45,1993,1993-12-12,13,23.308,CHI,@,TAM,L 10-13,,0,0,,0,0,0,,0,,,,5,179,35.80,0
46,1993,1993-12-18,14,23.314,CHI,,DEN,L 3-13,,0,0,,0,0,0,,0,,,,5,206,41.20,0
47,1993,1993-12-26,15,23.322,CHI,,DET,L 14-20,,0,0,,0,0,0,,0,,,,3,135,45.00,0
48,1993,1994-01-02,16,23.329,CHI,@,RAM,L 6-20,,0,0,,0,0,0,,0,,,,5,199,39.80,0
49,1994,1994-09-04,1,24.209,CHI,,TAM,W 21-9,,0,0,,0,0,0,,,,,,6,245,40.83,0
50,1994,1994-09-12,2,24.217,CHI,@,PHI,L 22-30,,0,0,,0,0,0,,,,,,6,221,36.83,0
51,1994,1994-09-18,3,24.223,CHI,,MIN,L 14-42,,0,0,,0,0,0,,,,,,4,129,32.25,0
52,1994,1994-09-25,4,24.230,CHI,@,NYJ,W 19-7,,0,0,,0,0,0,,,,,,5,203,40.60,0
53,1994,1994-10-02,5,24.237,CHI,,BUF,W 20-13,,0,0,,0,0,0,,,,,,5,186,37.20,0
54,1994,1994-10-09,6,24.244,CHI,,NOR,W 17-7,,0,0,,0,0,0,,,,,,3,111,37.00,0
55,1994,1994-10-23,7,24.258,CHI,@,DET,L 16-21,,0,0,,0,0,0,,,,,,6,253,42.17,0
56,1994,1994-10-31,8,24.266,CHI,,GNB,L 6-33,,0,0,,0,0,0,,,,,,5,175,35.00,0
57,1994,1994-11-06,9,24.272,CHI,@,TAM,W 20-6,,0,0,,0,0,0,,,,,,5,165,33.00,0
58,1994,1994-11-13,10,24.279,CHI,@,MIA,W 17-14,,0,0,,0,0,0,,,,,,4,155,38.75,0
59,1994,1994-11-20,11,24.286,CHI,,DET,W 20-10,,0,0,,0,0,0,,,,,,2,78,39.00,0
60,1994,1994-11-27,12,24.293,CHI,@,ARI,W 19-16,,0,0,,0,0,0,,,,,,3,121,40.33,0
61,1994,1994-12-01,13,24.297,CHI,@,MIN,L 27-33,,0,0,,0,0,0,,,,,,5,174,34.80,0
62,1994,1994-12-11,14,24.307,CHI,@,GNB,L 3-40,,0,0,,0,0,0,,,,,,6,228,38.00,0
63,1994,1994-12-18,15,24.314,CHI,,RAM,W 27-13,,0,0,,0,0,0,,,,,,5,224,44.80,0
64,1994,1994-12-24,16,24.320,CHI,,NWE,L 3-13,,0,0,,0,0,0,,,,,,6,203,33.83,0
65,1995,1995-09-03,1,25.208,IND,,CIN,L 21-24,,0,0,,0,0,0,,0,,,,1,55,55.00,0
66,1995,1995-09-10,2,25.215,IND,@,NYJ,W 27-24,,0,0,,0,0,0,,0,,,,1,48,48.00,0
67,1995,1995-09-17,3,25.222,IND,@,BUF,L 14-20,,0,0,,0,0,0,,0,,,,7,307,43.86,0
68,1995,1995-10-01,4,25.236,IND,,STL,W 21-18,,0,0,,0,0,0,,0,,,,5,186,37.20,0
69,1995,1995-10-08,5,25.243,IND,@,MIA,W 27-24,,0,0,,0,0,0,,0,,,,2,102,51.00,0
70,1995,1995-10-15,6,25.250,IND,,SFO,W 18-17,,0,0,,0,0,0,,0,,,,3,146,48.67,0
71,1995,1995-10-22,7,25.257,IND,@,OAK,L 17-30,,0,0,,0,0,0,,0,,,,6,226,37.67,0
72,1995,1995-10-29,8,25.264,IND,,NYJ,W 17-10,,0,0,,0,0,0,,0,,,,5,239,47.80,0
73,1995,1995-11-05,9,25.271,IND,,BUF,L 10-16,,0,0,,0,0,0,,0,,,,5,240,48.00,0
74,1995,1995-11-12,10,25.278,IND,@,NOR,L 14-17,,0,0,,0,0,0,,0,,,,3,128,42.67,0
75,1995,1995-11-19,11,25.285,IND,@,NWE,W 24-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,164,41.00,0
76,1995,1995-11-26,12,25.292,IND,,MIA,W 36-28,,0,0,,0,0,0,,0,,,,2,66,33.00,0
77,1995,1995-12-03,13,25.299,IND,@,CAR,L 10-13,,0,0,,0,0,0,,0,,,,8,337,42.13,0
78,1995,1995-12-10,14,25.306,IND,@,JAX,W 41-31,,0,0,,0,0,0,,0,,,,2,86,43.00,0
79,1995,1995-12-17,15,25.313,IND,,SDG,L 24-27,,0,0,,0,0,0,,0,,,,3,135,45.00,0
80,1995,1995-12-23,16,25.319,IND,,NWE,W 10-7,,0,0,,0,0,0,,0,,,,6,216,36.00,0
81,1996,1996-09-01,1,26.207,IND,,ARI,W 20-13,,0,0,,0,0,0,,,,,,3,116,38.67,0
82,1996,1996-09-08,2,26.214,IND,@,NYJ,W 21-7,,0,0,,0,0,0,,,,,,5,249,49.80,0
83,1996,1996-09-15,3,26.221,IND,@,DAL,W 25-24,,0,0,,0,0,0,,,,,,2,101,50.50,0
84,1996,1996-09-23,4,26.229,IND,,MIA,W 10-6,,0,0,,0,0,0,,,,,,4,186,46.50,0
85,1996,1996-10-06,5,26.242,IND,@,BUF,L 13-16,,0,0,,0,0,0,,,,,,12,551,45.92,0
86,1996,1996-10-13,6,26.249,IND,,BAL,W 26-21,,0,0,,0,0,0,,,,,,5,219,43.80,0
87,1996,1996-10-20,7,26.256,IND,,NWE,L 9-27,,0,0,,0,0,0,,,,,,2,99,49.50,0
88,1996,1996-10-27,8,26.263,IND,@,WAS,L 16-31,,0,0,,0,0,0,,,,,,3,153,51.00,0
89,1996,1996-11-03,9,26.270,IND,,SDG,L 19-26,,0,0,,0,0,0,,,,,,1,60,60.00,0
90,1996,1996-11-10,10,26.277,IND,@,MIA,L 13-37,,0,0,,0,0,0,,,,,,4,184,46.00,0
91,1996,1996-11-17,11,26.284,IND,,NYJ,W 34-29,,0,0,,0,0,0,,,,,,4,189,47.25,0
92,1996,1996-11-24,12,26.291,IND,@,NWE,L 13-27,,0,0,,0,0,0,,,,,,5,225,45.00,0
93,1996,1996-12-01,13,26.298,IND,,BUF,W 13-10,,0,0,,0,0,0,,,,,,8,370,46.25,0
94,1996,1996-12-05,14,26.302,IND,,PHI,W 37-10,,0,0,,0,0,0,,,,,,4,171,42.75,0
95,1996,1996-12-15,15,26.312,IND,@,KAN,W 24-19,,0,0,,0,0,0,,,,,,3,135,45.00,0
96,1996,1996-12-22,16,26.319,IND,@,CIN,L 24-31,,0,0,,0,0,0,,,,,,3,97,32.33,0
97,1997,1997-08-31,1,27.205,IND,@,MIA,L 10-16,,0,0,,0,0,0,,,,,,5,217,43.40,0
98,1997,1997-09-07,2,27.212,IND,,NWE,L 6-31,,0,0,,0,0,0,,,,,,6,302,50.33,0
99,1997,1997-09-14,3,27.219,IND,,SEA,L 3-31,,0,0,,0,0,0,,,,,,7,303,43.29,0
100,1997,1997-09-21,4,27.226,IND,@,BUF,L 35-37,,0,0,,0,0,0,,,,,,6,254,42.33,0
101,1997,1997-10-05,5,27.240,IND,,NYJ,L 12-16,,0,0,,0,0,0,,,,,,6,279,46.50,0
102,1997,1997-10-12,6,27.247,IND,@,PIT,L 22-24,,0,0,,0,0,0,,,,,,3,143,47.67,0
103,1997,1997-10-20,7,27.255,IND,,BUF,L 6-9,,0,0,,0,0,0,,,,,,4,170,42.50,0
104,1997,1997-10-26,8,27.261,IND,@,SDG,L 19-35,,0,0,,0,0,0,,,,,,6,294,49.00,0
105,1997,1997-11-02,9,27.268,IND,,TAM,L 28-31,,0,0,,0,0,0,,,,,,3,143,47.67,0
106,1997,1997-11-09,10,27.275,IND,,CIN,L 13-28,,0,0,,0,0,0,,,,,,2,89,44.50,0
107,1997,1997-11-16,11,27.282,IND,,GNB,W 41-38,,0,0,,0,0,0,,,,,,1,52,52.00,0
108,1997,1997-11-23,12,27.289,IND,@,DET,L 10-32,,0,0,,0,0,0,,,,,,6,287,47.83,0
109,1997,1997-11-30,13,27.296,IND,@,NWE,L 17-20,,0,0,,0,0,0,,,,,,3,134,44.67,0
110,1997,1997-12-07,14,27.303,IND,@,NYJ,W 22-14,,0,0,,0,0,0,,,,,,5,196,39.20,0
111,1997,1997-12-14,15,27.310,IND,,MIA,W 41-0,,0,0,,0,0,0,,,,,,1,35,35.00,0
112,1997,1997-12-21,16,27.317,IND,@,MIN,L 28-39,,0,0,,0,0,0,,,,,,3,136,45.33,0
113,1998,1998-09-06,1,28.211,IND,,MIA,L 15-24,,0,0,,0,0,0,,0,0,,,3,136,45.33,0
114,1998,1998-09-13,2,28.218,IND,@,NWE,L 6-29,,0,0,,0,0,0,,0,0,,,6,252,42.00,0
115,1998,1998-09-20,3,28.225,IND,@,NYJ,L 6-44,,0,0,,0,0,0,,0,0,,,6,270,45.00,0
116,1998,1998-09-27,4,28.232,IND,,NOR,L 13-19,,0,0,,0,0,0,,0,0,,,6,276,46.00,0
117,1998,1998-10-04,5,28.239,IND,,SDG,W 17-12,,0,0,,0,0,0,,0,0,,,6,272,45.33,0
118,1998,1998-10-11,6,28.246,IND,,BUF,L 24-31,,0,0,,0,0,0,,0,0,,,3,115,38.33,0
119,1998,1998-10-18,7,28.253,IND,@,SFO,L 31-34,,0,0,,0,0,0,,0,0,,,5,229,45.80,0
120,1998,1998-11-01,8,28.267,IND,,NWE,L 16-21,,0,0,,0,0,0,,0,0,,,7,304,43.43,0
121,1998,1998-11-08,9,28.274,IND,@,MIA,L 14-27,,0,0,,0,0,0,,0,0,,,6,271,45.17,0
122,1998,1998-11-15,10,28.281,IND,,NYJ,W 24-23,,0,0,,0,0,0,,0,0,,,4,164,41.00,0
123,1998,1998-11-22,11,28.288,IND,@,BUF,L 11-34,,0,0,,0,0,0,,0,0,,,5,240,48.00,0
124,1998,1998-11-29,12,28.295,IND,@,BAL,L 31-38,,0,0,,0,0,0,,0,0,,,3,141,47.00,0
125,1998,1998-12-06,13,28.302,IND,@,ATL,L 21-28,,0,0,,0,0,0,,0,0,,,4,206,51.50,0
126,1998,1998-12-13,14,28.309,IND,,CIN,W 39-26,,0,0,,0,0,0,,0,0,,,4,213,53.25,0
127,1998,1998-12-20,15,28.316,IND,@,SEA,L 23-27,,0,0,,0,0,0,,0,0,,,4,183,45.75,0
128,1998,1998-12-27,16,28.323,IND,,CAR,L 19-27,,0,0,,0,0,0,,0,0,,,7,311,44.43,0
129,1999,1999-09-12,1,29.217,CLE,,PIT,L 0-43,,0,0,,0,0,0,,,,,,6,285,47.50,0
130,1999,1999-09-19,2,29.224,CLE,@,TEN,L 9-26,,0,0,,0,0,0,,,,,,5,239,47.80,0
131,1999,1999-09-26,3,29.231,CLE,@,BAL,L 10-17,,0,0,,0,0,0,,,,,,10,447,44.70,0
132,1999,1999-10-03,4,29.238,CLE,,NWE,L 7-19,,0,0,,0,0,0,,,,,,9,393,43.67,0
133,1999,1999-10-10,5,29.245,CLE,,CIN,L 17-18,,0,0,,0,0,0,,,,,,8,341,42.63,0
134,1999,1999-10-17,6,29.252,CLE,@,JAX,L 7-24,,0,0,,0,0,0,,,,,,7,248,35.43,0
135,1999,1999-10-24,7,29.259,CLE,@,STL,L 3-34,,0,0,,0,0,0,,,,,,5,244,48.80,0
136,1999,1999-10-31,8,29.266,CLE,@,NOR,W 21-16,,0,0,,0,0,0,,,,,,7,305,43.57,0
137,1999,1999-11-07,9,29.273,CLE,,BAL,L 9-41,,0,0,,0,0,0,,,,,,8,366,45.75,0
138,1999,1999-11-14,10,29.280,CLE,@,PIT,W 16-15,,0,0,,0,0,0,,,,,,8,347,43.38,0
139,1999,1999-11-21,11,29.287,CLE,,CAR,L 17-31,,0,0,,0,0,0,,,,,,3,153,51.00,0
140,1999,1999-11-28,12,29.294,CLE,,TEN,L 21-33,,0,0,,0,0,0,,,,,,6,232,38.67,0
141,1999,1999-12-05,13,29.301,CLE,@,SDG,L 10-23,,0,0,,0,0,0,,,,,,5,223,44.60,0
142,1999,1999-12-12,14,29.308,CLE,@,CIN,L 28-44,,0,0,,0,0,0,,,,,,5,223,44.60,0
143,1999,1999-12-19,15,29.315,CLE,,JAX,L 14-24,,0,0,,0,0,0,,,,,,8,340,42.50,0
144,1999,1999-12-26,16,29.322,CLE,,IND,L 28-29,,0,0,,0,0,0,,,,,,6,259,43.17,0
145,2000,2000-09-03,1,30.209,CLE,,JAX,L 7-27,,0,0,,0,0,0,,,,,,5,254,50.80,0
146,2000,2000-09-10,2,30.216,CLE,@,CIN,W 24-7,,0,0,,0,0,0,,,,,,7,338,48.29,0
147,2000,2000-09-17,3,30.223,CLE,,PIT,W 23-20,,0,0,,0,0,0,,,,,,4,194,48.50,0
148,2000,2000-09-24,4,30.230,CLE,@,OAK,L 10-36,,0,0,,0,0,0,,,,,,5,224,44.80,0
149,2000,2000-10-01,5,30.237,CLE,,BAL,L 0-12,,0,0,,0,0,0,,,,,,4,203,50.75,0
150,2000,2000-10-08,6,30.244,CLE,@,ARI,L 21-29,,0,0,,0,0,0,,,,,,7,295,42.14,0
151,2000,2000-10-15,7,30.251,CLE,@,DEN,L 10-44,,0,0,,0,0,0,,,,,,8,370,46.25,0
152,2000,2000-10-22,8,30.258,CLE,@,PIT,L 0-22,,0,0,,0,0,0,,,,,,8,382,47.75,0
153,2000,2000-10-29,9,30.265,CLE,,CIN,L 3-12,,0,0,,0,0,0,,,,,,8,339,42.38,0
154,2000,2000-11-05,10,30.272,CLE,,NYG,L 3-24,,0,0,,0,0,0,,,,,,6,295,49.17,0
155,2000,2000-11-12,11,30.279,CLE,,NWE,W 19-11,,0,0,,0,0,0,,,,,,6,252,42.00,0
156,2000,2000-11-19,12,30.286,CLE,@,TEN,L 10-24,,0,0,,0,0,0,,,,,,8,367,45.88,0
157,2000,2000-11-26,13,30.293,CLE,@,BAL,L 7-44,,0,0,,0,0,0,,,,,,10,491,49.10,0
158,2000,2000-12-03,14,30.300,CLE,@,JAX,L 0-48,,0,0,,0,0,0,,,,,,12,517,43.08,0
159,2000,2000-12-10,15,30.307,CLE,,PHI,L 24-35,,0,0,,0,0,0,,,,,,3,116,38.67,0
160,2000,2000-12-17,16,30.314,CLE,,TEN,L 0-24,,0,0,,0,0,0,,,,,,7,282,40.29,0
161,2001,2001-09-09,1,31.214,CLE,,SEA,L 6-9,,0,0,,0,0,0,,,,,,6,282,47.00,0
162,2001,2001-09-23,2,31.228,CLE,,DET,W 24-14,,0,0,,0,0,0,,,,,,6,260,43.33,0
163,2001,2001-09-30,3,31.235,CLE,@,JAX,W 23-14,,0,0,,0,0,0,,,,,,5,192,38.40,0
164,2001,2001-10-07,4,31.242,CLE,,SDG,W 20-16,,0,0,,0,0,0,,,,,,6,266,44.33,0
165,2001,2001-10-14,5,31.249,CLE,@,CIN,L 14-24,,0,0,,0,0,0,,,,,,8,367,45.88,0
166,2001,2001-10-21,6,31.256,CLE,,BAL,W 24-14,,0,0,,0,0,0,,,,,,8,375,46.88,0
167,2001,2001-11-04,7,31.270,CLE,@,CHI,L 21-27,,0,0,,0,0,0,,,,,,8,316,39.50,0
168,2001,2001-11-11,8,31.277,CLE,,PIT,L 12-15,,0,0,,0,0,0,,,,,,9,376,41.78,0
169,2001,2001-11-18,9,31.284,CLE,@,BAL,W 27-17,,0,0,,0,0,0,,,,,,4,196,49.00,0
170,2001,2001-11-25,10,31.291,CLE,,CIN,W 18-0,,0,0,,0,0,0,,,,,,7,325,46.43,0
171,2001,2001-12-02,11,31.298,CLE,,TEN,L 15-31,,0,0,,0,0,0,,,,,,7,300,42.86,0
172,2001,2001-12-09,12,31.305,CLE,@,NWE,L 16-27,,0,0,,0,0,0,,,,,,5,227,45.40,0
173,2001,2001-12-16,13,31.312,CLE,,JAX,L 10-15,,0,0,,0,0,0,,,,,,3,82,27.33,0
174,2001,2001-12-23,14,31.319,CLE,@,GNB,L 7-30,,0,0,,0,0,0,,,,,,7,303,43.29,0
175,2001,2001-12-30,15,31.326,CLE,@,TEN,W 41-38,,0,0,,0,0,0,,,,,,3,119,39.67,0
176,2001,2002-01-06,16,31.333,CLE,@,PIT,L 7-28,,0,0,,0,0,0,,,,,,7,263,37.57,0
177,2002,2002-09-08,1,32.213,CLE,,KAN,L 39-40,,0,0,,0,0,0,,,,,,2,74,37.00,0
178,2002,2002-09-15,2,32.220,CLE,,CIN,W 20-7,,0,0,,0,0,0,,,,,,5,235,47.00,0
179,2002,2002-09-22,3,32.227,CLE,@,TEN,W 31-28,,0,0,,0,0,0,,,,,,5,208,41.60,0
180,2002,2002-09-29,4,32.234,CLE,@,PIT,L 13-16,,0,0,,0,0,0,,,,,,5,233,46.60,0
181,2002,2002-10-06,5,32.241,CLE,,BAL,L 21-26,,0,0,,0,0,0,,,,,,4,185,46.25,0
182,2002,2002-10-13,6,32.248,CLE,@,TAM,L 3-17,,0,0,,0,0,0,,,,,,9,422,46.89,0
183,2002,2002-10-20,7,32.255,CLE,,HOU,W 34-17,,0,0,,0,0,0,,,,,,7,278,39.71,0
184,2002,2002-10-27,8,32.262,CLE,@,NYJ,W 24-21,,0,0,,0,0,0,,,,,,6,252,42.00,0
185,2002,2002-11-03,9,32.269,CLE,,PIT,L 20-23,,0,0,,0,0,0,,,,,,5,200,40.00,0
186,2002,2002-11-17,10,32.283,CLE,@,CIN,W 27-20,,0,0,,0,0,0,,,,,,4,158,39.50,0
187,2002,2002-11-24,11,32.290,CLE,@,NOR,W 24-15,,0,0,,0,0,0,,,,,,4,152,38.00,0
188,2002,2002-12-01,12,32.297,CLE,,CAR,L 6-13,,0,0,,0,0,0,,,,,,4,130,32.50,0
189,2002,2002-12-08,13,32.304,CLE,@,JAX,W 21-20,,0,0,,0,0,0,,,,,,5,199,39.80,0
190,2002,2002-12-15,14,32.311,CLE,,IND,L 23-28,,0,0,,0,0,0,,,,,,8,342,42.75,0
191,2002,2002-12-22,15,32.318,CLE,@,BAL,W 14-13,,0,0,,0,0,0,,,,,,5,207,41.40,0
192,2002,2002-12-29,16,32.325,CLE,,ATL,W 24-16,,0,0,,0,0,0,,,,,,3,113,37.67,0
193,2003,2003-09-07,1,33.212,CLE,,IND,L 6-9,,0,0,,0,0,0,,,,,,3,127,42.33,0
194,2003,2003-09-14,2,33.219,CLE,@,BAL,L 13-33,,0,0,,0,0,0,,,,,,8,326,40.75,0
195,2003,2003-09-21,3,33.226,CLE,@,SFO,W 13-12,,0,0,,0,0,0,,,,,,4,175,43.75,0
196,2003,2003-09-28,4,33.233,CLE,,CIN,L 14-21,,0,0,,0,0,0,,,,,,4,163,40.75,0
197,2003,2003-10-05,5,33.240,CLE,@,PIT,W 33-13,,0,0,,0,0,0,,,,,,4,169,42.25,0
198,2003,2003-10-12,6,33.247,CLE,,OAK,W 13-7,,0,0,,0,0,0,,,,,,4,186,46.50,0
199,2003,2003-10-19,7,33.254,CLE,,SDG,L 20-26,,0,0,,0,0,0,,,,,,4,175,43.75,0
200,2003,2003-10-26,8,33.261,CLE,@,NWE,L 3-9,,0,0,,0,0,0,,,,,,8,351,43.88,0
201,2003,2003-11-09,9,33.275,CLE,@,KAN,L 20-41,,0,0,,0,0,0,,,,,,5,209,41.80,0
202,2003,2003-11-16,10,33.282,CLE,,ARI,W 44-6,,0,0,,0,0,0,,,,,,2,90,45.00,0
203,2003,2003-11-23,11,33.289,CLE,,PIT,L 6-13,,0,0,,0,0,0,,,,,,4,149,37.25,0
204,2003,2003-11-30,12,33.296,CLE,@,SEA,L 7-34,,0,0,,0,0,0,,,,,,4,142,35.50,0
205,2003,2003-12-08,13,33.304,CLE,,STL,L 20-26,,0,0,,0,0,0,,,,,,4,172,43.00,0
206,2003,2003-12-14,14,33.310,CLE,@,DEN,L 20-23,,0,0,,0,0,0,,,,,,4,208,52.00,0
207,2003,2003-12-21,15,33.317,CLE,,BAL,L 0-35,,0,0,,0,0,0,,,,,,7,271,38.71,0
208,2003,2003-12-28,16,33.324,CLE,@,CIN,W 22-14,,0,0,,0,0,0,,,,,,3,106,35.33,0
209,2004,2004-09-12,1,34.218,PIT,,OAK,W 24-21,,0,0,,0,0,0,,,,,,6,261,43.50,0
210,2004,2004-09-19,2,34.225,PIT,@,BAL,L 13-30,,0,0,,0,0,0,,,,,,7,286,40.86,0
211,2004,2004-09-26,3,34.232,PIT,@,MIA,W 13-3,,0,0,,0,0,0,,,,,,6,269,44.83,0
212,2004,2004-10-03,4,34.239,PIT,,CIN,W 28-17,,0,0,,0,0,0,,,,,,5,227,45.40,0
213,2004,2004-10-10,5,34.246,PIT,,CLE,W 34-23,,0,0,,0,0,0,,,,,,4,179,44.75,0
214,2004,2004-10-17,6,34.253,PIT,@,DAL,W 24-20,,0,0,,0,0,0,,,,,,5,215,43.00,0
215,2004,2004-10-31,7,34.267,PIT,,NWE,W 34-20,,0,0,,0,0,0,,,,,,4,177,44.25,0
216,2004,2004-11-07,8,34.274,PIT,,PHI,W 27-3,,,,,,,,,,,,,,,,
217,2004,2004-11-14,9,34.281,PIT,@,CLE,W 24-10,,0,0,,0,0,0,,,,,,4,171,42.75,0
218,2004,2004-11-21,10,34.288,PIT,@,CIN,W 19-14,,0,0,,0,0,0,,,,,,7,281,40.14,0
219,2004,2004-11-28,11,34.295,PIT,,WAS,W 16-7,,0,0,,0,0,0,,,,,,6,231,38.50,0
220,2004,2004-12-05,12,34.302,PIT,@,JAX,W 17-16,,0,0,,0,0,0,,,,,,5,232,46.40,0
221,2004,2004-12-12,13,34.309,PIT,,NYJ,W 17-6,,0,0,,0,0,0,,,,,,5,212,42.40,0
222,2004,2004-12-18,14,34.315,PIT,@,NYG,W 33-30,,,,,,,,,,,,,,,,
223,2004,2004-12-26,15,34.323,PIT,,BAL,W 20-7,,,,,,,,,,,,,,,,
224,2004,2005-01-02,16,34.330,PIT,@,BUF,W 29-24,,0,0,,0,0,0,,,,,,3,138,46.00,0
225,2005,2005-09-11,1,35.216,PIT,,TEN,W 34-7,,0,0,,0,0,0,,0,,,,3,137,45.67,0
226,2005,2005-09-18,2,35.223,PIT,@,HOU,W 27-7,,0,0,,0,0,0,,0,,,,1,39,39.00,0
227,2005,2005-09-25,3,35.230,PIT,,NWE,L 20-23,,0,0,,0,0,0,,0,,,,5,226,45.20,0
228,2005,2005-10-10,4,35.245,PIT,@,SDG,W 24-22,,0,0,,0,0,0,,0,,,,6,256,42.67,0
