ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
17,1977,1977-10-30,7,24.189,ATL,,MIN,L 7-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1977,1977-11-06,8,24.196,ATL,,SFO,L 3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1977,1977-11-13,9,24.203,ATL,,DET,W 17-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1977,1977-11-20,10,24.210,ATL,@,NOR,L 20-21,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
21,1977,1977-11-27,11,24.217,ATL,@,TAM,W 17-0,6,39,6.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,0
22,1977,1977-12-04,12,24.224,ATL,,NWE,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1977,1977-12-11,13,24.231,ATL,@,RAM,L 7-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1977,1977-12-18,14,24.238,ATL,,NOR,W 35-7,6,19,3.17,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,55,0
25,1978,1978-09-03,1,25.132,ATL,,HOU,W 20-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1978,1978-09-10,2,25.139,ATL,@,RAM,L 0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1978,1978-09-17,3,25.146,ATL,,CLE,L 16-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1978,1978-09-24,4,25.153,ATL,@,TAM,L 9-14,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
29,1978,1978-10-01,5,25.160,ATL,,NYG,W 23-20,5,16,3.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
30,1978,1978-10-08,6,25.167,ATL,@,PIT,L 7-31,0,0,,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
31,1978,1978-10-15,7,25.174,ATL,,DET,W 14-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1978,1978-10-22,8,25.181,ATL,@,SFO,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1978,1978-10-30,9,25.189,ATL,,RAM,W 15-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1978,1978-11-05,10,25.195,ATL,,SFO,W 21-10,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
35,1978,1978-11-12,11,25.202,ATL,@,NOR,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1978,1978-11-19,12,25.209,ATL,@,CHI,L 7-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1978,1978-11-26,13,25.216,ATL,,NOR,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1978,1978-12-03,14,25.223,ATL,@,CIN,L 7-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1978,1978-12-10,15,25.230,ATL,,WAS,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1978,1978-12-17,16,25.237,ATL,@,STL,L 21-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
