ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
74,1970,1970-12-20,14,28.355,DAL,,HOU,W 52-10,0,0,,0,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0,0,0
75,1971,1971-09-19,1,29.263,DAL,@,BUF,W 49-37,,,,,,,,,,,,,,,,,,,,,
76,1971,1971-09-26,2,29.270,DAL,@,PHI,W 42-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
77,1971,1971-10-03,3,29.277,DAL,,WAS,L 16-20,,,,,,,,,,,,,,,,,,,,,
78,1971,1971-10-11,4,29.285,DAL,,NYG,W 20-13,,,,,,,,,,,,,,,,,,,,,
79,1971,1971-10-17,5,29.291,DAL,@,NOR,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,4,0
80,1971,1971-10-24,6,29.298,DAL,,NWE,W 44-21,,,,,,,,,,,,,,,,,,,,,
81,1971,1971-10-31,7,29.305,DAL,@,CHI,L 19-23,,,,,,,,,,,,,,,,,,,,,
82,1971,1971-11-07,8,29.312,DAL,@,STL,W 16-13,,,,,,,,,,,,,,,,,,,,,
83,1971,1971-11-14,9,29.319,DAL,,PHI,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,7,0
84,1971,1971-11-21,10,29.326,DAL,@,WAS,W 13-0,,,,,,,,,,,,,,,,,,,,,
85,1971,1971-11-25,11,29.330,DAL,,RAM,W 28-21,,,,,,,,,,,,,,,,,,,,,
86,1971,1971-12-04,12,29.339,DAL,,NYJ,W 52-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
87,1971,1971-12-12,13,29.347,DAL,@,NYG,W 42-14,,,,,,,,,,,,,,,,,,,,,
88,1971,1971-12-18,14,29.353,DAL,,STL,W 31-12,,,,,,,,,,,,,,,,,,,,,
89,1972,1972-09-17,1,30.262,DAL,,PHI,W 28-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
90,1972,1972-09-24,2,30.269,DAL,@,NYG,W 23-14,,,,,,,,,,,,,,,,,,,,,
91,1972,1972-10-01,3,30.276,DAL,@,GNB,L 13-16,,,,,,,,,,,,,,,,,,,,,
92,1972,1972-10-08,4,30.283,DAL,,PIT,W 17-13,,,,,,,,,,,,,,,,,,,,,
93,1972,1972-10-15,5,30.290,DAL,@,BAL,W 21-0,,,,,,,,,,,,,,,,,,,,,
94,1972,1972-10-22,6,30.297,DAL,@,WAS,L 20-24,,,,,,,,,,,,,,,,,,,,,
95,1972,1972-10-30,7,30.305,DAL,,DET,W 28-24,,,,,,,,,,,,,,,,,,,,,
96,1972,1972-11-05,8,30.311,DAL,@,SDG,W 34-28,,,,,,,,,,,,,,,,,,,,,
97,1972,1972-11-12,9,30.318,DAL,,STL,W 33-24,,,,,,,,,,,,,,,,,,,,,
98,1972,1972-11-19,10,30.325,DAL,@,PHI,W 28-7,,,,,,,,,,,,,,,,,,,,,
99,1972,1972-11-23,11,30.329,DAL,,SFO,L 10-31,,,,,,,,,,,,,,,,,,,,,
100,1972,1972-12-03,12,30.339,DAL,@,STL,W 27-6,,,,,,,,,,,,,,,,,,,,,
101,1972,1972-12-09,13,30.345,DAL,,WAS,W 34-24,,,,,,,,,,,,,,,,,,,,,
102,1972,1972-12-17,14,30.353,DAL,,NYG,L 3-23,,,,,,,,,,,,,,,,,,,,,
103,1973,1973-09-16,1,31.260,DAL,@,CHI,W 20-17,,,,,,,,,,,,,,,,,,,,,
104,1973,1973-09-24,2,31.268,DAL,,NOR,W 40-3,,,,,,,,,,,,,,,,,,,,,
105,1973,1973-09-30,3,31.274,DAL,,STL,W 45-10,,,,,,,,,,,,,,,,,,,,,
106,1973,1973-10-08,4,31.282,DAL,@,WAS,L 7-14,,,,,,,,,,,,,,,,,,,,,
107,1973,1973-10-14,5,31.288,DAL,@,RAM,L 31-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,6,1,30,1
108,1973,1973-10-21,6,31.295,DAL,,NYG,W 45-28,,,,,,,,,,,,,,,,,,,,,
109,1973,1973-10-28,7,31.302,DAL,@,PHI,L 16-30,,,,,,,,,,,,,,,,,,,,,
110,1973,1973-11-04,8,31.309,DAL,,CIN,W 38-10,,,,,,,,,,,,,,,,,,,,,
111,1973,1973-11-11,9,31.316,DAL,@,NYG,W 23-10,,,,,,,,,,,,,,,,,,,,,
112,1973,1973-11-18,10,31.323,DAL,,PHI,W 31-10,,,,,,,,,,,,,,,,,,,,,
113,1973,1973-11-22,11,31.327,DAL,,MIA,L 7-14,,,,,,,,,,,,,,,,,,,,,
114,1973,1973-12-02,12,31.337,DAL,@,DEN,W 22-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,35,0
115,1973,1973-12-09,13,31.344,DAL,,WAS,W 27-7,,,,,,,,,,,,,,,,,,,,,
116,1973,1973-12-16,14,31.351,DAL,@,STL,W 30-3,,,,,,,,,,,,,,,,,,,,,
117,1974,1974-09-15,1,32.259,DAL,@,ATL,W 24-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,6,0
118,1974,1974-09-23,2,32.267,DAL,@,PHI,L 10-13,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0,0,0
119,1974,1974-09-29,3,32.273,DAL,,NYG,L 6-14,,,,,,,,,,,,,,,,,,,,,
120,1974,1974-10-06,4,32.280,DAL,,MIN,L 21-23,,,,,,,,,,,,,,,,,,,,,
121,1974,1974-10-13,5,32.287,DAL,@,STL,L 28-31,,,,,,,,,,,,,,,,,,,,,
122,1974,1974-10-20,6,32.294,DAL,,PHI,W 31-24,,,,,,,,,,,,,,,,,,,,,
123,1974,1974-10-27,7,32.301,DAL,@,NYG,W 21-7,,,,,,,,,,,,,,,,,,,,,
124,1974,1974-11-03,8,32.308,DAL,,STL,W 17-14,,,,,,,,,,,,,,,,,,,,,
125,1974,1974-11-10,9,32.315,DAL,,SFO,W 20-14,,,,,,,,,,,,,,,,,,,,,
126,1974,1974-12-07,13,32.342,DAL,,CLE,W 41-17,,,,,,,,,,,,,,,,,,,,,
127,1974,1974-12-14,14,32.349,DAL,@,OAK,L 23-27,,,,,,,,,,,,,,,,,,,,,
128,1975,1975-09-21,1,33.265,DAL,,RAM,W 18-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,2,34,0
129,1975,1975-09-28,2,33.272,DAL,,STL,W 37-31,,,,,,,,,,,,,,,,,,,,,
130,1975,1975-10-06,3,33.280,DAL,@,DET,W 36-10,,,,,,,,,,,,,,,,,,,,,
131,1975,1975-10-12,4,33.286,DAL,@,NYG,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,15,0
132,1975,1975-10-19,5,33.293,DAL,,GNB,L 17-19,,,,,,,,,,,,,,,,,,,,,
133,1975,1975-10-26,6,33.300,DAL,@,PHI,W 20-17,,,,,,,,,,,,,,,,,,,,,
134,1975,1975-11-02,7,33.307,DAL,@,WAS,L 24-30,,,,,,,,,,,,,,,,,,,,,
135,1975,1975-11-16,9,33.321,DAL,@,NWE,W 34-31,,,,,,,,,,,,,,,,,,,,,
136,1975,1975-11-23,10,33.328,DAL,,PHI,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,21,0
137,1975,1975-11-30,11,33.335,DAL,,NYG,W 14-3,,,,,,,,,,,,,,,,,,,,,
138,1975,1975-12-07,12,33.342,DAL,@,STL,L 17-31,,,,,,,,,,,,,,,,,,,,,
139,1976,1976-09-12,1,34.257,DAL,,PHI,W 27-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
140,1976,1976-09-19,2,34.264,DAL,@,NOR,W 24-6,,,,,,,,,,,,,,,,,,,,,
141,1976,1976-09-26,3,34.271,DAL,,BAL,W 30-27,,,,,,,,,,,,,,,,,,,,,
142,1976,1976-10-24,7,34.299,DAL,,CHI,W 31-21,,,,,,,,,,,,,,,,,,,,,
143,1976,1976-10-31,8,34.306,DAL,@,WAS,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,23,0
144,1976,1976-11-07,9,34.313,DAL,,NYG,W 9-3,,,,,,,,,,,,,,,,,,,,,
145,1976,1976-11-15,10,34.321,DAL,,BUF,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
146,1976,1976-11-25,12,34.331,DAL,,STL,W 19-14,,,,,,,,,,,,,,,,,,,,,
147,1976,1976-12-12,14,34.348,DAL,,WAS,L 14-27,,,,,,,,,,,,,,,,,,,,,
148,1977,1977-09-18,1,35.262,DAL,@,MIN,W 16-10,,,,,,,,,,,,,,,,,,,,,
149,1977,1977-09-25,2,35.269,DAL,,NYG,W 41-21,,,,,,,,,,,,,,,,,,,,,
150,1977,1977-10-02,3,35.276,DAL,,TAM,W 23-7,,,,,,,,,,,,,,,,,,,,,
151,1977,1977-10-09,4,35.283,DAL,@,STL,W 30-24,,,,,,,,,,,,,,,,,,,,,
152,1977,1977-10-16,5,35.290,DAL,,WAS,W 34-16,,,,,,,,,,,,,,,,,,,,,
153,1977,1977-10-23,6,35.297,DAL,@,PHI,W 16-10,,,,,,,,,,,,,,,,,,,,,
154,1977,1977-10-30,7,35.304,DAL,,DET,W 37-0,,,,,,,,,,,,,,,,,,,,,
155,1977,1977-11-14,9,35.319,DAL,,STL,L 17-24,,,,,,,,,,,,,,,,,,,,,
156,1977,1977-11-27,11,35.332,DAL,@,WAS,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,3,0
157,1977,1977-12-04,12,35.339,DAL,,PHI,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,25,0
158,1977,1977-12-18,14,35.353,DAL,,DEN,W 14-6,,,,,,,,,,,,,,,,,,,,,
