ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
16,1990,1990-09-09,1,26.338,RAI,,DEN,W 14-9,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
17,1990,1990-09-16,2,26.345,RAI,@,SEA,W 17-13,,,,,,,,,,,,,,,,,,,,,
18,1990,1990-09-23,3,26.352,RAI,,PIT,W 20-3,3,7,2.33,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
19,1990,1990-09-30,4,26.359,RAI,,CHI,W 24-10,3,9,3.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
20,1990,1990-10-07,5,27.001,RAI,@,BUF,L 24-38,,,,,,,,,,,,,,,,,,,,,
21,1990,1990-10-14,6,27.008,RAI,,SEA,W 24-17,,,,,,,,,,,,,,,,,,,,,
22,1990,1990-10-21,7,27.015,RAI,@,SDG,W 24-9,,,,,,,,,,,,,,,,,,,,,
23,1990,1990-11-04,8,27.029,RAI,@,KAN,L 7-9,,,,,,,,,,,,,,,,,,,,,
24,1990,1990-11-11,9,27.036,RAI,,GNB,L 16-29,,,,,,,,,,,,,,,,,,,,,
25,1990,1990-11-19,10,27.044,RAI,@,MIA,W 13-10,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
26,1990,1990-11-25,11,27.050,RAI,,KAN,L 24-27,,,,,,,,,,,,,,,,,,,,,
27,1990,1990-12-02,12,27.057,RAI,@,DEN,W 23-20,0,0,,0,,0,0,,0,,,1,0,0.00,0,0,0,,0,0,0
28,1990,1990-12-10,13,27.065,RAI,@,DET,W 38-31,,,,,,,,,,,,,,,,,,,,,
29,1990,1990-12-16,14,27.071,RAI,,CIN,W 24-7,2,6,3.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
30,1990,1990-12-22,15,27.077,RAI,@,MIN,W 28-24,,,,,,,,,,,,,,,,,,,,,
31,1990,1990-12-30,16,27.085,RAI,,SDG,W 17-12,,,,,,,,,,,,,,,,,,,,,
32,1991,1991-09-01,1,27.330,RAI,@,HOU,L 17-47,0,0,,0,,0,0,,0,,,1,24,24.00,0,0,0,,0,0,0
33,1991,1991-09-08,2,27.337,RAI,,DEN,W 16-13,5,11,2.20,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
34,1991,1991-09-15,3,27.344,RAI,,IND,W 16-0,8,33,4.13,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
35,1991,1991-09-22,4,27.351,RAI,@,ATL,L 17-21,,,,,,,,,,,,,,,,,,,,,
36,1991,1991-09-29,5,27.358,RAI,,SFO,W 12-6,,,,,,,,,,,,,,,,,,,,,
37,1991,1991-10-06,6,28.000,RAI,,SDG,L 13-21,,,,,,,,,,,,,,,,,,,,,
38,1991,1991-10-13,7,28.007,RAI,@,SEA,W 23-20,,,,,,,,,,,,,,,,,,,,,
39,1991,1991-10-20,8,28.014,RAI,,RAM,W 20-17,,,,,,,,,,,,,,,,,,,,,
40,1991,1991-10-28,9,28.022,RAI,@,KAN,L 21-24,,,,,,,,,,,,,,,,,,,,,
41,1991,1991-11-10,10,28.035,RAI,@,DEN,W 17-16,4,19,4.75,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
42,1991,1991-11-17,11,28.042,RAI,,SEA,W 31-7,4,7,1.75,1,,0,0,,0,,,0,0,,0,0,0,,0,1,6
43,1991,1991-11-24,12,28.049,RAI,@,CIN,W 38-14,10,40,4.00,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
44,1991,1991-12-01,13,28.056,RAI,@,SDG,W 9-7,0,0,,0,,0,0,,0,,,1,18,18.00,0,0,0,,0,0,0
45,1991,1991-12-08,14,28.063,RAI,,BUF,L 27-30,0,0,,0,,0,0,,0,,,1,25,25.00,0,0,0,,0,0,0
46,1991,1991-12-16,15,28.071,RAI,@,NOR,L 0-27,0,0,,0,,0,0,,0,,,1,17,17.00,0,0,0,,0,0,0
47,1991,1991-12-22,16,28.077,RAI,,KAN,L 21-27,0,0,,0,,0,0,,0,,,1,21,21.00,0,0,0,,0,0,0
48,1992,1992-09-28,4,28.358,RAI,@,KAN,L 7-27,0,0,,0,,0,0,,0,0.0%,,4,89,22.25,0,4,19,4.75,0,0,0
49,1992,1992-10-04,5,28.364,RAI,,NYG,W 13-10,0,0,,0,,0,0,,0,0.0%,,1,41,41.00,0,0,0,,0,0,0
50,1992,1992-10-11,6,29.005,RAI,,BUF,W 20-3,0,0,,0,,0,0,,0,0.0%,,1,26,26.00,0,0,0,,0,0,0
51,1992,1992-10-18,7,29.012,RAI,@,SEA,W 19-0,,,,,,,,,,0.0%,,,,,,,,,,,
52,1992,1992-10-25,8,29.019,RAI,,DAL,L 13-28,0,0,,0,,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0
53,1992,1992-11-08,9,29.033,RAI,@,PHI,L 10-31,0,0,,0,,0,0,,0,0.0%,,3,45,15.00,0,0,0,,0,0,0
54,1992,1992-11-15,10,29.040,RAI,,SEA,W 20-3,,,,,,,,,,0.0%,,,,,,,,,,,
55,1992,1992-11-22,11,29.047,RAI,,DEN,W 24-0,,,,,,,,,,0.0%,,,,,,,,,,,
56,1992,1992-11-29,12,29.054,RAI,@,SDG,L 3-27,0,0,,0,,0,0,,0,0.0%,,2,28,14.00,0,0,0,,0,0,0
57,1992,1992-12-06,13,29.061,RAI,,KAN,W 28-7,,,,,,,,,,0.0%,,,,,,,,,,,
58,1992,1992-12-14,14,29.069,RAI,@,MIA,L 7-20,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
59,1992,1992-12-20,15,29.075,RAI,,SDG,L 14-36,0,0,,0,,0,0,,0,0.0%,,2,30,15.00,0,0,0,,0,0,0
60,1992,1992-12-26,16,29.081,RAI,@,WAS,W 21-20,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
61,1993,1993-09-05,1,29.334,RAI,,MIN,W 24-7,,,,,,,,,,0.0%,,,,,,,,,,,
62,1993,1993-09-12,2,29.341,RAI,@,SEA,W 17-13,,,,,,,,,,0.0%,,,,,,,,,,,
63,1993,1993-09-19,3,29.348,RAI,,CLE,L 16-19,,,,,,,,,,0.0%,,,,,,,,,,,
64,1993,1993-10-03,4,29.362,RAI,@,KAN,L 9-24,,,,,,,,,,0.0%,,,,,,,,,,,
65,1993,1993-10-10,5,30.004,RAI,,NYJ,W 24-20,,,,,,,,,,0.0%,,,,,,,,,,,
66,1993,1993-10-18,6,30.012,RAI,@,DEN,W 23-20,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
67,1993,1993-10-31,7,30.025,RAI,,SDG,L 23-30,0,0,,0,,0,0,,0,0.0%,,1,12,12.00,0,0,0,,0,0,0
68,1993,1993-11-07,8,30.032,RAI,@,CHI,W 16-14,9,50,5.56,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6
69,1993,1993-11-14,9,30.039,RAI,,KAN,L 20-31,6,15,2.50,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
70,1993,1993-11-21,10,30.046,RAI,@,SDG,W 12-7,6,4,0.67,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
71,1993,1993-12-19,14,30.074,RAI,,TAM,W 27-20,6,16,2.67,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
72,1993,1993-12-26,15,30.081,RAI,@,GNB,L 0-28,5,23,4.60,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
73,1993,1994-01-02,16,30.088,RAI,,DEN,W 33-30,5,6,1.20,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
74,1994,1994-09-05,1,30.334,RAI,@,SFO,L 14-44,3,5,1.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
