ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
23,2004,2004-10-03,3,25.184,NYJ,@,MIA,W 17-9,*,,,,,,,,,,,,,,
24,2004,2004-10-10,4,25.191,NYJ,,BUF,W 16-14,,,,,,,,,,,,,,,
25,2004,2004-10-17,5,25.198,NYJ,,SFO,W 22-14,,,,,,,,,,,,,,,
26,2004,2004-10-24,6,25.205,NYJ,@,NWE,L 7-13,,,,,,,,,,,,,,,
27,2004,2004-11-01,7,25.213,NYJ,,MIA,W 41-14,,0,0,,0,0,0,,0,0.0,,,1,0,0
28,2004,2004-11-07,8,25.219,NYJ,@,BUF,L 17-22,,,,,,,,,,,,,,,
29,2004,2004-12-05,12,25.247,NYJ,,HOU,W 29-7,,,,,,,,,,,,,,,
30,2004,2004-12-12,13,25.254,NYJ,@,PIT,L 6-17,,,,,,,,,,,,,,,
31,2004,2004-12-19,14,25.261,NYJ,,SEA,W 37-14,,,,,,,,,,,,,,,
32,2004,2004-12-26,15,25.268,NYJ,,NWE,L 7-23,,,,,,,,,,,,,,,
33,2004,2005-01-02,16,25.275,NYJ,@,STL,L 29-32,,,,,,,,,,,,,,,
34,2005,2005-10-02,3,26.183,DET,@,TAM,L 13-17,,,,,,,,,,,,,,,
35,2005,2005-10-09,4,26.190,DET,,BAL,W 35-17,,,,,,,,,,,,,,,
36,2005,2005-10-16,5,26.197,DET,,CAR,L 20-21,,,,,,,,,,,,,,,
37,2005,2005-11-06,8,26.218,DET,@,MIN,L 14-27,,,,,,,,,,,,,,,
38,2005,2005-11-13,9,26.225,DET,,ARI,W 29-21,,,,,,,,,,,,,,,
39,2005,2005-11-20,10,26.232,DET,@,DAL,L 7-20,*,,,,,,,,,,,,,,
40,2005,2005-11-24,11,26.236,DET,,ATL,L 7-27,,,,,,,,,,,,,,,
41,2005,2005-12-04,12,26.246,DET,,MIN,L 16-21,*,,,,,,,,,,,,,,
42,2006,2006-09-10,1,27.161,DET,,SEA,L 6-9,,,,,,,,,,,,,,,
43,2006,2006-09-17,2,27.168,DET,@,CHI,L 7-34,,,,,,,,,,,,,,,
44,2006,2006-09-24,3,27.175,DET,,GNB,L 24-31,*,,,,,,,,,,,,,,
45,2006,2006-10-01,4,27.182,DET,@,STL,L 34-41,,,,,,,,,,,,,,,
46,2006,2006-10-08,5,27.189,DET,@,MIN,L 17-26,*,,,,,,,,,,,,,,
47,2006,2006-10-15,6,27.196,DET,,BUF,W 20-17,,,,,,,,,,,,,,,
48,2006,2006-10-22,7,27.203,DET,@,NYJ,L 24-31,,,,,,,,,,,,,,,
49,2006,2006-11-05,8,27.217,DET,,ATL,W 30-14,*,,,,,,,,,,,,,,
50,2006,2006-11-12,9,27.224,DET,,SFO,L 13-19,,,,,,,,,,,,,,,
51,2006,2006-11-19,10,27.231,DET,@,ARI,L 10-17,,,,,,,,,,,,,,,
52,2006,2006-11-23,11,27.235,DET,,MIA,L 10-27,,,,,,,,,,,,,,,
53,2006,2006-12-03,12,27.245,DET,@,NWE,L 21-28,,,,,,,,,,,,,,,
54,2006,2006-12-10,13,27.252,DET,,MIN,L 20-30,,,,,,,,,,,,,,,
55,2006,2006-12-17,14,27.259,DET,@,GNB,L 9-17,,,,,,,,,,,,,,,
56,2006,2006-12-24,15,27.266,DET,,CHI,L 21-26,,,,,,,,,,,,,,,
57,2006,2006-12-31,16,27.273,DET,@,DAL,W 39-31,,,,,,,,,,,,,,,
58,2007,2007-09-30,4,28.181,KAN,@,SDG,W 30-16,,,,,,,,,,,,,,,
59,2007,2007-10-07,5,28.188,KAN,,JAX,L 7-17,,,,,,,,,,,,,,,
60,2007,2007-10-14,6,28.195,KAN,,CIN,W 27-20,,,,,,,,,,,,,,,
61,2007,2007-10-21,7,28.202,KAN,@,OAK,W 12-10,,,,,,,,,,,,,,,
62,2007,2007-11-04,8,28.216,KAN,,GNB,L 22-33,,,,,,,,,,,,,,,
63,2007,2007-11-11,9,28.223,KAN,,DEN,L 11-27,,,,,,,,,,,,,,,
64,2007,2007-11-18,10,28.230,KAN,@,IND,L 10-13,,,,,,,,,,,,,,,
65,2007,2007-11-25,11,28.237,KAN,,OAK,L 17-20,,,,,,,,,,,,,,,
66,2007,2007-12-02,12,28.244,KAN,,SDG,L 10-24,,,,,,,,,,,,,,,
67,2007,2007-12-09,13,28.251,KAN,@,DEN,L 7-41,,,,,,,,,,,,,,,
68,2007,2007-12-16,14,28.258,KAN,,TEN,L 17-26,,,,,,,,,,,,,,,
69,2007,2007-12-23,15,28.265,KAN,@,DET,L 20-25,,,,,,,,,,,,,,,
70,2007,2007-12-30,16,28.272,KAN,@,NYJ,L 10-13,,1,4,4.00,0,0,0,,0,0.0,,,0,0,0
71,2008,2008-09-07,1,29.158,KAN,@,NWE,L 10-17,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
72,2008,2008-09-14,2,29.165,KAN,,OAK,L 8-23,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
73,2008,2008-09-21,3,29.172,KAN,@,ATL,L 14-38,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
74,2008,2008-09-28,4,29.179,KAN,,DEN,W 33-19,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
75,2008,2008-10-05,5,29.186,KAN,@,CAR,L 0-34,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
76,2008,2008-10-19,6,29.200,KAN,,TEN,L 10-34,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
77,2008,2008-10-26,7,29.207,KAN,@,NYJ,L 24-28,,0,0,,0,0,0,,0,0.0,1,4,0,0,0
78,2008,2008-11-02,8,29.214,KAN,,TAM,L 27-30,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
79,2008,2008-11-09,9,29.221,KAN,@,SDG,L 19-20,,0,0,,0,0,0,,0,0.0,8,2,1,4,0
80,2008,2008-11-16,10,29.228,KAN,,NOR,L 20-30,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
81,2008,2008-11-23,11,29.235,KAN,,BUF,L 31-54,,,,,,,,,,,,,,,
82,2008,2008-11-30,12,29.242,KAN,@,OAK,W 20-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
83,2008,2008-12-07,13,29.249,KAN,@,DEN,L 17-24,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
84,2008,2008-12-14,14,29.256,KAN,,SDG,L 21-22,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
85,2008,2008-12-21,15,29.263,KAN,,MIA,L 31-38,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
86,2008,2008-12-28,16,29.270,KAN,@,CIN,L 6-16,,0,0,,0,1,18,18.00,0,0.0,0,0,0,0,0
87,2009,2009-09-13,1,30.164,KAN,@,BAL,L 24-38,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
88,2009,2009-09-20,2,30.171,KAN,,OAK,L 10-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
89,2009,2009-09-27,3,30.178,KAN,@,PHI,L 14-34,,1,4,4.00,0,0,0,,0,0.0,1,0,0,0,0
90,2009,2009-10-04,4,30.185,KAN,,NYG,L 16-27,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
91,2009,2009-10-11,5,30.192,KAN,,DAL,L 20-26,,,,,,,,,,,,,,,
92,2009,2009-10-18,6,30.199,KAN,@,WAS,W 14-6,*,0,0,,0,0,0,,0,1.0,3,1,0,0,0
93,2009,2009-10-25,7,30.206,KAN,,SDG,L 7-37,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
94,2009,2009-11-15,9,30.227,KAN,@,OAK,W 16-10,*,0,0,,0,0,0,,0,0.0,0,1,0,0,0
95,2009,2009-11-22,10,30.234,KAN,,PIT,W 27-24,*,0,0,,0,0,0,,0,0.0,7,1,0,0,0
96,2009,2009-11-29,11,30.241,KAN,@,SDG,L 14-43,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
97,2009,2009-12-06,12,30.248,KAN,,DEN,L 13-44,*,0,0,,0,0,0,,0,0.0,8,0,0,0,0
98,2009,2009-12-13,13,30.255,KAN,,BUF,L 10-16,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
99,2009,2009-12-27,15,30.269,KAN,@,CIN,L 10-17,*,0,0,,0,0,0,,0,0.0,2,1,1,27,0
100,2009,2010-01-03,16,30.276,KAN,@,DEN,W 44-24,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
101,2010,2010-09-13,1,31.164,KAN,,SDG,W 21-14,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
102,2010,2010-09-26,3,31.177,KAN,,SFO,W 31-10,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
103,2010,2010-10-10,4,31.191,KAN,@,IND,L 9-19,*,0,0,,0,0,0,,0,0.0,3,3,1,4,0
104,2010,2010-10-17,5,31.198,KAN,@,HOU,L 31-35,,0,0,,0,0,0,,0,0.0,3,1,0,0,0
105,2010,2010-10-24,6,31.205,KAN,,JAX,W 42-20,,0,0,,0,0,0,,0,0.0,0,2,0,0,0
106,2010,2010-10-31,7,31.212,KAN,,BUF,W 13-10,,,,,,,,,,,,,,,
107,2010,2010-11-07,8,31.219,KAN,@,OAK,L 20-23,*,0,0,,0,0,0,,0,0.0,7,0,1,0,0
108,2010,2010-12-05,12,31.247,KAN,,DEN,W 10-6,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
109,2010,2010-12-12,13,31.254,KAN,@,SDG,L 0-31,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
110,2010,2010-12-19,14,31.261,KAN,@,STL,W 27-13,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
111,2010,2010-12-26,15,31.268,KAN,,TEN,W 34-14,,,,,,,,,,,,,,,
112,2010,2011-01-02,16,31.275,KAN,,OAK,L 10-31,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
113,2011,2011-09-11,1,32.162,KAN,,BUF,L 7-41,,0,0,,0,0,0,,0,0.0,8,0,0,0,0
114,2011,2011-09-18,2,32.169,KAN,@,DET,L 3-48,*,0,0,,0,0,0,,0,0.0,5,5,1,4,0
115,2011,2011-09-25,3,32.176,KAN,@,SDG,L 17-20,*,0,0,,0,0,0,,0,0.0,0,1,0,0,0
116,2011,2011-10-09,5,32.190,KAN,@,IND,W 28-24,*,0,0,,0,0,0,,0,0.0,0,3,0,0,0
117,2011,2011-10-23,6,32.204,KAN,@,OAK,W 28-0,*,0,0,,0,0,0,,0,0.0,5,1,1,0,0
118,2011,2011-10-31,7,32.212,KAN,,SDG,W 23-20,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
119,2011,2011-11-13,9,32.225,KAN,,DEN,L 10-17,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
120,2011,2011-11-27,11,32.239,KAN,,PIT,L 9-13,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
121,2011,2011-12-04,12,32.246,KAN,@,CHI,W 10-3,*,0,0,,0,0,0,,0,1.0,2,1,1,0,0
122,2011,2011-12-11,13,32.253,KAN,@,NYJ,L 10-37,*,0,0,,0,0,0,,0,0.0,1,3,0,0,0
