ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
11,2005,2005-12-04,12,22.065,TEN,@,IND,L 3-35,*,0,0,,0,0,0,0,,0,0.0%,,6,171,28.50,0,1,16,16.00,0,0,0,0.0,,,0,0,0
12,2005,2005-12-11,13,22.072,TEN,,HOU,W 13-10,*,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,3,80,26.67,1,1,6,0.0,,,0,0,0
13,2005,2005-12-18,14,22.079,TEN,,SEA,L 24-28,*,0,0,,0,0,0,0,,0,0.0%,,5,101,20.20,0,0,0,,0,0,0,0.0,,,0,0,0
14,2005,2005-12-24,15,22.085,TEN,@,MIA,L 10-24,*,0,0,,0,0,0,0,,0,0.0%,,2,45,22.50,0,8,25,3.13,0,0,0,0.0,,,0,0,0
15,2005,2006-01-01,16,22.093,TEN,@,JAX,L 13-40,*,0,0,,0,0,0,0,,0,0.0%,,4,134,33.50,0,2,2,1.00,0,0,0,0.0,,,0,0,0
16,2006,2006-09-10,1,22.345,TEN,,NYJ,L 16-23,*,0,0,,0,0,0,0,,0,0.0%,,1,28,28.00,0,3,23,7.67,0,0,0,0.0,,,0,0,0
17,2006,2006-09-17,2,22.352,TEN,@,SDG,L 7-40,*,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0,0,0,,0,0,0,0.0,,,0,0,0
18,2006,2006-09-24,3,22.359,TEN,@,MIA,L 10-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,4,31,7.75,0,0,0,0.0,,,0,0,0
19,2006,2006-10-01,4,23.001,TEN,,DAL,L 14-45,*,0,0,,0,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,0,0,0.0,,,0,0,0
20,2006,2006-10-08,5,23.008,TEN,@,IND,L 13-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,5,48,9.60,0,0,0,0.0,,,0,0,0
21,2006,2006-10-15,6,23.015,TEN,@,WAS,W 25-22,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,5,32,6.40,0,0,0,0.0,,,0,0,0
22,2006,2006-10-29,7,23.029,TEN,,HOU,W 28-22,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,59,19.67,1,1,6,0.0,,,1,21,0
23,2006,2006-11-12,9,23.043,TEN,,BAL,L 26-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,,,0,0,0
24,2006,2006-11-19,10,23.050,TEN,@,PHI,W 31-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,99,33.00,1,1,6,0.0,,,0,0,0
25,2006,2006-11-26,11,23.057,TEN,,NYG,W 24-21,*,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,2,25,12.50,0,0,0,0.0,,,2,26,0
26,2006,2006-12-03,12,23.064,TEN,,IND,W 20-17,*,0,0,,0,1,1,17,17.00,0,100.0%,17.00,2,47,23.50,0,0,0,,0,0,0,0.0,,,0,0,0
27,2006,2006-12-10,13,23.071,TEN,@,HOU,W 26-20,*,1,1,1.00,0,0,0,0,,0,0.0%,,1,36,36.00,0,4,16,4.00,0,0,0,1.0,,,0,0,0
28,2006,2006-12-17,14,23.078,TEN,,JAX,W 24-17,*,0,0,,0,1,1,14,14.00,0,100.0%,14.00,1,70,70.00,0,1,8,8.00,0,1,6,0.0,,,1,83,1
29,2006,2006-12-24,15,23.085,TEN,@,BUF,W 30-29,*,0,0,,0,0,0,0,,0,0.0%,,5,127,25.40,0,1,-2,-2.00,0,0,0,0.0,,,0,0,0
30,2006,2006-12-31,16,23.092,TEN,,NWE,L 23-40,*,0,0,,0,0,0,0,,0,0.0%,,7,158,22.57,0,2,101,50.50,1,1,6,0.0,,,0,0,0
31,2008,2008-09-07,1,24.343,DAL,@,CLE,W 28-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,8,4.00,0,0,0,0.0,1,0,0,0,0
32,2008,2008-09-15,2,24.351,DAL,,PHI,W 41-37,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,11,3.67,0,0,0,0.0,4,0,0,0,0
33,2008,2008-09-21,3,24.357,DAL,@,GNB,W 27-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,13,4.33,0,0,0,0.0,6,2,0,0,0
34,2008,2008-09-28,4,24.364,DAL,,WAS,L 24-26,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,14,4.67,0,0,0,0.0,1,0,0,0,0
35,2008,2008-10-05,5,25.005,DAL,,CIN,W 31-22,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,15,7.50,0,0,0,0.0,5,1,0,0,0
36,2008,2008-10-12,6,25.012,DAL,@,ARI,L 24-30,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,19,6.33,0,0,0,0.0,5,0,0,0,0
37,2008,2008-12-07,13,25.068,DAL,@,PIT,L 13-20,,0,0,,0,0,0,0,,0,0.0%,,3,48,16.00,0,2,3,1.50,0,0,0,0.0,1,0,0,0,0
38,2008,2008-12-20,15,25.081,DAL,,BAL,L 24-33,,0,0,,0,0,0,0,,0,0.0%,,1,41,41.00,0,1,8,8.00,0,0,0,0.0,1,1,0,0,0
39,2008,2008-12-28,16,25.089,DAL,@,PHI,L 6-44,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,2,4,2.00,0,0,0,0.0,2,1,0,0,0
40,2010,2010-09-12,1,26.347,CIN,@,NWE,L 24-38,,0,0,,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0,,0,0,0,0.0,2,1,0,0,0
41,2010,2010-09-19,2,26.354,CIN,,BAL,W 15-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,1,10,0
42,2010,2010-10-03,4,27.003,CIN,@,CLE,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,1,-4,-4.00,0,0,0,0.0,1,1,0,0,0
43,2010,2010-10-10,5,27.010,CIN,,TAM,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,2,42,21.00,0,2,27,13.50,0,0,0,0.0,3,0,0,0,0
44,2010,2010-10-24,6,27.024,CIN,@,ATL,L 32-39,*,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,2,10,5.00,0,1,6,0.0,5,1,0,0,0
45,2011,2011-10-30,7,28.030,CIN,@,SEA,W 34-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,63,63.00,0,0,0,0.0,0,0,0,0,0
46,2011,2011-11-20,10,28.051,CIN,@,BAL,L 24-31,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
47,2011,2011-11-27,11,28.058,CIN,,CLE,W 23-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
48,2011,2011-12-04,12,28.065,CIN,@,PIT,L 7-35,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
49,2011,2011-12-11,13,28.072,CIN,,HOU,L 19-20,*,0,0,,0,0,0,0,,0,0.0%,,0,-12,,0,0,0,,0,0,0,0.0,4,0,0,0,0
50,2011,2011-12-18,14,28.079,CIN,@,STL,W 20-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
51,2011,2011-12-24,15,28.085,CIN,,ARI,W 23-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0,0,0,0.0,4,1,0,0,0
52,2011,2012-01-01,16,28.093,CIN,,BAL,L 16-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
53,2012,2012-09-10,1,28.346,CIN,@,BAL,L 13-44,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,
54,2012,2012-09-16,2,28.352,CIN,,CLE,W 34-27,,0,0,,0,0,0,0,,0,0.0%,,1,31,31.00,0,3,90,30.00,1,0,6,0.0,0,0,0,0,0
55,2012,2012-09-23,3,28.359,CIN,@,WAS,W 38-31,*,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,2,8,4.00,0,0,0,0.0,3,0,0,0,0
56,2012,2012-09-30,4,29.000,CIN,@,JAX,W 27-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
57,2012,2012-10-07,5,29.007,CIN,,MIA,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,2,25,12.50,0,0,0,0.0,1,0,0,0,0
58,2012,2012-10-14,6,29.014,CIN,@,CLE,L 24-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
59,2012,2012-10-21,7,29.021,CIN,,PIT,L 17-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,5,5.00,0,0,0,0.0,3,1,0,0,0
60,2012,2012-11-04,8,29.035,CIN,,DEN,L 23-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,-1,-0.50,0,0,0,0.0,0,0,0,0,0
61,2012,2012-11-11,9,29.042,CIN,,NYG,W 31-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,77,38.50,0,0,0,0.0,4,1,0,0,0
62,2012,2012-11-18,10,29.049,CIN,@,KAN,W 28-6,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,0,0,1.0,6,0,0,0,0
63,2012,2012-11-25,11,29.056,CIN,,OAK,W 34-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,21,7.00,0,0,0,0.0,2,1,0,0,0
64,2012,2012-12-02,12,29.063,CIN,@,SDG,W 20-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,0,0,0.0,0,0,0,0,0
65,2012,2012-12-09,13,29.070,CIN,,DAL,L 19-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,-3,-3.00,0,0,0,0.0,6,1,0,0,0
66,2012,2012-12-13,14,29.074,CIN,@,PHI,W 34-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,25,12.50,0,0,0,0.0,1,0,0,0,0
67,2012,2012-12-23,15,29.084,CIN,@,PIT,W 13-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,-2,-0.67,0,0,0,0.0,2,0,0,0,0
68,2012,2012-12-30,16,29.091,CIN,,BAL,W 23-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,6,3.00,0,0,0,0.0,1,1,0,0,0
69,2013,2013-09-08,1,29.343,CIN,@,CHI,L 21-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,13,13.00,0,0,0,0.0,2,0,0,0,0
70,2013,2013-09-16,2,29.351,CIN,,PIT,W 20-10,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0,0.0,6,0,0,0,0
71,2013,2013-09-22,3,29.357,CIN,,GNB,W 34-30,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
72,2013,2013-09-29,4,29.364,CIN,@,CLE,L 6-17,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
73,2013,2013-10-06,5,30.006,CIN,,NWE,W 13-6,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,10,5.00,0,0,0,0.0,3,0,1,0,0
74,2013,2013-10-13,6,30.013,CIN,@,BUF,W 27-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,2,5,2.50,0,0,0,0.0,5,1,0,0,0
75,2013,2013-10-20,7,30.020,CIN,@,DET,W 27-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0,0,0,0.0,1,0,0,0,0
76,2013,2013-10-27,8,30.027,CIN,,NYJ,W 49-9,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,6,0.0,6,1,1,60,1
77,2013,2013-10-31,9,30.031,CIN,@,MIA,L 20-22,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
78,2013,2013-11-10,10,30.041,CIN,@,BAL,L 17-20,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0,0.0,1,0,0,0,0
79,2013,2013-11-17,11,30.048,CIN,,CLE,W 41-20,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,0,0,0.0,2,0,0,0,0
80,2013,2013-12-01,12,30.062,CIN,@,SDG,W 17-10,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,1,3,3.00,0,0,0,0.0,4,2,0,0,0
81,2013,2013-12-08,13,30.069,CIN,,IND,W 42-28,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
82,2013,2013-12-15,14,30.076,CIN,@,PIT,L 20-30,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,1,1,0,0
83,2013,2013-12-22,15,30.083,CIN,,MIN,W 42-14,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
84,2013,2013-12-29,16,30.090,CIN,,BAL,W 34-17,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
85,2014,2014-09-07,1,30.342,CIN,@,BAL,W 23-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,45,45.00,0,0,0,0.0,4,1,0,0,0
86,2014,2014-09-14,2,30.349,CIN,,ATL,W 24-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,26,8.67,0,0,0,0.0,4,0,0,0,0
87,2014,2014-09-21,3,30.356,CIN,,TEN,W 33-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
88,2014,2014-10-05,4,31.005,CIN,@,NWE,L 17-43,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,47,47.00,0,0,0,0.0,2,1,0,0,0
89,2014,2014-10-12,5,31.012,CIN,,CAR,T 37-37,,0,0,,0,0,0,0,,0,0.0%,,1,97,97.00,0,0,0,,0,0,0,0.0,5,3,0,0,0
90,2014,2014-10-19,6,31.019,CIN,@,IND,L 0-27,,0,0,,0,0,0,0,,0,0.0%,,2,60,30.00,0,3,14,4.67,0,0,0,0.0,3,2,0,0,0
91,2014,2014-10-26,7,31.026,CIN,,BAL,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,3,93,31.00,0,0,0,,0,0,0,0.0,0,0,1,12,0
92,2014,2014-11-02,8,31.033,CIN,,JAX,W 33-23,,0,0,,0,0,0,0,,0,0.0%,,4,78,19.50,0,4,57,14.25,0,0,0,0.0,2,2,0,0,0
93,2014,2014-11-06,9,31.037,CIN,,CLE,L 3-24,*,0,0,,0,0,0,0,,0,0.0%,,2,55,27.50,0,1,4,4.00,0,0,0,0.0,6,2,0,0,0
94,2014,2014-11-16,10,31.047,CIN,@,NOR,W 27-10,*,0,0,,0,0,0,0,,0,0.0%,,2,74,37.00,0,1,9,9.00,0,0,0,0.0,5,1,0,0,0
95,2014,2014-11-23,11,31.054,CIN,@,HOU,W 22-13,,0,0,,0,0,0,0,,0,0.0%,,3,84,28.00,0,3,21,7.00,0,0,0,0.0,2,0,0,0,0
96,2014,2014-11-30,12,31.061,CIN,@,TAM,W 14-13,,0,0,,0,0,0,0,,0,0.0%,,2,55,27.50,0,2,0,0.00,0,0,0,0.0,2,0,0,0,0
97,2014,2014-12-07,13,31.068,CIN,,PIT,L 21-42,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0,0.0,5,0,0,0,0
98,2014,2014-12-14,14,31.075,CIN,@,CLE,W 30-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0
99,2014,2014-12-22,15,31.083,CIN,,DEN,W 37-28,,0,0,,0,0,0,0,,0,0.0%,,3,134,44.67,0,2,23,11.50,0,0,0,0.0,4,0,1,11,0
100,2014,2014-12-28,16,31.089,CIN,@,PIT,L 17-27,*,0,0,,0,0,0,0,,0,0.0%,,5,114,22.80,0,0,0,,0,0,0,0.0,1,0,0,0,0
101,2015,2015-09-13,1,31.348,CIN,@,OAK,W 33-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,23,11.50,0,0,0,0.0,10,0,0,0,0
102,2015,2015-09-20,2,31.355,CIN,,SDG,W 24-19,*,0,0,,0,0,0,0,,0,0.0%,,2,45,22.50,0,1,0,0.00,0,0,0,0.0,7,2,0,0,0
103,2015,2015-09-27,3,31.362,CIN,@,BAL,W 28-24,*,0,0,,0,0,0,0,,0,0.0%,,1,32,32.00,0,1,0,0.00,0,0,0,0.0,4,2,1,0,0
104,2015,2015-10-04,4,32.004,CIN,,KAN,W 36-21,*,0,0,,0,0,0,0,,0,0.0%,,2,47,23.50,0,0,0,,0,0,0,0.0,0,1,0,0,0
105,2015,2015-10-11,5,32.011,CIN,,SEA,W 27-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,3,66,22.00,0,0,0,1.0,4,1,1,0,0
106,2015,2015-10-18,6,32.018,CIN,@,BUF,W 34-21,*,0,0,,0,0,0,0,,0,0.0%,,2,69,34.50,0,3,32,10.67,0,0,0,0.0,4,1,0,0,0
107,2015,2015-11-01,7,32.032,CIN,@,PIT,W 16-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0,0.0,5,0,0,0,0
108,2015,2015-11-05,8,32.036,CIN,,CLE,W 31-10,*,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,1,5,5.00,0,0,0,0.0,1,0,0,0,0
109,2015,2015-11-16,9,32.047,CIN,,HOU,L 6-10,*,0,0,,0,0,0,0,,0,0.0%,,2,29,14.50,0,2,16,8.00,0,0,0,0.0,4,1,0,0,0
110,2015,2015-11-29,11,32.060,CIN,,STL,W 31-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
111,2015,2015-12-06,12,32.067,CIN,@,CLE,W 37-3,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
112,2015,2015-12-20,14,32.081,CIN,@,SFO,W 24-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0,0,0,0.0,2,1,1,14,0
113,2015,2015-12-28,15,32.089,CIN,@,DEN,L 17-20,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
114,2015,2016-01-03,16,32.095,CIN,,BAL,W 24-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
115,2016,2016-09-11,1,32.347,CIN,@,NYJ,W 23-22,*,0,0,,0,0,0,0,,0,0.0%,,2,35,17.50,0,1,6,6.00,0,0,0,0.0,5,1,0,0,0
116,2016,2016-09-18,2,32.354,CIN,@,PIT,L 16-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,19,9.50,0,0,0,0.0,3,1,1,2,0
117,2016,2016-09-25,3,32.361,CIN,,DEN,L 17-29,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,5,2,0,0,0
118,2016,2016-09-29,4,32.365,CIN,,MIA,W 22-7,*,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,,0,0,0,0.0,1,1,0,0,0
119,2016,2016-10-09,5,33.009,CIN,@,DAL,L 14-28,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0,0.0,4,1,0,0,0
120,2016,2016-10-16,6,33.016,CIN,@,NWE,L 17-35,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
121,2016,2016-10-23,7,33.023,CIN,,CLE,W 31-17,*,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0,,0,0,0,0.0,1,0,0,0,0
122,2016,2016-10-30,8,33.030,CIN,,WAS,T 27-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,2,1.00,0,0,0,0.0,4,0,0,0,0
123,2016,2016-11-14,9,33.045,CIN,@,NYG,L 20-21,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
124,2016,2016-11-20,10,33.051,CIN,,BUF,L 12-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,0.0,4,1,0,0,0
125,2016,2016-11-27,11,33.058,CIN,@,BAL,L 14-19,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
126,2016,2016-12-04,12,33.065,CIN,,PHI,W 32-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,9,0,0,0,0
127,2016,2016-12-11,13,33.072,CIN,@,CLE,W 23-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
128,2016,2016-12-18,14,33.079,CIN,,PIT,L 20-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
129,2016,2016-12-24,15,33.085,CIN,@,HOU,L 10-12,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,-1,-1.00,0,0,0,0.0,2,0,0,0,0
130,2016,2017-01-01,16,33.093,CIN,,BAL,W 27-10,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,0,0,0.0,5,1,0,0,0
131,2017,2017-09-14,2,33.349,CIN,,HOU,L 9-13,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,41,20.50,0,0,0,0.0,5,0,0,0,0
132,2017,2017-09-24,3,33.359,CIN,@,GNB,L 24-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
133,2017,2017-10-01,4,34.001,CIN,@,CLE,W 31-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,40,40.00,0,0,0,0.0,0,1,0,0,0
134,2017,2017-10-08,5,34.008,CIN,,BUF,W 20-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
135,2017,2017-10-29,7,34.029,CIN,,IND,W 24-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
136,2017,2017-11-05,8,34.036,CIN,@,JAX,L 7-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
137,2017,2017-11-12,9,34.043,CIN,@,TEN,L 20-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,34,17.00,0,0,0,0.0,2,1,0,0,0
138,2017,2017-11-26,11,34.057,CIN,,CLE,W 30-16,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,0,0,0.0,1,1,0,0,0
139,2017,2017-12-04,12,34.065,CIN,,PIT,L 20-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0
140,2018,2018-09-09,1,34.344,DEN,,SEA,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,9,4.50,0,0,0,0.0,2,0,1,0,0
141,2018,2018-09-16,2,34.351,DEN,,OAK,W 20-19,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,0,0.0,3,0,0,0,0
