ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
39,2014,2014-12-07,13,25.358,NWE,@,SDG,W 23-14,,,,,,,,
40,2014,2014-12-14,14,26.000,NWE,,MIA,W 41-13,,0,0,,0,0.0,1,0
41,2014,2014-12-21,15,26.007,NWE,@,NYJ,W 17-16,,0,0,,0,0.0,0,1
42,2014,2014-12-28,16,26.014,NWE,,BUF,L 9-17,,,,,,,,
43,2015,2015-09-10,1,26.270,NWE,,PIT,W 28-21,,0,0,,0,0.0,0,0
44,2015,2015-09-27,3,26.287,NWE,,JAX,W 51-17,,0,0,,0,0.0,0,0
45,2015,2015-10-11,4,26.301,NWE,@,DAL,W 30-6,,0,0,,0,0.0,0,0
46,2015,2015-10-18,5,26.308,NWE,@,IND,W 34-27,,0,0,,0,0.0,0,0
47,2015,2015-10-25,6,26.315,NWE,,NYJ,W 30-23,,0,0,,0,0.0,0,0
48,2015,2015-10-29,7,26.319,NWE,,MIA,W 36-7,,0,0,,0,0.0,0,0
49,2015,2015-11-08,8,26.329,NWE,,WAS,W 27-10,,0,0,,0,0.0,0,0
50,2015,2015-11-15,9,26.336,NWE,@,NYG,W 27-26,,0,0,,0,0.0,0,0
51,2015,2015-11-23,10,26.344,NWE,,BUF,W 20-13,,0,0,,0,0.0,0,0
52,2015,2015-11-29,11,26.350,NWE,@,DEN,L 24-30,,0,0,,0,0.0,0,0
53,2015,2015-12-06,12,26.357,NWE,,PHI,L 28-35,,0,0,,0,0.0,0,0
54,2015,2015-12-13,13,26.364,NWE,@,HOU,W 27-6,,0,0,,0,0.0,0,0
55,2015,2015-12-20,14,27.006,NWE,,TEN,W 33-16,,0,0,,0,0.0,0,0
56,2015,2015-12-27,15,27.013,NWE,@,NYJ,L 20-26,,0,0,,0,0.0,0,0
57,2015,2016-01-03,16,27.020,NWE,@,MIA,L 10-20,,0,0,,0,0.0,0,0
58,2016,2016-09-11,1,27.272,NWE,@,ARI,W 23-21,,0,0,,0,0.0,0,0
59,2016,2016-09-18,2,27.279,NWE,,MIA,W 31-24,,0,0,,0,0.0,0,0
60,2016,2016-09-22,3,27.283,NWE,,HOU,W 27-0,,0,0,,0,0.0,0,0
61,2016,2016-10-02,4,27.293,NWE,,BUF,L 0-16,,0,0,,0,0.0,0,0
62,2016,2016-10-09,5,27.300,NWE,@,CLE,W 33-13,,0,0,,0,0.0,0,0
63,2016,2016-10-16,6,27.307,NWE,,CIN,W 35-17,,0,0,,0,0.0,0,0
64,2016,2016-10-23,7,27.314,NWE,@,PIT,W 27-16,,0,0,,0,0.0,0,0
65,2016,2016-10-30,8,27.321,NWE,@,BUF,W 41-25,,0,0,,0,0.0,0,0
66,2016,2016-11-13,9,27.335,NWE,,SEA,L 24-31,,0,0,,0,0.0,0,0
67,2016,2016-11-20,10,27.342,NWE,@,SFO,W 30-17,,0,0,,0,0.0,0,0
68,2016,2016-11-27,11,27.349,NWE,@,NYJ,W 22-17,,0,0,,0,0.0,0,0
69,2016,2016-12-04,12,27.356,NWE,,LAR,W 26-10,,0,0,,0,0.0,0,0
70,2016,2016-12-12,13,27.364,NWE,,BAL,W 30-23,,0,0,,0,0.0,0,0
71,2016,2016-12-18,14,28.004,NWE,@,DEN,W 16-3,,0,0,,0,0.0,0,0
72,2016,2016-12-24,15,28.010,NWE,,NYJ,W 41-3,,0,0,,0,0.0,0,0
73,2016,2017-01-01,16,28.018,NWE,@,MIA,W 35-14,,0,0,,0,0.0,0,0
74,2017,2017-09-24,3,28.284,NWE,,HOU,W 36-33,,0,0,,0,0.0,0,0
75,2017,2017-10-01,4,28.291,NWE,,CAR,L 30-33,,0,0,,0,0.0,0,0
76,2017,2017-10-05,5,28.295,NWE,@,TAM,W 19-14,,0,0,,0,0.0,0,0
77,2017,2017-10-15,6,28.305,NWE,@,NYJ,W 24-17,,0,0,,0,0.0,0,0
78,2017,2017-10-22,7,28.312,NWE,,ATL,W 23-7,,0,0,,0,0.0,0,0
79,2017,2017-10-29,8,28.319,NWE,,LAC,W 21-13,,0,0,,0,0.0,0,0
80,2017,2017-11-12,9,28.333,NWE,@,DEN,W 41-16,,0,0,,0,0.0,0,0
81,2017,2017-11-19,10,28.340,NWE,@,OAK,W 33-8,,0,0,,0,0.0,0,0
82,2017,2017-11-26,11,28.347,NWE,,MIA,W 35-17,,1,14,14.00,0,0.0,0,0
83,2018,2018-09-09,1,29.269,NWE,,HOU,W 27-20,,0,0,,0,0.0,0,0
84,2018,2018-09-16,2,29.276,NWE,@,JAX,L 20-31,,0,0,,0,0.0,0,0
85,2018,2018-09-23,3,29.283,NWE,@,DET,L 10-26,,0,0,,0,0.0,0,0
