ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
26,1970,1970-09-21,1,32.322,CLE,,NYJ,W 31-21,0,0,,0,0,0,,0,0,0,1,25,0
27,1970,1970-09-27,2,32.328,CLE,@,SFO,L 31-34,,,,,,,,,,,,,
28,1970,1970-10-03,3,32.334,CLE,,PIT,W 15-7,,,,,,,,,,,,,
29,1970,1970-10-11,4,32.342,CLE,,CIN,W 30-27,,,,,,,,,,,,,
30,1970,1970-10-18,5,32.349,CLE,,DET,L 24-41,,,,,,,,,,,,,
31,1970,1970-10-25,6,32.356,CLE,@,MIA,W 28-0,,,,,,,,,,,,,
32,1970,1970-11-01,7,32.363,CLE,,SDG,L 10-27,,,,,,,,,,,,,
33,1970,1970-11-08,8,33.005,CLE,@,OAK,L 20-23,,,,,,,,,,,,,
34,1970,1970-11-15,9,33.012,CLE,@,CIN,L 10-14,,,,,,,,,,,,,
35,1970,1970-11-22,10,33.019,CLE,,HOU,W 28-14,,,,,,,,,,,,,
36,1970,1970-11-29,11,33.026,CLE,@,PIT,L 9-28,,,,,,,,,,,,,
37,1970,1970-12-07,12,33.034,CLE,@,HOU,W 21-10,,,,,,,,,,,,,
38,1970,1970-12-12,13,33.039,CLE,,DAL,L 2-6,,,,,,,,,,,,,
39,1970,1970-12-20,14,33.047,CLE,@,DEN,W 27-13,,,,,,,,,,,,,
40,1971,1971-09-19,1,33.320,CLE,,HOU,W 31-0,,,,,,,,,,,,,
41,1971,1971-09-26,2,33.327,CLE,@,BAL,W 14-13,,,,,,,,,,,,,
42,1971,1971-10-04,3,33.335,CLE,,OAK,L 20-34,,,,,,,,,,,,,
43,1971,1971-10-10,4,33.341,CLE,,PIT,W 27-17,0,0,,0,1,21,21.00,0,0,0,0,0,0
44,1971,1971-10-17,5,33.348,CLE,@,CIN,W 27-24,,,,,,,,,,,,,
45,1971,1971-10-24,6,33.355,CLE,,DEN,L 0-27,,,,,,,,,,,,,
46,1971,1971-10-31,7,33.362,CLE,,ATL,L 14-31,,,,,,,,,,,,,
47,1971,1971-11-07,8,34.004,CLE,@,PIT,L 9-26,,,,,,,,,,,,,
48,1971,1971-11-14,9,34.011,CLE,@,KAN,L 7-13,,,,,,,,,,,,,
49,1971,1971-11-21,10,34.018,CLE,,NWE,W 27-7,,,,,,,,,,,,,
50,1971,1971-11-28,11,34.025,CLE,@,HOU,W 37-24,,,,,,,,,,,,,
51,1971,1971-12-05,12,34.032,CLE,,CIN,W 31-27,,,,,,,,,,,,,
52,1971,1971-12-12,13,34.039,CLE,@,NOR,W 21-17,,,,,,,,,,,,,
53,1971,1971-12-19,14,34.046,CLE,@,WAS,W 20-13,,,,,,,,,,,,,
54,1972,1972-09-17,1,34.319,CLE,,GNB,L 10-26,,,,,,,,,,,,,
55,1972,1972-09-24,2,34.326,CLE,@,PHI,W 27-17,,,,,,,,,,,,,
56,1972,1972-10-01,3,34.333,CLE,,CIN,W 27-6,,,,,,,,,,,,,
57,1972,1972-10-08,4,34.340,CLE,,KAN,L 7-31,,,,,,,,,,,,,
58,1972,1972-10-15,5,34.347,CLE,,CHI,L 0-17,,,,,,,,,,,,,
59,1972,1972-10-22,6,34.354,CLE,@,HOU,W 23-17,,,,,,,,,,,,,
60,1972,1972-10-29,7,34.361,CLE,@,DEN,W 27-20,,,,,,,,,,,,,
61,1972,1972-11-05,8,35.002,CLE,,HOU,W 20-0,,,,,,,,,,,,,
62,1972,1972-11-13,9,35.010,CLE,@,SDG,W 21-17,,,,,,,,,,,,,
63,1972,1972-11-19,10,35.016,CLE,,PIT,W 26-24,,,,,,,,,,,,,
64,1972,1972-11-26,11,35.023,CLE,,BUF,W 27-10,,,,,,,,,,,,,
65,1972,1972-12-03,12,35.030,CLE,@,PIT,L 0-30,,,,,,,,,,,,,
66,1972,1972-12-09,13,35.036,CLE,@,CIN,W 27-24,,,,,,,,,,,,,
67,1972,1972-12-17,14,35.044,CLE,@,NYJ,W 26-10,,,,,,,,,,,,,
