ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
13,1962,1962-09-23,3,23.138,SDG,,HOU,L 17-42,10,18,1.80,0,3,25,8.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,25,25.00,0,1,15,15.00,0,,,,,,,0,0
14,1962,1962-09-30,4,23.145,SDG,@,OAK,W 42-33,12,166,13.83,1,1,29,29.00,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,1,2,2.00,0,,,,,,,1,6
15,1962,1962-10-07,5,23.152,SDG,,DTX,W 32-28,19,85,4.47,1,3,42,14.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,2,16,8.00,0,,,,,,,1,6
16,1962,1962-10-13,6,23.158,SDG,@,BUF,L 10-35,10,32,3.20,0,3,16,5.33,0,0,0,,0,0,0,,0,0,,,4,58,14.50,0,1,17,17.00,0,,,,,,,0,0
17,1962,1962-10-19,7,23.164,SDG,@,BOS,L 20-24,12,48,4.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,2,39,19.50,0,0,0,,0,,,,,,,0,0
18,1962,1962-11-25,11,23.201,SDG,@,HOU,L 27-33,5,14,2.80,0,2,49,24.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
19,1962,1962-12-02,12,23.208,SDG,,OAK,W 31-21,15,57,3.80,0,2,37,18.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
20,1962,1962-12-09,13,23.215,SDG,,BOS,L 14-20,10,32,3.20,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,15,15.00,0,,,,,,,0,0
21,1962,1962-12-16,14,23.222,SDG,@,DTX,L 17-26,11,74,6.73,0,0,0,,0,1,1,100.00,20,1,0,158.3,0,0,20.00,40.00,0,0,,0,2,12,6.00,0,,,,,,,0,0
22,1963,1963-09-08,1,24.123,SDG,,BUF,W 14-10,3,9,3.00,0,2,38,19.00,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,1,0,0.00,0,,,,,,,0,0
23,1963,1963-09-14,2,24.129,SDG,,BOS,W 17-13,8,39,4.88,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,77,25.67,0,2,65,32.50,0,,,,,,,0,0
24,1963,1963-09-29,3,24.144,SDG,,KAN,W 24-10,14,59,4.21,0,4,28,7.00,1,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0,,0,,,,,,,1,6
25,1963,1963-10-06,4,24.151,SDG,@,DEN,L 34-50,8,62,7.75,0,4,73,18.25,2,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,122,30.50,0,1,7,7.00,0,,,,,,,2,12
26,1963,1963-10-13,5,24.158,SDG,,NYJ,W 24-20,13,33,2.54,0,2,40,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
27,1963,1963-10-20,6,24.165,SDG,@,KAN,W 38-17,10,127,12.70,1,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
28,1963,1963-10-27,7,24.172,SDG,,OAK,L 33-34,15,130,8.67,1,2,11,5.50,0,0,0,,0,0,0,,0,0,,,3,65,21.67,0,1,11,11.00,0,,,,,,,1,6
29,1963,1963-11-02,8,24.178,SDG,@,NYJ,W 53-7,11,62,5.64,0,2,44,22.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
30,1963,1963-11-10,9,24.186,SDG,@,BOS,W 7-6,11,36,3.27,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
31,1963,1963-11-17,10,24.193,SDG,@,BUF,W 23-13,10,101,10.10,1,3,31,10.33,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,0,0,,0,,,,,,,1,6
32,1963,1963-12-01,11,24.207,SDG,,HOU,W 27-0,13,102,7.85,1,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,,,,,,,1,6
33,1963,1963-12-08,12,24.214,SDG,@,OAK,L 27-41,2,0,0.00,0,1,34,34.00,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,0,0,,0,,,,,,,0,0
34,1963,1963-12-22,14,24.228,SDG,,DEN,W 58-20,10,66,6.60,1,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
35,1964,1964-09-12,1,25.127,SDG,,HOU,W 27-21,10,52,5.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
36,1964,1964-09-20,2,25.135,SDG,,BOS,L 28-33,12,29,2.42,0,2,22,11.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
37,1964,1964-09-26,3,25.141,SDG,@,BUF,L 3-30,21,94,4.48,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
38,1964,1964-10-03,4,25.148,SDG,@,NYJ,T 17-17,8,26,3.25,0,6,94,15.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,2,100.0,1,3,33.3,0,5
39,1964,1964-10-09,5,25.154,SDG,@,BOS,W 26-17,10,28,2.80,0,3,-1,-0.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
40,1964,1964-10-18,6,25.163,SDG,,DEN,W 42-14,6,35,5.83,2,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
41,1964,1964-10-25,7,25.170,SDG,@,HOU,W 20-17,12,65,5.42,0,3,29,9.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,1,0.0,0,0
42,1964,1964-11-01,8,25.177,SDG,,OAK,W 31-17,10,44,4.40,2,3,17,5.67,0,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,0,0,,0,0,0,,0,,,,,,,2,12
43,1964,1964-11-08,9,25.184,SDG,@,DEN,W 31-20,20,100,5.00,0,1,2,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
44,1964,1964-11-15,10,25.191,SDG,@,KAN,W 28-14,20,35,1.75,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,4,4,100.0,,1,0.0,0,4
45,1964,1964-11-26,11,25.202,SDG,,BUF,L 24-27,8,34,4.25,0,3,32,10.67,0,1,1,100.00,53,1,0,158.3,0,0,53.00,73.00,0,0,,0,0,0,,0,3,3,100.0,1,1,100.0,0,6
46,1964,1964-12-06,12,25.212,SDG,,NYJ,W 38-3,13,42,3.23,0,4,45,11.25,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,5,5,100.0,1,2,50.0,1,14
47,1964,1964-12-13,13,25.219,SDG,,KAN,L 6-49,5,48,9.60,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,0.0,,,,0,0
48,1964,1964-12-20,14,25.226,SDG,@,OAK,L 20-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,2,100.0,2,4,50.0,0,8
49,1965,1965-10-10,5,26.155,SDG,@,BUF,W 34-3,4,21,5.25,0,2,16,8.00,1,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,1,19,19.00,0,0,0,,0,,,,,,,1,6
50,1965,1965-10-17,6,26.162,SDG,@,BOS,T 13-13,10,51,5.10,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
51,1965,1965-10-23,7,26.168,SDG,@,NYJ,W 34-9,10,47,4.70,0,4,30,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
52,1965,1965-10-31,8,26.176,SDG,,BOS,L 6-22,11,24,2.18,1,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
53,1965,1965-11-07,9,26.183,SDG,@,DEN,W 35-21,8,24,3.00,1,2,73,36.50,2,1,1,100.00,34,1,0,158.3,0,0,34.00,54.00,0,0,,0,0,0,,0,,,,,,,3,18
54,1965,1965-11-14,10,26.190,SDG,@,KAN,L 7-31,6,13,2.17,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
55,1965,1965-11-25,11,26.201,SDG,,BUF,T 20-20,1,3,3.00,0,2,68,34.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,,,,,,,0,0
56,1965,1965-12-04,12,26.210,SDG,,NYJ,W 38-7,13,57,4.38,1,2,46,23.00,1,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,,,,,,,2,12
57,1965,1965-12-12,13,26.218,SDG,@,HOU,W 37-26,11,62,5.64,0,5,87,17.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
58,1966,1966-09-25,3,27.140,SDG,@,OAK,W 29-20,4,18,4.50,0,2,34,17.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
59,1966,1966-10-02,4,27.147,SDG,,MIA,W 44-10,7,14,2.00,0,0,0,,0,1,1,100.00,36,1,0,158.3,0,0,36.00,56.00,0,0,,0,0,0,,0,,,,,,,0,0
60,1966,1966-10-08,5,27.153,SDG,@,NYJ,L 16-17,5,24,4.80,0,3,71,23.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
61,1966,1966-10-16,6,27.161,SDG,@,BUF,T 17-17,4,1,0.25,0,5,123,24.60,1,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,0,0,,0,0,0,,0,,,,,,,1,6
62,1966,1966-10-23,7,27.168,SDG,@,BOS,L 17-35,4,11,2.75,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
63,1966,1966-10-30,8,27.175,SDG,,DEN,W 24-17,17,95,5.59,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
64,1966,1966-11-06,9,27.182,SDG,@,KAN,L 14-24,9,20,2.22,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
65,1966,1966-11-13,10,27.189,SDG,,OAK,L 19-41,3,13,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
66,1966,1966-11-27,11,27.203,SDG,@,DEN,L 17-20,2,10,5.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
67,1966,1966-12-04,12,27.210,SDG,@,HOU,W 28-22,3,8,2.67,0,1,15,15.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,,,,,,0,0
68,1967,1967-09-10,1,28.125,BUF,,NYJ,W 20-17,13,81,6.23,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
69,1967,1967-09-17,2,28.132,BUF,,HOU,L 3-20,12,47,3.92,0,5,26,5.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
70,1967,1967-09-24,3,28.139,BUF,,BOS,L 0-23,13,41,3.15,0,2,58,29.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
71,1967,1967-10-01,4,28.146,BUF,,SDG,L 17-37,8,34,4.25,1,3,90,30.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
72,1967,1967-10-08,5,28.153,BUF,@,DEN,W 17-16,9,55,6.11,1,2,39,19.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
73,1967,1967-10-15,6,28.160,BUF,,OAK,L 20-24,7,15,2.14,1,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
74,1967,1967-10-29,7,28.174,BUF,@,HOU,L 3-10,14,77,5.50,0,5,53,10.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
75,1967,1967-11-05,8,28.181,BUF,,MIA,W 35-13,17,65,3.82,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
76,1967,1967-11-12,9,28.188,BUF,@,NYJ,L 10-20,12,30,2.50,1,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
77,1967,1967-11-19,10,28.195,BUF,,DEN,L 20-21,16,72,4.50,0,6,59,9.83,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,2,12
78,1967,1967-11-26,11,28.202,BUF,@,MIA,L 14-17,14,54,3.86,0,1,23,23.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
79,1967,1967-12-03,12,28.209,BUF,@,KAN,L 13-23,7,7,1.00,0,4,78,19.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
80,1967,1967-12-09,13,28.215,BUF,@,BOS,W 44-16,8,12,1.50,0,3,51,17.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,1,6
81,1967,1967-12-24,14,28.230,BUF,@,OAK,L 21-28,9,11,1.22,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
82,1968,1968-09-29,4,29.144,BUF,,NYJ,W 37-35,4,-1,-0.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
83,1968,1968-10-05,5,29.150,BUF,,KAN,L 7-18,8,43,5.38,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
84,1968,1968-10-12,6,29.157,BUF,@,MIA,T 14-14,10,29,2.90,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
85,1968,1968-10-20,7,29.165,BUF,@,BOS,L 6-23,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,,,,,,0,0
86,1968,1968-11-03,8,29.179,SDG,,MIA,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0,,0,,,,,,,0,0
