ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2012,2012-12-30,16,21.261,CLE,@,PIT,L 10-24,*,7,4,39,9.75,0,57.1%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
17,2013,2013-09-22,3,22.162,CLE,@,MIN,W 31-27,*,19,10,146,14.60,1,52.6%,7.68,1,22,22.00,0,0,0,,0,0,0,,0,0,,,1,6,0.0,1,0
18,2013,2013-09-29,4,22.169,CLE,,CIN,W 17-6,*,9,4,71,17.75,0,44.4%,7.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
19,2013,2013-10-03,5,22.173,CLE,,BUF,W 37-24,*,6,4,86,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
20,2013,2013-10-13,6,22.183,CLE,,DET,L 17-31,*,9,7,126,18.00,0,77.8%,14.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
21,2013,2013-10-20,7,22.190,CLE,@,GNB,L 13-31,*,6,2,21,10.50,0,33.3%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
22,2013,2013-10-27,8,22.197,CLE,@,KAN,L 17-23,*,10,5,132,26.40,1,50.0%,13.20,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
23,2013,2013-11-03,9,22.204,CLE,,BAL,W 24-18,*,7,3,44,14.67,0,42.9%,6.29,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
24,2013,2013-11-17,10,22.218,CLE,@,CIN,L 20-41,*,15,5,125,25.00,1,33.3%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
25,2013,2013-11-24,11,22.225,CLE,,PIT,L 11-27,*,17,14,237,16.93,1,82.4%,13.94,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
26,2013,2013-12-01,12,22.232,CLE,,JAX,L 28-32,*,15,10,261,26.10,2,66.7%,17.40,0,0,,0,0,0,,0,0,0,,0,0,,,2,12,0.0,0,0
27,2013,2013-12-08,13,22.239,CLE,@,NWE,L 26-27,*,10,7,151,21.57,1,70.0%,15.10,1,34,34.00,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
28,2013,2013-12-15,14,22.246,CLE,,CHI,L 31-38,*,10,3,67,22.33,1,30.0%,6.70,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
29,2013,2013-12-22,15,22.253,CLE,@,NYJ,L 13-24,*,16,6,97,16.17,0,37.5%,6.06,1,22,22.00,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
30,2013,2013-12-29,16,22.260,CLE,@,PIT,L 7-20,*,10,7,82,11.71,0,70.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
31,2014,2014-11-23,11,23.224,CLE,@,ATL,W 26-24,*,16,8,120,15.00,0,50.0%,7.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,0.0,2,0
32,2014,2014-11-30,12,23.231,CLE,@,BUF,L 10-26,*,13,7,75,10.71,0,53.8%,5.77,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
33,2014,2014-12-07,13,23.238,CLE,,IND,L 24-25,*,7,2,15,7.50,0,28.6%,2.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
34,2014,2014-12-14,14,23.245,CLE,,CIN,L 0-30,*,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
35,2014,2014-12-21,15,23.252,CLE,@,CAR,L 13-17,*,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
36,2017,2017-12-03,12,26.234,CLE,@,LAC,L 10-19,*,11,4,85,21.25,0,36.4%,7.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
37,2017,2017-12-10,13,26.241,CLE,,GNB,L 21-27,*,6,3,69,23.00,1,50.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
38,2017,2017-12-17,14,26.248,CLE,,BAL,L 10-27,*,10,5,47,9.40,0,50.0%,4.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
39,2017,2017-12-24,15,26.255,CLE,@,CHI,L 3-20,*,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
40,2017,2017-12-31,16,26.262,CLE,@,PIT,L 24-28,*,7,4,115,28.75,0,57.1%,16.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,0.0,0,0
41,2018,2018-09-09,1,27.149,CLE,,PIT,T 21-21,*,3,1,17,17.00,1,33.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,0.0,0,0
