ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
30,1952,1952-12-13,12,24.041,DET,,DTX,W 41-6,1,7,7.00,0,0,0,,0
31,1953,1953-09-27,1,24.329,DET,,PIT,W 38-21,3,93,31.00,1,0,0,,0
32,1953,1953-10-03,2,24.335,DET,@,BAL,W 27-17,2,14,7.00,0,0,0,,0
33,1953,1953-10-11,3,24.343,DET,,SFO,W 24-21,2,60,30.00,1,0,0,,0
34,1953,1953-10-18,4,24.350,DET,,RAM,L 19-31,4,90,22.50,1,0,0,,0
35,1953,1953-10-25,5,24.357,DET,@,SFO,W 14-10,1,9,9.00,0,0,0,,0
36,1953,1953-11-01,6,24.364,DET,@,RAM,L 24-37,3,29,9.67,1,0,0,,0
37,1953,1953-11-07,7,25.005,DET,,BAL,W 17-7,2,18,9.00,1,0,0,,0
38,1953,1953-11-15,8,25.013,DET,@,GNB,W 14-7,1,22,22.00,1,1,2,2.00,0
39,1953,1953-11-22,9,25.020,DET,@,CHI,W 20-16,3,49,16.33,0,0,0,,0
40,1953,1953-11-26,10,25.024,DET,,GNB,W 34-15,1,8,8.00,0,0,0,,0
41,1953,1953-12-06,11,25.034,DET,,CHI,W 13-7,2,55,27.50,0,0,0,,0
42,1953,1953-12-13,12,25.041,DET,@,NYG,W 27-16,1,25,25.00,1,0,0,,0
43,1954,1954-10-10,2,25.342,DET,,RAM,W 21-3,2,15,7.50,0,0,0,,0
44,1954,1954-10-16,3,25.348,DET,,BAL,W 35-0,5,94,18.80,0,0,0,,0
45,1954,1954-10-24,4,25.356,DET,@,SFO,L 31-37,1,8,8.00,0,0,0,,0
46,1954,1954-10-31,5,25.363,DET,@,RAM,W 27-24,1,18,18.00,0,0,0,,0
47,1954,1954-11-06,6,26.004,DET,@,BAL,W 27-3,4,71,17.75,0,0,0,,0
48,1954,1954-11-14,7,26.012,DET,,SFO,W 48-7,1,24,24.00,0,0,0,,0
49,1954,1954-11-21,8,26.019,DET,@,GNB,W 21-17,4,63,15.75,0,0,0,,0
50,1954,1954-11-25,9,26.023,DET,,GNB,W 28-24,2,11,5.50,0,0,0,,0
51,1954,1954-12-05,10,26.033,DET,,PHI,T 13-13,2,28,14.00,0,0,0,,0
52,1954,1954-12-19,12,26.047,DET,@,CLE,W 14-10,2,45,22.50,0,0,0,,0
53,1955,1955-10-23,5,26.355,DET,@,RAM,L 13-24,1,11,11.00,0,0,0,,0
54,1955,1955-10-30,6,26.362,DET,@,SFO,L 21-38,1,7,7.00,1,0,0,,0
55,1955,1955-11-20,9,27.018,DET,,CHI,L 14-24,3,18,6.00,0,9,31,3.44,0
56,1955,1955-11-24,10,27.022,DET,,GNB,W 24-10,2,7,3.50,0,14,56,4.00,0
57,1955,1955-12-04,11,27.032,DET,@,CHI,L 20-21,2,11,5.50,0,12,72,6.00,0
58,1956,1956-09-30,1,27.333,DET,@,GNB,W 20-16,2,2,1.00,0,6,18,3.00,0
59,1956,1956-10-06,2,27.339,DET,@,BAL,W 31-14,1,-2,-2.00,0,1,6,6.00,0
60,1956,1956-10-28,5,27.361,DET,@,RAM,W 16-7,3,61,20.33,0,7,15,2.14,0
61,1956,1956-11-04,6,28.002,DET,@,SFO,W 17-13,1,18,18.00,0,16,77,4.81,2
62,1956,1956-11-18,8,28.016,DET,,BAL,W 27-3,1,6,6.00,0,13,69,5.31,1
63,1956,1956-11-22,9,28.020,DET,,GNB,L 20-24,1,0,0.00,0,14,89,6.36,1
64,1956,1956-12-02,10,28.030,DET,,CHI,W 42-10,0,0,,0,12,60,5.00,0
65,1956,1956-12-09,11,28.037,DET,,PIT,W 45-7,4,28,7.00,1,3,7,2.33,0
66,1956,1956-12-16,12,28.044,DET,@,CHI,L 21-38,1,3,3.00,0,4,7,1.75,1
67,1957,1957-10-06,2,28.338,DET,@,GNB,W 24-14,0,0,,0,2,5,2.50,0
68,1957,1957-10-13,3,28.345,DET,,RAM,W 10-7,0,0,,0,1,-1,-1.00,0
69,1957,1957-10-20,4,28.352,DET,,BAL,W 31-27,0,0,,0,1,1,1.00,0
70,1957,1957-10-27,5,28.359,DET,@,RAM,L 17-35,0,0,,0,2,5,2.50,0
71,1957,1957-11-03,6,29.001,DET,@,SFO,L 31-35,1,6,6.00,0,2,21,10.50,0
72,1957,1957-11-10,7,29.008,DET,@,PHI,W 27-16,0,0,,0,4,12,3.00,0
73,1957,1957-11-17,8,29.015,DET,,SFO,W 31-10,3,49,16.33,0,2,14,7.00,0
74,1957,1957-11-28,10,29.026,DET,,GNB,W 18-6,0,0,,0,9,38,4.22,0
75,1957,1957-12-08,11,29.036,DET,,CLE,W 20-7,0,0,,0,1,4,4.00,0
