ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
19,1998,1998-09-20,3,23.258,TAM,,CHI,W 27-15,,10,82,8.20,1,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,1,6,0.0,,
20,1998,1998-09-28,4,23.266,TAM,@,DET,L 6-27,,8,30,3.75,0,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
21,1998,1998-10-04,5,23.272,TAM,,NYG,W 20-3,,21,63,3.00,0,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,,
22,1998,1998-10-18,6,23.286,TAM,,CAR,W 16-13,,17,96,5.65,0,3,2,-2,-1.00,0,66.7%,-0.67,0,0,,0,0,0,,0,0,0,0.0,,
23,1998,1998-10-25,7,23.293,TAM,@,NOR,L 3-9,,11,46,4.18,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
24,1998,1998-11-01,8,23.300,TAM,,MIN,W 27-24,,18,115,6.39,1,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,1,6,0.0,,
25,1998,1998-11-08,9,23.307,TAM,,TEN,L 22-31,,14,49,3.50,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,,
26,1998,1998-11-15,10,23.314,TAM,@,JAX,L 24-29,,16,107,6.69,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
27,1998,1998-11-22,11,23.321,TAM,,DET,L 25-28,,14,73,5.21,0,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,,
28,1998,1998-11-29,12,23.328,TAM,@,CHI,W 31-17,,22,62,2.82,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
29,1998,1998-12-07,13,23.336,TAM,,GNB,W 24-22,,18,62,3.44,0,2,2,14,7.00,0,100.0%,7.00,1,25,25.00,0,0,0,,0,0,0,0.0,,
30,1998,1998-12-13,14,23.342,TAM,,PIT,W 16-3,,15,36,2.40,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,,
31,1998,1998-12-19,15,23.348,TAM,@,WAS,L 16-20,,18,33,1.83,0,7,5,27,5.40,0,71.4%,3.86,0,0,,0,0,0,,0,0,0,0.0,,
32,1998,1998-12-27,16,23.356,TAM,@,CIN,W 35-0,,19,89,4.68,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
33,1999,1999-09-12,1,24.250,TAM,,NYG,L 13-17,*,15,46,3.07,0,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,0.0,,
34,1999,1999-09-19,2,24.257,TAM,@,PHI,W 19-5,*,24,82,3.42,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
35,1999,1999-09-26,3,24.264,TAM,,DEN,W 13-10,*,8,15,1.88,0,11,9,82,9.11,0,81.8%,7.45,0,0,,0,0,0,,0,0,0,0.0,,
36,1999,1999-10-03,4,24.271,TAM,@,MIN,L 14-21,*,16,49,3.06,0,7,4,52,13.00,0,57.1%,7.43,0,0,,0,0,0,,0,0,0,0.0,,
37,1999,1999-10-10,5,24.278,TAM,@,GNB,L 23-26,*,14,39,2.79,0,6,6,41,6.83,1,100.0%,6.83,0,0,,0,0,0,,0,1,6,0.0,,
38,1999,1999-10-24,6,24.292,TAM,,CHI,W 6-3,*,9,21,2.33,0,7,5,27,5.40,0,71.4%,3.86,0,0,,0,0,0,,0,0,0,0.0,,
39,1999,1999-10-31,7,24.299,TAM,@,DET,L 3-20,*,9,33,3.67,0,13,11,77,7.00,0,84.6%,5.92,0,0,,0,0,0,,0,0,0,0.0,,
40,1999,1999-11-07,8,24.306,TAM,@,NOR,W 31-16,*,12,42,3.50,0,3,3,54,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,0.0,,
41,1999,1999-11-14,9,24.313,TAM,,KAN,W 17-10,*,18,66,3.67,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,,
42,1999,1999-11-21,10,24.320,TAM,,ATL,W 19-10,*,11,44,4.00,0,5,2,8,4.00,0,40.0%,1.60,1,25,25.00,0,0,0,,0,0,0,0.0,,
43,1999,1999-11-28,11,24.327,TAM,@,SEA,W 16-3,*,15,57,3.80,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
44,1999,1999-12-12,13,24.341,TAM,,DET,W 23-16,*,8,6,0.75,0,7,6,115,19.17,0,85.7%,16.43,0,0,,0,0,0,,0,0,0,0.0,,
45,1999,1999-12-19,14,24.348,TAM,@,OAK,L 0-45,*,7,11,1.57,0,6,5,36,7.20,0,83.3%,6.00,1,15,15.00,0,0,0,,0,0,0,0.0,,
46,1999,1999-12-26,15,24.355,TAM,,GNB,W 29-10,*,13,25,1.92,0,7,6,48,8.00,1,85.7%,6.86,3,70,23.33,0,0,0,,0,1,6,0.0,,
47,1999,2000-01-02,16,24.362,TAM,@,CHI,W 20-6,*,16,80,5.00,0,1,1,3,3.00,0,100.0%,3.00,3,46,15.33,0,0,0,,0,0,0,0.0,,
48,2000,2000-09-03,1,25.242,TAM,@,NWE,W 21-16,*,16,56,3.50,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,,
49,2000,2000-09-10,2,25.249,TAM,,CHI,W 41-0,,14,53,3.79,0,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,0,0.0,,
50,2000,2000-09-17,3,25.256,TAM,@,DET,W 31-10,,10,34,3.40,1,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,0,1,6,0.0,,
51,2000,2000-09-24,4,25.263,TAM,,NYJ,L 17-21,*,13,53,4.08,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0.0,,
52,2000,2000-10-01,5,25.270,TAM,@,WAS,L 17-20,,10,3,0.30,0,8,4,36,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
53,2000,2000-10-09,6,25.278,TAM,@,MIN,L 23-30,,10,32,3.20,0,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,,0,0,0,0.0,,
54,2000,2000-10-19,7,25.288,TAM,,DET,L 14-28,*,8,46,5.75,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,0.0,,
55,2000,2000-10-29,8,25.298,TAM,,MIN,W 41-13,,11,89,8.09,0,1,1,23,23.00,1,100.0%,23.00,0,0,,0,0,0,,0,1,6,0.0,,
56,2000,2000-11-05,9,25.305,TAM,@,ATL,W 27-14,*,18,77,4.28,0,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,0,0,,0,0,0,0.0,,
57,2000,2000-11-12,10,25.312,TAM,,GNB,W 20-15,,14,55,3.93,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,,
58,2000,2000-11-19,11,25.319,TAM,@,CHI,L 10-13,,17,75,4.41,0,4,2,1,0.50,0,50.0%,0.25,0,0,,0,0,0,,0,0,0,0.0,,
59,2000,2000-11-26,12,25.326,TAM,,BUF,W 31-17,*,20,106,5.30,2,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,2,12,0.0,,
60,2000,2000-12-03,13,25.333,TAM,,DAL,W 27-7,*,22,210,9.55,2,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,2,12,0.0,,
61,2000,2000-12-10,14,25.340,TAM,@,MIA,W 16-13,,28,59,2.11,0,7,6,84,14.00,0,85.7%,12.00,0,0,,0,0,0,,0,0,0,0.0,,
62,2000,2000-12-18,15,25.348,TAM,,STL,W 38-35,,22,145,6.59,3,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,3,18,0.0,,
63,2000,2000-12-24,16,25.354,TAM,@,GNB,L 14-17,,15,40,2.67,0,10,5,44,8.80,0,50.0%,4.40,0,0,,0,0,0,,0,0,0,0.0,,
64,2001,2001-09-09,1,26.247,TAM,@,DAL,W 10-6,*,22,56,2.55,0,7,4,21,5.25,0,57.1%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
65,2001,2001-09-30,2,26.268,TAM,@,MIN,L 16-20,*,11,65,5.91,1,6,5,34,6.80,0,83.3%,5.67,0,0,,0,0,0,,0,1,6,0.0,,
66,2001,2001-10-14,4,26.282,TAM,@,TEN,L 28-31,,10,16,1.60,1,12,7,65,9.29,1,58.3%,5.42,0,0,,0,0,0,,0,2,12,0.0,,
67,2001,2001-10-21,5,26.289,TAM,,PIT,L 10-17,*,13,31,2.38,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
68,2001,2001-11-04,7,26.303,TAM,@,GNB,L 20-21,*,3,5,1.67,0,5,5,30,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
69,2001,2001-11-11,8,26.310,TAM,@,DET,W 20-17,*,17,51,3.00,0,8,5,60,12.00,1,62.5%,7.50,0,0,,0,0,0,,0,1,6,0.0,,
70,2001,2001-11-18,9,26.317,TAM,,CHI,L 24-27,*,8,12,1.50,0,13,12,138,11.50,0,92.3%,10.62,0,0,,0,0,0,,0,0,0,0.0,,
71,2001,2001-11-26,10,26.325,TAM,@,STL,W 24-17,*,14,60,4.29,1,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,1,6,0.0,,
72,2001,2001-12-02,11,26.331,TAM,@,CIN,W 16-13,*,21,42,2.00,0,3,3,5,1.67,0,100.0%,1.67,0,0,,0,0,0,,0,0,0,0.0,,
73,2001,2001-12-09,12,26.338,TAM,,DET,W 15-12,*,6,3,0.50,0,11,9,54,6.00,0,81.8%,4.91,0,0,,0,0,0,,0,0,0,0.0,,
74,2001,2001-12-16,13,26.345,TAM,@,CHI,L 3-27,*,10,27,2.70,0,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,0.0,,
75,2001,2001-12-23,14,26.352,TAM,,NOR,W 48-21,*,10,32,3.20,0,8,5,46,9.20,1,62.5%,5.75,0,0,,0,0,0,,0,1,6,0.0,,
76,2001,2001-12-29,15,26.358,TAM,,BAL,W 22-10,*,13,47,3.62,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
77,2002,2002-09-08,1,27.246,ATL,@,GNB,L 34-37,*,15,69,4.60,2,4,4,19,4.75,0,100.0%,4.75,0,0,,0,0,0,,0,2,12,0.0,,
78,2002,2002-09-15,2,27.253,ATL,,CHI,L 13-14,*,15,34,2.27,0,5,4,30,7.50,1,80.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,,
79,2002,2002-09-22,3,27.260,ATL,,CIN,W 30-3,*,8,18,2.25,1,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,1,6,0.0,,
80,2002,2002-10-06,4,27.274,ATL,,TAM,L 6-20,*,9,14,1.56,0,8,2,13,6.50,0,25.0%,1.63,0,0,,0,0,0,,0,0,0,0.0,,
81,2002,2002-10-13,5,27.281,ATL,@,NYG,W 17-10,*,6,8,1.33,0,7,7,69,9.86,0,100.0%,9.86,0,0,,0,0,0,,0,0,0,0.0,,
82,2002,2002-10-20,6,27.288,ATL,,CAR,W 30-0,,8,17,2.13,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
83,2002,2002-10-27,7,27.295,ATL,@,NOR,W 37-35,*,23,142,6.17,1,6,5,28,5.60,0,83.3%,4.67,0,0,,0,0,0,,0,1,6,0.0,,
84,2002,2002-11-03,8,27.302,ATL,,BAL,W 20-17,*,10,40,4.00,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,0.0,,
85,2002,2002-11-10,9,27.309,ATL,@,PIT,T 34-34,*,20,129,6.45,1,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,1,6,0.0,,
86,2002,2002-11-17,10,27.316,ATL,,NOR,W 24-17,*,26,90,3.46,0,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,0,0,0.0,,
87,2002,2002-11-24,11,27.323,ATL,@,CAR,W 41-0,*,15,52,3.47,1,5,5,53,10.60,1,100.0%,10.60,0,0,,0,0,0,,0,2,12,0.0,,
88,2002,2002-12-01,12,27.330,ATL,@,MIN,W 30-24,*,5,14,2.80,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
89,2002,2002-12-15,14,27.344,ATL,,SEA,L 24-30,*,20,101,5.05,0,7,6,45,7.50,0,85.7%,6.43,0,0,,0,0,0,,0,0,0,0.0,,
90,2002,2002-12-22,15,27.351,ATL,,DET,W 36-15,*,30,132,4.40,1,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,1,6,0.0,,
91,2002,2002-12-29,16,27.358,ATL,@,CLE,L 16-24,*,20,67,3.35,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
92,2003,2003-09-07,1,28.245,ATL,@,DAL,W 27-13,*,13,41,3.15,0,3,2,20,10.00,1,66.7%,6.67,0,0,,0,0,0,,0,1,6,0.0,,
93,2003,2003-09-14,2,28.252,ATL,,WAS,L 31-33,*,13,62,4.77,0,8,5,24,4.80,0,62.5%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
94,2003,2003-09-21,3,28.259,ATL,,TAM,L 10-31,*,9,7,0.78,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
95,2003,2003-09-28,4,28.266,ATL,@,CAR,L 3-23,,4,20,5.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
96,2003,2003-10-05,5,28.273,ATL,,MIN,L 26-39,,3,15,5.00,1,6,6,83,13.83,0,100.0%,13.83,0,0,,0,0,0,,0,1,6,0.0,,
97,2003,2003-10-13,6,28.281,ATL,@,STL,L 0-36,,5,23,4.60,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
98,2003,2003-10-19,7,28.287,ATL,,NOR,L 17-45,,6,82,13.67,1,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,1,6,0.0,,
99,2003,2003-11-02,8,28.301,ATL,,PHI,L 16-23,,10,68,6.80,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
100,2003,2003-11-09,9,28.308,ATL,@,NYG,W 27-7,*,25,178,7.12,1,4,1,-2,-2.00,0,25.0%,-0.50,0,0,,0,0,0,,0,1,6,0.0,,
101,2003,2003-11-16,10,28.315,ATL,@,NOR,L 20-23,*,23,162,7.04,0,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,0.0,,
102,2003,2003-11-23,11,28.322,ATL,,TEN,L 31-38,*,14,14,1.00,0,10,9,129,14.33,1,90.0%,12.90,0,0,,0,0,0,,0,1,6,0.0,,
103,2004,2004-09-12,1,29.251,ATL,@,SFO,W 21-19,*,19,63,3.32,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,0.0,,
104,2004,2004-09-19,2,29.258,ATL,,STL,W 34-17,*,14,43,3.07,2,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,2,12,0.0,,
105,2004,2004-09-26,3,29.265,ATL,,ARI,W 6-3,*,20,117,5.85,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
106,2004,2004-10-03,4,29.272,ATL,@,CAR,W 27-10,*,16,76,4.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,,
107,2004,2004-10-10,5,29.279,ATL,,DET,L 10-17,*,18,44,2.44,1,8,5,31,6.20,0,62.5%,3.88,0,0,,0,0,0,,0,1,6,0.0,,
108,2004,2004-10-17,6,29.286,ATL,,SDG,W 21-20,*,5,13,2.60,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
109,2004,2004-10-24,7,29.293,ATL,@,KAN,L 10-56,*,11,49,4.45,0,2,2,72,36.00,0,100.0%,36.00,0,0,,0,0,0,,0,0,0,0.0,,
110,2004,2004-10-31,8,29.300,ATL,@,DEN,W 41-28,*,15,33,2.20,1,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,1,6,0.0,,
111,2004,2004-11-14,9,29.314,ATL,,TAM,W 24-14,*,17,76,4.47,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
112,2004,2004-11-21,10,29.321,ATL,@,NYG,W 14-10,*,12,69,5.75,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0,0.0,,
113,2004,2004-11-28,11,29.328,ATL,,NOR,W 24-21,*,11,59,5.36,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,,
114,2004,2004-12-05,12,29.335,ATL,@,TAM,L 0-27,*,11,43,3.91,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
115,2004,2004-12-12,13,29.342,ATL,,OAK,W 35-10,*,25,103,4.12,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
116,2004,2004-12-18,14,29.348,ATL,,CAR,W 34-31,*,28,134,4.79,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,0.0,,
117,2004,2004-12-26,15,29.356,ATL,@,NOR,L 13-26,*,18,52,2.89,1,6,6,87,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,1,6,0.0,,
118,2004,2005-01-02,16,29.363,ATL,@,SEA,L 26-28,*,25,132,5.28,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,0,0.0,,
119,2005,2005-09-12,1,30.250,ATL,,PHI,W 14-10,*,21,117,5.57,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
120,2005,2005-09-18,2,30.256,ATL,@,SEA,L 18-21,*,16,54,3.38,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
121,2005,2005-09-25,3,30.263,ATL,@,BUF,W 24-16,*,15,97,6.47,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
122,2005,2005-10-02,4,30.270,ATL,,MIN,W 30-10,*,18,126,7.00,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,1,6,0.0,,
123,2005,2005-10-09,5,30.277,ATL,,NWE,L 28-31,*,19,83,4.37,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,0.0,,
124,2005,2005-10-16,6,30.284,ATL,@,NOR,W 34-31,*,22,100,4.55,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,1,6,0.0,,
125,2005,2005-10-24,7,30.292,ATL,,NYJ,W 27-14,*,24,155,6.46,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
126,2005,2005-11-06,8,30.305,ATL,@,MIA,W 17-10,*,25,88,3.52,1,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,0,1,6,0.0,,
127,2005,2005-11-13,9,30.312,ATL,,GNB,L 25-33,*,17,76,4.47,0,6,6,52,8.67,1,100.0%,8.67,0,0,,0,0,0,,0,1,6,0.0,,
128,2005,2005-11-20,10,30.319,ATL,,TAM,L 27-30,*,18,82,4.56,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
129,2005,2005-11-24,11,30.323,ATL,@,DET,W 27-7,*,17,116,6.82,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
130,2005,2005-12-04,12,30.333,ATL,@,CAR,L 6-24,*,16,80,5.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,,
131,2005,2005-12-12,13,30.341,ATL,,NOR,W 36-17,*,14,73,5.21,0,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,0.0,,
132,2005,2005-12-18,14,30.347,ATL,@,CHI,L 3-16,*,17,81,4.76,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,,
133,2005,2005-12-24,15,30.353,ATL,@,TAM,L 24-27,*,14,59,4.21,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
134,2005,2006-01-01,16,30.361,ATL,,CAR,L 11-44,*,7,29,4.14,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
135,2006,2006-09-10,1,31.248,ATL,@,CAR,W 20-6,*,29,132,4.55,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
136,2006,2006-09-17,2,31.255,ATL,,TAM,W 14-3,*,21,134,6.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
137,2006,2006-09-25,3,31.263,ATL,@,NOR,L 3-23,*,13,44,3.38,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,,
138,2006,2006-10-01,4,31.269,ATL,,ARI,W 32-10,*,19,55,2.89,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
139,2006,2006-10-15,5,31.283,ATL,,NYG,L 14-27,*,14,146,10.43,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,,
140,2006,2006-10-22,6,31.290,ATL,,PIT,W 41-38,*,26,69,2.65,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,0.0,,
141,2006,2006-10-29,7,31.297,ATL,@,CIN,W 29-27,*,20,57,2.85,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,,
142,2006,2006-11-05,8,31.304,ATL,@,DET,L 14-30,*,11,51,4.64,1,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,1,6,0.0,,
143,2006,2006-11-12,9,31.311,ATL,,CLE,L 13-17,*,21,73,3.48,0,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,,0,0,0,0.0,,
144,2006,2006-11-19,10,31.318,ATL,@,BAL,L 10-24,*,15,52,3.47,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
145,2006,2006-11-26,11,31.325,ATL,,NOR,L 13-31,*,19,52,2.74,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,,
146,2006,2006-12-03,12,31.332,ATL,@,WAS,W 24-14,*,21,87,4.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
147,2006,2006-12-10,13,31.339,ATL,@,TAM,W 17-6,*,11,45,4.09,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,0.0,,
148,2006,2006-12-16,14,31.345,ATL,,DAL,L 28-38,*,18,56,3.11,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,,
149,2006,2006-12-24,15,31.353,ATL,,CAR,L 3-10,*,9,29,3.22,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
150,2006,2006-12-31,16,31.360,ATL,@,PHI,L 17-24,*,19,58,3.05,0,4,3,17,5.67,1,75.0%,4.25,0,0,,0,0,0,,0,1,6,0.0,,
151,2007,2007-09-09,1,32.247,ATL,@,MIN,L 3-24,*,22,55,2.50,0,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,0,0,0,0.0,,
