ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
16,2014,2014-12-28,16,23.338,CIN,@,PIT,L 17-27,,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0.0,1,0
17,2015,2015-09-13,1,24.232,CIN,@,OAK,W 33-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
18,2015,2015-09-20,2,24.239,CIN,,SDG,W 24-19,*,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
19,2015,2015-09-27,3,24.246,CIN,@,BAL,W 28-24,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
20,2015,2015-10-04,4,24.253,CIN,,KAN,W 36-21,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
21,2015,2015-10-11,5,24.260,CIN,,SEA,W 27-24,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
22,2015,2015-10-18,6,24.267,CIN,@,BUF,W 34-21,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0.0,0,0
23,2015,2015-11-01,7,24.281,CIN,@,PIT,W 16-10,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0.0,0,0
24,2015,2015-11-05,8,24.285,CIN,,CLE,W 31-10,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
25,2015,2015-11-16,9,24.296,CIN,,HOU,L 6-10,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0.0,0,0
26,2015,2015-11-22,10,24.302,CIN,@,ARI,L 31-34,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
27,2015,2015-11-29,11,24.309,CIN,,STL,W 31-7,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0.0,0,0
28,2015,2015-12-06,12,24.316,CIN,@,CLE,W 37-3,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0.0,0,0
29,2015,2015-12-13,13,24.323,CIN,,PIT,L 20-33,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0.0,0,0
30,2015,2015-12-20,14,24.330,CIN,@,SFO,W 24-14,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0.0,0,0
31,2015,2015-12-28,15,24.338,CIN,@,DEN,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
32,2016,2016-09-11,1,25.231,CIN,@,NYJ,W 23-22,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
33,2016,2016-09-18,2,25.238,CIN,@,PIT,L 16-24,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
34,2016,2016-09-25,3,25.245,CIN,,DEN,L 17-29,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
35,2016,2016-09-29,4,25.249,CIN,,MIA,W 22-7,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
36,2016,2016-10-09,5,25.259,CIN,@,DAL,L 14-28,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
37,2016,2016-10-16,6,25.266,CIN,@,NWE,L 17-35,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
38,2016,2016-10-23,7,25.273,CIN,,CLE,W 31-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
39,2016,2016-10-30,8,25.280,CIN,,WAS,T 27-27,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
40,2016,2016-11-14,9,25.295,CIN,@,NYG,L 20-21,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
41,2016,2016-11-20,10,25.301,CIN,,BUF,L 12-16,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
42,2016,2016-11-27,11,25.308,CIN,@,BAL,L 14-19,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0.0,0,0
43,2016,2016-12-04,12,25.315,CIN,,PHI,W 32-14,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
44,2016,2016-12-11,13,25.322,CIN,@,CLE,W 23-10,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
45,2016,2016-12-18,14,25.329,CIN,,PIT,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
46,2016,2016-12-24,15,25.335,CIN,@,HOU,L 10-12,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0.0,0,0
47,2016,2017-01-01,16,25.343,CIN,,BAL,W 27-10,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
48,2017,2017-09-10,1,26.229,CIN,,BAL,L 0-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
49,2017,2017-09-14,2,26.233,CIN,,HOU,L 9-13,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
50,2017,2017-09-24,3,26.243,CIN,@,GNB,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
51,2017,2017-10-01,4,26.250,CIN,@,CLE,W 31-7,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0.0,0,0
52,2017,2017-11-05,8,26.285,CIN,@,JAX,L 7-23,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
53,2017,2017-11-12,9,26.292,CIN,@,TEN,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
54,2017,2017-11-19,10,26.299,CIN,@,DEN,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
55,2017,2017-11-26,11,26.306,CIN,,CLE,W 30-16,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
56,2017,2017-12-04,12,26.314,CIN,,PIT,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
57,2017,2017-12-10,13,26.320,CIN,,CHI,L 7-33,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0.0,0,0
58,2017,2017-12-17,14,26.327,CIN,@,MIN,L 7-34,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
59,2017,2017-12-24,15,26.334,CIN,,DET,W 26-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
60,2017,2017-12-31,16,26.341,CIN,@,BAL,W 31-27,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
61,2018,2018-09-16,2,27.235,IND,@,WAS,W 21-9,,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
62,2018,2018-09-23,3,27.242,IND,@,PHI,L 16-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
