ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
15,2000,2000-12-17,15,23.322,DEN,@,KAN,L 7-20,,0,0,0,,0,0.0%,,0,0,,0,4,79,19.75,0,3,24,8.00,0,0,0,0.0,,,0,0,0
16,2000,2000-12-23,16,23.328,DEN,,SFO,W 38-9,,0,0,0,,0,0.0%,,0,0,,0,1,13,13.00,0,2,15,7.50,0,0,0,0.0,,,0,0,0
17,2001,2001-09-10,1,24.223,DEN,,NYG,W 31-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,54,18.00,0,0,0,0.0,,,0,0,0
18,2001,2001-09-23,2,24.236,DEN,@,ARI,W 38-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,20,10.00,0,0,0,0.0,,,0,0,0
19,2001,2001-09-30,3,24.243,DEN,,BAL,L 13-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,15,5.00,0,0,0,0.0,,,0,0,0
20,2001,2001-10-07,4,24.250,DEN,,KAN,W 20-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,4,69,0
21,2001,2001-10-14,5,24.257,DEN,@,SEA,L 21-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,92,46.00,1,1,6,0.0,,,0,0,0
22,2001,2001-10-21,6,24.264,DEN,@,SDG,L 10-27,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,14,7.00,0,0,0,0.0,,,0,0,0
23,2001,2001-10-28,7,24.271,DEN,,NWE,W 31-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,2,31,0
24,2001,2001-11-05,8,24.279,DEN,@,OAK,L 28-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0.0,,,0,0,0
25,2001,2001-11-11,9,24.285,DEN,,SDG,W 26-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,26,13.00,0,0,0,0.0,,,1,0,0
26,2001,2001-11-18,10,24.292,DEN,,WAS,L 10-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,0,0.00,0,0,0,0.0,,,0,0,0
27,2001,2001-11-22,11,24.296,DEN,@,DAL,W 26-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,63,15.75,0,0,0,0.0,,,0,0,0
28,2001,2001-12-02,12,24.306,DEN,@,MIA,L 10-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,10,5.00,0,0,0,0.0,,,0,0,0
29,2001,2001-12-09,13,24.313,DEN,,SEA,W 20-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,49,16.33,0,0,0,0.0,,,0,0,0
30,2001,2001-12-16,14,24.320,DEN,@,KAN,L 23-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,26,26.00,0,0,0,0.0,,,0,0,0
31,2001,2001-12-30,15,24.334,DEN,,OAK,W 23-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,19,9.50,0,0,0,0.0,,,1,15,0
32,2001,2002-01-06,16,24.341,DEN,@,IND,L 10-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,14,7.00,0,0,0,0.0,,,1,0,0
33,2002,2002-09-08,1,25.221,DEN,,STL,W 23-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,,,0,0,0
34,2002,2002-09-15,2,25.228,DEN,@,SFO,W 24-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,13,3.25,0,0,0,0.0,,,1,0,0
35,2002,2002-09-22,3,25.235,DEN,,BUF,W 28-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,15,5.00,0,0,0,0.0,,,0,0,0
36,2002,2002-09-30,4,25.243,DEN,@,BAL,L 23-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,24,24.00,0,0,0,0.0,,,0,0,0
37,2002,2002-10-06,5,25.249,DEN,,SDG,W 26-9,*,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,1,14,14.00,0,1,6,0.0,,,2,48,1
38,2002,2002-10-13,6,25.256,DEN,,MIA,L 22-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,28,14.00,0,0,0,0.0,,,0,0,0
39,2002,2002-10-20,7,25.263,DEN,@,KAN,W 37-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,0,0.00,0,0,0,0.0,,,0,0,0
40,2002,2002-10-27,8,25.270,DEN,@,NWE,W 24-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,1,0.33,0,0,0,0.0,,,0,0,0
41,2002,2002-11-11,9,25.285,DEN,,OAK,L 10-34,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
42,2002,2002-11-17,10,25.291,DEN,@,SEA,W 31-9,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,1,6,0.0,,,1,22,1
43,2002,2002-11-24,11,25.298,DEN,,IND,L 20-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,53,53.00,0,0,0,0.0,,,1,0,0
44,2002,2002-12-01,12,25.305,DEN,@,SDG,L 27-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,5,2.50,0,0,0,0.0,,,0,0,0
45,2002,2002-12-08,13,25.312,DEN,@,NYJ,L 13-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,,,0,0,0
46,2002,2002-12-15,14,25.319,DEN,,KAN,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,24,6.00,0,0,0,0.0,,,0,0,0
47,2002,2002-12-22,15,25.326,DEN,@,OAK,L 16-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,44,44.00,0,0,0,0.0,,,0,0,0
48,2002,2002-12-29,16,25.333,DEN,,ARI,W 37-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,17,5.67,0,0,0,0.0,,,0,0,0
49,2003,2003-09-07,1,26.220,DEN,@,CIN,W 30-10,*,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,3,26,8.67,0,0,0,0.0,,,0,0,0
50,2003,2003-09-14,2,26.227,DEN,@,SDG,W 37-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,17,5.67,0,0,0,0.0,,,0,0,0
51,2003,2003-09-22,3,26.235,DEN,,OAK,W 31-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,60,15.00,0,0,0,0.0,,,0,0,0
52,2003,2003-09-28,4,26.241,DEN,,DET,W 20-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,9,3.00,0,0,0,0.0,,,0,0,0
53,2003,2003-10-05,5,26.248,DEN,@,KAN,L 23-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,16,5.33,0,0,0,0.0,,,1,6,0
54,2003,2003-10-12,6,26.255,DEN,,PIT,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,11,3.67,0,0,0,0.0,,,0,0,0
55,2003,2003-10-19,7,26.262,DEN,@,MIN,L 20-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,4,2.00,0,0,0,0.0,,,0,0,0
56,2003,2003-11-03,9,26.277,DEN,,NWE,L 26-30,,0,0,0,,0,0.0%,,0,0,,0,1,-1,-1.00,0,2,60,30.00,1,1,6,0.0,,,0,0,0
57,2003,2003-11-23,11,26.297,DEN,,CHI,L 10-19,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,,,0,0,0
58,2003,2003-11-30,12,26.304,DEN,@,OAK,W 22-8,,2,1,3,3.00,0,50.0%,1.50,1,0,0.00,0,0,0,,0,2,13,6.50,0,0,0,0.0,,,0,0,0
59,2003,2003-12-14,14,26.318,DEN,,CLE,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,2,45,22.50,0,2,32,16.00,0,0,0,0.0,,,0,0,0
60,2003,2003-12-21,15,26.325,DEN,@,IND,W 31-17,,0,0,0,,0,0.0%,,0,0,,0,3,54,18.00,0,2,21,10.50,0,0,0,0.0,,,0,0,0
61,2003,2003-12-28,16,26.332,DEN,@,GNB,L 3-31,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,3,37,12.33,0,0,0,0.0,,,0,0,0
62,2004,2004-09-19,2,27.233,CIN,,MIA,W 16-13,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
63,2004,2004-09-26,3,27.240,CIN,,BAL,L 9-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
64,2004,2004-10-03,4,27.247,CIN,@,PIT,L 17-28,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
65,2004,2004-10-17,5,27.261,CIN,@,CLE,L 17-34,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
66,2004,2004-10-25,6,27.269,CIN,,DEN,W 23-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,25,8.33,0,0,0,0.0,,,1,29,0
67,2004,2004-10-31,7,27.275,CIN,@,TEN,L 20-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
68,2004,2004-11-07,8,27.282,CIN,,DAL,W 26-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
69,2004,2004-11-14,9,27.289,CIN,@,WAS,W 17-10,*,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,4,8,2.00,0,0,0,0.0,,,0,0,0
70,2004,2004-11-28,11,27.303,CIN,,CLE,W 58-48,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,,1,31,1
71,2004,2004-12-05,12,27.310,CIN,@,BAL,W 27-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,1.0,,,0,0,0
72,2004,2004-12-26,15,27.331,CIN,,NYG,W 23-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
73,2004,2005-01-02,16,27.338,CIN,@,PHI,W 38-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
74,2005,2005-09-11,1,28.224,CIN,@,CLE,W 27-13,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
75,2005,2005-09-18,2,28.231,CIN,,MIN,W 37-8,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,3,27,0
76,2005,2005-09-25,3,28.238,CIN,@,CHI,W 24-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
77,2005,2005-10-02,4,28.245,CIN,,HOU,W 16-10,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
78,2005,2005-10-09,5,28.252,CIN,@,JAX,L 20-23,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
79,2005,2005-10-16,6,28.259,CIN,@,TEN,W 31-23,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
80,2005,2005-10-23,7,28.266,CIN,,PIT,L 13-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
81,2005,2005-10-30,8,28.273,CIN,,GNB,W 21-14,*,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,0,0,,0,0,0,0.0,,,2,21,0
82,2005,2005-11-06,9,28.280,CIN,@,BAL,W 21-9,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
83,2005,2005-11-20,10,28.294,CIN,,IND,L 37-45,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
84,2005,2005-11-27,11,28.301,CIN,,BAL,W 42-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
85,2005,2005-12-04,12,28.308,CIN,@,PIT,W 38-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,37,0
86,2005,2005-12-11,13,28.315,CIN,,CLE,W 23-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,9,0
87,2005,2005-12-18,14,28.322,CIN,@,DET,W 41-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,9,0
88,2005,2005-12-24,15,28.328,CIN,,BUF,L 27-37,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
89,2006,2006-09-10,1,29.223,CIN,@,KAN,W 23-10,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
90,2006,2006-09-17,2,29.230,CIN,,CLE,W 34-17,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
91,2006,2006-09-24,3,29.237,CIN,@,PIT,W 28-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,42,0
92,2006,2006-10-01,4,29.244,CIN,,NWE,L 13-38,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
93,2006,2006-10-15,5,29.258,CIN,@,TAM,L 13-14,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
94,2006,2006-10-22,6,29.265,CIN,,CAR,W 17-14,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
95,2006,2006-10-29,7,29.272,CIN,,ATL,L 27-29,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
96,2006,2006-11-05,8,29.279,CIN,@,BAL,L 20-26,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
97,2006,2006-11-12,9,29.286,CIN,,SDG,L 41-49,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,,,0,0,0
98,2006,2006-12-18,14,29.322,CIN,@,IND,L 16-34,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
99,2006,2006-12-24,15,29.328,CIN,@,DEN,L 23-24,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
100,2006,2006-12-31,16,29.335,CIN,,PIT,L 17-23,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
101,2007,2007-09-10,1,30.223,CIN,,BAL,W 27-20,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
102,2007,2007-09-16,2,30.229,CIN,@,CLE,L 45-51,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
103,2007,2007-09-23,3,30.236,CIN,@,SEA,L 21-24,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
104,2007,2007-10-01,4,30.244,CIN,,NWE,L 13-34,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
105,2007,2007-10-14,5,30.257,CIN,@,KAN,L 20-27,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
106,2007,2007-10-21,6,30.264,CIN,,NYJ,W 38-31,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
107,2007,2007-10-28,7,30.271,CIN,,PIT,L 13-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,,1,7,0
108,2007,2007-11-04,8,30.278,CIN,@,BUF,L 21-33,*,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
109,2007,2007-11-11,9,30.285,CIN,@,BAL,W 21-7,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
110,2007,2007-11-18,10,30.292,CIN,,ARI,L 27-35,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
111,2007,2007-11-25,11,30.299,CIN,,TEN,W 35-6,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
112,2007,2007-12-02,12,30.306,CIN,@,PIT,L 10-24,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
113,2007,2007-12-09,13,30.313,CIN,,STL,W 19-10,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
114,2007,2007-12-15,14,30.319,CIN,@,SFO,L 13-20,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
115,2007,2007-12-23,15,30.327,CIN,,CLE,W 19-14,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
116,2007,2007-12-30,16,30.334,CIN,@,MIA,W 38-25,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
117,2008,2008-09-07,1,31.221,NWE,,KAN,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,2,1.00,0,0,0,0.0,3,0,0,0,0
118,2008,2008-09-14,2,31.228,NWE,@,NYJ,W 19-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
119,2008,2008-09-21,3,31.235,NWE,,MIA,L 13-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
120,2008,2008-10-05,4,31.249,NWE,@,SFO,W 30-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0
121,2008,2008-10-12,5,31.256,NWE,@,SDG,L 10-30,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
122,2008,2008-10-20,6,31.264,NWE,,DEN,W 41-7,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
123,2008,2008-10-26,7,31.270,NWE,,STL,W 23-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,47,0
124,2008,2008-11-02,8,31.277,NWE,@,IND,L 15-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
125,2008,2008-11-09,9,31.284,NWE,,BUF,W 20-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,2,0
126,2008,2008-11-13,10,31.288,NWE,,NYJ,L 31-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
127,2008,2008-11-23,11,31.298,NWE,@,MIA,W 48-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
128,2008,2008-11-30,12,31.305,NWE,,PIT,L 10-33,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
129,2008,2008-12-07,13,31.312,NWE,@,SEA,W 24-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
130,2008,2008-12-14,14,31.319,NWE,@,OAK,W 49-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
131,2008,2008-12-21,15,31.326,NWE,,ARI,W 47-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
132,2008,2008-12-28,16,31.333,NWE,@,BUF,W 13-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
