ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
23,2010,2010-12-12,13,24.344,ARI,,DEN,W 43-13,,0,0,,0,0,0,0.0,2,0,0,0,0
24,2010,2010-12-19,14,24.351,ARI,@,CAR,L 12-19,,0,0,,0,0,0,0.0,1,0,0,0,0
25,2010,2010-12-25,15,24.357,ARI,,DAL,W 27-26,,0,0,,0,0,0,0.0,4,1,0,0,0
26,2010,2011-01-02,16,25.000,ARI,@,SFO,L 7-38,,0,0,,0,0,0,0.0,0,1,0,0,0
27,2011,2011-09-11,1,25.252,ARI,,CAR,W 28-21,,0,0,,0,0,0,0.0,0,1,0,0,0
28,2011,2011-09-18,2,25.259,ARI,@,WAS,L 21-22,,0,0,,0,0,0,0.0,1,0,0,0,0
29,2011,2011-09-25,3,25.266,ARI,@,SEA,L 10-13,,0,0,,0,0,0,0.0,0,1,0,0,0
30,2011,2011-10-02,4,25.273,ARI,,NYG,L 27-31,,0,0,,0,0,0,0.0,0,0,0,0,0
31,2011,2011-10-09,5,25.280,ARI,@,MIN,L 10-34,,0,0,,0,0,0,0.0,0,2,0,0,0
32,2011,2011-10-23,6,25.294,ARI,,PIT,L 20-32,*,0,0,,0,0,0,0.0,3,0,0,0,0
33,2011,2011-10-30,7,25.301,ARI,@,BAL,L 27-30,*,0,0,,0,0,0,0.0,7,1,0,0,0
34,2011,2011-11-06,8,25.308,ARI,,STL,W 19-13,*,0,0,,0,0,0,0.0,2,2,0,0,0
35,2011,2011-11-13,9,25.315,ARI,@,PHI,W 21-17,*,0,0,,0,0,0,0.0,2,0,0,0,0
36,2011,2011-11-20,10,25.322,ARI,@,SFO,L 7-23,*,0,0,,0,0,0,0.0,7,1,0,0,0
37,2011,2011-11-27,11,25.329,ARI,@,STL,W 23-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
38,2011,2011-12-04,12,25.336,ARI,,DAL,W 19-13,*,0,0,,0,0,0,0.0,3,1,0,0,0
39,2011,2011-12-11,13,25.343,ARI,,SFO,W 21-19,*,0,0,,0,0,0,0.0,2,1,0,0,0
40,2011,2011-12-18,14,25.350,ARI,,CLE,W 20-17,,0,0,,0,0,0,0.0,1,0,0,0,0
41,2011,2011-12-24,15,25.356,ARI,@,CIN,L 16-23,,,,,,,,,,,,,
42,2011,2012-01-01,16,25.364,ARI,,SEA,W 23-20,*,0,0,,0,0,0,0.0,2,1,0,0,0
43,2012,2012-09-09,1,26.251,ARI,,SEA,W 20-16,,0,0,,0,0,0,0.0,0,0,0,0,0
44,2012,2012-09-16,2,26.258,ARI,@,NWE,W 20-18,,0,0,,0,0,0,0.0,0,0,0,0,0
45,2012,2012-09-23,3,26.265,ARI,,PHI,W 27-6,*,0,0,,0,0,0,0.0,4,1,0,0,0
46,2012,2012-09-30,4,26.272,ARI,,MIA,W 24-21,,,,,,,,,,,,,
47,2012,2012-10-04,5,26.276,ARI,@,STL,L 3-17,,0,0,,0,0,0,0.0,0,0,0,0,0
48,2012,2012-10-14,6,26.286,ARI,,BUF,L 16-19,,1,24,24.00,0,0,0,0.0,1,0,0,0,0
49,2012,2012-10-21,7,26.293,ARI,@,MIN,L 14-21,*,,,,,,,,,,,,
50,2012,2012-10-29,8,26.301,ARI,,SFO,L 3-24,,,,,,,,,,,,,
51,2012,2012-11-04,9,26.307,ARI,@,GNB,L 17-31,,,,,,,,,,,,,
52,2012,2012-11-18,10,26.321,ARI,@,ATL,L 19-23,*,0,0,,0,0,0,0.0,1,0,1,34,0
53,2012,2012-11-25,11,26.328,ARI,,STL,L 17-31,,0,0,,0,0,0,0.0,0,0,0,0,0
54,2012,2012-12-02,12,26.335,ARI,@,NYJ,L 6-7,,1,40,40.00,0,0,0,0.0,0,0,0,0,0
55,2012,2012-12-09,13,26.342,ARI,@,SEA,L 0-58,,0,0,,0,0,0,0.0,1,1,0,0,0
56,2012,2012-12-16,14,26.349,ARI,,DET,W 38-10,,0,0,,0,0,6,0.0,3,0,1,53,1
57,2012,2012-12-30,16,26.363,ARI,@,SFO,L 13-27,,0,0,,0,0,0,0.0,1,0,0,0,0
58,2013,2013-09-08,1,27.249,ARI,@,STL,L 24-27,*,0,0,,0,0,0,0.0,4,0,0,0,0
59,2013,2013-09-15,2,27.256,ARI,,DET,W 25-21,*,0,0,,0,0,0,0.0,6,0,0,0,0
60,2013,2013-09-22,3,27.263,ARI,@,NOR,L 7-31,*,0,0,,0,0,0,0.0,3,0,0,0,0
61,2013,2013-10-13,6,27.284,ARI,@,SFO,L 20-32,,0,0,,0,0,0,0.0,2,0,0,0,0
62,2013,2013-10-17,7,27.288,ARI,,SEA,L 22-34,*,0,0,,0,0,0,0.0,5,2,0,0,0
63,2013,2013-10-27,8,27.298,ARI,,ATL,W 27-13,,0,0,,0,0,0,0.0,1,0,2,29,0
64,2013,2013-11-10,9,27.312,ARI,,HOU,W 27-24,,0,0,,0,0,0,0.0,3,0,0,0,0
65,2013,2013-11-17,10,27.319,ARI,@,JAX,W 27-14,,0,0,,0,0,0,0.0,5,0,0,0,0
66,2013,2013-11-24,11,27.326,ARI,,IND,W 40-11,,0,0,,0,0,0,0.0,3,0,0,0,0
67,2013,2013-12-01,12,27.333,ARI,@,PHI,L 21-24,*,0,0,,0,0,0,0.0,6,0,0,0,0
68,2013,2013-12-08,13,27.340,ARI,,STL,W 30-10,,0,0,,0,0,0,0.0,4,0,1,6,0
69,2013,2013-12-15,14,27.347,ARI,@,TEN,W 37-34,*,0,0,,0,0,0,0.0,6,2,0,0,0
70,2013,2013-12-29,16,27.361,ARI,,SFO,L 20-23,*,0,0,,0,0,0,0.0,4,2,0,0,0
71,2014,2014-09-08,1,28.249,ARI,,SDG,W 18-17,*,0,0,,0,0,0,0.0,4,1,0,0,0
72,2014,2014-09-14,2,28.255,ARI,@,NYG,W 25-14,*,0,0,,0,0,0,1.0,6,0,0,0,0
73,2014,2014-09-21,3,28.262,ARI,,SFO,W 23-14,*,0,0,,0,0,0,0.0,8,0,0,0,0
74,2014,2014-10-05,4,28.276,ARI,@,DEN,L 20-41,*,0,0,,0,0,0,0.0,5,1,0,0,0
75,2014,2014-10-12,5,28.283,ARI,,WAS,W 30-20,*,0,0,,0,0,6,0.0,6,2,2,58,1
76,2014,2014-10-19,6,28.290,ARI,@,OAK,W 24-13,*,0,0,,0,0,0,0.0,3,0,0,0,0
77,2014,2014-10-26,7,28.297,ARI,,PHI,W 24-20,*,0,0,,0,0,0,0.0,10,1,0,0,0
78,2014,2014-11-02,8,28.304,ARI,@,DAL,W 28-17,*,0,0,,0,0,0,0.0,4,1,0,0,0
79,2014,2014-11-09,9,28.311,ARI,,STL,W 31-14,*,0,0,,0,0,0,0.0,3,0,0,0,0
80,2014,2014-11-16,10,28.318,ARI,,DET,W 14-6,*,0,0,,0,0,0,0.0,4,2,1,0,0
81,2014,2014-11-23,11,28.325,ARI,@,SEA,L 3-19,*,0,0,,0,0,0,0.0,6,3,0,0,0
82,2014,2014-11-30,12,28.332,ARI,@,ATL,L 18-29,*,0,0,,0,0,6,0.0,4,2,1,88,1
83,2014,2014-12-07,13,28.339,ARI,,KAN,W 17-14,*,,,,,,,,,,,,
84,2014,2014-12-11,14,28.343,ARI,@,STL,W 12-6,*,0,0,,0,0,0,0.0,5,0,0,0,0
85,2014,2014-12-21,15,28.353,ARI,,SEA,L 6-35,*,0,0,,0,0,0,0.0,7,1,0,0,0
86,2014,2014-12-28,16,28.360,ARI,@,SFO,L 17-20,*,0,0,,0,0,0,0.0,1,3,0,0,0
87,2015,2015-09-13,1,29.254,ARI,,NOR,W 31-19,*,0,0,,0,0,0,0.0,1,0,1,10,0
88,2015,2015-09-20,2,29.261,ARI,@,CHI,W 48-23,*,0,0,,0,0,0,0.0,6,0,0,0,0
89,2015,2015-09-27,3,29.268,ARI,,SFO,W 47-7,*,0,0,,0,0,0,0.0,5,0,0,0,0
90,2015,2015-10-04,4,29.275,ARI,,STL,L 22-24,*,0,0,,0,0,0,0.0,3,1,0,0,0
91,2015,2015-10-11,5,29.282,ARI,@,DET,W 42-17,*,0,0,,0,0,0,0.0,2,3,2,11,0
92,2015,2015-10-18,6,29.289,ARI,@,PIT,L 13-25,*,0,0,,0,0,0,0.0,2,0,0,0,0
93,2015,2015-10-26,7,29.297,ARI,,BAL,W 26-18,*,0,0,,0,0,0,0.0,7,0,0,0,0
94,2015,2015-11-01,8,29.303,ARI,@,CLE,W 34-20,*,0,0,,0,0,0,0.0,2,0,1,0,0
95,2015,2015-11-15,9,29.317,ARI,@,SEA,W 39-32,*,0,0,,0,0,0,0.0,0,3,0,0,0
96,2015,2015-11-22,10,29.324,ARI,,CIN,W 34-31,*,0,0,,0,0,0,0.0,5,0,0,0,0
97,2015,2015-11-29,11,29.331,ARI,@,SFO,W 19-13,*,0,0,,0,0,0,0.0,4,1,0,0,0
98,2015,2015-12-06,12,29.338,ARI,@,STL,W 27-3,*,0,0,,0,0,0,0.0,3,0,1,-7,0
99,2015,2015-12-10,13,29.342,ARI,,MIN,W 23-20,*,0,0,,0,0,0,0.0,5,0,0,0,0
100,2015,2016-01-03,16,30.001,ARI,,SEA,L 6-36,*,0,0,,0,0,0,0.0,2,1,0,0,0
101,2016,2016-09-11,1,30.253,TEN,,MIN,L 16-25,*,0,0,,0,0,0,0.0,2,1,0,0,0
102,2016,2016-09-18,2,30.260,TEN,@,DET,W 16-15,*,0,0,,0,0,0,0.0,2,1,0,0,0
103,2016,2016-09-25,3,30.267,TEN,,OAK,L 10-17,*,0,0,,0,0,0,0.0,4,1,0,0,0
104,2016,2016-10-02,4,30.274,TEN,@,HOU,L 20-27,*,0,0,,0,0,0,0.0,5,3,0,0,0
105,2016,2016-10-09,5,30.281,TEN,@,MIA,W 30-17,*,0,0,,0,0,0,0.0,1,0,0,0,0
106,2016,2016-10-16,6,30.288,TEN,,CLE,W 28-26,*,0,0,,0,0,0,0.0,0,1,0,0,0
107,2016,2016-10-23,7,30.295,TEN,,IND,L 26-34,*,0,0,,0,0,0,0.0,0,2,0,0,0
108,2016,2016-11-13,10,30.316,TEN,,GNB,W 47-25,,0,0,,0,0,0,0.0,4,1,0,0,0
109,2016,2016-11-20,11,30.323,TEN,@,IND,L 17-24,,0,0,,0,0,0,0.0,0,2,0,0,0
110,2016,2016-11-27,12,30.330,TEN,@,CHI,W 27-21,,0,0,,0,0,0,0.0,1,1,0,0,0
111,2016,2016-12-11,13,30.344,TEN,,DEN,W 13-10,,0,0,,0,0,0,0.0,2,0,0,0,0
112,2016,2016-12-18,14,30.351,TEN,@,KAN,W 19-17,,0,0,,0,0,0,0.0,1,0,0,0,0
113,2016,2016-12-24,15,30.357,TEN,@,JAX,L 17-38,,0,0,,0,0,0,0.0,1,0,0,0,0
114,2016,2017-01-01,16,30.365,TEN,,HOU,W 24-17,,0,0,,0,0,0,0.0,2,0,0,0,0
