ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
42,1970,1970-12-20,14,24.085,WAS,,STL,W 28-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,177,35.40,0
43,1971,1971-09-19,1,24.358,WAS,@,STL,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,286,40.86,0
44,1971,1971-09-26,2,25.000,WAS,@,NYG,W 30-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,192,38.40,0
45,1971,1971-10-03,3,25.007,WAS,@,DAL,W 20-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,153,51.00,0
46,1971,1971-10-10,4,25.014,WAS,,HOU,W 22-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,181,36.20,0
47,1971,1971-10-17,5,25.021,WAS,,STL,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,170,42.50,0
48,1971,1971-10-24,6,25.028,WAS,@,KAN,L 20-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,176,44.00,0
49,1971,1971-10-31,7,25.035,WAS,,NOR,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,80,40.00,0
50,1971,1971-11-07,8,25.042,WAS,,PHI,T 7-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,219,43.80,0
51,1971,1971-11-14,9,25.049,WAS,@,CHI,L 15-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,164,32.80,0
52,1971,1971-11-21,10,25.056,WAS,,DAL,L 0-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,173,43.25,0
53,1971,1971-11-28,11,25.063,WAS,@,PHI,W 20-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,174,43.50,0
54,1971,1971-12-05,12,25.070,WAS,,NYG,W 23-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,115,28.75,1
55,1971,1971-12-13,13,25.078,WAS,@,RAM,W 38-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,219,43.80,0
56,1971,1971-12-19,14,25.084,WAS,,CLE,L 13-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,1,46,46.00,0
57,1972,1972-09-18,1,25.358,WAS,@,MIN,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,158,39.50,0
58,1972,1972-09-24,2,25.364,WAS,,STL,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,198,39.60,0
59,1972,1972-10-01,3,26.005,WAS,@,NWE,L 23-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,159,39.75,0
60,1972,1972-10-08,4,26.012,WAS,,PHI,W 14-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,117,39.00,0
61,1972,1972-10-15,5,26.019,WAS,@,STL,W 33-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,78,39.00,0
62,1972,1972-10-22,6,26.026,WAS,,DAL,W 24-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,162,40.50,0
63,1972,1972-10-29,7,26.033,WAS,@,NYG,W 23-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,154,38.50,0
64,1972,1972-11-05,8,26.040,WAS,@,NYJ,W 35-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,229,38.17,0
65,1972,1972-11-12,9,26.047,WAS,,NYG,W 27-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,104,34.67,0
66,1972,1972-11-20,10,26.055,WAS,,ATL,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,213,42.60,0
67,1972,1972-11-26,11,26.061,WAS,,GNB,W 21-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,212,35.33,0
68,1972,1972-12-03,12,26.068,WAS,@,PHI,W 23-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,121,40.33,0
69,1972,1972-12-09,13,26.074,WAS,@,DAL,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,145,36.25,0
70,1972,1972-12-17,14,26.082,WAS,,BUF,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,223,37.17,0
71,1973,1973-09-16,1,26.355,WAS,,SDG,W 38-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,270,45.00,0
72,1973,1973-09-23,2,26.362,WAS,@,STL,L 27-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,110,36.67,0
73,1973,1973-09-30,3,27.004,WAS,@,PHI,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,306,38.25,0
74,1973,1973-10-08,4,27.012,WAS,,DAL,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,179,44.75,0
75,1973,1973-10-14,5,27.018,WAS,@,NYG,W 21-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,196,39.20,0
76,1973,1973-10-21,6,27.025,WAS,,STL,W 31-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,280,46.67,0
77,1973,1973-10-28,7,27.032,WAS,@,NOR,L 3-19,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,280,40.00,0
78,1973,1973-11-05,8,27.040,WAS,@,PIT,L 16-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,113,37.67,0
79,1973,1973-11-11,9,27.046,WAS,,SFO,W 33-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,121,40.33,0
80,1973,1973-11-18,10,27.053,WAS,,BAL,W 22-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,101,33.67,0
81,1973,1973-11-22,11,27.057,WAS,@,DET,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,152,38.00,0
82,1973,1973-12-02,12,27.067,WAS,,NYG,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,176,44.00,0
83,1973,1973-12-09,13,27.074,WAS,@,DAL,L 7-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,224,37.33,0
84,1973,1973-12-16,14,27.081,WAS,,PHI,W 38-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,73,36.50,0
85,1974,1974-09-15,1,27.354,WAS,@,NYG,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,241,34.43,0
86,1974,1974-09-22,2,27.361,WAS,,STL,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,126,42.00,0
87,1974,1974-09-30,3,28.004,WAS,,DEN,W 30-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,206,41.20,0
88,1974,1974-10-06,4,28.010,WAS,@,CIN,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,239,39.83,0
89,1974,1974-10-13,5,28.017,WAS,,MIA,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,73,36.50,0
90,1974,1974-10-20,6,28.024,WAS,,NYG,W 24-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,223,37.17,0
91,1974,1974-10-27,7,28.031,WAS,@,STL,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,134,33.50,0
92,1974,1974-11-03,8,28.038,WAS,@,GNB,W 17-6,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,272,38.86,0
93,1974,1974-11-10,9,28.045,WAS,@,PHI,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,289,41.29,0
94,1974,1974-11-17,10,28.052,WAS,,DAL,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,315,35.00,1
95,1974,1974-11-24,11,28.059,WAS,,PHI,W 26-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,136,34.00,0
96,1974,1974-11-28,12,28.063,WAS,@,DAL,L 23-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,211,42.20,0
97,1974,1974-12-09,13,28.074,WAS,@,RAM,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,1,1,100.0,0,5,4,161,40.25,0
98,1974,1974-12-15,14,28.080,WAS,,CHI,W 42-0,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,,,0,5,5,197,39.40,0
99,1975,1975-09-21,1,28.360,WAS,,NOR,W 41-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,300,50.00,0
100,1975,1975-09-28,2,29.002,WAS,,NYG,W 49-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,156,39.00,0
101,1975,1975-10-05,3,29.009,WAS,@,PHI,L 10-26,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,176,44.00,0
102,1975,1975-10-13,4,29.017,WAS,,STL,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,221,36.83,0
103,1975,1975-10-19,5,29.023,WAS,@,HOU,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,177,44.25,0
104,1975,1975-10-26,6,29.030,WAS,@,CLE,W 23-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,247,35.29,0
105,1975,1975-11-02,7,29.037,WAS,,DAL,W 30-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,1,35,35.00,0
106,1975,1975-11-09,8,29.044,WAS,@,NYG,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,126,42.00,0
107,1975,1975-11-16,9,29.051,WAS,@,STL,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,223,44.60,0
108,1975,1975-11-23,10,29.058,WAS,,OAK,L 23-26,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,10,360,36.00,0
109,1975,1975-11-30,11,29.065,WAS,,MIN,W 31-30,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,221,44.20,0
110,1975,1975-12-07,12,29.072,WAS,@,ATL,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,145,36.25,0
111,1975,1975-12-13,13,29.078,WAS,@,DAL,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,340,42.50,0
112,1975,1975-12-21,14,29.086,WAS,,PHI,L 3-26,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,197,39.40,0
113,1976,1976-09-12,1,29.352,WAS,,NYG,W 19-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,10,396,39.60,0
114,1976,1976-09-19,2,29.359,WAS,,SEA,W 31-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,152,38.00,0
115,1976,1976-09-27,3,30.001,WAS,@,PHI,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,11,431,39.18,0
116,1976,1976-10-03,4,30.007,WAS,@,CHI,L 7-33,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,278,39.71,0
117,1976,1976-10-10,5,30.014,WAS,,KAN,L 30-33,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,119,39.67,0
118,1976,1976-10-17,6,30.021,WAS,,DET,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,308,38.50,0
119,1976,1976-10-25,7,30.029,WAS,,STL,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,175,35.00,0
120,1976,1976-10-31,8,30.035,WAS,,DAL,L 7-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,317,35.22,0
121,1976,1976-11-07,9,30.042,WAS,@,SFO,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,247,41.17,0
122,1976,1976-11-14,10,30.049,WAS,@,NYG,L 9-12,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,111,37.00,0
123,1976,1976-11-21,11,30.056,WAS,@,STL,W 16-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,187,37.40,0
124,1976,1976-11-28,12,30.063,WAS,,PHI,W 24-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,10,398,39.80,0
125,1976,1976-12-05,13,30.070,WAS,@,NYJ,W 37-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,136,45.33,0
126,1976,1976-12-12,14,30.077,WAS,@,DAL,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,248,41.33,0
127,1977,1977-09-18,1,30.357,WAS,@,NYG,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,188,37.60,0
128,1977,1977-09-25,2,30.364,WAS,,ATL,W 10-6,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,275,34.38,0
129,1977,1977-10-02,3,31.006,WAS,,STL,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,246,41.00,0
130,1977,1977-10-09,4,31.013,WAS,@,TAM,W 10-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,355,39.44,0
131,1977,1977-10-16,5,31.020,WAS,@,DAL,L 16-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,380,42.22,0
132,1977,1977-10-23,6,31.027,WAS,,NYG,L 6-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,240,40.00,0
133,1977,1977-10-30,7,31.034,WAS,,PHI,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,174,43.50,0
134,1977,1977-11-07,8,31.042,WAS,@,BAL,L 3-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,301,37.63,0
135,1977,1977-11-13,9,31.048,WAS,@,PHI,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,160,40.00,0
136,1977,1977-11-21,10,31.056,WAS,,GNB,W 10-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,259,37.00,0
137,1977,1977-11-27,11,31.062,WAS,,DAL,L 7-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,174,34.80,0
138,1977,1977-12-04,12,31.069,WAS,@,BUF,W 10-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,260,37.14,0
139,1977,1977-12-10,13,31.075,WAS,@,STL,W 26-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,238,34.00,0
140,1977,1977-12-17,14,31.082,WAS,,RAM,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,252,42.00,0
141,1978,1978-09-03,1,31.342,WAS,@,NWE,W 16-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,192,38.40,0
142,1978,1978-09-10,2,31.349,WAS,,PHI,W 35-30,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,224,37.33,0
143,1978,1978-09-17,3,31.356,WAS,@,STL,W 28-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,316,39.50,0
144,1978,1978-09-24,4,31.363,WAS,,NYJ,W 23-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,175,43.75,0
145,1978,1978-10-02,5,32.006,WAS,,DAL,W 9-5,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,196,39.20,0
146,1978,1978-10-08,6,32.012,WAS,@,DET,W 21-19,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,360,45.00,0
147,1978,1978-10-15,7,32.019,WAS,@,PHI,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,1,40,40.00,0
148,1978,1978-10-22,8,32.026,WAS,@,NYG,L 6-17,0,0,,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,,,,,,,0,0,7,304,43.43,0
149,1978,1978-10-29,9,32.033,WAS,,SFO,W 38-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,130,43.33,0
150,1978,1978-11-06,10,32.041,WAS,@,BAL,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,333,41.63,0
151,1978,1978-11-12,11,32.047,WAS,,NYG,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,282,40.29,0
152,1978,1978-11-19,12,32.054,WAS,,STL,L 17-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,348,38.67,0
153,1978,1978-11-23,13,32.058,WAS,@,DAL,L 10-37,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,354,39.33,0
154,1978,1978-12-03,14,32.068,WAS,,MIA,L 0-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,239,34.14,0
155,1978,1978-12-10,15,32.075,WAS,@,ATL,L 17-20,0,0,,0,1,1,100.00,56,0,0,118.7,0,0,56.00,56.00,,,,,,,0,0,9,295,32.78,1
156,1978,1978-12-16,16,32.081,WAS,,CHI,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,268,38.29,0
157,1979,1979-09-02,1,32.341,WAS,,HOU,L 27-29,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,146,36.50,0
158,1979,1979-09-09,2,32.348,WAS,@,DET,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,157,39.25,0
159,1979,1979-09-17,3,32.356,WAS,,NYG,W 27-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,112,37.33,0
160,1979,1979-09-23,4,32.362,WAS,@,STL,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,290,36.25,0
161,1979,1979-09-30,5,33.004,WAS,@,ATL,W 16-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,84,42.00,0
162,1979,1979-10-07,6,33.011,WAS,@,PHI,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,125,41.67,0
163,1979,1979-10-14,7,33.018,WAS,@,CLE,W 13-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,264,37.71,0
164,1979,1979-10-21,8,33.025,WAS,,PHI,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,220,44.00,0
165,1979,1979-10-28,9,33.032,WAS,,NOR,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,140,35.00,0
166,1979,1979-11-04,10,33.039,WAS,@,PIT,L 7-38,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,229,38.17,0
167,1979,1979-11-11,11,33.046,WAS,,STL,W 30-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,285,35.63,0
168,1979,1979-11-18,12,33.053,WAS,,DAL,W 34-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,208,41.60,0
169,1979,1979-11-25,13,33.060,WAS,@,NYG,L 6-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,224,44.80,0
170,1979,1979-12-02,14,33.067,WAS,,GNB,W 38-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,165,33.00,0
171,1979,1979-12-09,15,33.074,WAS,,CIN,W 28-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,159,39.75,0
172,1979,1979-12-16,16,33.081,WAS,@,DAL,L 34-35,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,190,38.00,0
