ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
43,2010,2010-11-14,9,28.119,ARI,,SEA,L 18-36,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0.0,0,0
44,2010,2010-11-21,10,28.126,ARI,@,KAN,L 13-31,*,,,,,,0.0%,,,,,,,,
45,2010,2010-11-29,11,28.134,ARI,,SFO,L 6-27,,1,0,0,,0,0.0%,0.00,2,26,13.00,0,0.0,0,0
46,2010,2010-12-05,12,28.140,ARI,,STL,L 6-19,*,1,,,,,0.0%,,,,,,,,
47,2010,2010-12-12,13,28.147,ARI,,DEN,W 43-13,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0.0,0,0
48,2010,2010-12-19,14,28.154,ARI,@,CAR,L 12-19,,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0.0,0,0
49,2010,2010-12-25,15,28.160,ARI,,DAL,W 27-26,*,2,,,,,0.0%,,,,,,,,
50,2011,2011-09-11,1,29.055,STL,,PHI,L 13-31,,,,,,,0.0%,,,,,,,,
51,2011,2011-10-30,7,29.104,STL,,NOR,W 31-21,,,,,,,0.0%,,,,,,,,
52,2011,2011-11-13,9,29.118,STL,@,CLE,W 13-12,,,,,,,0.0%,,,,,,,,
53,2011,2011-11-20,10,29.125,STL,,SEA,L 7-24,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0.0,0,0
54,2011,2011-11-27,11,29.132,STL,,ARI,L 20-23,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0.0,0,0
55,2011,2011-12-04,12,29.139,STL,@,SFO,L 0-26,,,,,,,0.0%,,,,,,,,
56,2011,2011-12-12,13,29.147,STL,@,SEA,L 13-30,,,,,,,0.0%,,,,,,,,
57,2011,2011-12-18,14,29.153,STL,,CIN,L 13-20,,,,,,,0.0%,,,,,,,,
58,2011,2011-12-24,15,29.159,STL,@,PIT,L 0-27,,0,,,,,0.0%,,,,,,,,
59,2011,2012-01-01,16,29.167,STL,,SFO,L 27-34,*,,0,0,,0,0.0%,,0,0,,0,0.0,1,0
60,2012,2012-09-16,2,30.060,JAX,,HOU,L 7-27,,,,,,,0.0%,,,,,,,,
