ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
34,1989,1989-10-08,5,27.177,KAN,@,SEA,W 20-16,0,0,,0,5,221,44.20,0
35,1989,1989-10-15,6,27.184,KAN,@,RAI,L 14-20,0,0,,0,4,191,47.75,0
36,1989,1989-10-22,7,27.191,KAN,,DAL,W 36-28,0,0,,0,4,173,43.25,0
37,1989,1989-10-29,8,27.198,KAN,@,PIT,L 17-23,0,0,,0,4,167,41.75,0
38,1989,1989-11-05,9,27.205,KAN,,SEA,W 20-10,0,0,,0,4,139,34.75,0
39,1989,1989-11-12,10,27.212,KAN,,DEN,L 13-16,0,0,,0,4,145,36.25,0
40,1989,1989-11-19,11,27.219,KAN,@,CLE,T 10-10,0,0,,0,11,407,37.00,0
41,1989,1989-11-26,12,27.226,KAN,,HOU,W 34-0,0,0,,0,3,142,47.33,0
42,1989,1989-12-03,13,27.233,KAN,,MIA,W 26-21,0,0,,0,2,89,44.50,0
43,1989,1989-12-10,14,27.240,KAN,@,GNB,W 21-3,0,0,,0,5,210,42.00,0
44,1989,1989-12-17,15,27.247,KAN,,SDG,L 13-20,0,0,,0,8,271,33.88,0
45,1989,1989-12-24,16,27.254,KAN,@,MIA,W 27-24,0,0,,0,3,109,36.33,0
46,1990,1990-09-09,1,28.148,KAN,,MIN,W 24-21,0,0,,0,7,246,35.14,0
47,1990,1990-09-17,2,28.156,KAN,@,DEN,L 23-24,0,0,,0,5,195,39.00,0
48,1990,1990-09-23,3,28.162,KAN,@,GNB,W 17-3,1,5,5.00,0,5,212,42.40,0
49,1990,1990-12-09,13,28.239,WAS,,CHI,W 10-9,0,0,,0,3,97,32.33,0
50,1990,1990-12-15,14,28.245,WAS,@,NWE,W 25-10,0,0,,0,4,143,35.75,0
51,1990,1990-12-22,15,28.252,WAS,@,IND,L 28-35,0,0,,0,3,102,34.00,0
52,1990,1990-12-30,16,28.260,WAS,,BUF,W 29-14,0,0,,0,1,35,35.00,0
53,1991,1991-09-01,1,29.140,WAS,,DET,W 45-0,0,0,,0,1,35,35.00,0
54,1991,1991-09-09,2,29.148,WAS,@,DAL,W 33-31,0,0,,0,3,102,34.00,0
55,1991,1991-09-15,3,29.154,WAS,,PHO,W 34-0,0,0,,0,1,44,44.00,0
56,1991,1991-09-22,4,29.161,WAS,@,CIN,W 34-27,0,0,,0,2,80,40.00,0
57,1991,1991-09-30,5,29.169,WAS,,PHI,W 23-0,0,0,,0,2,93,46.50,0
58,1991,1991-10-06,6,29.175,WAS,@,CHI,W 20-7,0,0,,0,5,221,44.20,0
59,1991,1991-10-13,7,29.182,WAS,,CLE,W 42-17,0,0,,0,2,72,36.00,0
60,1991,1991-10-27,8,29.196,WAS,@,NYG,W 17-13,0,0,,0,4,182,45.50,0
61,1991,1991-11-03,9,29.203,WAS,,HOU,W 16-13,0,0,,0,4,159,39.75,0
62,1991,1991-11-10,10,29.210,WAS,,ATL,W 56-17,0,0,,0,5,180,36.00,2
63,1991,1991-11-17,11,29.217,WAS,@,PIT,W 41-14,0,0,,0,1,42,42.00,0
64,1991,1991-11-24,12,29.224,WAS,,DAL,L 21-24,0,0,,0,6,233,38.83,0
65,1991,1991-12-01,13,29.231,WAS,@,RAM,W 27-6,0,0,,0,3,111,37.00,0
66,1991,1991-12-08,14,29.238,WAS,@,PHO,W 20-14,0,0,,0,4,183,45.75,0
67,1991,1991-12-15,15,29.245,WAS,,NYG,W 34-17,0,0,,0,4,133,33.25,0
68,1991,1991-12-22,16,29.252,WAS,@,PHI,L 22-24,0,0,,0,5,200,40.00,1
69,1992,1992-09-07,1,30.146,WAS,@,DAL,L 10-23,0,0,,0,6,303,50.50,1
70,1992,1992-09-13,2,30.152,WAS,,ATL,W 24-17,0,0,,0,2,75,37.50,0
71,1992,1992-09-20,3,30.159,WAS,,DET,W 13-10,0,0,,0,2,86,43.00,0
72,1992,1992-10-04,4,30.173,WAS,@,PHO,L 24-27,0,0,,0,4,125,31.25,0
73,1992,1992-10-12,5,30.181,WAS,,DEN,W 34-3,0,0,,0,6,221,36.83,0
74,1992,1992-10-18,6,30.187,WAS,,PHI,W 16-12,1,-4,-4.00,0,3,155,51.67,0
75,1992,1992-10-25,7,30.194,WAS,@,MIN,W 15-13,0,0,,0,6,241,40.17,0
76,1992,1992-11-01,8,30.201,WAS,,NYG,L 7-24,0,0,,0,6,200,33.33,0
77,1992,1992-11-08,9,30.208,WAS,@,SEA,W 16-3,0,0,,0,4,125,31.25,0
78,1992,1992-11-15,10,30.215,WAS,@,KAN,L 16-35,0,0,,0,4,185,46.25,0
79,1992,1992-11-23,11,30.223,WAS,@,NOR,L 3-20,1,5,5.00,0,6,282,47.00,0
80,1992,1992-11-29,12,30.229,WAS,,PHO,W 41-3,0,0,,0,1,35,35.00,0
81,1992,1992-12-06,13,30.236,WAS,@,NYG,W 28-10,0,0,,0,2,73,36.50,0
82,1992,1992-12-13,14,30.243,WAS,,DAL,W 20-17,0,0,,0,5,186,37.20,0
83,1992,1992-12-20,15,30.250,WAS,@,PHI,L 13-17,0,0,,0,4,151,37.75,0
84,1992,1992-12-26,16,30.256,WAS,,RAI,L 20-21,0,0,,0,3,112,37.33,0
85,1993,1993-09-06,1,31.145,WAS,,DAL,W 35-16,0,0,,0,5,197,39.40,0
