ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
13,1999,1999-12-12,13,21.115,ARI,@,WAS,L 3-28,,4,1,43,43.00,0,25.0%,10.75,1,-2,-2.00,0,0,0,,0,0,0
14,1999,1999-12-19,14,21.122,ARI,,BUF,L 21-31,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
15,1999,1999-12-26,15,21.129,ARI,@,ATL,L 14-37,,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
16,1999,2000-01-02,16,21.136,ARI,@,GNB,L 24-49,,9,4,52,13.00,0,44.4%,5.78,0,0,,0,0,0,,0,0,0
17,2000,2000-09-03,1,22.015,ARI,@,NYG,L 16-21,,11,9,128,14.22,2,81.8%,11.64,0,0,,0,0,0,,0,2,12
18,2000,2000-09-10,2,22.022,ARI,,DAL,W 32-31,*,7,6,102,17.00,0,85.7%,14.57,0,0,,0,0,0,,0,0,0
19,2000,2000-09-24,3,22.036,ARI,,GNB,L 3-29,*,9,3,23,7.67,0,33.3%,2.56,0,0,,0,0,0,,0,0,0
20,2000,2000-10-01,4,22.043,ARI,@,SFO,L 20-27,*,8,5,87,17.40,1,62.5%,10.88,0,0,,0,0,0,,0,1,6
21,2000,2000-10-08,5,22.050,ARI,,CLE,W 29-21,*,8,5,63,12.60,0,62.5%,7.88,1,24,24.00,0,0,0,,0,0,0
22,2000,2000-10-15,6,22.057,ARI,,PHI,L 14-33,*,12,6,123,20.50,1,50.0%,10.25,1,-17,-17.00,0,0,0,,0,1,6
23,2000,2000-10-22,7,22.064,ARI,@,DAL,L 7-48,*,6,3,50,16.67,0,50.0%,8.33,0,0,,0,0,0,,0,0,0
24,2000,2000-10-29,8,22.071,ARI,,NOR,L 10-21,*,9,5,49,9.80,0,55.6%,5.44,0,0,,0,0,0,,0,0,0
25,2000,2000-11-05,9,22.078,ARI,,WAS,W 16-15,*,4,3,57,19.00,0,75.0%,14.25,0,0,,0,0,0,,0,0,0
26,2000,2000-11-12,10,22.085,ARI,@,MIN,L 14-31,*,5,2,34,17.00,0,40.0%,6.80,0,0,,0,0,0,,0,0,0
27,2000,2000-11-19,11,22.092,ARI,@,PHI,L 9-34,,9,6,94,15.67,1,66.7%,10.44,0,0,,0,0,0,,0,1,6
28,2000,2000-11-26,12,22.099,ARI,,NYG,L 7-31,*,6,1,32,32.00,0,16.7%,5.33,0,0,,0,0,0,,0,0,0
29,2000,2000-12-03,13,22.106,ARI,@,CIN,L 13-24,,15,9,184,20.44,2,60.0%,12.27,0,0,,0,0,0,,0,2,12
30,2000,2000-12-10,14,22.113,ARI,@,JAX,L 10-44,*,8,2,25,12.50,0,25.0%,3.13,0,0,,0,0,0,,0,0,0
31,2000,2000-12-17,15,22.120,ARI,,BAL,L 7-13,,10,5,93,18.60,0,50.0%,9.30,0,0,,0,0,0,,0,0,0
32,2000,2000-12-24,16,22.127,ARI,@,WAS,L 3-20,,6,1,12,12.00,0,16.7%,2.00,1,2,2.00,0,0,0,,0,0,0
33,2001,2001-09-23,1,23.035,ARI,,DEN,L 17-38,*,11,8,145,18.13,0,72.7%,13.18,0,0,,0,0,0,,0,0,0
34,2001,2001-09-30,2,23.042,ARI,,ATL,L 14-34,*,9,4,49,12.25,0,44.4%,5.44,1,17,17.00,0,0,0,,0,0,0
35,2001,2001-10-07,3,23.049,ARI,@,PHI,W 21-20,*,9,4,71,17.75,0,44.4%,7.89,0,0,,0,0,0,,0,0,0
36,2001,2001-10-14,4,23.056,ARI,@,CHI,L 13-20,*,11,6,85,14.17,0,54.5%,7.73,1,11,11.00,0,0,0,,0,0,0
37,2001,2001-10-21,5,23.063,ARI,,KAN,W 24-16,*,9,7,131,18.71,1,77.8%,14.56,0,0,,0,0,0,,0,1,6
38,2001,2001-10-28,6,23.070,ARI,@,DAL,L 3-17,*,11,9,108,12.00,0,81.8%,9.82,1,12,12.00,0,0,0,,0,0,0
39,2001,2001-11-04,7,23.077,ARI,,PHI,L 7-21,,13,8,138,17.25,0,61.5%,10.62,0,0,,0,0,0,,0,0,0
40,2001,2001-11-11,8,23.084,ARI,,NYG,L 10-17,*,13,9,137,15.22,1,69.2%,10.54,0,0,,0,0,0,,0,1,6
41,2001,2001-11-18,9,23.091,ARI,,DET,W 45-38,*,9,5,80,16.00,2,55.6%,8.89,0,0,,0,0,0,,0,2,12
42,2001,2001-11-25,10,23.098,ARI,@,SDG,W 20-17,*,9,6,121,20.17,1,66.7%,13.44,0,0,,0,0,0,,0,1,6
43,2001,2001-12-02,11,23.105,ARI,@,OAK,W 34-31,*,11,6,106,17.67,1,54.5%,9.64,1,-4,-4.00,0,0,0,,0,1,6
44,2001,2001-12-09,12,23.112,ARI,,WAS,L 10-20,*,12,6,132,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0
45,2001,2001-12-15,13,23.118,ARI,@,NYG,L 13-17,*,16,8,84,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0
46,2001,2001-12-23,14,23.126,ARI,,DAL,W 17-10,*,11,3,26,8.67,0,27.3%,2.36,1,-1,-1.00,0,0,0,,0,0,0
47,2001,2001-12-30,15,23.133,ARI,@,CAR,W 30-7,*,14,7,127,18.14,2,50.0%,9.07,0,0,,0,0,0,,0,2,12
48,2001,2002-01-06,16,23.140,ARI,@,WAS,L 17-20,*,7,2,58,29.00,0,28.6%,8.29,0,0,,0,0,0,,0,0,0
49,2002,2002-09-08,1,24.020,ARI,@,WAS,L 23-31,*,15,7,138,19.71,1,46.7%,9.20,0,0,,0,0,0,,0,1,6
50,2002,2002-09-15,2,24.027,ARI,@,SEA,W 24-13,*,8,4,49,12.25,0,50.0%,6.13,0,0,,0,0,0,,0,0,0
51,2002,2002-09-22,3,24.034,ARI,,SDG,L 15-23,*,6,3,57,19.00,0,50.0%,9.50,1,7,7.00,0,0,0,,0,0,0
52,2002,2002-09-29,4,24.041,ARI,,NYG,W 21-7,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0
53,2002,2002-10-06,5,24.048,ARI,@,CAR,W 16-13,*,11,3,43,14.33,0,27.3%,3.91,0,0,,0,0,0,,0,0,0
54,2002,2002-10-20,6,24.062,ARI,,DAL,W 9-6,*,13,6,110,18.33,0,46.2%,8.46,0,0,,0,0,0,,0,0,0
55,2002,2002-10-27,7,24.069,ARI,@,SFO,L 28-38,*,11,6,83,13.83,0,54.5%,7.55,1,22,22.00,0,0,0,,0,0,0
56,2002,2002-11-03,8,24.076,ARI,,STL,L 14-27,*,6,1,14,14.00,0,16.7%,2.33,0,0,,0,0,0,,0,0,0
57,2003,2003-09-07,1,25.019,SDG,@,KAN,L 14-27,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
58,2003,2003-09-21,3,25.033,SDG,,BAL,L 10-24,*,10,6,91,15.17,0,60.0%,9.10,1,5,5.00,0,0,0,,0,0,0
59,2003,2003-10-05,5,25.047,SDG,@,JAX,L 21-27,*,20,14,181,12.93,2,70.0%,9.05,1,13,13.00,0,0,0,,0,2,12
60,2003,2003-10-19,6,25.061,SDG,@,CLE,W 26-20,*,4,2,10,5.00,0,50.0%,2.50,1,0,0.00,0,0,0,,0,0,0
61,2003,2003-10-27,7,25.069,SDG,,MIA,L 10-26,*,8,5,82,16.40,0,62.5%,10.25,0,0,,0,0,0,,0,0,0
62,2003,2003-11-02,8,25.075,SDG,@,CHI,L 7-20,*,8,4,29,7.25,0,50.0%,3.63,0,0,,0,0,0,,0,0,0
63,2003,2003-11-09,9,25.082,SDG,,MIN,W 42-28,*,10,7,82,11.71,1,70.0%,8.20,0,0,,0,0,0,,0,1,6
64,2003,2003-11-16,10,25.089,SDG,@,DEN,L 8-37,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
65,2003,2003-11-23,11,25.096,SDG,,CIN,L 27-34,*,12,9,139,15.44,2,75.0%,11.58,0,0,,0,0,0,,0,2,12
66,2003,2003-11-30,12,25.103,SDG,,KAN,L 24-28,*,8,5,85,17.00,1,62.5%,10.63,0,0,,0,0,0,,0,1,6
67,2003,2003-12-07,13,25.110,SDG,@,DET,W 14-7,*,7,4,66,16.50,0,57.1%,9.43,0,0,,0,0,0,,0,0,0
68,2003,2003-12-14,14,25.117,SDG,,GNB,L 21-38,*,11,4,29,7.25,0,36.4%,2.64,0,0,,0,0,0,,0,0,0
69,2003,2003-12-21,15,25.124,SDG,@,PIT,L 24-40,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,0,0
70,2003,2003-12-28,16,25.131,SDG,,OAK,W 21-14,*,6,4,43,10.75,1,66.7%,7.17,0,0,,0,0,0,,0,1,6
71,2005,2005-09-11,1,27.023,MIA,,DEN,W 34-10,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
72,2005,2005-09-18,2,27.030,MIA,@,NYJ,L 7-17,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
73,2005,2005-09-25,3,27.037,MIA,,CAR,W 27-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
74,2005,2005-10-16,5,27.058,MIA,@,TAM,L 13-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
75,2005,2005-10-30,7,27.072,MIA,@,NOR,W 21-6,,1,1,54,54.00,0,100.0%,54.00,0,0,,0,0,0,,0,0,0
