ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2002,2002-12-08,13,23.007,SEA,,PHI,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,2,56,28.00,0,0,0,,0,,0,0,0.0,,
12,2003,2003-09-07,1,23.280,SEA,,NOR,W 27-10,,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,,0,0,0.0,,
13,2003,2003-09-14,2,23.287,SEA,@,ARI,W 38-0,,11,67,6.09,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
14,2003,2003-09-21,3,23.294,SEA,,STL,W 24-23,*,0,0,,0,4,3,28,9.33,0,75.0%,7.00,4,82,20.50,0,0,0,,0,,0,0,0.0,,
15,2003,2003-10-05,4,23.308,SEA,@,GNB,L 13-35,,1,18,18.00,0,0,0,0,,0,0.0%,,6,95,15.83,0,0,0,,0,,0,0,0.0,,
16,2003,2003-10-12,5,23.315,SEA,,SFO,W 20-19,,1,5,5.00,0,0,0,0,,0,0.0%,,2,48,24.00,0,0,0,,0,,0,0,0.0,,
17,2003,2003-10-19,6,23.322,SEA,,CHI,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,5,108,21.60,0,0,0,,0,,0,0,0.0,,
18,2003,2003-10-26,7,23.329,SEA,@,CIN,L 24-27,,3,24,8.00,0,0,0,0,,0,0.0%,,4,84,21.00,0,0,0,,0,,0,0,0.0,,
19,2003,2003-11-02,8,23.336,SEA,,PIT,W 23-16,,3,47,15.67,0,0,0,0,,0,0.0%,,5,84,16.80,0,0,0,,0,,0,0,0.0,,
20,2003,2003-11-09,9,23.343,SEA,@,WAS,L 20-27,,3,26,8.67,0,0,0,0,,0,0.0%,,4,88,22.00,0,0,0,,0,,0,0,0.0,,
21,2003,2003-11-16,10,23.350,SEA,,DET,W 35-14,,3,17,5.67,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,,0,0,0.0,,
22,2003,2003-11-23,11,23.357,SEA,@,BAL,L 41-44,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,4,92,23.00,0,0,0,,0,,0,0,0.0,,
23,2003,2003-11-30,12,23.364,SEA,,CLE,W 34-7,,4,0,0.00,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,,0,,0,0,0.0,,
24,2003,2003-12-07,13,24.006,SEA,@,MIN,L 7-34,,0,0,,0,0,0,0,,0,0.0%,,5,153,30.60,0,0,0,,0,,0,0,0.0,,
25,2003,2003-12-14,14,24.013,SEA,@,STL,L 22-27,,2,9,4.50,0,0,0,0,,0,0.0%,,3,60,20.00,0,0,0,,0,,0,0,0.0,,
26,2003,2003-12-21,15,24.020,SEA,,ARI,W 28-10,,1,13,13.00,0,1,1,4,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,,1,6,0.0,,
27,2003,2003-12-27,16,24.026,SEA,@,SFO,W 24-17,,5,11,2.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
28,2004,2004-09-12,1,24.286,SEA,@,NOR,W 21-7,,4,10,2.50,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,,0,0,0.0,,
29,2004,2004-09-19,2,24.293,SEA,@,TAM,W 10-6,,3,2,0.67,0,2,1,2,2.00,0,50.0%,1.00,3,73,24.33,0,0,0,,0,,0,0,0.0,,
30,2004,2004-09-26,3,24.300,SEA,,SFO,W 34-0,,8,42,5.25,0,1,1,5,5.00,0,100.0%,5.00,1,17,17.00,0,0,0,,0,,0,0,0.0,,
31,2004,2004-10-10,4,24.314,SEA,,STL,L 27-33,,2,5,2.50,0,3,0,0,,0,0.0%,0.00,5,95,19.00,0,0,0,,0,,0,0,0.0,,
32,2004,2004-10-17,5,24.321,SEA,@,NWE,L 20-30,,2,16,8.00,0,3,1,7,7.00,0,33.3%,2.33,7,171,24.43,0,1,0,0.00,0,,0,0,0.0,,
33,2004,2004-10-24,6,24.328,SEA,@,ARI,L 17-25,,0,0,,0,1,0,0,,0,0.0%,0.00,3,80,26.67,0,4,7,1.75,0,,0,0,0.0,,
34,2004,2004-10-31,7,24.335,SEA,,CAR,W 23-17,,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,0,0,,0,,0,0,0.0,,
35,2004,2004-11-14,9,24.349,SEA,@,STL,L 12-23,,2,3,1.50,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,2,20,10.00,0,,0,0,0.0,,
36,2004,2004-11-21,10,24.356,SEA,,MIA,W 24-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,4,21,5.25,0,,0,0,0.0,,
37,2004,2004-11-28,11,24.363,SEA,,BUF,L 9-38,,2,10,5.00,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,1,0,0.00,0,,0,0,0.0,,
38,2004,2004-12-06,12,25.005,SEA,,DAL,L 39-43,,1,6,6.00,0,0,0,0,,0,0.0%,,7,121,17.29,0,2,24,12.00,0,,0,0,0.0,,
39,2004,2004-12-12,13,25.011,SEA,@,MIN,W 27-23,,3,13,4.33,0,1,1,12,12.00,0,100.0%,12.00,5,122,24.40,0,0,0,,0,,0,0,0.0,,
40,2004,2004-12-19,14,25.018,SEA,@,NYJ,L 14-37,,1,6,6.00,0,0,0,0,,0,0.0%,,7,131,18.71,0,0,0,,0,,0,0,0.0,,
41,2004,2004-12-26,15,25.025,SEA,,ARI,W 24-21,,1,10,10.00,0,2,1,3,3.00,0,50.0%,1.50,3,63,21.00,0,1,3,3.00,0,,0,0,0.0,,
42,2004,2005-01-02,16,25.032,SEA,,ATL,W 28-26,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,3,54,18.00,0,0,0,,0,,0,0,0.0,,
43,2005,2005-09-11,1,25.284,SEA,@,JAX,L 14-26,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
44,2005,2005-09-18,2,25.291,SEA,,ATL,W 21-18,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
45,2005,2005-09-25,3,25.298,SEA,,ARI,W 37-12,,11,4,0.36,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
46,2005,2005-10-02,4,25.305,SEA,@,WAS,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,,0,0,0.0,,
47,2005,2005-10-09,5,25.312,SEA,@,STL,W 37-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
48,2005,2005-10-16,6,25.319,SEA,,HOU,W 42-10,,8,104,13.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,1,6,0.0,,
49,2005,2005-10-23,7,25.326,SEA,,DAL,W 13-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
50,2005,2005-11-06,8,25.340,SEA,@,ARI,W 33-19,,5,30,6.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,,
51,2005,2005-11-13,9,25.347,SEA,,STL,W 31-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
52,2005,2005-11-20,10,25.354,SEA,@,SFO,W 27-25,,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
53,2005,2005-11-27,11,25.361,SEA,,NYG,W 24-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
54,2005,2005-12-05,12,26.004,SEA,@,PHI,W 42-0,,15,33,2.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
55,2005,2005-12-11,13,26.010,SEA,,SFO,W 41-3,,7,22,3.14,0,0,0,0,,0,0.0%,,0,21,,0,0,,,0,,0,0,0.0,,
56,2005,2005-12-18,14,26.017,SEA,@,TEN,W 28-24,,1,3,3.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,,
57,2005,2005-12-24,15,26.023,SEA,,IND,W 28-13,*,9,34,3.78,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,,
58,2005,2006-01-01,16,26.031,SEA,@,GNB,L 17-23,,9,25,2.78,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,0.0,,
59,2006,2006-09-10,1,26.283,SEA,@,DET,W 9-6,*,3,23,7.67,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,,
60,2006,2006-09-17,2,26.290,SEA,,ARI,W 21-10,,4,25,6.25,0,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,,0,0,0.0,,
61,2006,2006-09-24,3,26.297,SEA,,NYG,W 42-30,,15,18,1.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
62,2006,2006-10-01,4,26.304,SEA,@,CHI,L 6-37,*,11,35,3.18,0,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,,0,,0,0,0.0,,
63,2006,2006-10-15,5,26.318,SEA,@,STL,W 30-28,*,23,74,3.22,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,,
64,2006,2006-10-22,6,26.325,SEA,,MIN,L 13-31,*,17,49,2.88,0,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,,0,0,0.0,,
65,2006,2006-10-29,7,26.332,SEA,@,KAN,L 28-35,*,12,25,2.08,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
66,2006,2006-11-06,8,26.340,SEA,,OAK,W 16-0,*,30,138,4.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
67,2006,2006-11-12,9,26.346,SEA,,STL,W 24-22,*,21,124,5.90,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
68,2006,2006-11-19,10,26.353,SEA,@,SFO,L 14-20,,2,12,6.00,0,1,1,-7,-7.00,0,100.0%,-7.00,0,0,,0,0,0,,0,,0,0,0.0,,
69,2006,2006-11-27,11,26.361,SEA,,GNB,W 34-24,*,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
70,2006,2006-12-03,12,27.002,SEA,@,DEN,W 23-20,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
71,2006,2006-12-10,13,27.009,SEA,@,ARI,L 21-27,,4,12,3.00,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,0,0,,0,,0,0,0.0,,
72,2006,2006-12-14,14,27.013,SEA,,SFO,L 14-24,,2,14,7.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
73,2006,2006-12-24,15,27.023,SEA,,SDG,L 17-20,,1,3,3.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
74,2006,2006-12-31,16,27.030,SEA,@,TAM,W 23-7,,10,39,3.90,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,,
75,2007,2007-09-09,1,27.282,SEA,,TAM,W 20-6,,3,15,5.00,0,1,1,34,34.00,1,100.0%,34.00,0,0,,0,0,0,,0,,1,6,0.0,,
76,2007,2007-09-30,4,27.303,SEA,@,SFO,W 23-3,,5,13,2.60,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,,
77,2007,2007-10-07,5,27.310,SEA,@,PIT,L 0-21,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
78,2007,2007-10-14,6,27.317,SEA,,NOR,L 17-28,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
79,2007,2007-10-21,7,27.324,SEA,,STL,W 33-6,,10,42,4.20,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,,
80,2007,2007-11-04,8,27.338,SEA,@,CLE,L 30-33,,9,55,6.11,0,2,2,43,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,,0,0,0.0,,
81,2007,2007-11-12,9,27.346,SEA,,SFO,W 24-0,*,28,87,3.11,1,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,,1,6,0.0,,
82,2007,2007-11-18,10,27.352,SEA,,CHI,W 30-23,*,18,87,4.83,1,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,,1,6,0.0,,
83,2007,2007-11-25,11,27.359,SEA,@,STL,W 24-19,*,16,79,4.94,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,,
84,2007,2007-12-02,12,28.001,SEA,@,PHI,W 28-24,*,5,64,12.80,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,1,6,0.0,,
85,2007,2007-12-09,13,28.008,SEA,,ARI,W 42-21,,13,36,2.77,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,,0,0,0.0,,
86,2007,2007-12-16,14,28.015,SEA,@,CAR,L 10-13,,4,15,3.75,0,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,0,,0,0,0.0,,
87,2007,2007-12-23,15,28.022,SEA,,BAL,W 27-6,*,15,40,2.67,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,,0,0,0.0,,
88,2007,2007-12-30,16,28.029,SEA,@,ATL,L 41-44,*,13,91,7.00,1,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,1,6,0.0,,
89,2008,2008-09-07,1,28.281,SEA,@,BUF,L 10-34,*,6,31,5.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2008,2008-10-12,5,28.316,SEA,,GNB,L 17-27,,4,16,4.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,1,0
91,2008,2008-10-19,6,28.323,SEA,@,TAM,L 10-20,,6,56,9.33,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2008,2008-10-26,7,28.330,SEA,@,SFO,W 34-13,,11,16,1.45,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2008,2008-11-02,8,28.337,SEA,,PHI,L 7-26,,8,43,5.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2008,2008-11-09,9,28.344,SEA,@,MIA,L 19-21,,1,11,11.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2008,2008-11-16,10,28.351,SEA,,ARI,L 20-26,,3,2,0.67,0,3,3,27,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
96,2008,2008-11-23,11,28.358,SEA,,WAS,L 17-20,*,14,103,7.36,0,3,3,10,3.33,1,100.0%,3.33,0,0,,0,0,0,,0,,1,6,0.0,1,0
97,2008,2008-11-27,12,28.362,SEA,@,DAL,L 9-34,,6,10,1.67,0,6,3,23,7.67,0,50.0%,3.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
98,2008,2008-12-07,13,29.006,SEA,,NWE,L 21-24,*,14,39,2.79,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2008,2008-12-14,14,29.013,SEA,@,STL,W 23-20,*,15,86,5.73,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2008,2008-12-21,15,29.020,SEA,,NYJ,W 13-3,*,29,116,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
101,2008,2008-12-28,16,29.027,SEA,@,ARI,L 21-34,*,15,45,3.00,0,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2009,2009-09-20,2,29.293,DET,,MIN,L 13-27,,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
103,2009,2009-09-27,3,29.300,DET,,WAS,W 19-14,,8,10,1.25,1,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
104,2009,2009-10-04,4,29.307,DET,@,CHI,L 24-48,,1,13,13.00,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2009,2009-10-11,5,29.314,DET,,PIT,L 20-28,,1,5,5.00,0,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
106,2009,2009-11-01,7,29.335,DET,,STL,L 10-17,,14,63,4.50,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,1,0,2,0.0,0,0
107,2009,2009-11-08,8,29.342,DET,@,SEA,L 20-32,,4,20,5.00,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2009,2009-11-15,9,29.349,DET,@,MIN,L 10-27,,6,10,1.67,0,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2009,2009-11-22,10,29.356,DET,,CLE,W 38-37,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2009,2009-11-26,11,29.360,DET,,GNB,L 12-34,,1,4,4.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2009,2009-12-06,12,30.005,DET,@,CIN,L 13-23,,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2009,2009-12-13,13,30.012,DET,@,BAL,L 3-48,,3,11,3.67,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2009,2009-12-20,14,30.019,DET,,ARI,L 24-31,*,17,126,7.41,1,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,,1,6,0.0,0,0
114,2009,2009-12-27,15,30.026,DET,@,SFO,L 6-20,*,18,37,2.06,0,7,4,29,7.25,0,57.1%,4.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2009,2010-01-03,16,30.033,DET,,CHI,L 23-37,*,16,65,4.06,0,6,5,41,8.20,0,83.3%,6.83,0,0,,0,0,0,,0,,0,0,0.0,0,1
116,2010,2010-09-12,1,30.285,DET,@,CHI,L 14-19,,2,-3,-1.50,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2010,2010-09-19,2,30.292,DET,,PHI,L 32-35,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2010,2010-09-26,3,30.299,DET,@,MIN,L 10-24,*,6,5,0.83,0,7,5,36,7.20,0,71.4%,5.14,0,0,,0,0,0,,0,,0,0,0.0,0,0
119,2010,2010-10-03,4,30.306,DET,@,GNB,L 26-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
120,2010,2010-10-31,7,30.334,DET,,WAS,W 37-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2010,2010-11-07,8,30.341,DET,,NYJ,L 20-23,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,
122,2010,2010-11-14,9,30.348,DET,@,BUF,L 12-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,1
123,2010,2010-11-21,10,30.355,DET,@,DAL,L 19-35,,10,31,3.10,0,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
124,2010,2010-11-25,11,30.359,DET,,NWE,L 24-45,*,9,55,6.11,2,5,5,20,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,2,12,0.0,0,0
125,2010,2010-12-05,12,31.004,DET,,CHI,L 20-24,*,10,37,3.70,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2010,2010-12-12,13,31.011,DET,,GNB,W 7-3,*,11,51,4.64,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
127,2010,2010-12-19,14,31.018,DET,@,TAM,W 23-20,*,15,109,7.27,1,4,3,10,3.33,0,75.0%,2.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
128,2010,2010-12-26,15,31.025,DET,@,MIA,W 34-27,*,12,22,1.83,1,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
129,2010,2011-01-02,16,31.032,DET,,MIN,W 20-13,*,12,21,1.75,1,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
130,2011,2011-09-11,1,31.284,DET,@,TAM,W 27-20,,2,4,2.00,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
131,2011,2011-09-18,2,31.291,DET,,KAN,W 48-3,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
132,2011,2011-09-25,3,31.298,DET,@,MIN,W 26-23,,2,-4,-2.00,0,2,1,14,14.00,0,50.0%,7.00,1,15,15.00,0,0,0,,0,,0,0,0.0,0,1
133,2011,2011-10-02,4,31.305,DET,@,DAL,W 34-30,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
134,2011,2011-10-10,5,31.313,DET,,CHI,W 24-13,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
135,2011,2011-10-16,6,31.319,DET,,SFO,L 19-25,,5,20,4.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
136,2011,2011-10-23,7,31.326,DET,,ATL,L 16-23,*,9,50,5.56,0,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
137,2011,2011-10-30,8,31.333,DET,@,DEN,W 45-10,*,13,58,4.46,1,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
138,2011,2011-11-13,9,31.347,DET,@,CHI,L 13-37,*,10,44,4.40,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
139,2011,2011-11-20,10,31.354,DET,,CAR,W 49-35,*,7,29,4.14,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
140,2011,2011-11-24,11,31.358,DET,,GNB,L 15-27,,7,39,5.57,0,10,9,81,9.00,0,90.0%,8.10,0,0,,0,0,0,,0,,0,0,0.0,1,0
141,2011,2011-12-04,12,32.003,DET,@,NOR,L 17-31,,12,28,2.33,0,7,5,47,9.40,1,71.4%,6.71,0,0,,0,0,0,,0,,1,6,0.0,1,0
142,2011,2011-12-11,13,32.010,DET,,MIN,W 34-28,*,4,13,3.25,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
143,2011,2011-12-18,14,32.017,DET,@,OAK,W 28-27,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
144,2011,2011-12-24,15,32.023,DET,,SDG,W 38-10,,5,22,4.40,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
145,2011,2012-01-01,16,32.031,DET,@,GNB,L 41-45,,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
