ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
43,2009,2009-09-20,2,27.265,WAS,,STL,W 9-7,,0,0,,0,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
44,2009,2009-09-27,3,27.272,WAS,@,DET,L 14-19,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
45,2009,2009-10-04,4,27.279,WAS,,TAM,W 16-13,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0.0,0,0,3,80,26.67,0
46,2009,2009-10-11,5,27.286,WAS,@,CAR,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
47,2009,2009-10-18,6,27.293,WAS,,KAN,L 6-14,,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
48,2009,2009-10-26,7,27.301,WAS,,PHI,L 17-27,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
49,2009,2009-11-08,8,27.314,WAS,@,ATL,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
50,2009,2009-11-15,9,27.321,WAS,,DEN,W 27-17,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
51,2009,2009-11-22,10,27.328,WAS,@,DAL,L 6-7,,0,0,,0,,,,2,4,50.0,0,6,0.0,0,1,0,0,,0
52,2009,2009-11-29,11,27.335,WAS,@,PHI,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
53,2009,2009-12-06,12,27.342,WAS,,NOR,L 30-33,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,0,,0
54,2009,2009-12-27,15,27.363,DAL,@,WAS,W 17-0,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
55,2009,2010-01-03,16,28.005,DAL,,PHI,W 24-0,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
56,2010,2010-11-21,10,28.327,PIT,,OAK,W 35-3,,0,0,,0,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
57,2010,2010-11-28,11,28.334,PIT,@,BUF,W 19-16,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
58,2010,2010-12-05,12,28.341,PIT,@,BAL,W 13-10,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,3,115,38.33,0
59,2010,2010-12-12,13,28.348,PIT,,CIN,W 23-7,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
60,2010,2010-12-19,14,28.355,PIT,,NYJ,L 17-22,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,1,0,0,,0
61,2010,2010-12-23,15,28.359,PIT,,CAR,W 27-3,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
62,2010,2011-01-02,16,29.004,PIT,@,CLE,W 41-9,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
63,2011,2011-09-11,1,29.256,PIT,@,BAL,L 7-35,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
64,2011,2011-09-18,2,29.263,PIT,,SEA,W 24-0,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
65,2011,2011-09-25,3,29.270,PIT,@,IND,W 23-20,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,0,1,0,0,,0
66,2011,2011-10-02,4,29.277,PIT,@,HOU,L 10-17,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
67,2011,2011-10-09,5,29.284,PIT,,TEN,W 38-17,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,0,1,0,0,,0
68,2011,2011-10-16,6,29.291,PIT,,JAX,W 17-13,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
69,2011,2011-10-23,7,29.298,PIT,@,ARI,W 32-20,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
70,2011,2011-10-30,8,29.305,PIT,,NWE,W 25-17,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
71,2011,2011-11-06,9,29.312,PIT,,BAL,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
72,2011,2011-11-13,10,29.319,PIT,@,CIN,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,1,0,0,,0
73,2011,2011-11-27,11,29.333,PIT,@,KAN,W 13-9,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
74,2011,2011-12-04,12,29.340,PIT,,CIN,W 35-7,,0,0,,0,5,5,100.0,,1,0.0,0,5,0.0,0,0,0,0,,0
75,2011,2011-12-08,13,29.344,PIT,,CLE,W 14-3,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
76,2011,2011-12-19,14,29.355,PIT,@,SFO,L 3-20,,0,0,,0,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
77,2011,2011-12-24,15,29.360,PIT,,STL,W 27-0,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
78,2011,2012-01-01,16,30.003,PIT,@,CLE,W 13-9,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
79,2012,2012-09-09,1,30.255,PIT,@,DEN,L 19-31,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
80,2012,2012-09-16,2,30.262,PIT,,NYJ,W 27-10,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
81,2012,2012-09-23,3,30.269,PIT,@,OAK,L 31-34,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
82,2012,2012-10-07,4,30.283,PIT,,PHI,W 16-14,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
83,2012,2012-10-11,5,30.287,PIT,@,TEN,L 23-26,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
84,2012,2012-10-21,6,30.297,PIT,@,CIN,W 24-17,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
85,2012,2012-10-28,7,30.304,PIT,,WAS,W 27-12,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
86,2012,2012-11-04,8,30.311,PIT,@,NYG,W 24-20,,1,-1,-1.00,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
87,2012,2012-11-12,9,30.319,PIT,,KAN,W 16-13,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
88,2012,2012-11-18,10,30.325,PIT,,BAL,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
89,2012,2012-11-25,11,30.332,PIT,@,CLE,L 14-20,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
90,2012,2012-12-02,12,30.339,PIT,@,BAL,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
91,2012,2012-12-09,13,30.346,PIT,,SDG,L 24-34,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
92,2012,2012-12-16,14,30.353,PIT,@,DAL,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
93,2012,2012-12-23,15,30.360,PIT,,CIN,L 10-13,,0,0,,0,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,0,,0
94,2012,2012-12-30,16,31.001,PIT,,CLE,W 24-10,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
95,2013,2013-09-08,1,31.253,PIT,,TEN,L 9-16,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
96,2013,2013-09-16,2,31.261,PIT,@,CIN,L 10-20,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
97,2013,2013-09-22,3,31.267,PIT,,CHI,L 23-40,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
98,2013,2013-09-29,4,31.274,PIT,@,MIN,L 27-34,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
99,2013,2013-10-13,5,31.288,PIT,@,NYJ,W 19-6,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,1,0,0,0,,0
100,2013,2013-10-20,6,31.295,PIT,,BAL,W 19-16,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
101,2013,2013-10-27,7,31.302,PIT,@,OAK,L 18-21,,0,0,,0,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,0,,0
102,2013,2013-11-03,8,31.309,PIT,@,NWE,L 31-55,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,1,1,0,0,,0
103,2013,2013-11-10,9,31.316,PIT,,BUF,W 23-10,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
104,2013,2013-11-17,10,31.323,PIT,,DET,W 37-27,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0.0,1,0,0,0,,0
105,2013,2013-11-24,11,31.330,PIT,@,CLE,W 27-11,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
106,2013,2013-11-28,12,31.334,PIT,@,BAL,L 20-22,,1,-12,-12.00,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
107,2013,2013-12-08,13,31.344,PIT,,MIA,L 28-34,,0,0,,0,4,4,100.0,,,,0,4,0.0,1,0,0,0,,0
108,2013,2013-12-15,14,31.351,PIT,,CIN,W 30-20,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
109,2013,2013-12-22,15,31.358,PIT,@,GNB,W 38-31,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,2,0,0,0,,0
110,2013,2013-12-29,16,32.000,PIT,,CLE,W 20-7,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
111,2014,2014-09-07,1,32.252,PIT,,CLE,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
112,2014,2014-09-11,2,32.256,PIT,@,BAL,L 6-26,,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
113,2014,2014-09-21,3,32.266,PIT,@,CAR,W 37-19,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
114,2014,2014-09-28,4,32.273,PIT,,TAM,L 24-27,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
115,2014,2014-10-05,5,32.280,PIT,@,JAX,W 17-9,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
116,2014,2014-10-12,6,32.287,PIT,@,CLE,L 10-31,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
117,2014,2014-10-20,7,32.295,PIT,,HOU,W 30-23,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
118,2014,2014-10-26,8,32.301,PIT,,IND,W 51-34,,0,0,,0,7,7,100.0,,,,0,7,0.0,0,0,0,0,,0
119,2014,2014-11-02,9,32.308,PIT,,BAL,W 43-23,,0,0,,0,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
120,2014,2014-11-09,10,32.315,PIT,@,NYJ,L 13-20,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
121,2014,2014-11-17,11,32.323,PIT,@,TEN,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
122,2014,2014-11-30,12,32.336,PIT,,NOR,L 32-35,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
123,2014,2014-12-07,13,32.343,PIT,@,CIN,W 42-21,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
124,2014,2014-12-14,14,32.350,PIT,@,ATL,W 27-20,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
125,2014,2014-12-21,15,32.357,PIT,,KAN,W 20-12,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
126,2014,2014-12-28,16,32.364,PIT,,CIN,W 27-17,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
