ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
23,1970,1970-12-20,14,23.136,CIN,,BOS,W 45-7,0,0,,0,0,0,,0,0,0,2,3,0
24,1971,1971-09-26,2,24.051,CIN,@,PIT,L 10-21,,,,,,,,,,,,,
25,1971,1971-10-03,3,24.058,CIN,@,GNB,L 17-20,,,,,,,,,,,,,
26,1971,1971-10-10,4,24.065,CIN,,MIA,L 13-23,0,0,,0,0,0,,0,0,0,1,0,0
27,1971,1971-10-17,5,24.072,CIN,,CLE,L 24-27,,,,,,,,,,,,,
28,1971,1971-10-24,6,24.079,CIN,@,OAK,L 27-31,,,,,,,,,,,,,
29,1971,1971-10-31,7,24.086,CIN,@,HOU,L 6-10,0,0,,0,0,0,,0,0,0,2,21,0
30,1971,1971-11-07,8,24.093,CIN,,ATL,L 6-9,,,,,,,,,,,,,
31,1971,1971-11-14,9,24.100,CIN,@,DEN,W 24-10,,,,,,,,,,,,,
32,1971,1971-11-21,10,24.107,CIN,,HOU,W 28-13,,,,,,,,,,,,,
33,1971,1971-11-28,11,24.114,CIN,,SDG,W 31-0,0,0,,0,0,0,,0,0,0,2,1,0
34,1971,1971-12-05,12,24.121,CIN,@,CLE,L 27-31,,,,,,,,,,,,,
35,1971,1971-12-12,13,24.128,CIN,,PIT,L 13-21,,,,,,,,,,,,,
36,1971,1971-12-19,14,24.135,CIN,@,NYJ,L 21-35,,,,,,,,,,,,,
37,1972,1972-09-17,1,25.042,CIN,@,NWE,W 31-7,0,0,,0,0,0,,0,0,0,1,0,0
38,1972,1972-09-24,2,25.049,CIN,,PIT,W 15-10,,,,,,,,,,,,,
39,1972,1972-10-01,3,25.056,CIN,@,CLE,L 6-27,,,,,,,,,,,,,
40,1972,1972-10-08,4,25.063,CIN,,DEN,W 21-10,,,,,,,,,,,,,
41,1972,1972-10-15,5,25.070,CIN,@,KAN,W 23-16,,,,,,,,,,,,,
42,1972,1972-10-29,7,25.084,CIN,,HOU,W 30-7,,,,,,,,,,,,,
43,1972,1972-11-05,8,25.091,CIN,@,PIT,L 17-40,,,,,,,,,,,,,
44,1972,1972-11-12,9,25.098,CIN,,OAK,L 14-20,,,,,,,,,,,,,
45,1972,1972-11-19,10,25.105,CIN,,BAL,L 19-20,,,,,,,,,,,,,
46,1972,1972-11-26,11,25.112,CIN,@,CHI,W 13-3,0,0,,0,0,0,,0,0,0,1,0,0
47,1972,1972-12-03,12,25.119,CIN,,NYG,W 13-10,,,,,,,,,,,,,
48,1972,1972-12-09,13,25.125,CIN,,CLE,L 24-27,0,0,,0,0,0,,0,0,0,1,0,0
49,1973,1973-09-16,1,26.041,CIN,@,DEN,L 10-28,0,0,,0,0,0,,0,0,0,1,0,0
50,1973,1973-09-23,2,26.048,CIN,,HOU,W 24-10,,,,,,,,,,,,,
51,1973,1973-09-30,3,26.055,CIN,@,SDG,W 20-13,,,,,,,,,,,,,
52,1973,1973-10-07,4,26.062,CIN,@,CLE,L 10-17,,,,,,,,,,,,,
53,1973,1973-10-14,5,26.069,CIN,,PIT,W 19-7,,,,,,,,,,,,,
54,1973,1973-10-21,6,26.076,CIN,,KAN,W 14-6,,,,,,,,,,,,,
55,1973,1973-10-28,7,26.083,CIN,@,PIT,L 13-20,,,,,,,,,,,0,5,0
56,1973,1973-11-04,8,26.090,CIN,@,DAL,L 10-38,,,,,,,,,,,,,
57,1973,1973-11-11,9,26.097,CIN,@,BUF,W 16-13,,,,,,,,,,,,,
58,1973,1973-11-18,10,26.104,CIN,,NYJ,W 20-14,,,,,,,,,,,,,
59,1973,1973-11-25,11,26.111,CIN,,STL,W 42-24,,,,,,,,,,,,,
60,1973,1973-12-02,12,26.118,CIN,,MIN,W 27-0,,,,,,,,,,,,,
61,1973,1973-12-09,13,26.125,CIN,,CLE,W 34-17,0,0,,0,0,0,,0,0,0,1,-3,0
62,1973,1973-12-16,14,26.132,CIN,@,HOU,W 27-24,,,,,,,,,,,,,
63,1974,1974-09-15,1,27.040,CIN,,CLE,W 33-7,,,,,,,,,,,,,
64,1974,1974-09-22,2,27.047,CIN,,SDG,L 17-20,,,,,,,,,,,,,
65,1974,1974-09-29,3,27.054,CIN,@,SFO,W 21-3,,,,,,,,,,,,,
66,1974,1974-10-06,4,27.061,CIN,,WAS,W 28-17,,,,,,,,,,,,,
67,1974,1974-10-13,5,27.068,CIN,@,CLE,W 34-24,0,0,,0,0,0,,0,0,0,1,0,0
68,1974,1974-10-20,6,27.075,CIN,@,OAK,L 27-30,,,,,,,,,,,,,
69,1974,1974-10-27,7,27.082,CIN,,HOU,L 21-34,,,,,,,,,,,,,
70,1974,1974-11-03,8,27.089,CIN,@,BAL,W 24-14,0,0,,0,0,0,,0,0,0,1,0,0
71,1974,1974-11-10,9,27.096,CIN,,PIT,W 17-10,0,0,,0,0,0,,0,0,0,1,0,0
72,1974,1974-11-17,10,27.103,CIN,@,HOU,L 3-20,0,0,,0,0,0,,0,0,0,1,19,0
73,1974,1974-11-24,11,27.110,CIN,,KAN,W 33-6,,,,,,,,,,,,,
74,1974,1974-12-02,12,27.118,CIN,@,MIA,L 3-24,,,,,,,,,,,,,
75,1974,1974-12-08,13,27.124,CIN,,DET,L 19-23,0,0,,0,0,0,,0,0,0,1,14,0
76,1974,1974-12-14,14,27.130,CIN,@,PIT,L 3-27,,,,,,,,,,,,,
77,1975,1975-09-21,1,28.046,CIN,,CLE,W 24-17,,,,,,,,,,,,,
78,1975,1975-09-28,2,28.053,CIN,@,NOR,W 21-0,,,,,,,,,,,,,
79,1975,1975-10-05,3,28.060,CIN,@,HOU,W 21-19,0,0,,0,0,0,,0,0,0,1,0,0
80,1975,1975-10-12,4,28.067,CIN,,NWE,W 27-10,0,0,,0,0,0,,0,0,0,1,24,0
81,1975,1975-10-19,5,28.074,CIN,,OAK,W 14-10,0,0,,0,0,0,,0,0,0,1,20,0
82,1975,1975-10-26,6,28.081,CIN,@,ATL,W 21-14,0,0,,0,0,0,,0,1,6,1,30,1
83,1975,1975-11-02,7,28.088,CIN,,PIT,L 24-30,0,0,,0,0,0,,0,0,0,1,0,0
84,1975,1975-11-09,8,28.095,CIN,@,DEN,W 17-16,,,,,,,,,,,,,
85,1975,1975-11-17,9,28.103,CIN,,BUF,W 33-24,,,,,,,,,,,,,
86,1975,1975-11-23,10,28.109,CIN,@,CLE,L 23-35,,,,,,,,,,,,,
87,1975,1975-11-30,11,28.116,CIN,,HOU,W 23-19,,,,,,,,,,,,,
88,1975,1975-12-07,12,28.123,CIN,@,PHI,W 31-0,,,,,,,,,,,,,
89,1975,1975-12-13,13,28.129,CIN,@,PIT,L 14-35,0,0,,0,0,0,,0,0,0,1,2,0
90,1975,1975-12-21,14,28.137,CIN,,SDG,W 47-17,,,,,,,,,,,,,
91,1976,1976-09-12,1,29.037,CIN,,DEN,W 17-7,0,0,,0,0,0,,0,0,0,1,0,0
92,1976,1976-09-19,2,29.044,CIN,@,BAL,L 27-28,0,0,,0,0,0,,0,0,0,1,31,0
93,1976,1976-09-26,3,29.051,CIN,,GNB,W 28-7,0,0,,0,0,0,,0,1,6,2,80,1
94,1976,1976-10-03,4,29.058,CIN,@,CLE,W 45-24,,,,,,,,,,,,,
95,1976,1976-10-10,5,29.065,CIN,,TAM,W 21-0,,,,,,,,,,,,,
96,1976,1976-10-17,6,29.072,CIN,@,PIT,L 6-23,,,,,,,,,,,,,
97,1976,1976-10-24,7,29.079,CIN,@,HOU,W 27-7,0,0,,0,0,0,,0,0,0,1,8,0
98,1976,1976-10-31,8,29.086,CIN,,CLE,W 21-6,,,,,,,,,,,,,
99,1976,1976-11-08,9,29.094,CIN,,RAM,W 20-12,,,,,,,,,,,,,
100,1976,1976-11-14,10,29.100,CIN,,HOU,W 31-27,0,0,,0,0,0,,0,0,0,1,0,0
101,1976,1976-11-21,11,29.107,CIN,@,KAN,W 27-24,,,,,,,,,,,,,
102,1976,1976-11-28,12,29.114,CIN,,PIT,L 3-7,,,,,,,,,,,,,
103,1976,1976-12-06,13,29.122,CIN,@,OAK,L 20-35,,,,,,,,,,,,,
104,1976,1976-12-12,14,29.128,CIN,@,NYJ,W 42-3,0,0,,0,0,0,,0,0,0,3,22,0
105,1977,1977-09-18,1,30.043,CIN,,CLE,L 3-13,,,,,,,,,,,,,
106,1977,1977-09-25,2,30.050,CIN,,SEA,W 42-20,,,,,,,,,,,,,
107,1977,1977-10-02,3,30.057,CIN,@,SDG,L 3-24,,,,,,,,,,,,,
108,1977,1977-10-09,4,30.064,CIN,@,GNB,W 17-7,,,,,,,,,,,,,
109,1977,1977-10-17,5,30.072,CIN,@,PIT,L 14-20,,,,,,,,,,,,,
110,1977,1977-10-23,6,30.078,CIN,,DEN,L 13-24,,,,,,,,,,,,,
111,1977,1977-10-30,7,30.085,CIN,,HOU,W 13-10,,,,,,,,,,,,,
112,1977,1977-11-06,8,30.092,CIN,@,CLE,W 10-7,,,,,,,,,,,,,
113,1977,1977-11-13,9,30.099,CIN,@,MIN,L 10-42,,,,,,,,,,,,,
114,1977,1977-11-20,10,30.106,CIN,,MIA,W 23-17,0,0,,0,0,0,,0,0,0,1,14,0
115,1977,1977-11-27,11,30.113,CIN,,NYG,W 30-13,,,,,,,,,,,,,
116,1977,1977-12-04,12,30.120,CIN,@,KAN,W 27-7,0,0,,0,0,0,,0,0,0,1,0,0
117,1977,1977-12-10,13,30.126,CIN,,PIT,W 17-10,,,,,,,,,,,,,
118,1977,1977-12-18,14,30.134,CIN,@,HOU,L 16-21,,,,,,,,,,,,,
119,1978,1978-09-03,1,31.028,CIN,,KAN,L 23-24,,,,,,,,,,,,,
120,1978,1978-09-10,2,31.035,CIN,@,CLE,L 10-13,0,0,,0,0,0,,0,0,0,1,17,0
121,1978,1978-09-17,3,31.042,CIN,,PIT,L 3-28,,,,,,,,,,,,,
122,1978,1978-09-24,4,31.049,CIN,,NOR,L 18-20,,,,,,,,,,,,,
123,1978,1978-10-01,5,31.056,CIN,@,SFO,L 12-28,,,,,,,,,,,,,
124,1978,1978-10-09,6,31.064,CIN,@,MIA,L 0-21,,,,,,,,,,,,,
125,1978,1978-10-15,7,31.070,CIN,,NWE,L 3-10,,,,,,,,,,,,,
126,1978,1978-10-22,8,31.077,CIN,@,BUF,L 0-5,,,,,,,,,,,,,
127,1978,1978-10-29,9,31.084,CIN,,HOU,W 28-13,,,,,,,,,,,,,
128,1978,1978-11-05,10,31.091,CIN,@,SDG,L 13-22,,,,,,,,,,,,,
129,1978,1978-11-13,11,31.099,CIN,,OAK,L 21-34,,,,,,,,,,,,,
130,1978,1978-11-19,12,31.105,CIN,@,PIT,L 6-7,0,0,,0,0,0,,0,0,0,1,3,0
131,1978,1978-11-26,13,31.112,CIN,@,HOU,L 10-17,0,0,,0,0,0,,0,0,0,1,13,0
132,1978,1978-12-03,14,31.119,CIN,,ATL,W 37-7,,,,,,,,,,,,,
133,1978,1978-12-11,15,31.127,CIN,@,RAM,W 20-19,,,,,,,,,,,,,
134,1978,1978-12-17,16,31.133,CIN,,CLE,W 48-16,,,,,,,,,,,,,
135,1979,1979-09-02,1,32.027,CIN,@,DEN,L 0-10,,,,,,,,,,,,,
136,1979,1979-09-09,2,32.034,CIN,@,BUF,L 24-51,,,,,,,,,,,,,
137,1979,1979-09-16,3,32.041,CIN,,NWE,L 14-20,,,,,,,,,,,,,
138,1979,1979-09-23,4,32.048,CIN,,HOU,L 27-30,,,,,,,,,,,,,
139,1979,1979-09-30,5,32.055,CIN,@,DAL,L 13-38,,,,,,,,,,,,,
140,1979,1979-10-07,6,32.062,CIN,,KAN,L 7-10,,,,,,,,,,,,,
141,1979,1979-10-14,7,32.069,CIN,,PIT,W 34-10,,,,,,,,,,,,,
142,1979,1979-10-21,8,32.076,CIN,@,CLE,L 27-28,0,0,,0,0,0,,0,0,0,1,0,0
143,1979,1979-10-28,9,32.083,CIN,,PHI,W 37-13,,,,,,,,,,,,,
144,1979,1979-11-04,10,32.090,CIN,@,BAL,L 28-38,,,,,,,,,,,,,
145,1979,1979-11-18,12,32.104,CIN,@,HOU,L 21-42,,,,,,,,,,,,,
146,1979,1979-12-09,15,32.125,CIN,@,WAS,L 14-28,,,,,,,,,,,,,
147,1979,1979-12-16,16,32.132,CIN,,CLE,W 16-12,,,,,,,,,,,,,
148,1980,1980-09-07,1,33.032,CIN,,TAM,L 12-17,,,,,,,,,,,,,
149,1980,1980-09-14,2,33.039,CIN,@,MIA,L 16-17,,,,,,,,,,,,,
150,1980,1980-09-21,3,33.046,CIN,,PIT,W 30-28,,,,,,,,,,,,,
151,1980,1980-09-28,4,33.053,CIN,,HOU,L 10-13,,,,,,,,,,,,,
152,1980,1980-10-05,5,33.060,CIN,@,GNB,L 9-14,,,,,,,,,,,,,
153,1980,1980-10-12,6,33.067,CIN,@,PIT,W 17-16,,,,,,,,,,,,,
154,1980,1980-10-19,7,33.074,CIN,,MIN,W 14-0,,,,,,,,,,,,,
155,1980,1980-10-26,8,33.081,CIN,@,HOU,L 3-23,,,,,,,,,,,,,
156,1980,1980-11-02,9,33.088,CIN,,SDG,L 14-31,,,,,,,,,,,,,
157,1980,1980-11-09,10,33.095,CIN,@,OAK,L 17-28,,,,,,,,,,,,,
158,1980,1980-11-16,11,33.102,CIN,,BUF,L 0-14,0,0,,0,0,0,,0,0,0,1,0,0
159,1980,1980-11-23,12,33.109,CIN,@,CLE,L 7-31,,,,,,,,,,,,,
160,1980,1980-11-30,13,33.116,CIN,@,KAN,W 20-6,,,,,,,,,,,,,
161,1980,1980-12-07,14,33.123,CIN,,BAL,W 34-33,,,,,,,,,,,,,
162,1980,1980-12-14,15,33.130,CIN,@,CHI,W 17-14,0,0,,0,0,0,,0,0,0,1,9,0
163,1980,1980-12-21,16,33.137,CIN,,CLE,L 24-27,0,0,,0,0,0,,0,0,0,1,0,0
164,1981,1981-09-06,1,34.031,CIN,,SEA,W 27-21,,,,,,,,,,,,,
165,1981,1981-09-13,2,34.038,CIN,@,NYJ,W 31-30,,,,,,,,,,,,,
166,1981,1981-09-20,3,34.045,CIN,,CLE,L 17-20,,,,,,,,,,,,,
167,1981,1981-09-27,4,34.052,CIN,,BUF,W 27-24,,,,,,,,,,,,,
168,1981,1981-10-04,5,34.059,CIN,@,HOU,L 10-17,,,,,,,,,,,,,
169,1981,1981-10-11,6,34.066,CIN,@,BAL,W 41-19,,,,,,,,,,,,,
170,1981,1981-10-18,7,34.073,CIN,,PIT,W 34-7,,,,,,,,,,,,,
171,1981,1981-10-25,8,34.080,CIN,@,NOR,L 7-17,0,0,,0,0,0,,0,0,0,1,0,0
172,1981,1981-11-01,9,34.087,CIN,,HOU,W 34-21,,,,,,,,,,,,,
173,1981,1981-11-08,10,34.094,CIN,@,SDG,W 40-17,,,,,,,,,,,,,
174,1981,1981-11-15,11,34.101,CIN,,RAM,W 24-10,0,0,,0,0,0,,0,0,0,1,0,0
175,1981,1981-11-22,12,34.108,CIN,,DEN,W 38-21,0,0,,0,0,0,,0,0,0,2,6,0
176,1981,1981-11-29,13,34.115,CIN,@,CLE,W 41-21,,,,,,,,,,,,,
177,1981,1981-12-06,14,34.122,CIN,,SFO,L 3-21,0,0,,0,0,0,,0,0,0,1,0,0
178,1981,1981-12-13,15,34.129,CIN,@,PIT,W 17-10,,,,,,,,,,,,,
179,1981,1981-12-20,16,34.136,CIN,@,ATL,W 30-28,,,,,,,,,,,,,
180,1982,1982-09-12,1,35.037,CIN,,HOU,W 27-6,,,,,,,,,,,,,
181,1982,1982-09-19,2,35.044,CIN,@,PIT,L 20-26,,,,,,,,,,,,,
182,1982,1982-11-21,3,35.107,CIN,@,PHI,W 18-14,,,,,,,,,,,,,
183,1982,1982-11-28,4,35.114,CIN,,RAI,W 31-17,0,0,,0,0,0,,0,1,6,3,70,1
184,1982,1982-12-05,5,35.121,CIN,@,BAL,W 20-17,,,,,,,,,,,,,
185,1982,1982-12-12,6,35.128,CIN,,CLE,W 23-10,,,,,,,,,,,,,
186,1982,1982-12-20,7,35.136,CIN,@,SDG,L 34-50,,,,,,,,,,,,,
187,1982,1982-12-26,8,35.142,CIN,,SEA,W 24-10,0,0,,0,0,0,,0,0,0,1,18,0
188,1982,1983-01-02,9,35.149,CIN,@,HOU,W 35-27,0,0,,0,0,0,,0,0,0,1,0,0
189,1983,1983-09-04,1,36.029,CIN,,RAI,L 10-20,,,,,,,,,,,,,
190,1983,1983-09-11,2,36.036,CIN,,BUF,L 6-10,,,,,,,,,,,,,
191,1983,1983-09-15,3,36.040,CIN,@,CLE,L 7-17,0,0,,0,0,0,,0,0,0,1,0,0
192,1983,1983-09-25,4,36.050,CIN,@,TAM,W 23-17,0,0,,0,0,0,,0,1,6,1,34,1
193,1983,1983-10-10,6,36.065,CIN,,PIT,L 14-24,,,,,,,,,,,,,
194,1983,1983-10-23,8,36.078,CIN,,CLE,W 28-21,0,0,,0,0,0,,0,1,6,1,42,1
195,1983,1983-10-30,9,36.085,CIN,,GNB,W 34-14,0,0,,0,0,0,,0,0,0,1,0,0
196,1983,1983-11-06,10,36.092,CIN,@,HOU,W 55-14,0,0,,0,0,0,,0,0,0,1,13,0
197,1983,1983-11-13,11,36.099,CIN,@,KAN,L 15-20,,,,,,,,,,,,,
198,1983,1983-11-20,12,36.106,CIN,,HOU,W 38-10,,,,,,,,,,,,,
199,1983,1983-11-28,13,36.114,CIN,@,MIA,L 14-38,,,,,,,,,,,,,
200,1983,1983-12-04,14,36.120,CIN,@,PIT,W 23-10,0,0,,0,0,0,,0,0,0,1,0,0
201,1983,1983-12-11,15,36.127,CIN,,DET,W 17-9,,,,,,,,,,,,,
202,1983,1983-12-17,16,36.133,CIN,@,MIN,L 14-20,0,0,,0,0,0,,0,0,0,2,0,0
