ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
11,1986,1986-10-05,5,23.192,PHI,@,ATL,W 16-0,,0,0,,0,0,0,,0,,,,1,3,3.00,0,,0,0,,0,,,0,0,0,0,,0
12,1986,1986-10-12,6,23.199,PHI,@,NYG,L 3-35,,3,6,50.00,48,0,0,77.1,3,18,8.00,8.00,2,24,12.00,0,,0,0,,0,,,0,0,0,0,,0
13,1986,1986-10-19,7,23.206,PHI,,DAL,L 14-17,,8,15,53.33,127,1,0,104.0,7,46,8.47,9.80,5,58,11.60,1,,0,0,,0,,,1,6,0,0,,0
14,1986,1986-10-26,8,23.213,PHI,,SDG,W 23-7,,3,4,75.00,58,0,0,116.7,1,12,14.50,14.50,2,13,6.50,0,,0,0,,0,,,0,0,0,0,,0
15,1986,1986-11-02,9,23.220,PHI,@,STL,L 10-13,,0,1,0.00,0,0,0,39.6,3,26,0.00,0.00,1,17,17.00,0,,0,0,,0,,,0,0,1,39,39.00,0
16,1986,1986-11-09,10,23.227,PHI,,NYG,L 14-17,,10,21,47.62,152,1,1,68.0,3,16,7.24,6.05,4,42,10.50,1,,0,0,,0,,,1,6,0,0,,0
17,1986,1986-11-16,11,23.234,PHI,,DET,L 11-13,*,16,30,53.33,140,0,3,26.4,10,62,4.67,0.17,14,110,7.86,0,,0,0,,0,,,0,0,0,0,,0
18,1986,1986-11-23,12,23.241,PHI,@,SEA,L 20-24,*,22,37,59.46,215,2,0,93.9,9,33,5.81,6.89,8,63,7.88,0,,0,0,,0,,,0,0,0,0,,0
19,1986,1986-11-30,13,23.248,PHI,@,RAI,W 33-27,*,22,39,56.41,298,3,1,95.9,11,57,7.64,8.03,11,60,5.45,1,,0,0,,0,,,1,6,0,0,,0
20,1986,1986-12-07,14,23.255,PHI,,STL,T 10-10,*,11,20,55.00,147,0,0,78.5,10,95,7.35,7.35,4,25,6.25,1,,0,0,,0,,,1,6,0,0,,0
21,1986,1986-12-21,16,23.269,PHI,,WAS,L 14-21,*,12,24,50.00,153,0,0,70.3,5,41,6.38,6.38,6,33,5.50,1,,0,0,,0,,,1,6,0,0,,0
22,1987,1987-09-13,1,24.170,PHI,@,WAS,L 24-34,*,21,36,58.33,269,1,2,67.9,4,30,7.47,5.53,7,39,5.57,1,,0,0,,0,,,1,6,0,0,,0
23,1987,1987-09-20,2,24.177,PHI,,NOR,W 27-17,*,19,34,55.88,195,2,1,79.9,3,20,5.74,5.59,8,32,4.00,0,,0,0,,0,,,0,0,0,0,,0
24,1987,1987-10-25,6,24.212,PHI,,DAL,W 37-20,*,10,24,41.67,127,2,0,86.6,4,31,5.29,6.96,8,39,4.88,0,,0,0,,0,,,0,0,0,0,,0
25,1987,1987-11-01,7,24.219,PHI,@,STL,W 28-23,*,17,32,53.13,291,3,1,102.5,3,18,9.09,9.56,5,20,4.00,0,,0,0,,0,,,0,0,0,0,,0
26,1987,1987-11-08,8,24.226,PHI,,WAS,W 31-27,*,18,31,58.06,268,3,3,79.2,4,36,8.65,6.23,7,80,11.43,0,,0,0,,0,,,0,0,0,0,,0
27,1987,1987-11-15,9,24.233,PHI,,NYG,L 17-20,*,17,34,50.00,177,1,1,63.0,6,31,5.21,4.47,10,71,7.10,1,,1,-3,-3.00,0,,,1,6,0,0,,0
28,1987,1987-11-22,10,24.240,PHI,,STL,L 19-31,*,26,51,50.98,272,2,2,63.5,6,32,5.33,4.35,4,43,10.75,0,,0,0,,0,,,0,0,0,0,,0
29,1987,1987-11-29,11,24.247,PHI,@,NWE,W 34-31,*,18,31,58.06,314,2,1,100.7,3,27,10.13,9.97,7,31,4.43,1,,0,0,,0,,,1,6,0,0,,0
30,1987,1987-12-06,12,24.254,PHI,@,NYG,L 20-23,*,20,43,46.51,227,2,0,78.3,9,63,5.28,6.21,3,20,6.67,0,,0,0,,0,,,0,0,0,0,,0
31,1987,1987-12-13,13,24.261,PHI,,MIA,L 10-28,*,22,38,57.89,189,1,0,79.8,4,34,4.97,5.50,2,37,18.50,0,,0,0,,0,,,0,0,0,0,,0
32,1987,1987-12-20,14,24.268,PHI,@,NYJ,W 38-27,*,19,31,61.29,280,3,0,123.1,3,15,9.03,10.97,5,47,9.40,0,,0,0,,0,,,0,0,0,0,,0
33,1987,1987-12-27,15,24.275,PHI,,BUF,W 17-7,*,16,21,76.19,177,1,1,96.7,5,43,8.43,7.24,10,46,4.60,0,,0,0,,0,,,0,0,0,0,,0
34,1988,1988-09-04,1,25.161,PHI,@,TAM,W 41-14,*,7,12,58.33,156,2,1,107.6,0,0,13.00,12.58,5,21,4.20,1,,0,0,,0,,,1,6,0,0,,0
35,1988,1988-09-11,2,25.168,PHI,,CIN,L 24-28,*,25,36,69.44,261,1,1,87.8,4,36,7.25,6.56,9,85,9.44,0,,0,0,,0,,,0,0,0,0,,0
36,1988,1988-09-18,3,25.175,PHI,@,WAS,L 10-17,*,15,35,42.86,236,1,0,75.4,6,45,6.74,7.31,6,40,6.67,0,,0,0,,0,,,0,0,0,0,,0
37,1988,1988-09-25,4,25.182,PHI,@,MIN,L 21-23,*,13,23,56.52,187,2,1,93.9,8,52,8.13,7.91,4,18,4.50,0,,0,0,,0,,,0,0,2,112,56.00,0
38,1988,1988-10-02,5,25.189,PHI,,HOU,W 32-23,*,24,38,63.16,289,2,0,103.9,3,24,7.61,8.66,3,59,19.67,1,,0,0,,0,,,1,6,0,0,,0
39,1988,1988-10-10,6,25.197,PHI,,NYG,W 24-13,*,31,41,75.61,369,3,0,127.0,4,26,9.00,10.46,2,8,4.00,0,,0,0,,0,,,0,0,1,55,55.00,0
40,1988,1988-10-16,7,25.203,PHI,@,CLE,L 3-19,*,15,27,55.56,114,0,2,35.1,9,66,4.22,0.89,3,22,7.33,0,,0,0,,0,,,0,0,0,0,,0
41,1988,1988-10-23,8,25.210,PHI,,DAL,W 24-23,*,26,53,49.06,298,2,1,71.1,5,24,5.62,5.53,5,34,6.80,0,,0,0,,0,,,0,0,0,0,,0
42,1988,1988-10-30,9,25.217,PHI,,ATL,L 24-27,*,21,48,43.75,289,2,2,60.2,3,20,6.02,4.98,6,54,9.00,0,,0,0,,0,,,0,0,0,0,,0
43,1988,1988-11-06,10,25.224,PHI,,RAM,W 30-24,*,22,39,56.41,323,3,0,109.2,1,10,8.28,9.82,8,53,6.63,0,,0,0,,0,,,0,0,0,0,,0
44,1988,1988-11-13,11,25.231,PHI,@,PIT,W 27-26,*,25,41,60.98,276,0,2,60.6,2,24,6.73,4.54,8,48,6.00,2,,0,0,,0,,,2,12,0,0,,0
45,1988,1988-11-20,12,25.238,PHI,@,NYG,W 23-17,*,14,36,38.89,224,0,1,48.8,4,48,6.22,4.97,9,64,7.11,1,,0,0,,0,,,1,6,0,0,,0
46,1988,1988-11-27,13,25.245,PHI,,PHO,W 31-21,*,17,35,48.57,214,2,2,63.3,2,22,6.11,4.69,4,-2,-0.50,0,,0,0,,0,,,0,0,0,0,,0
47,1988,1988-12-04,14,25.252,PHI,,WAS,L 19-20,*,16,32,50.00,165,1,2,49.6,3,18,5.16,2.97,7,49,7.00,0,,0,0,,0,,,0,0,0,0,,0
48,1988,1988-12-10,15,25.258,PHI,@,PHO,W 23-17,*,10,26,38.46,169,1,1,58.0,3,27,6.50,5.54,9,21,2.33,1,,0,0,,0,,,1,6,0,0,,0
49,1988,1988-12-18,16,25.266,PHI,@,DAL,W 23-7,*,20,38,52.63,238,2,0,89.6,0,0,6.26,7.32,5,50,10.00,0,,0,0,,0,,,0,0,0,0,,0
50,1989,1989-09-10,1,26.167,PHI,,SEA,W 31-7,*,13,27,48.15,240,2,0,103.9,1,6,8.89,10.37,2,6,3.00,0,,0,0,,0,,,0,0,0,0,,0
51,1989,1989-09-17,2,26.174,PHI,@,WAS,W 42-37,*,34,46,73.91,447,5,1,131.3,4,38,9.72,10.91,7,6,0.86,0,,0,0,,0,,,0,0,0,0,,0
52,1989,1989-09-24,3,26.181,PHI,,SFO,L 28-38,*,19,38,50.00,192,1,1,62.6,4,31,5.05,4.39,8,52,6.50,0,,0,0,,0,,,0,0,0,0,,0
53,1989,1989-10-02,4,26.189,PHI,@,CHI,L 13-27,*,32,62,51.61,401,1,4,50.5,4,33,6.47,3.89,5,41,8.20,0,,0,0,,0,,,0,0,3,132,44.00,0
54,1989,1989-10-08,5,26.195,PHI,,NYG,W 21-19,*,10,24,41.67,106,0,0,55.2,2,21,4.42,4.42,10,44,4.40,2,,0,0,,0,,,2,12,0,0,,0
55,1989,1989-10-15,6,26.202,PHI,@,PHO,W 17-5,*,16,29,55.17,192,2,3,59.1,1,6,6.62,3.34,7,70,10.00,0,,0,0,,0,,,0,0,0,0,,0
56,1989,1989-10-22,7,26.209,PHI,,RAI,W 10-7,*,8,20,40.00,64,0,0,48.7,1,1,3.20,3.20,9,57,6.33,1,,0,0,,0,,,1,6,0,0,,0
57,1989,1989-10-29,8,26.216,PHI,@,DEN,W 28-24,*,11,20,55.00,126,2,0,107.5,4,28,6.30,8.30,6,57,9.50,0,,0,0,,0,,,0,0,0,0,,0
58,1989,1989-11-05,9,26.223,PHI,@,SDG,L 17-20,*,19,29,65.52,236,1,1,87.7,5,41,8.14,7.28,6,44,7.33,0,,0,0,,0,,,0,0,0,0,,0
59,1989,1989-11-12,10,26.230,PHI,,WAS,L 3-10,*,17,39,43.59,177,0,1,46.6,5,20,4.54,3.38,2,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
60,1989,1989-11-19,11,26.237,PHI,,MIN,W 10-9,*,26,43,60.47,207,1,0,80.3,3,28,4.81,5.28,10,8,0.80,0,,0,0,,0,,,0,0,0,0,,0
61,1989,1989-11-23,12,26.241,PHI,@,DAL,W 27-0,*,21,33,63.64,234,2,0,104.9,0,0,7.09,8.30,5,46,9.20,0,,0,0,,0,,,0,0,0,0,,0
62,1989,1989-12-03,13,26.251,PHI,@,NYG,W 24-17,*,9,16,56.25,140,0,1,59.4,1,10,8.75,5.94,5,10,2.00,0,,0,0,,0,,,0,0,1,91,91.00,0
63,1989,1989-12-10,14,26.258,PHI,,DAL,W 20-10,*,17,31,54.84,170,1,0,81.4,4,25,5.48,6.13,6,47,7.83,0,,0,0,,0,,,0,0,2,96,48.00,0
64,1989,1989-12-18,15,26.266,PHI,@,NOR,L 20-30,*,19,39,48.72,306,2,2,71.1,4,36,7.85,6.56,8,92,11.50,0,,0,0,,0,,,0,0,0,0,,0
65,1989,1989-12-24,16,26.272,PHI,,PHO,W 31-14,*,19,36,52.78,162,1,1,62.5,2,19,4.50,3.81,8,41,5.13,1,,0,0,,0,,,1,6,0,0,,0
66,1990,1990-09-09,1,27.166,PHI,@,NYG,L 20-27,*,25,42,59.52,226,0,3,44.3,4,30,5.38,2.17,7,28,4.00,1,,0,0,,0,,,1,6,0,0,,0
67,1990,1990-09-16,2,27.173,PHI,,PHO,L 21-23,*,17,24,70.83,252,2,2,97.9,4,29,10.50,8.42,6,34,5.67,1,,0,0,,0,,,1,6,0,0,,0
68,1990,1990-09-23,3,27.180,PHI,@,RAM,W 27-21,*,18,29,62.07,248,2,1,98.1,3,14,8.55,8.38,7,44,6.29,0,,0,0,,0,,,0,0,0,0,,0
69,1990,1990-09-30,4,27.187,PHI,,IND,L 23-24,*,22,34,64.71,274,2,0,109.2,1,8,8.06,9.24,11,55,5.00,0,,0,0,,0,,,0,0,0,0,,0
70,1990,1990-10-15,5,27.202,PHI,,MIN,W 32-24,*,17,34,50.00,262,2,1,83.2,5,43,7.71,7.56,13,90,6.92,0,,0,0,,0,,,0,0,0,0,,0
71,1990,1990-10-21,6,27.208,PHI,@,WAS,L 7-13,*,21,42,50.00,220,1,0,73.5,5,44,5.24,5.71,5,54,10.80,0,,0,0,,0,,,0,0,0,0,,0
72,1990,1990-10-28,7,27.215,PHI,@,DAL,W 21-20,*,17,30,56.67,183,2,0,96.9,2,23,6.10,7.43,9,53,5.89,0,,0,0,,0,,,0,0,0,0,,0
73,1990,1990-11-04,8,27.222,PHI,,NWE,W 48-20,*,15,24,62.50,240,4,0,135.4,3,30,10.00,13.33,8,124,15.50,1,,0,0,,0,,,1,6,0,0,,0
74,1990,1990-11-12,9,27.230,PHI,,WAS,W 28-14,*,11,20,55.00,132,1,1,71.2,4,44,6.60,5.35,5,42,8.40,0,,0,0,,0,,,0,0,0,0,,0
75,1990,1990-11-18,10,27.236,PHI,@,ATL,W 24-23,*,16,27,59.26,214,3,0,121.5,3,23,7.93,10.15,7,17,2.43,0,,0,0,,0,,,0,0,0,0,,0
76,1990,1990-11-25,11,27.243,PHI,,NYG,W 31-13,*,17,31,54.84,229,2,0,100.1,1,0,7.39,8.68,9,66,7.33,1,,0,0,,0,,,1,6,0,0,,0
77,1990,1990-12-02,12,27.250,PHI,@,BUF,L 23-30,*,15,25,60.00,231,3,1,113.5,6,50,9.24,9.84,7,71,10.14,0,,0,0,,0,,,0,0,0,0,,0
78,1990,1990-12-09,13,27.257,PHI,@,MIA,L 20-23,*,18,29,62.07,198,2,1,90.9,2,21,6.83,6.66,12,94,7.83,0,,0,0,,0,,,0,0,0,0,,0
79,1990,1990-12-16,14,27.264,PHI,,GNB,W 31-0,*,13,27,48.15,241,1,0,91.7,1,8,8.93,9.67,4,56,14.00,1,,0,0,,0,,,1,6,0,0,,0
80,1990,1990-12-23,15,27.271,PHI,,DAL,W 17-3,*,16,28,57.14,144,0,2,41.4,5,64,5.14,1.93,4,54,13.50,0,,0,0,,0,,,0,0,0,0,,0
81,1990,1990-12-29,16,27.277,PHI,@,PHO,W 23-21,*,13,19,68.42,172,3,1,114.5,0,0,9.05,9.84,4,60,15.00,0,,0,0,,0,,,0,0,0,0,,0
82,1991,1991-09-01,1,28.158,PHI,@,GNB,W 20-3,*,1,4,25.00,19,0,0,46.9,2,16,4.75,4.75,0,0,,0,,0,0,,0,,,0,0,0,0,,0
83,1992,1992-09-06,1,29.163,PHI,,NOR,W 15-13,*,18,25,72.00,167,2,0,116.6,6,31,6.68,8.28,6,22,3.67,0,,0,0,,0,0.0%,,0,0,0,0,,0
84,1992,1992-09-13,2,29.170,PHI,@,PHO,W 31-14,*,17,22,77.27,267,3,0,156.6,4,32,12.14,14.86,6,15,2.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
85,1992,1992-09-20,3,29.177,PHI,,DEN,W 30-0,*,18,25,72.00,270,3,0,146.7,2,12,10.80,13.20,8,46,5.75,0,,0,0,,0,0.0%,,0,0,0,0,,0
86,1992,1992-10-05,4,29.192,PHI,,DAL,W 31-7,*,11,19,57.89,124,0,1,55.6,2,18,6.53,4.16,7,43,6.14,1,,0,0,,0,0.0%,,1,6,0,0,,0
87,1992,1992-10-11,5,29.198,PHI,@,KAN,L 17-24,*,16,27,59.26,168,2,2,71.2,6,39,6.22,4.37,12,81,6.75,0,,0,0,,0,0.0%,,0,0,0,0,,0
88,1992,1992-10-18,6,29.205,PHI,@,WAS,L 12-16,*,22,40,55.00,207,1,1,67.4,5,36,5.18,4.55,5,39,7.80,0,,0,0,,0,0.0%,,0,0,0,0,,0
89,1992,1992-10-25,7,29.212,PHI,,PHO,W 7-3,*,9,20,45.00,121,1,1,60.6,5,37,6.05,4.80,5,20,4.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
90,1992,1992-11-01,8,29.219,PHI,@,DAL,L 10-20,*,3,8,37.50,13,0,1,6.2,1,11,1.63,-4.00,1,3,3.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
91,1992,1992-11-15,10,29.233,PHI,@,GNB,L 24-27,*,14,23,60.87,169,1,0,97.9,3,16,7.35,8.22,2,31,15.50,0,,0,0,,0,0.0%,,0,0,0,0,,0
92,1992,1992-11-22,11,29.240,PHI,@,NYG,W 47-34,*,10,21,47.62,209,2,3,75.4,4,28,9.95,5.43,5,14,2.80,0,,0,0,,0,0.0%,,0,0,0,0,,0
93,1992,1992-11-29,12,29.247,PHI,@,SFO,L 14-20,*,28,42,66.67,257,2,0,99.0,3,23,6.12,7.07,3,13,4.33,0,,0,0,,0,0.0%,,0,0,0,0,,0
94,1992,1992-12-06,13,29.254,PHI,,MIN,W 28-17,*,16,23,69.57,164,0,0,89.8,4,29,7.13,7.13,12,121,10.08,2,1,0,0,,0,0.0%,0.00,2,12,0,0,,0
95,1992,1992-12-13,14,29.261,PHI,@,SEA,W 20-17,*,27,44,61.36,365,0,1,78.3,10,89,8.30,7.27,8,38,4.75,1,,0,0,,0,0.0%,,1,6,0,0,,0
96,1992,1992-12-20,15,29.268,PHI,,WAS,W 17-13,*,13,24,54.17,149,1,1,69.6,1,9,6.21,5.17,3,28,9.33,0,,0,0,,0,0.0%,,0,0,0,0,,0
97,1992,1992-12-27,16,29.275,PHI,,NYG,W 20-10,*,11,21,52.38,125,1,0,86.4,4,27,5.95,6.90,4,35,8.75,1,,0,0,,0,0.0%,,1,6,0,0,,0
98,1993,1993-09-05,1,30.162,PHI,,PHO,W 23-17,*,18,29,62.07,192,0,1,67.0,0,0,6.62,5.07,10,49,4.90,1,,0,0,,0,0.0%,,1,6,0,0,,0
99,1993,1993-09-12,2,30.169,PHI,@,GNB,W 20-17,*,23,29,79.31,209,2,1,105.3,3,18,7.21,7.03,3,12,4.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
100,1993,1993-09-19,3,30.176,PHI,,WAS,W 34-31,*,25,39,64.10,360,3,2,98.2,4,15,9.23,8.46,5,49,9.80,0,,0,0,,0,0.0%,,0,0,0,0,,0
101,1993,1993-10-03,4,30.190,PHI,@,NYJ,W 35-30,*,10,13,76.92,89,0,1,62.7,0,0,6.85,3.38,0,0,,0,,0,0,,0,0.0%,,0,0,0,0,,0
102,1994,1994-09-04,1,31.161,PHI,@,NYG,L 23-28,*,20,39,51.28,344,2,0,98.7,5,27,8.82,9.85,5,35,7.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
103,1994,1994-09-12,2,31.169,PHI,,CHI,W 30-22,*,24,36,66.67,311,3,0,121.4,0,0,8.64,10.31,7,2,0.29,0,0,0,0,,0,0.0%,,0,0,0,0,,0
104,1994,1994-09-18,3,31.175,PHI,,GNB,W 13-7,*,20,43,46.51,204,0,1,50.9,3,22,4.74,3.70,7,26,3.71,1,0,0,0,,0,0.0%,,1,6,0,0,,0
105,1994,1994-10-02,4,31.189,PHI,@,SFO,W 40-8,*,20,29,68.97,246,2,0,117.9,0,0,8.48,9.86,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,0,0,,0
106,1994,1994-10-09,5,31.196,PHI,,WAS,W 21-17,*,22,39,56.41,261,1,2,64.2,3,23,6.69,4.90,6,23,3.83,1,0,0,0,,0,0.0%,,1,6,0,0,,0
107,1994,1994-10-16,6,31.203,PHI,@,DAL,L 13-24,*,17,34,50.00,198,1,4,38.2,4,28,5.82,1.12,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,1,80,80.00,0
108,1994,1994-10-24,7,31.211,PHI,,HOU,W 21-6,*,13,24,54.17,310,2,1,109.7,4,23,12.92,12.71,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,0,0,,0
109,1994,1994-10-30,8,31.217,PHI,@,WAS,W 31-29,*,18,31,58.06,173,1,0,84.5,1,8,5.58,6.23,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
110,1994,1994-11-06,9,31.224,PHI,,ARI,W 17-7,*,15,24,62.50,201,2,0,116.8,3,29,8.38,10.04,8,63,7.88,0,0,0,0,,0,0.0%,,0,0,0,0,,0
111,1994,1994-11-13,10,31.231,PHI,,CLE,L 7-26,*,22,38,57.89,196,0,1,60.9,3,20,5.16,3.97,7,46,6.57,0,0,0,0,,0,0.0%,,0,0,0,0,,0
112,1994,1994-11-20,11,31.238,PHI,@,ARI,L 6-12,*,17,44,38.64,151,0,1,39.1,4,41,3.43,2.41,1,18,18.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
113,1994,1994-11-27,12,31.245,PHI,@,ATL,L 21-28,*,19,36,52.78,248,0,1,63.2,5,45,6.89,5.64,4,14,3.50,1,0,0,0,,0,0.0%,,1,6,0,0,,0
114,1994,1994-12-04,13,31.252,PHI,,DAL,L 19-31,*,29,46,63.04,327,2,1,89.7,5,42,7.11,7.00,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
115,1994,1994-12-11,14,31.259,PHI,@,PIT,L 3-14,*,9,27,33.33,59,0,1,26.9,3,25,2.19,0.52,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
116,1995,1995-09-03,1,32.160,PHI,,TAM,L 6-21,*,25,36,69.44,191,0,1,70.5,5,29,5.31,4.06,3,42,14.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
117,1995,1995-09-10,2,32.167,PHI,@,ARI,W 31-19,*,3,8,37.50,29,0,1,8.9,1,4,3.63,-2.00,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
118,1995,1995-09-17,3,32.174,PHI,,SDG,L 21-27,*,23,39,58.97,196,3,1,87.1,1,10,5.03,5.41,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,0,0,,0
119,1995,1995-09-24,4,32.181,PHI,@,OAK,L 17-48,*,11,19,57.89,102,0,1,50.8,5,36,5.37,3.00,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
120,1995,1995-10-15,7,32.202,PHI,@,NYG,W 17-14,,3,9,33.33,26,0,1,2.8,0,0,2.89,-2.11,6,16,2.67,0,0,0,0,,0,0.0%,,0,0,0,0,,0
121,1995,1995-11-19,11,32.237,PHI,,NYG,W 28-19,,4,7,57.14,61,0,0,86.0,1,0,8.71,8.71,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
122,1995,1995-11-26,12,32.244,PHI,@,WAS,W 14-7,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
123,1997,1997-08-31,1,34.157,MIN,@,BUF,W 34-13,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0.0%,,0,0,4,170,42.50,0
124,1997,1997-09-07,2,34.164,MIN,@,CHI,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0.0%,,0,0,4,104,26.00,0
125,1997,1997-12-01,13,34.249,MIN,,GNB,L 11-27,,6,12,50.00,72,0,0,68.7,0,0,6.00,6.00,3,39,13.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
126,1997,1997-12-07,14,34.255,MIN,@,SFO,L 17-28,*,16,31,51.61,178,2,1,77.1,4,17,5.74,5.58,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
127,1997,1997-12-14,15,34.262,MIN,,DET,L 13-14,*,9,18,50.00,77,0,0,61.6,2,34,4.28,4.28,6,71,11.83,0,0,0,0,,0,0.0%,,0,0,0,0,,0
128,1997,1997-12-21,16,34.269,MIN,,IND,W 39-28,*,13,27,48.15,174,4,3,69.1,1,9,6.44,4.41,6,-1,-0.17,0,0,0,0,,0,0.0%,,0,0,0,0,,0
129,1998,1998-09-13,2,35.170,MIN,@,STL,W 38-31,,3,6,50.00,41,1,0,111.8,1,8,6.83,10.17,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
130,1998,1998-09-20,3,35.177,MIN,,DET,W 29-6,*,20,35,57.14,220,1,0,85.4,2,9,6.29,6.86,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
131,1998,1998-09-27,4,35.184,MIN,@,CHI,W 31-28,*,16,25,64.00,275,4,0,140.8,3,17,11.00,14.20,5,6,1.20,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,0,0,,0
132,1998,1998-10-05,5,35.192,MIN,@,GNB,W 37-24,*,20,32,62.50,442,4,0,145.8,0,0,13.81,16.31,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,,0
133,1998,1998-10-18,6,35.205,MIN,,WAS,W 41-7,*,20,34,58.82,259,2,0,102.5,0,0,7.62,8.79,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
134,1998,1998-10-25,7,35.212,MIN,@,DET,W 34-13,*,17,30,56.67,190,2,2,70.1,3,18,6.33,4.67,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,,0
135,1998,1998-11-01,8,35.219,MIN,@,TAM,L 24-27,*,21,25,84.00,291,2,1,125.2,2,21,11.64,11.44,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,0,0,,0
136,1998,1998-11-08,9,35.226,MIN,,NOR,W 31-24,*,0,2,0.00,0,0,0,39.6,1,5,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,,0
137,1998,1998-11-15,10,35.233,MIN,,CIN,W 24-3,*,13,20,65.00,224,1,2,80.0,2,12,11.20,7.70,2,13,6.50,1,0,0,0,,0,0.0%,,1,6,0,0,,0
