ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
37,2011,2011-12-24,15,26.178,SEA,,SFO,L 17-19,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
38,2011,2012-01-01,16,26.186,SEA,@,ARI,L 20-23,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
39,2012,2012-09-09,1,27.072,SEA,@,ARI,L 16-20,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
40,2012,2012-09-16,2,27.079,SEA,,DAL,W 27-7,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
41,2012,2012-09-24,3,27.087,SEA,,GNB,W 14-12,,2,2,100.0,,,,0,2,0.0,0,0
42,2012,2012-09-30,4,27.093,SEA,@,STL,L 13-19,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
43,2012,2012-10-07,5,27.100,SEA,@,CAR,W 16-12,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
44,2012,2012-10-14,6,27.107,SEA,,NWE,W 24-23,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
45,2012,2012-10-18,7,27.111,SEA,@,SFO,L 6-13,,,,,2,3,66.7,0,6,0.0,0,0
46,2012,2012-10-28,8,27.121,SEA,@,DET,L 24-28,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
47,2012,2012-11-04,9,27.128,SEA,,MIN,W 30-20,,3,4,75.0,1,1,100.0,0,6,0.0,0,0
48,2012,2012-11-11,10,27.135,SEA,,NYJ,W 28-7,,4,4,100.0,,,,0,4,0.0,0,0
49,2012,2012-11-25,11,27.149,SEA,@,MIA,L 21-24,,3,3,100.0,,,,0,3,0.0,0,0
50,2012,2012-12-02,12,27.156,SEA,@,CHI,W 23-17,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
51,2012,2012-12-09,13,27.163,SEA,,ARI,W 58-0,,7,7,100.0,3,3,100.0,0,16,0.0,0,0
52,2012,2012-12-16,14,27.170,SEA,@,BUF,W 50-17,,5,6,83.3,3,3,100.0,0,14,0.0,0,0
53,2012,2012-12-23,15,27.177,SEA,,SFO,W 42-13,,6,6,100.0,,,,0,6,0.0,0,0
54,2012,2012-12-30,16,27.184,SEA,,STL,W 20-13,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
55,2013,2013-09-08,1,28.071,SEA,@,CAR,W 12-7,,,,,2,2,100.0,0,6,0.0,0,0
56,2013,2013-09-15,2,28.078,SEA,,SFO,W 29-3,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
57,2013,2013-09-22,3,28.085,SEA,,JAX,W 45-17,,6,6,100.0,1,1,100.0,0,9,0.0,0,0
58,2013,2013-09-29,4,28.092,SEA,@,HOU,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
59,2013,2013-10-06,5,28.099,SEA,@,IND,L 28-34,,2,2,100.0,4,5,80.0,0,14,0.0,0,0
60,2013,2013-10-13,6,28.106,SEA,,TEN,W 20-13,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
61,2013,2013-10-17,7,28.110,SEA,@,ARI,W 34-22,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
62,2013,2013-10-28,8,28.121,SEA,@,STL,W 14-9,,2,2,100.0,,,,0,2,0.0,0,0
63,2013,2013-11-03,9,28.127,SEA,,TAM,W 27-24,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
64,2013,2013-11-10,10,28.134,SEA,@,ATL,W 33-10,,3,3,100.0,4,4,100.0,0,15,0.0,0,0
65,2013,2013-11-17,11,28.141,SEA,,MIN,W 41-20,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
66,2013,2013-12-02,12,28.156,SEA,,NOR,W 34-7,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
67,2013,2013-12-08,13,28.162,SEA,@,SFO,L 17-19,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
68,2013,2013-12-15,14,28.169,SEA,@,NYG,W 23-0,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
69,2013,2013-12-22,15,28.176,SEA,,ARI,L 10-17,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
70,2013,2013-12-29,16,28.183,SEA,,STL,W 27-9,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
71,2014,2014-09-04,1,29.067,SEA,,GNB,W 36-16,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
72,2014,2014-09-14,2,29.077,SEA,@,SDG,L 21-30,,3,3,100.0,,,,0,3,0.0,0,0
73,2014,2014-09-21,3,29.084,SEA,,DEN,W 26-20,,2,2,100.0,2,3,66.7,0,8,0.0,0,0
74,2014,2014-10-06,4,29.099,SEA,@,WAS,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
75,2014,2014-10-12,5,29.105,SEA,,DAL,L 23-30,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
76,2014,2014-10-19,6,29.112,SEA,@,STL,L 26-28,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
77,2014,2014-10-26,7,29.119,SEA,@,CAR,W 13-9,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
78,2014,2014-11-02,8,29.126,SEA,,OAK,W 30-24,,3,3,100.0,3,4,75.0,0,12,0.0,0,0
79,2014,2014-11-09,9,29.133,SEA,,NYG,W 38-17,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
80,2014,2014-11-16,10,29.140,SEA,@,KAN,L 20-24,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
81,2014,2014-11-23,11,29.147,SEA,,ARI,W 19-3,,1,1,100.0,4,5,80.0,0,13,0.0,0,0
82,2014,2014-11-27,12,29.151,SEA,@,SFO,W 19-3,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
83,2014,2014-12-07,13,29.161,SEA,@,PHI,W 24-14,,3,3,100.0,1,1,100.0,0,6,0.0,1,0
84,2014,2014-12-14,14,29.168,SEA,,SFO,W 17-7,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
85,2014,2014-12-21,15,29.175,SEA,@,ARI,W 35-6,,5,5,100.0,,3,0.0,0,5,0.0,0,0
86,2014,2014-12-28,16,29.182,SEA,,STL,W 20-6,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
87,2015,2015-09-13,1,30.076,SEA,@,STL,L 31-34,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
88,2015,2015-09-20,2,30.083,SEA,@,GNB,L 17-27,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
89,2015,2015-09-27,3,30.090,SEA,,CHI,W 26-0,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
90,2015,2015-10-05,4,30.098,SEA,,DET,W 13-10,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
91,2015,2015-10-11,5,30.104,SEA,@,CIN,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
92,2015,2015-10-18,6,30.111,SEA,,CAR,L 23-27,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
93,2015,2015-10-22,7,30.115,SEA,@,SFO,W 20-3,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
94,2015,2015-11-01,8,30.125,SEA,@,DAL,W 13-12,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
95,2015,2015-11-15,9,30.139,SEA,,ARI,L 32-39,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
96,2015,2015-11-22,10,30.146,SEA,,SFO,W 29-13,,2,4,50.0,1,1,100.0,0,5,0.0,0,0
97,2015,2015-11-29,11,30.153,SEA,,PIT,W 39-30,,3,4,75.0,,,,0,3,0.0,0,0
98,2015,2015-12-06,12,30.160,SEA,@,MIN,W 38-7,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
99,2015,2015-12-13,13,30.167,SEA,@,BAL,W 35-6,,5,5,100.0,,,,0,5,0.0,0,0
100,2015,2015-12-20,14,30.174,SEA,,CLE,W 30-13,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
101,2015,2015-12-27,15,30.181,SEA,,STL,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
102,2015,2016-01-03,16,30.188,SEA,@,ARI,W 36-6,,3,4,75.0,3,4,75.0,0,12,0.0,0,0
103,2016,2016-09-11,1,31.074,SEA,,MIA,W 12-10,,,1,0.0,2,2,100.0,0,6,0.0,0,0
104,2016,2016-09-18,2,31.081,SEA,@,LAR,L 3-9,,,,,1,1,100.0,0,3,0.0,0,0
105,2016,2016-09-25,3,31.088,SEA,,SFO,W 37-18,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
106,2016,2016-10-02,4,31.095,SEA,@,NYJ,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
107,2016,2016-10-16,5,31.109,SEA,,ATL,W 26-24,,2,3,66.7,2,3,66.7,0,8,0.0,0,0
108,2016,2016-10-23,6,31.116,SEA,@,ARI,T 6-6,,,,,2,3,66.7,0,6,0.0,0,0
109,2016,2016-10-30,7,31.123,SEA,@,NOR,L 20-25,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
110,2016,2016-11-07,8,31.131,SEA,,BUF,W 31-25,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
111,2016,2016-11-13,9,31.137,SEA,@,NWE,W 31-24,,1,2,50.0,4,4,100.0,0,13,0.0,0,0
112,2016,2016-11-20,10,31.144,SEA,,PHI,W 26-15,,2,3,66.7,2,3,66.7,0,8,0.0,0,0
113,2016,2016-11-27,11,31.151,SEA,@,TAM,L 5-14,,,,,1,1,100.0,0,3,0.0,0,0
114,2016,2016-12-04,12,31.158,SEA,,CAR,W 40-7,,4,4,100.0,4,4,100.0,0,16,0.0,0,0
115,2016,2016-12-11,13,31.165,SEA,@,GNB,L 10-38,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
116,2016,2016-12-15,14,31.169,SEA,,LAR,W 24-3,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
117,2016,2016-12-24,15,31.178,SEA,,ARI,L 31-34,,2,3,66.7,1,2,50.0,0,5,0.0,0,0
118,2016,2017-01-01,16,31.186,SEA,@,SFO,W 25-23,,1,2,50.0,4,4,100.0,0,13,0.0,0,0
119,2017,2017-09-10,1,32.073,BUF,,NYJ,W 21-12,,3,3,100.0,,1,0.0,0,3,0.0,0,0
120,2017,2017-09-17,2,32.080,BUF,@,CAR,L 3-9,,,,,1,1,100.0,0,3,0.0,0,0
121,2017,2017-09-24,3,32.087,BUF,,DEN,W 26-16,,2,2,100.0,4,4,100.0,0,14,0.0,0,0
122,2017,2017-10-01,4,32.094,BUF,@,ATL,W 23-17,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
123,2017,2017-10-08,5,32.101,BUF,@,CIN,L 16-20,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
124,2017,2017-10-22,6,32.115,BUF,,TAM,W 30-27,,3,3,100.0,3,4,75.0,0,12,0.0,0,0
125,2017,2017-10-29,7,32.122,BUF,,OAK,W 34-14,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
126,2017,2017-11-02,8,32.126,BUF,@,NYJ,L 21-34,,3,3,100.0,,,,0,3,0.0,0,0
127,2017,2017-11-12,9,32.136,BUF,,NOR,L 10-47,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
128,2017,2017-11-19,10,32.143,BUF,@,LAC,L 24-54,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
129,2017,2017-11-26,11,32.150,BUF,@,KAN,W 16-10,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
130,2017,2017-12-03,12,32.157,BUF,,NWE,L 3-23,,,,,1,1,100.0,0,3,0.0,0,0
131,2017,2017-12-10,13,32.164,BUF,,IND,W 13-7,,1,1,100.0,,,,0,1,0.0,0,0
132,2017,2017-12-17,14,32.171,BUF,,MIA,W 24-16,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
133,2017,2017-12-24,15,32.178,BUF,@,NWE,L 16-37,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
134,2017,2017-12-31,16,32.185,BUF,@,MIA,W 22-16,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
135,2018,2018-09-09,1,33.072,BUF,@,BAL,L 3-47,,,,,1,2,50.0,0,3,0.0,0,0
136,2018,2018-09-16,2,33.079,BUF,,LAC,L 20-31,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
137,2018,2018-09-23,3,33.086,BUF,@,MIN,W 27-6,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
