ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2014,2014-09-07,1,24.225,DAL,,SFO,L 17-28,,0,0,,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2014,2014-09-14,2,24.232,DAL,@,TEN,W 26-10,,11,27,2.45,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2014,2014-09-21,3,24.239,DAL,@,STL,W 34-31,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2014,2014-09-28,4,24.246,DAL,,NOR,W 38-17,,0,0,,0,3,2,36,18.00,0,66.7%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2014,2014-10-05,5,24.253,DAL,,HOU,W 20-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
27,2014,2014-10-12,6,24.260,DAL,@,SEA,W 30-23,,1,-4,-4.00,0,4,4,48,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,1,0
28,2014,2014-10-19,7,24.267,DAL,,NYG,W 31-21,,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2014,2014-10-27,8,24.275,DAL,,WAS,L 17-20,,1,6,6.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2014,2014-11-02,9,24.281,DAL,,ARI,L 17-28,,3,9,3.00,0,2,2,52,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2014,2014-11-09,10,24.288,DAL,@,JAX,W 31-17,,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2014,2014-11-23,11,24.302,DAL,@,NYG,W 31-28,,0,0,,0,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2014,2014-11-27,12,24.306,DAL,,PHI,L 10-33,,2,15,7.50,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0,,0,0,0,0.0,0,0
34,2014,2014-12-04,13,24.313,DAL,@,CHI,W 41-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,
35,2014,2014-12-14,14,24.323,DAL,@,PHI,W 38-27,,5,22,4.40,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2014,2014-12-21,15,24.330,DAL,,IND,W 42-7,,2,4,2.00,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2014,2014-12-28,16,24.337,DAL,@,WAS,W 44-17,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2015,2015-09-13,1,25.231,DAL,,NYG,W 27-26,,0,0,,0,8,8,70,8.75,0,100.0%,8.75,3,70,23.33,0,0,0,,0,0,0,0.0,0,0
39,2015,2015-09-20,2,25.238,DAL,@,PHI,W 20-10,,1,8,8.00,0,5,3,45,15.00,0,60.0%,9.00,1,31,31.00,0,0,0,,0,0,0,0.0,0,0
40,2015,2015-09-27,3,25.245,DAL,,ATL,L 28-39,,1,5,5.00,0,10,10,100,10.00,0,100.0%,10.00,1,28,28.00,0,1,4,4.00,0,0,0,0.0,0,0
41,2015,2015-10-04,4,25.252,DAL,@,NOR,L 20-26,,3,54,18.00,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,,0,0,0,0.0,0,0
42,2016,2016-09-11,1,26.230,DAL,,NYG,L 19-20,,0,0,,0,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2016,2016-09-18,2,26.237,DAL,@,WAS,W 27-23,,3,6,2.00,0,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2016,2016-09-25,3,26.244,DAL,,CHI,W 31-17,,1,1,1.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,0.0,0,0
45,2016,2016-10-02,4,26.251,DAL,@,SFO,W 24-17,,1,2,2.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2016,2016-11-06,8,26.286,DAL,@,CLE,W 35-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2016,2016-11-13,9,26.293,DAL,@,PIT,W 35-30,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2016,2016-11-20,10,26.300,DAL,,BAL,W 27-17,,1,2,2.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2016,2016-11-24,11,26.304,DAL,,WAS,W 31-26,,0,0,,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2016,2016-12-01,12,26.311,DAL,@,MIN,W 17-15,,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
51,2016,2016-12-11,13,26.321,DAL,@,NYG,L 7-10,,0,0,,0,5,3,12,4.00,0,60.0%,2.40,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
52,2016,2016-12-18,14,26.328,DAL,,TAM,W 26-20,,0,0,,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2016,2016-12-26,15,26.336,DAL,,DET,W 42-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2016,2017-01-01,16,26.342,DAL,@,PHI,L 13-27,,3,20,6.67,0,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,0,0,0.0,0,0
55,2017,2017-11-12,9,27.291,LAR,,HOU,W 33-7,,5,31,6.20,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2017,2017-11-19,10,27.298,LAR,@,MIN,L 7-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2017,2017-12-03,12,27.312,LAR,@,ARI,W 32-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2017,2017-12-31,16,27.340,LAR,,SFO,L 13-34,,6,20,3.33,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,1,6,0.0,0,0
