ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
131,2010,2010-10-31,8,29.334,DEN,@,SFO,L 16-24,*,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
132,2010,2010-11-14,9,29.348,DEN,,KAN,W 49-29,*,5,3,57,19.00,1,60.0%,11.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
133,2010,2010-11-22,10,29.356,DEN,@,SDG,L 14-35,,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
134,2010,2010-11-28,11,29.362,DEN,,STL,L 33-36,*,6,3,59,19.67,0,50.0%,9.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
135,2010,2010-12-05,12,30.004,DEN,@,KAN,L 6-10,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
136,2010,2010-12-12,13,30.011,DEN,@,ARI,L 13-43,*,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
137,2010,2010-12-19,14,30.018,DEN,@,OAK,L 23-39,,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
138,2010,2010-12-26,15,30.025,DEN,,HOU,W 24-23,*,7,4,90,22.50,0,57.1%,12.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
139,2010,2011-01-02,16,30.032,DEN,,SDG,L 28-33,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
140,2011,2011-09-11,1,30.284,WAS,,NYG,W 28-14,*,7,3,54,18.00,1,42.9%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
141,2011,2011-09-18,2,30.291,WAS,,ARI,W 22-21,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
142,2011,2011-09-26,3,30.299,WAS,@,DAL,L 16-18,,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
143,2011,2011-10-02,4,30.305,WAS,@,STL,W 17-10,*,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
144,2011,2011-10-16,5,30.319,WAS,,PHI,L 13-20,*,10,2,55,27.50,0,20.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
145,2011,2011-10-23,6,30.326,WAS,@,CAR,L 20-33,*,8,4,68,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
146,2011,2011-10-30,7,30.333,WAS,@,BUF,L 0-23,*,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
147,2011,2011-11-06,8,30.340,WAS,,SFO,L 11-19,*,5,4,40,10.00,1,80.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
148,2011,2011-11-13,9,30.347,WAS,@,MIA,L 9-20,*,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
149,2011,2011-11-20,10,30.354,WAS,,DAL,L 24-27,*,10,7,115,16.43,1,70.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
150,2011,2011-11-27,11,30.361,WAS,@,SEA,W 23-17,*,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
151,2011,2011-12-04,12,31.003,WAS,,NYJ,L 19-34,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
152,2011,2011-12-11,13,31.010,WAS,,NWE,L 27-34,*,8,6,92,15.33,1,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
153,2011,2011-12-18,14,31.017,WAS,@,NYG,W 23-10,*,9,6,85,14.17,0,66.7%,9.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
154,2011,2011-12-24,15,31.023,WAS,,MIN,L 26-33,*,8,6,77,12.83,1,75.0%,9.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
155,2011,2012-01-01,16,31.031,WAS,@,PHI,L 10-34,*,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
156,2012,2012-10-28,7,31.332,MIA,@,NYJ,W 30-9,,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
157,2012,2012-11-04,8,31.339,MIA,@,IND,L 20-23,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
158,2012,2012-11-11,9,31.346,MIA,,TEN,L 3-37,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
