ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
34,2001,2001-11-04,8,25.152,NWE,@,ATL,W 24-10,,1,2,2.00,0,5,5,21,4.20,1,100.0%,4.20,0,0,,0,0,0,,0,,,,1,18,18.00,0,0,0,,0,1,6,0.0,,
35,2001,2001-11-11,9,25.159,NWE,,BUF,W 21-11,,2,3,1.50,0,7,7,29,4.14,1,100.0%,4.14,0,0,,0,0,0,,0,,,,1,29,29.00,0,0,0,,0,1,6,0.0,,
36,2001,2001-11-18,10,25.166,NWE,,STL,L 17-24,,2,7,3.50,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,,,,5,81,16.20,0,0,0,,0,0,0,0.0,,
37,2001,2001-11-25,11,25.173,NWE,,NOR,W 34-17,,3,36,12.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
38,2001,2001-12-02,12,25.180,NWE,@,NYJ,W 17-16,,3,23,7.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
39,2001,2001-12-09,13,25.187,NWE,,CLE,W 27-16,,2,0,0.00,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,,,,5,82,16.40,0,1,8,8.00,0,0,0,0.0,,
40,2001,2001-12-16,14,25.194,NWE,@,BUF,W 12-9,,2,10,5.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,1,7,7.00,0,0,0,0.0,,
41,2001,2001-12-22,15,25.200,NWE,,MIA,W 20-13,*,0,0,,0,1,1,7,7.00,0,100.0%,7.00,1,1,100.00,23,0,0,118.7,0,0,23.00,23.00,0,0,,0,0,0,,0,0,0,0.0,,
42,2001,2002-01-06,16,25.215,NWE,@,CAR,W 38-6,,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0,,0,0,0,0.0,,
43,2002,2002-09-15,2,26.102,NWE,@,NYJ,W 44-7,,10,48,4.80,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,1,16,16.00,0,1,6,0.0,,
44,2002,2002-09-22,3,26.109,NWE,,KAN,W 41-38,,1,-1,-1.00,0,1,1,23,23.00,1,100.0%,23.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6,0.0,,
45,2002,2002-09-29,4,26.116,NWE,@,SDG,L 14-21,,1,3,3.00,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,,,1,20,20.00,0,1,6,6.00,0,0,0,0.0,,
46,2002,2002-10-06,5,26.123,NWE,@,MIA,L 13-26,,2,17,8.50,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,4,94,23.50,0,0,0,,0,0,0,0.0,,
47,2002,2002-10-13,6,26.130,NWE,,GNB,L 10-28,,3,20,6.67,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,,,2,47,23.50,0,4,38,9.50,0,0,0,0.0,,
48,2002,2002-10-27,7,26.144,NWE,,DEN,L 16-24,,1,5,5.00,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,,,1,21,21.00,0,0,0,,0,0,0,0.0,,
49,2002,2002-11-03,8,26.151,NWE,@,BUF,W 38-7,,4,53,13.25,1,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,,
50,2002,2002-11-10,9,26.158,NWE,@,CHI,W 33-30,,5,21,4.20,0,8,7,109,15.57,2,87.5%,13.63,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12,0.0,,
51,2002,2002-11-17,10,26.165,NWE,@,OAK,L 20-27,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,86,86.00,1,0,0,,0,1,6,0.0,,
52,2002,2002-11-24,11,26.172,NWE,,MIN,W 24-17,,4,3,0.75,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,,,,1,8,8.00,0,0,0,,0,0,0,0.0,,
53,2002,2002-11-28,12,26.176,NWE,@,DET,W 20-12,,5,16,3.20,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
54,2002,2002-12-08,13,26.186,NWE,,BUF,W 27-17,,1,5,5.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,1,16,16.00,0,0,0,,0,0,0,0.0,,
55,2002,2002-12-16,14,26.194,NWE,@,TEN,L 7-24,,5,15,3.00,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,,,,4,109,27.25,0,0,0,,0,0,0,0.0,,
56,2002,2002-12-22,15,26.200,NWE,,NYJ,L 17-30,,2,13,6.50,0,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,,,7,220,31.43,1,0,0,,0,1,6,0.0,,
57,2002,2002-12-29,16,26.207,NWE,,MIA,W 27-24,,8,53,6.63,0,15,9,70,7.78,0,60.0%,4.67,0,0,,0,0,0,,0,,,,4,104,26.00,0,2,5,2.50,0,0,0,0.0,,
58,2003,2003-09-07,1,27.094,NWE,@,BUF,L 0-31,,10,62,6.20,0,5,4,25,6.25,0,80.0%,5.00,0,0,,0,0,0,,0,,,,4,84,21.00,0,0,0,,0,0,0,0.0,,
59,2003,2003-09-14,2,27.101,NWE,@,PHI,W 31-10,*,7,23,3.29,0,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0,,0,0,0,0.0,,
60,2003,2003-09-21,3,27.108,NWE,,NYJ,W 23-16,*,17,79,4.65,0,3,2,12,6.00,0,66.7%,4.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,64,21.33,0,0,0,,0,0,0,0.0,,
61,2003,2003-09-28,4,27.115,NWE,@,WAS,L 17-20,*,10,12,1.20,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
62,2003,2003-10-12,6,27.129,NWE,,NYG,W 17-6,,14,87,6.21,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
63,2003,2003-10-19,7,27.136,NWE,@,MIA,W 19-13,*,18,38,2.11,0,5,5,31,6.20,0,100.0%,6.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
64,2003,2003-10-26,8,27.143,NWE,,CLE,W 9-3,*,23,96,4.17,0,10,6,58,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
65,2003,2003-11-03,9,27.151,NWE,@,DEN,W 30-26,,5,20,4.00,0,5,5,52,10.40,0,100.0%,10.40,0,0,,0,0,0,,0,,,,0,0,,0,1,6,6.00,0,0,0,0.0,,
66,2003,2003-11-16,10,27.164,NWE,,DAL,W 12-0,,8,11,1.38,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,2,30,15.00,0,0,0,0.0,,
67,2003,2003-11-23,11,27.171,NWE,@,HOU,W 23-20,*,23,80,3.48,0,9,8,108,13.50,0,88.9%,12.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
68,2003,2003-11-30,12,27.178,NWE,@,IND,W 38-34,*,15,42,2.80,0,6,5,36,7.20,0,83.3%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,1,18,18.00,0,0,0,0.0,,
69,2003,2003-12-07,13,27.185,NWE,,MIA,W 12-0,,5,20,4.00,0,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,,,,1,23,23.00,0,1,12,12.00,0,0,0,0.0,,
70,2003,2003-12-14,14,27.192,NWE,,JAX,W 27-13,*,11,34,3.09,0,6,3,9,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,1,21,21.00,0,0,0,,0,0,0,0.0,,
71,2003,2003-12-20,15,27.198,NWE,@,NYJ,W 21-16,,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
72,2003,2003-12-27,16,27.205,NWE,,BUF,W 31-0,,9,26,2.89,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
73,2004,2004-10-10,4,28.127,NWE,,MIA,W 24-10,,1,1,1.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,0,0,0.0,,
74,2004,2004-10-17,5,28.134,NWE,,SEA,W 30-20,,6,21,3.50,0,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,2,15,7.50,0,0,0,0.0,,
75,2004,2004-10-24,6,28.141,NWE,,NYJ,W 13-7,,4,21,5.25,0,7,6,44,7.33,0,85.7%,6.29,0,0,,0,0,0,,,,,,0,0,,0,2,3,1.50,0,0,0,0.0,,
76,2004,2004-10-31,7,28.148,NWE,@,PIT,L 20-34,*,5,4,0.80,0,8,8,72,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,3,15,5.00,0,0,0,0.0,,
77,2004,2004-11-07,8,28.155,NWE,@,STL,W 40-22,,1,9,9.00,0,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,2,22,11.00,0,0,0,0.0,,
78,2004,2004-11-14,9,28.162,NWE,,BUF,W 29-6,,13,61,4.69,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,3,34,11.33,0,0,0,0.0,,
79,2004,2004-11-22,10,28.170,NWE,@,KAN,W 27-19,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0,0.0,,
80,2004,2004-11-28,11,28.176,NWE,,BAL,W 24-3,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,10,3.33,0,0,0,0.0,,
81,2004,2004-12-05,12,28.183,NWE,@,CLE,W 42-15,,13,87,6.69,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
82,2004,2004-12-12,13,28.190,NWE,,CIN,W 35-28,,1,4,4.00,1,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
83,2004,2004-12-20,14,28.198,NWE,@,MIA,L 28-29,,6,39,6.50,0,2,1,31,31.00,1,50.0%,15.50,0,0,,0,0,0,,,,,,4,73,18.25,0,2,17,8.50,0,1,6,0.0,,
84,2005,2005-09-08,1,29.095,NWE,,OAK,W 30-20,,5,11,2.20,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,,,,,2,42,21.00,0,0,0,,0,0,0,0.0,,
85,2005,2005-09-18,2,29.105,NWE,@,CAR,L 17-27,,2,3,1.50,0,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0,,0,0,0,0.0,,
86,2005,2005-09-25,3,29.112,NWE,@,PIT,W 23-20,,7,14,2.00,0,7,7,71,10.14,0,100.0%,10.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
87,2005,2005-12-04,12,29.182,NWE,,NYJ,W 16-3,,10,35,3.50,0,4,4,46,11.50,0,100.0%,11.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
88,2005,2005-12-11,13,29.189,NWE,@,BUF,W 35-7,,5,14,2.80,0,7,6,71,11.83,0,85.7%,10.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
89,2005,2005-12-17,14,29.195,NWE,,TAM,W 28-0,*,6,18,3.00,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
90,2005,2005-12-26,15,29.204,NWE,@,NYJ,W 31-21,,10,38,3.80,0,8,4,19,4.75,0,50.0%,2.38,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0,,0,0,0,0.0,,
91,2005,2006-01-01,16,29.210,NWE,,MIA,L 26-28,*,6,12,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
92,2006,2006-09-10,1,30.097,NWE,,BUF,W 19-17,,3,21,7.00,0,2,1,17,17.00,1,50.0%,8.50,0,0,,0,0,0,,,,,,1,23,23.00,0,1,14,14.00,0,1,6,0.0,,
93,2006,2006-09-17,2,30.104,NWE,@,NYJ,W 24-17,,1,3,3.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,26,26.00,0,1,6,6.00,0,0,0,0.0,,
94,2006,2006-09-24,3,30.111,NWE,,DEN,L 7-17,,1,6,6.00,0,7,6,34,5.67,0,85.7%,4.86,0,0,,0,0,0,,,,,,0,0,,0,3,32,10.67,0,0,0,0.0,,
95,2006,2006-10-01,4,30.118,NWE,@,CIN,W 38-13,,1,1,1.00,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,3,62,20.67,0,3,55,18.33,0,0,0,0.0,,
96,2006,2006-10-08,5,30.125,NWE,,MIA,W 20-10,,1,-1,-1.00,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,,,,,1,15,15.00,0,2,28,14.00,0,0,0,0.0,,
97,2006,2006-10-22,6,30.139,NWE,@,BUF,W 28-6,,1,-3,-3.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,1,17,17.00,0,2,20,10.00,0,0,0,0.0,,
98,2006,2006-10-30,7,30.147,NWE,@,MIN,W 31-7,,1,11,11.00,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,2,33,16.50,0,0,0,0.0,,
99,2006,2006-11-05,8,30.153,NWE,,IND,L 20-27,,4,24,6.00,0,7,5,31,6.20,0,71.4%,4.43,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,0,0,0.0,,
100,2006,2006-11-12,9,30.160,NWE,,NYJ,L 14-17,,0,0,,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,,,,,1,19,19.00,0,1,8,8.00,0,0,0,0.0,,
101,2006,2006-11-19,10,30.167,NWE,@,GNB,W 35-0,,1,2,2.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,7,55,7.86,0,0,0,0.0,,
102,2006,2006-11-26,11,30.174,NWE,,CHI,W 17-13,,0,0,,0,6,6,37,6.17,0,100.0%,6.17,0,0,,0,0,0,,,,,,0,0,,0,1,2,2.00,0,0,0,0.0,,
103,2006,2006-12-03,12,30.181,NWE,,DET,W 28-21,,0,0,,0,8,8,59,7.38,0,100.0%,7.38,0,0,,0,0,0,,,,,,5,105,21.00,0,1,0,0.00,0,0,0,0.0,,
104,2006,2006-12-10,13,30.188,NWE,@,MIA,L 0-21,*,5,29,5.80,0,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,,,,,3,80,26.67,0,2,21,10.50,0,0,0,0.0,,
105,2006,2006-12-17,14,30.195,NWE,,HOU,W 40-7,,4,22,5.50,1,2,2,46,23.00,1,100.0%,23.00,0,0,,0,0,0,,,,,,0,0,,0,4,44,11.00,0,2,12,0.0,,
106,2006,2006-12-24,15,30.202,NWE,@,JAX,W 24-21,,2,8,4.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,12,12.00,0,0,0,0.0,,
107,2007,2007-09-09,1,31.096,NWE,@,NYJ,W 38-14,,1,4,4.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
108,2007,2007-09-16,2,31.103,NWE,,SDG,W 38-14,*,1,4,4.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
109,2007,2007-09-23,3,31.110,NWE,,BUF,W 38-7,,2,14,7.00,0,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
110,2007,2007-10-01,4,31.118,NWE,@,CIN,W 34-13,*,3,22,7.33,0,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
111,2007,2007-10-07,5,31.124,NWE,,CLE,W 34-17,,3,6,2.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
112,2007,2007-10-14,6,31.131,NWE,@,DAL,W 48-27,,12,47,3.92,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
113,2007,2007-10-21,7,31.138,NWE,@,MIA,W 49-28,*,6,27,4.50,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
114,2007,2007-10-28,8,31.145,NWE,,WAS,W 52-7,,5,32,6.40,0,9,7,57,8.14,0,77.8%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
115,2007,2007-11-04,9,31.152,NWE,@,IND,W 24-20,*,7,29,4.14,0,5,3,20,6.67,1,60.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
116,2007,2007-11-18,10,31.166,NWE,@,BUF,W 56-10,*,0,0,,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
117,2007,2007-11-25,11,31.173,NWE,,PHI,W 31-28,*,2,0,0.00,0,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
118,2007,2007-12-03,12,31.181,NWE,@,BAL,W 27-24,,7,33,4.71,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
119,2007,2007-12-09,13,31.187,NWE,,PIT,W 34-13,*,0,0,,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
120,2007,2007-12-16,14,31.194,NWE,,NYJ,W 20-10,,4,20,5.00,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
121,2007,2007-12-23,15,31.201,NWE,,MIA,W 28-7,*,7,29,4.14,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0,,0,0,0,0.0,,
122,2007,2007-12-29,16,31.207,NWE,@,NYG,W 38-35,,2,-2,-1.00,0,8,8,64,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,27,27.00,0,0,0,,0,0,0,0.0,,
123,2008,2008-09-14,2,32.101,NWE,@,NYJ,W 19-10,,3,16,5.33,0,4,4,50,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,,,0,0,,0,3,53,17.67,0,0,0,0.0,0,0
