ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
30,1973,1973-09-30,3,26.264,MIN,,GNB,W 11-3,,,,,,,,,,,,,,,,,
31,1973,1973-10-07,4,26.271,MIN,@,DET,W 23-9,,,,,,,,,,,,,,,,,
32,1973,1973-10-14,5,26.278,MIN,@,SFO,W 17-13,,,,,,,,,,,,,,,,,
33,1973,1973-10-21,6,26.285,MIN,,PHI,W 28-21,,,,,,,,,,,,,,,,,
34,1973,1973-10-28,7,26.292,MIN,,RAM,W 10-9,,,,,,,,,,,,,,,,,
35,1973,1973-11-04,8,26.299,MIN,,CLE,W 26-3,,,,,,,,,,,,,,,,,
36,1973,1973-11-11,9,26.306,MIN,,DET,W 28-7,,,,,,,,,,,,,,,,,
37,1973,1973-11-19,10,26.314,MIN,@,ATL,L 14-20,,,,,,,,,,,,,,,,,
38,1973,1973-11-25,11,26.320,MIN,,CHI,W 31-13,,,,,,,,,,,,,,,,,
39,1973,1973-12-02,12,26.327,MIN,@,CIN,L 0-27,,,,,,,,,,,,,,,,,
40,1973,1973-12-08,13,26.333,MIN,@,GNB,W 31-7,,,,,,,,,,,,,,,,,
41,1973,1973-12-16,14,26.341,MIN,@,NYG,W 31-7,0,0,,0,0,0,,0,0,0,,0,1,6,1,63,1
42,1974,1974-09-15,1,27.249,MIN,@,GNB,W 32-17,,,,,,,,,,,,,,,,,
43,1974,1974-09-22,2,27.256,MIN,@,DET,W 7-6,,,,,,,,,,,,,,,,,
44,1974,1974-09-29,3,27.263,MIN,,CHI,W 11-7,,,,,,,,,,,,,,,,,
45,1974,1974-10-06,4,27.270,MIN,@,DAL,W 23-21,0,0,,0,0,0,,0,0,0,,0,0,0,1,4,0
46,1974,1974-10-13,5,27.277,MIN,,HOU,W 51-10,,,,,,,,,,,,,,,,,
47,1974,1974-10-20,6,27.284,MIN,,DET,L 16-20,,,,,,,,,,,,,,,,,
48,1974,1974-10-27,7,27.291,MIN,,NWE,L 14-17,,,,,,,,,,,,,,,,,
49,1974,1974-11-03,8,27.298,MIN,@,CHI,W 17-0,,,,,,,,,,,,,,,,,
50,1974,1974-11-11,9,27.306,MIN,@,STL,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,0,1,11,0
51,1974,1974-11-17,10,27.312,MIN,,GNB,L 7-19,,,,,,,,,,,,,,,,,
52,1974,1974-11-24,11,27.319,MIN,@,RAM,L 17-20,,,,,,,,,,,,,,,,,
53,1974,1974-12-01,12,27.326,MIN,,NOR,W 29-9,,,,,,,,,,,,,,,,,
54,1974,1974-12-07,13,27.332,MIN,,ATL,W 23-10,,,,,,,,,,,,,,,,,
55,1974,1974-12-14,14,27.339,MIN,@,KAN,W 35-15,,,,,,,,,,,,,,,,,
56,1975,1975-09-21,1,28.255,MIN,,SFO,W 27-17,,,,,,,,,,,,,,,,,
57,1975,1975-09-28,2,28.262,MIN,@,CLE,W 42-10,0,0,,0,0,0,,0,0,0,,0,0,0,1,15,0
58,1975,1975-10-05,3,28.269,MIN,,CHI,W 28-3,,,,,,,,,,,,,,,,,
59,1975,1975-10-12,4,28.276,MIN,,NYJ,W 29-21,,,,,,,,,,,,,,,,,
60,1975,1975-10-27,6,28.291,MIN,@,CHI,W 13-9,,,,,,,,,,,,,,,,,
61,1975,1975-11-02,7,28.297,MIN,@,GNB,W 28-17,,,,,,,,,,,,,,,,,
62,1975,1975-11-09,8,28.304,MIN,,ATL,W 38-0,,,,,,,,,,,,,,,,,
63,1975,1975-11-16,9,28.311,MIN,@,NOR,W 20-7,,,,,,,,,,,,,,,,,
64,1975,1975-11-23,10,28.318,MIN,,SDG,W 28-13,,,,,,,,,,,,,,,,,
65,1975,1975-11-30,11,28.325,MIN,@,WAS,L 30-31,,,,,,,,,,,,,,,,,
66,1975,1975-12-07,12,28.332,MIN,,GNB,W 24-3,,,,,,,,,,,,,,,,,
67,1975,1975-12-14,13,28.339,MIN,@,DET,L 10-17,,,,,,,,,,,,,,,,,
68,1975,1975-12-20,14,28.345,MIN,@,BUF,W 35-13,0,0,,0,0,0,,0,0,0,,0,0,0,1,18,0
69,1976,1976-09-12,1,29.247,CLE,,NYJ,W 38-17,,,,,,,,,,,,,,,,,
70,1976,1976-09-19,2,29.254,CLE,@,PIT,L 14-31,,,,,,,,,,,,,,,,,
71,1976,1976-09-26,3,29.261,CLE,@,DEN,L 13-44,,,,,,,,,,,,,,,,,
72,1976,1976-10-03,4,29.268,CLE,,CIN,L 24-45,,,,,,,,,,,,,,,,,
73,1976,1976-10-24,7,29.289,CLE,,SDG,W 21-17,,,,,,,,,,,,,,,,,
74,1976,1976-10-31,8,29.296,CLE,@,CIN,L 6-21,,,,,,,,,,,,,,,,,
75,1976,1976-11-07,9,29.303,CLE,@,HOU,W 21-7,,,,,,,,,,,,,,,,,
76,1976,1976-11-14,10,29.310,CLE,,PHI,W 24-3,,,,,,,,,,,,,,,,,
77,1976,1976-11-21,11,29.317,CLE,@,TAM,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,0,1,24,0
78,1976,1976-11-28,12,29.324,CLE,,MIA,W 17-13,,,,,,,,,,,,,,,,,
79,1976,1976-12-05,13,29.331,CLE,,HOU,W 13-10,,,,,,,,,,,,,,,,,
80,1976,1976-12-12,14,29.338,CLE,@,KAN,L 14-39,,,,,,,,,,,,,,,,,
