ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
46,2015,2015-12-20,14,26.084,MIN,,CHI,W 38-17,,0,0,,0,3,129,43.00,0
47,2015,2015-12-27,15,26.091,MIN,,NYG,W 49-17,,0,0,,0,4,162,40.50,0
48,2015,2016-01-03,16,26.098,MIN,@,GNB,W 20-13,,0,0,,0,5,195,39.00,0
49,2016,2016-09-11,1,26.350,MIN,@,TEN,W 25-16,,0,0,,0,3,113,37.67,0
50,2016,2016-09-18,2,26.357,MIN,,GNB,W 17-14,,0,0,,0,7,273,39.00,0
51,2016,2016-09-25,3,26.364,MIN,@,CAR,W 22-10,,0,0,,0,7,339,48.43,0
52,2016,2016-10-03,4,27.006,MIN,,NYG,W 24-10,,0,0,,0,6,264,44.00,0
53,2016,2016-10-09,5,27.012,MIN,,HOU,W 31-13,,0,0,,0,5,231,46.20,0
54,2016,2016-10-23,6,27.026,MIN,@,PHI,L 10-21,,0,0,,0,4,181,45.25,0
55,2016,2016-10-31,7,27.034,MIN,@,CHI,L 10-20,,0,0,,0,7,309,44.14,0
56,2016,2016-11-06,8,27.040,MIN,,DET,L 16-22,,0,0,,0,4,146,36.50,0
57,2016,2016-11-13,9,27.047,MIN,@,WAS,L 20-26,,0,0,,0,5,217,43.40,0
58,2016,2016-11-20,10,27.054,MIN,,ARI,W 30-24,,0,0,,0,4,225,56.25,0
59,2016,2016-11-24,11,27.058,MIN,@,DET,L 13-16,,0,0,,0,4,195,48.75,0
60,2016,2016-12-01,12,27.065,MIN,,DAL,L 15-17,,0,0,,0,7,224,32.00,0
61,2016,2016-12-11,13,27.075,MIN,@,JAX,W 25-16,,0,0,,0,1,42,42.00,0
62,2016,2016-12-18,14,27.082,MIN,,IND,L 6-34,,0,0,,0,3,146,48.67,0
63,2016,2016-12-24,15,27.088,MIN,@,GNB,L 25-38,,0,0,,0,5,186,37.20,0
64,2016,2017-01-01,16,27.096,MIN,,CHI,W 38-10,,0,0,,0,2,64,32.00,0
65,2017,2017-09-18,2,27.356,DET,@,NYG,W 24-10,,0,0,,0,5,209,41.80,0
66,2017,2017-09-24,3,27.362,DET,,ATL,L 26-30,,0,0,,0,5,239,47.80,0
67,2017,2017-10-01,4,28.004,DET,@,MIN,W 14-7,,0,0,,0,7,325,46.43,0
68,2017,2017-10-08,5,28.011,DET,,CAR,L 24-27,,0,0,,0,5,206,41.20,0
69,2017,2017-10-15,6,28.018,DET,@,NOR,L 38-52,,0,0,,0,5,243,48.60,0
