ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
20,1961,1961-11-26,11,27.284,SFO,,MIN,W 38-28,0,0,,0,0,0,,0,3,62,20.67,0,0,0,,0,0,0,0,0,0
21,1961,1961-12-03,12,27.291,SFO,@,BAL,L 17-20,0,0,,0,0,0,,0,1,28,28.00,0,1,0,0.00,0,0,0,0,0,0
22,1961,1961-12-10,13,27.298,SFO,,GNB,W 22-21,0,0,,0,0,0,,0,2,78,39.00,0,0,0,,0,0,0,0,0,0
23,1961,1961-12-16,14,27.304,SFO,,BAL,L 24-27,0,0,,0,0,0,,0,2,47,23.50,0,1,0,0.00,0,0,0,0,0,0
24,1962,1962-09-16,1,28.213,SFO,,CHI,L 14-30,0,0,,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0,0,0,0
25,1962,1962-09-23,2,28.220,SFO,@,DET,L 24-45,0,0,,0,0,0,,0,7,205,29.29,0,1,8,8.00,0,0,0,0,0,0
26,1962,1962-09-30,3,28.227,SFO,,MIN,W 21-7,0,0,,0,0,0,,0,1,19,19.00,0,1,0,0.00,0,0,0,1,31,0
27,1962,1962-10-07,4,28.234,SFO,@,BAL,W 21-13,0,0,,0,0,0,,0,2,71,35.50,0,0,0,,0,0,0,0,0,0
28,1962,1962-10-14,5,28.241,SFO,@,CHI,W 34-27,0,0,,0,0,0,,0,5,157,31.40,0,1,0,0.00,0,0,0,1,0,0
29,1962,1962-10-21,6,28.248,SFO,@,GNB,L 13-31,0,0,,0,0,0,,0,0,0,,0,3,91,30.33,1,1,6,0,0,0
30,1962,1962-10-28,7,28.255,SFO,,RAM,L 14-28,0,0,,0,0,0,,0,4,129,32.25,0,3,37,12.33,0,0,0,0,0,0
31,1962,1962-11-04,8,28.262,SFO,,BAL,L 3-22,0,0,,0,0,0,,0,2,107,53.50,0,2,2,1.00,0,0,0,0,0,0
32,1962,1962-11-11,9,28.269,SFO,,DET,L 24-38,0,0,,0,0,0,,0,6,210,35.00,0,2,26,13.00,0,0,0,0,0,0
33,1962,1962-11-18,10,28.276,SFO,@,RAM,W 24-17,0,0,,0,0,0,,0,1,25,25.00,0,2,0,0.00,0,0,0,0,0,0
34,1962,1962-11-25,11,28.283,SFO,@,STL,W 24-17,0,0,,0,0,0,,0,1,37,37.00,0,1,8,8.00,0,0,0,0,0,0
35,1962,1962-12-02,12,28.290,SFO,@,MIN,W 35-12,0,0,,0,0,0,,0,1,44,44.00,0,1,0,0.00,0,0,0,0,0,0
36,1962,1962-12-09,13,28.297,SFO,,GNB,L 21-31,0,0,,0,0,0,,0,4,91,22.75,0,2,7,3.50,0,0,0,0,0,0
37,1962,1962-12-15,14,28.303,SFO,,CLE,L 10-13,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0,0,0,0
38,1963,1963-09-15,1,29.212,SFO,,MIN,L 20-24,0,0,,0,0,0,,0,2,120,60.00,1,0,0,,0,1,6,1,0,0
39,1963,1963-09-22,2,29.219,SFO,,BAL,L 14-20,0,0,,0,0,0,,0,2,82,41.00,0,1,2,2.00,0,0,0,0,0,0
40,1963,1963-09-29,3,29.226,SFO,@,MIN,L 14-45,0,0,,0,0,0,,0,3,153,51.00,1,1,0,0.00,0,1,6,1,0,0
41,1963,1963-10-06,4,29.233,SFO,@,DET,L 3-26,0,0,,0,0,0,,0,2,25,12.50,0,2,14,7.00,0,0,0,0,0,0
42,1963,1963-10-13,5,29.240,SFO,@,BAL,L 3-20,0,0,,0,0,0,,0,3,65,21.67,0,1,14,14.00,0,0,0,0,0,0
43,1963,1963-10-20,6,29.247,SFO,,CHI,W 20-14,0,0,,0,0,0,,0,2,67,33.50,0,0,0,,0,0,0,0,0,0
44,1963,1963-10-27,7,29.254,SFO,@,RAM,L 21-28,0,0,,0,0,0,,0,2,47,23.50,0,0,0,,0,0,0,0,0,0
45,1963,1963-11-03,8,29.261,SFO,,DET,L 7-45,0,0,,0,0,0,,0,3,121,40.33,0,0,0,,0,0,0,0,0,0
46,1963,1963-11-10,9,29.268,SFO,,DAL,W 31-24,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0,0,0
47,1963,1963-11-17,10,29.275,SFO,@,NYG,L 14-48,0,0,,0,0,0,,0,3,138,46.00,1,2,2,1.00,0,1,6,0,0,0
48,1963,1963-12-01,12,29.289,SFO,,RAM,L 17-21,0,0,,0,0,0,,0,3,42,14.00,0,4,54,13.50,0,0,0,1,61,0
49,1963,1963-12-08,13,29.296,SFO,@,CHI,L 7-27,0,0,,0,0,0,,0,1,5,5.00,0,1,7,7.00,0,0,0,0,0,0
50,1963,1963-12-14,14,29.302,SFO,,GNB,L 17-21,0,0,,0,0,0,,0,2,50,25.00,0,1,2,2.00,0,0,0,0,0,0
51,1964,1964-09-13,1,30.211,SFO,,DET,L 17-26,0,0,,0,0,0,,0,2,33,16.50,0,1,0,0.00,0,0,0,0,0,0
52,1964,1964-09-20,2,30.218,SFO,@,PHI,W 28-24,0,0,,0,0,0,,0,3,106,35.33,0,1,7,7.00,0,0,0,1,0,0
53,1964,1964-09-27,3,30.225,SFO,,STL,L 13-23,0,0,,0,0,0,,0,3,115,38.33,0,1,6,6.00,0,0,0,0,0,0
54,1964,1964-10-04,4,30.232,SFO,,CHI,W 31-21,0,0,,0,0,0,,0,3,82,27.33,0,0,0,,0,0,0,0,0,0
55,1964,1964-10-11,5,30.239,SFO,@,GNB,L 14-24,0,0,,0,0,0,,0,2,23,11.50,0,2,8,4.00,0,0,0,0,0,0
56,1964,1964-10-18,6,30.246,SFO,@,RAM,L 14-42,0,0,,0,0,0,,0,1,23,23.00,0,1,5,5.00,0,0,0,0,0,0
57,1964,1964-10-25,7,30.253,SFO,,MIN,L 22-27,0,0,,0,0,0,,0,3,60,20.00,0,4,6,1.50,0,0,0,0,0,0
58,1964,1964-11-01,8,30.260,SFO,@,BAL,L 7-37,0,0,,0,0,0,,0,3,68,22.67,0,0,0,,0,0,0,0,0,0
59,1964,1964-11-08,9,30.267,SFO,@,MIN,L 7-24,0,0,,0,0,0,,0,0,0,,0,1,1,1.00,0,0,0,0,0,0
60,1964,1964-11-15,10,30.274,SFO,,GNB,W 24-14,0,0,,0,0,0,,0,2,58,29.00,0,2,36,18.00,0,0,0,0,0,0
61,1964,1964-11-22,11,30.281,SFO,@,CHI,L 21-23,0,0,,0,0,0,,0,5,165,33.00,0,2,21,10.50,0,0,0,0,0,0
62,1964,1964-11-29,12,30.288,SFO,,BAL,L 3-14,0,0,,0,0,0,,0,2,63,31.50,0,2,11,5.50,0,0,0,1,1,0
63,1964,1964-12-06,13,30.295,SFO,,RAM,W 28-7,0,0,,0,0,0,,0,1,31,31.00,0,4,32,8.00,0,0,0,0,0,0
64,1964,1964-12-13,14,30.302,SFO,@,DET,L 7-24,0,0,,0,0,0,,0,2,53,26.50,0,1,0,0.00,0,0,0,0,0,0
65,1965,1965-09-26,2,31.223,STL,@,CLE,W 49-13,0,0,,0,0,0,,0,3,115,38.33,0,2,1,0.50,0,0,0,0,0,0
66,1965,1965-10-04,3,31.231,STL,,DAL,W 20-13,0,0,,0,0,0,,0,2,34,17.00,0,0,0,,0,0,0,0,0,0
67,1965,1965-10-10,4,31.237,STL,@,WAS,W 37-16,0,0,,0,0,0,,0,2,17,8.50,0,2,-4,-2.00,0,0,0,0,0,0
68,1965,1965-10-17,5,31.244,STL,@,PIT,W 20-7,0,0,,0,0,0,,0,0,0,,0,4,-4,-1.00,0,0,0,0,0,0
69,1965,1965-10-24,6,31.251,STL,,WAS,L 20-24,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0,0,0,0
70,1965,1965-10-31,7,31.258,STL,@,NYG,L 10-14,,,,,,,,,0,15,,0,,,,,,,,,
71,1965,1965-11-07,8,31.265,STL,,PIT,W 21-17,0,0,,0,0,0,,0,3,80,26.67,0,0,0,,0,0,0,0,0,0
72,1965,1965-11-14,9,31.272,STL,@,CHI,L 13-34,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0,0,0
73,1965,1965-11-21,10,31.279,STL,,NYG,L 15-28,0,0,,0,0,0,,0,4,106,26.50,0,2,2,1.00,0,0,0,0,0,0
74,1965,1965-11-28,11,31.286,STL,,PHI,L 24-28,0,0,,0,0,0,,0,2,49,24.50,0,3,-5,-1.67,0,0,0,0,0,0
75,1965,1965-12-05,12,31.293,STL,,RAM,L 3-27,0,0,,0,0,0,,0,3,78,26.00,0,1,2,2.00,0,0,0,0,0,0
76,1965,1965-12-11,13,31.299,STL,@,DAL,L 13-27,0,0,,0,0,0,,0,2,37,18.50,0,1,5,5.00,0,0,0,0,0,0
77,1965,1965-12-19,14,31.307,STL,,CLE,L 24-27,0,0,,0,0,0,,0,2,49,24.50,0,3,10,3.33,0,0,0,0,0,0
78,1966,1966-10-02,4,32.229,STL,@,PHI,W 41-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,5,0
79,1966,1966-11-13,10,32.271,STL,@,PIT,L 9-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,26,0
80,1966,1966-11-27,11,32.285,STL,,PIT,W 6-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
81,1966,1966-12-11,13,32.299,STL,@,ATL,L 10-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,16,0
