ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
23,2014,2014-10-26,7,26.000,OAK,@,CLE,L 13-23,,0,0,,0,0.0,0,0,7,308,44.00,0
24,2014,2014-11-02,8,26.007,OAK,@,SEA,L 24-30,,0,0,,0,0.0,0,0,6,314,52.33,0
25,2014,2014-11-09,9,26.014,OAK,,DEN,L 17-41,,0,0,,0,0.0,0,0,9,389,43.22,0
26,2014,2014-11-16,10,26.021,OAK,@,SDG,L 6-13,,0,0,,0,0.0,0,0,9,446,49.56,0
27,2014,2014-11-20,11,26.025,OAK,,KAN,W 24-20,,0,0,,0,0.0,1,0,6,296,49.33,0
28,2014,2014-11-30,12,26.035,OAK,@,STL,L 0-52,,0,0,,0,0.0,0,0,8,353,44.13,0
29,2014,2014-12-07,13,26.042,OAK,,SFO,W 24-13,,0,0,,0,0.0,0,0,5,234,46.80,0
30,2014,2014-12-14,14,26.049,OAK,@,KAN,L 13-31,,0,0,,0,0.0,0,0,11,477,43.36,0
31,2014,2014-12-21,15,26.056,OAK,,BUF,W 26-24,,0,0,,0,0.0,0,0,6,265,44.17,0
32,2014,2014-12-28,16,26.063,OAK,@,DEN,L 14-47,,0,0,,0,0.0,0,0,9,418,46.44,0
33,2015,2015-09-13,1,26.322,OAK,,CIN,L 13-33,,0,0,,0,0.0,0,0,6,260,43.33,0
34,2015,2015-09-20,2,26.329,OAK,,BAL,W 37-33,,0,0,,0,0.0,0,0,2,118,59.00,0
35,2015,2015-09-27,3,26.336,OAK,@,CLE,W 27-20,,0,0,,0,0.0,0,0,4,157,39.25,0
36,2015,2015-10-04,4,26.343,OAK,@,CHI,L 20-22,,0,0,,0,0.0,0,0,5,242,48.40,0
37,2015,2015-10-11,5,26.350,OAK,,DEN,L 10-16,,0,0,,0,0.0,0,0,4,207,51.75,0
38,2015,2015-10-25,6,26.364,OAK,@,SDG,W 37-29,,0,0,,0,0.0,0,0,4,152,38.00,0
39,2015,2015-11-01,7,27.006,OAK,,NYJ,W 34-20,,0,0,,0,0.0,0,0,3,135,45.00,0
40,2015,2015-11-08,8,27.013,OAK,@,PIT,L 35-38,,0,0,,0,0.0,0,0,7,277,39.57,0
41,2015,2015-11-15,9,27.020,OAK,,MIN,L 14-30,,0,0,,0,0.0,0,0,6,257,42.83,0
42,2015,2015-11-22,10,27.027,OAK,@,DET,L 13-18,,0,0,,0,0.0,0,0,5,217,43.40,0
43,2015,2015-11-29,11,27.034,OAK,@,TEN,W 24-21,,0,0,,0,0.0,0,0,4,169,42.25,0
44,2015,2015-12-06,12,27.041,OAK,,KAN,L 20-34,,0,0,,0,0.0,0,0,4,158,39.50,0
45,2015,2015-12-13,13,27.048,OAK,@,DEN,W 15-12,,0,0,,0,0.0,0,0,10,460,46.00,0
46,2015,2015-12-20,14,27.055,OAK,,GNB,L 20-30,,0,0,,0,0.0,0,0,5,217,43.40,0
47,2015,2015-12-24,15,27.059,OAK,,SDG,W 23-20,,0,0,,0,0.0,0,0,8,400,50.00,0
48,2015,2016-01-03,16,27.069,OAK,@,KAN,L 17-23,,0,0,,0,0.0,0,0,6,271,45.17,1
49,2016,2016-09-11,1,27.321,OAK,@,NOR,W 35-34,,0,0,,0,0.0,0,0,4,199,49.75,0
50,2016,2016-09-18,2,27.328,OAK,,ATL,L 28-35,,0,0,,0,0.0,0,0,4,211,52.75,0
51,2016,2016-09-25,3,27.335,OAK,@,TEN,W 17-10,,0,0,,0,0.0,0,0,7,326,46.57,0
52,2016,2016-10-02,4,27.342,OAK,@,BAL,W 28-27,,0,0,,0,0.0,0,0,8,414,51.75,0
53,2016,2016-10-09,5,27.349,OAK,,SDG,W 34-31,,0,0,,0,0.0,0,0,3,139,46.33,0
54,2016,2016-10-16,6,27.356,OAK,,KAN,L 10-26,,0,0,,0,0.0,0,0,3,159,53.00,0
55,2016,2016-10-23,7,27.363,OAK,@,JAX,W 33-16,,1,27,27.00,0,0.0,0,0,5,273,54.60,0
56,2016,2016-10-30,8,28.004,OAK,@,TAM,W 30-24,,0,0,,0,0.0,0,0,6,240,40.00,0
57,2016,2016-11-06,9,28.011,OAK,,DEN,W 30-20,,0,0,,0,0.0,0,0,4,169,42.25,0
58,2016,2016-11-21,10,28.026,OAK,,HOU,W 27-20,,0,0,,0,0.0,0,0,3,159,53.00,0
59,2016,2016-11-27,11,28.032,OAK,,CAR,W 35-32,,0,0,,0,0.0,0,0,5,239,47.80,0
60,2016,2016-12-04,12,28.039,OAK,,BUF,W 38-24,,0,0,,0,0.0,0,0,5,221,44.20,0
61,2016,2016-12-08,13,28.043,OAK,@,KAN,L 13-21,,1,0,0.00,0,0.0,0,0,8,348,43.50,0
62,2016,2016-12-18,14,28.053,OAK,@,SDG,W 19-16,,0,0,,0,0.0,0,0,3,153,51.00,0
63,2016,2016-12-24,15,28.059,OAK,,IND,W 33-25,,0,0,,0,0.0,0,0,5,235,47.00,0
64,2016,2017-01-01,16,28.067,OAK,@,DEN,L 6-24,,0,0,,0,0.0,0,0,8,452,56.50,0
65,2017,2017-09-10,1,28.319,OAK,@,TEN,W 26-16,,0,0,,0,0.0,0,0,3,158,52.67,0
66,2017,2017-09-17,2,28.326,OAK,,NYJ,W 45-20,,0,0,,0,0.0,0,0,3,166,55.33,0
67,2017,2017-09-24,3,28.333,OAK,@,WAS,L 10-27,,0,0,,0,0.0,0,0,7,369,52.71,0
68,2017,2017-10-01,4,28.340,OAK,@,DEN,L 10-16,,1,-3,-3.00,0,0.0,0,0,6,306,51.00,0
69,2017,2017-10-08,5,28.347,OAK,,BAL,L 17-30,,0,0,,0,0.0,0,0,4,197,49.25,0
70,2017,2017-10-15,6,28.354,OAK,,LAC,L 16-17,,0,0,,0,0.0,0,0,4,226,56.50,0
71,2017,2017-10-19,7,28.358,OAK,,KAN,W 31-30,,0,0,,0,0.0,0,0,3,146,48.67,0
72,2017,2017-10-29,8,29.003,OAK,@,BUF,L 14-34,,0,0,,0,0.0,0,0,4,153,38.25,0
73,2017,2017-11-05,9,29.010,OAK,@,MIA,W 27-24,,0,0,,0,0.0,0,0,3,140,46.67,0
74,2017,2017-11-19,10,29.024,OAK,,NWE,L 8-33,,0,0,,0,0.0,0,0,3,137,45.67,0
75,2017,2017-11-26,11,29.031,OAK,,DEN,W 21-14,,0,0,,0,0.0,0,0,6,261,43.50,0
76,2017,2017-12-03,12,29.038,OAK,,NYG,W 24-17,,1,-11,-11.00,0,0.0,0,0,4,200,50.00,0
77,2017,2017-12-10,13,29.045,OAK,@,KAN,L 15-26,,0,0,,0,0.0,0,0,7,286,40.86,0
78,2017,2017-12-17,14,29.052,OAK,,DAL,L 17-20,,0,0,,0,0.0,0,0,4,182,45.50,0
79,2017,2017-12-25,15,29.060,OAK,@,PHI,L 10-19,,0,0,,0,0.0,0,0,5,207,41.40,0
80,2017,2017-12-31,16,29.066,OAK,@,LAC,L 10-30,,0,0,,0,0.0,0,0,3,136,45.33,0
81,2018,2018-09-09,1,29.318,DEN,,SEA,W 27-24,,0,0,,0,0.0,0,0,6,267,44.50,0
82,2018,2018-09-16,2,29.325,DEN,,OAK,W 20-19,,0,0,,0,0.0,0,0,4,204,51.00,0
83,2018,2018-09-23,3,29.332,DEN,@,BAL,L 14-27,,0,0,,0,0.0,0,0,7,287,41.00,0
