ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
59,1974,1974-11-24,11,31.104,NWE,@,BAL,W 27-17,,,,
60,1974,1974-12-01,12,31.111,NWE,@,OAK,L 26-41,,,,
61,1974,1974-12-08,13,31.118,NWE,,PIT,L 17-21,,,,
62,1974,1974-12-15,14,31.125,NWE,@,MIA,L 27-34,,,,
63,1976,1976-09-12,1,33.031,NWE,,BAL,L 13-27,,,,
64,1976,1976-09-19,2,33.038,NWE,,MIA,W 30-14,,,,
65,1976,1976-09-26,3,33.045,NWE,@,PIT,W 30-27,,,,
66,1976,1976-10-03,4,33.052,NWE,,OAK,W 48-17,,,,
67,1976,1976-10-10,5,33.059,NWE,@,DET,L 10-30,,,,
68,1976,1976-10-18,6,33.067,NWE,,NYJ,W 41-7,,,,
69,1976,1976-10-24,7,33.073,NWE,@,BUF,W 26-22,,,,
70,1976,1976-10-31,8,33.080,NWE,@,MIA,L 3-10,,,,
71,1976,1976-11-07,9,33.087,NWE,,BUF,W 20-10,,,,
72,1976,1976-11-14,10,33.094,NWE,@,BAL,W 21-14,,,,
73,1976,1976-11-21,11,33.101,NWE,@,NYJ,W 38-24,,,,
74,1976,1976-11-28,12,33.108,NWE,,DEN,W 38-14,,,,
75,1976,1976-12-05,13,33.115,NWE,,NOR,W 27-6,,,,
76,1976,1976-12-12,14,33.122,NWE,@,TAM,W 31-14,,,,
77,1977,1977-09-18,1,34.037,NWE,,KAN,W 21-17,,,,
78,1977,1977-09-26,2,34.045,NWE,@,CLE,L 27-30,,,,
79,1977,1977-10-02,3,34.051,NWE,@,NYJ,L 27-30,,,,
80,1977,1977-10-09,4,34.058,NWE,,SEA,W 31-0,,,,
81,1977,1977-10-16,5,34.065,NWE,@,SDG,W 24-20,,,,
82,1977,1977-10-23,6,34.072,NWE,,BAL,W 17-3,,,,
83,1977,1977-10-30,7,34.079,NWE,,NYJ,W 24-13,,,,
84,1977,1977-11-06,8,34.086,NWE,,BUF,L 14-24,,,,
85,1977,1977-11-13,9,34.093,NWE,@,MIA,L 5-17,,,,
86,1977,1977-11-20,10,34.100,NWE,@,BUF,W 20-7,,,,
87,1977,1977-11-27,11,34.107,NWE,,PHI,W 14-6,,,,
88,1977,1977-12-04,12,34.114,NWE,@,ATL,W 16-10,,,,
89,1977,1977-12-11,13,34.121,NWE,,MIA,W 14-10,,,,
90,1977,1977-12-18,14,34.128,NWE,@,BAL,L 24-30,,,,
91,1978,1978-09-03,1,35.022,DEN,,OAK,W 14-6,,,,
92,1978,1978-09-11,2,35.030,DEN,@,MIN,L 9-12,,,,
93,1978,1978-09-17,3,35.036,DEN,,SDG,W 27-14,,,,
94,1978,1978-09-24,4,35.043,DEN,@,KAN,W 23-17,,,,
95,1978,1978-10-01,5,35.050,DEN,,SEA,W 28-7,,,,
96,1978,1978-10-08,6,35.057,DEN,@,SDG,L 0-23,,,,
97,1978,1978-10-16,7,35.065,DEN,,CHI,W 16-7,,,,
98,1978,1978-10-22,8,35.071,DEN,@,BAL,L 6-7,,,,
99,1978,1978-10-29,9,35.078,DEN,@,SEA,W 20-17,,,,
100,1978,1978-11-05,10,35.085,DEN,,NYJ,L 28-31,,,,
101,1978,1978-11-12,11,35.092,DEN,@,CLE,W 19-7,,,,
102,1978,1978-11-19,12,35.099,DEN,,GNB,W 16-3,,,,
103,1978,1978-11-23,13,35.103,DEN,@,DET,L 14-17,,,,
104,1978,1978-12-03,14,35.113,DEN,@,OAK,W 21-6,,,,
105,1978,1978-12-10,15,35.120,DEN,,KAN,W 24-3,,,,
106,1978,1978-12-16,16,35.126,DEN,,PIT,L 17-21,,,,
107,1979,1979-09-09,2,36.028,NYG,,STL,L 14-27,,,,
108,1979,1979-09-17,3,36.036,NYG,@,WAS,L 0-27,,,,
109,1979,1979-09-23,4,36.042,NYG,,PHI,L 13-17,,,,
110,1979,1979-09-30,5,36.049,NYG,@,NOR,L 14-24,,,,
111,1979,1979-10-07,6,36.056,NYG,,TAM,W 17-14,,,,
112,1979,1979-10-14,7,36.063,NYG,,SFO,W 32-16,,,,
113,1979,1979-10-21,8,36.070,NYG,@,KAN,W 21-17,,,,
114,1979,1979-10-28,9,36.077,NYG,@,RAM,W 20-14,,,,
115,1979,1979-11-04,10,36.084,NYG,,DAL,L 14-16,,,,
116,1979,1979-11-11,11,36.091,NYG,,ATL,W 24-3,,,,
117,1979,1979-11-18,12,36.098,NYG,@,TAM,L 3-31,,,,
118,1979,1979-11-25,13,36.105,NYG,,WAS,W 14-6,,,,
119,1979,1979-12-02,14,36.112,NYG,@,DAL,L 7-28,,,,
120,1979,1979-12-16,16,36.126,NYG,,BAL,L 7-31,,,,
