ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
34,1998,1998-09-20,3,25.009,SEA,,WAS,W 24-14,,,,,,,,,
35,1998,1998-09-27,4,25.016,SEA,@,PIT,L 10-13,,,,,,,,,
36,1998,1998-10-04,5,25.023,SEA,@,KAN,L 6-17,,,,,,,,,
37,1998,1998-10-25,7,25.044,SEA,@,SDG,W 27-20,,,,,,,,,
38,1998,1998-11-01,8,25.051,SEA,,OAK,L 18-31,,,,,,,,,
39,1998,1998-11-08,9,25.058,SEA,,KAN,W 24-12,,,,,,,,,
40,1998,1998-11-15,10,25.065,SEA,@,OAK,L 17-20,,,,,,,,,
41,1998,1998-11-22,11,25.072,SEA,@,DAL,L 22-30,,,,,,,,,
42,1998,1998-11-29,12,25.079,SEA,,TEN,W 20-18,,,,,,,,,
43,1998,1998-12-06,13,25.086,SEA,@,NYJ,L 31-32,,,,,,,,,
44,1998,1998-12-13,14,25.093,SEA,,SDG,W 38-17,,,,,,,,,
45,1998,1998-12-20,15,25.100,SEA,,IND,W 27-23,,,,,,,,,
46,1998,1998-12-27,16,25.107,SEA,@,DEN,L 21-28,,,,,,,,,
47,1999,1999-09-12,1,26.001,SEA,,DET,L 20-28,,,,,,,,,
48,2000,2000-10-08,5,27.027,NOR,@,CHI,W 31-10,,,,,,,,,
49,2000,2000-10-15,6,27.034,NOR,,CAR,W 24-6,,,,,,,,,
50,2000,2000-10-22,7,27.041,NOR,@,ATL,W 21-19,,,,,,,,,
51,2000,2000-10-29,8,27.048,NOR,@,ARI,W 21-10,,,,,,,,,
52,2000,2000-11-05,9,27.055,NOR,,SFO,W 31-15,,,,,,,,,
53,2000,2000-11-19,11,27.069,NOR,,OAK,L 22-31,,,,,,,,,
54,2000,2000-11-26,12,27.076,NOR,@,STL,W 31-24,,,,,,,,,
55,2000,2000-12-03,13,27.083,NOR,,DEN,L 23-38,,,,,,,,,
56,2000,2000-12-10,14,27.090,NOR,@,SFO,W 31-27,,,,,,,,,
57,2000,2000-12-17,15,27.097,NOR,,ATL,W 23-7,,,,,,,,,
58,2000,2000-12-24,16,27.104,NOR,,STL,L 21-26,,,,,,,,,
59,2001,2001-09-09,1,27.363,NOR,@,BUF,W 24-6,*,,,,,,,,
60,2001,2001-09-30,2,28.019,NOR,@,NYG,L 13-21,*,,,,,,,,
61,2001,2001-10-07,3,28.026,NOR,,MIN,W 28-15,*,,,,,,,,
62,2001,2001-10-14,4,28.033,NOR,@,CAR,W 27-25,*,,,,,,,,
63,2001,2001-10-21,5,28.040,NOR,,ATL,L 13-20,*,,,,,,,,
64,2001,2001-10-28,6,28.047,NOR,@,STL,W 34-31,*,,,,,,,,
65,2001,2001-11-04,7,28.054,NOR,,NYJ,L 9-16,*,,,,,,,,
66,2001,2001-11-11,8,28.061,NOR,@,SFO,L 27-28,*,,,,,,,,
67,2001,2001-11-18,9,28.068,NOR,,IND,W 34-20,*,,,,,,,,
68,2001,2001-11-25,10,28.075,NOR,@,NWE,L 17-34,*,,,,,,,,
69,2001,2001-12-02,11,28.082,NOR,,CAR,W 27-23,*,0,0,,0,0.0,1,0,0
70,2001,2001-12-09,12,28.089,NOR,@,ATL,W 28-10,*,,,,,,,,
71,2001,2001-12-17,13,28.097,NOR,,STL,L 21-34,*,,,,,,,,
72,2001,2001-12-23,14,28.103,NOR,@,TAM,L 21-48,*,,,,,,,,
73,2001,2001-12-30,15,28.110,NOR,,WAS,L 10-40,*,,,,,,,,
74,2001,2002-01-06,16,28.117,NOR,,SFO,L 0-38,*,,,,,,,,
75,2002,2002-09-08,1,28.362,NOR,@,TAM,W 26-20,*,,,,,,,,
76,2002,2002-09-22,3,29.011,NOR,@,CHI,W 29-23,,,,,,,,,
77,2002,2002-09-29,4,29.018,NOR,@,DET,L 21-26,*,,,,,,,,
78,2002,2002-10-06,5,29.025,NOR,,PIT,W 32-29,*,,,,,,,,
79,2002,2002-10-13,6,29.032,NOR,@,WAS,W 43-27,*,,,,,,,,
80,2002,2002-10-20,7,29.039,NOR,,SFO,W 35-27,*,,,,,,,,
81,2002,2002-10-27,8,29.046,NOR,,ATL,L 35-37,*,,,,,,,,
82,2002,2002-11-10,9,29.060,NOR,@,CAR,W 34-24,*,,,,,,,,
83,2002,2002-11-17,10,29.067,NOR,@,ATL,L 17-24,*,0,0,,0,1.0,0,0,0
84,2002,2002-11-24,11,29.074,NOR,,CLE,L 15-24,*,0,0,,0,0.0,1,31,0
85,2002,2002-12-01,12,29.081,NOR,,TAM,W 23-20,*,,,,,,,,
86,2002,2002-12-08,13,29.088,NOR,@,BAL,W 37-25,*,0,0,,0,0.0,2,6,0
87,2002,2002-12-15,14,29.095,NOR,,MIN,L 31-32,*,,,,,,,,
88,2002,2002-12-22,15,29.102,NOR,@,CIN,L 13-20,*,0,0,,0,0.0,2,43,0
89,2002,2002-12-29,16,29.109,NOR,,CAR,L 6-10,*,,,,,,,,
90,2003,2003-09-07,1,29.361,NOR,@,SEA,L 10-27,,,,,,,,,
91,2003,2003-09-14,2,30.003,NOR,,HOU,W 31-10,,,,,,,,,
92,2003,2003-09-21,3,30.010,NOR,@,TEN,L 12-27,*,,,,,,,,
93,2003,2003-09-28,4,30.017,NOR,,IND,L 21-55,*,,,,,,,,
94,2003,2003-10-05,5,30.024,NOR,@,CAR,L 13-19,*,,,,,,,,
95,2003,2003-10-12,6,30.031,NOR,,CHI,W 20-13,*,0,0,,0,1.0,0,0,0
96,2003,2003-10-19,7,30.038,NOR,@,ATL,W 45-17,*,0,0,,0,0.0,1,-2,0
97,2003,2003-10-26,8,30.045,NOR,,CAR,L 20-23,*,,,,,,,,
98,2003,2003-11-02,9,30.052,NOR,@,TAM,W 17-14,*,,,,,,,,
99,2003,2003-11-16,10,30.066,NOR,,ATL,W 23-20,*,0,0,,0,0.0,1,15,0
100,2003,2003-11-23,11,30.073,NOR,@,PHI,L 20-33,*,,,,,,,,
101,2003,2003-11-30,12,30.080,NOR,@,WAS,W 24-20,*,0,0,,0,0.0,1,14,0
102,2003,2003-12-07,13,30.087,NOR,,TAM,L 7-14,*,,,,,,,,
103,2003,2003-12-14,14,30.094,NOR,,NYG,W 45-7,*,,,,,,,,
104,2003,2003-12-21,15,30.101,NOR,@,JAX,L 19-20,*,0,0,,0,0.0,1,20,0
105,2003,2003-12-28,16,30.108,NOR,,DAL,W 13-7,*,1,4,4.00,0,0.0,0,0,0
106,2004,2004-09-12,1,31.001,NOR,,SEA,L 7-21,*,,,,,,,,
107,2004,2004-09-19,2,31.008,NOR,,SFO,W 30-27,*,,,,,,,,
108,2004,2004-09-26,3,31.015,NOR,@,STL,W 28-25,*,,,,,,,,
109,2004,2004-10-03,4,31.022,NOR,@,ARI,L 10-34,*,,,,,,,,
110,2004,2004-10-10,5,31.029,NOR,,TAM,L 17-20,*,,,,,,,,
111,2004,2004-10-17,6,31.036,NOR,,MIN,L 31-38,*,,,,,,,,
112,2004,2004-10-24,7,31.043,NOR,@,OAK,W 31-26,,,,,,,,,
113,2004,2004-11-07,8,31.057,NOR,@,SDG,L 17-43,,,,,,,,,
114,2004,2004-11-14,9,31.064,NOR,,KAN,W 27-20,,,,,,,,,
115,2004,2004-11-21,10,31.071,NOR,,DEN,L 13-34,*,,,,,,,,
116,2004,2004-11-28,11,31.078,NOR,@,ATL,L 21-24,,,,,,,,,
117,2004,2004-12-05,12,31.085,NOR,,CAR,L 21-32,,,,,,,,,
118,2004,2004-12-12,13,31.092,NOR,@,DAL,W 27-13,,,,,,,,,
119,2004,2004-12-19,14,31.099,NOR,@,TAM,W 21-17,,,,,,,,,
120,2004,2004-12-26,15,31.106,NOR,,ATL,W 26-13,,,,,,,,,
121,2005,2005-09-11,1,32.000,NOR,@,CAR,W 23-20,,,,,,,,,
122,2005,2005-09-19,2,32.008,NOR,,NYG,L 10-27,,,,,,,,,
123,2005,2005-09-25,3,32.014,NOR,@,MIN,L 16-33,,0,0,,0,2.0,0,0,0
124,2005,2005-10-02,4,32.021,NOR,,BUF,W 19-7,,,,,,,,,
125,2005,2005-10-09,5,32.028,NOR,@,GNB,L 3-52,,,,,,,,,
126,2005,2005-10-16,6,32.035,NOR,,ATL,L 31-34,*,,,,,,,,
127,2005,2005-10-23,7,32.042,NOR,@,STL,L 17-28,*,,,,,,,,
128,2005,2005-10-30,8,32.049,NOR,,MIA,L 6-21,*,,,,,,,,
129,2005,2005-11-06,9,32.056,NOR,,CHI,L 17-20,*,0,0,,0,0.0,1,4,0
130,2005,2005-11-20,10,32.070,NOR,@,NWE,L 17-24,*,,,,,,,,
131,2005,2005-11-27,11,32.077,NOR,@,NYJ,W 21-19,*,,,,,,,,
132,2005,2005-12-04,12,32.084,NOR,,TAM,L 3-10,*,,,,,,,,
133,2005,2005-12-12,13,32.092,NOR,@,ATL,L 17-36,*,,,,,,,,
134,2005,2005-12-18,14,32.098,NOR,,CAR,L 10-27,*,1,0,0.00,0,0.0,0,0,0
135,2005,2005-12-24,15,32.104,NOR,,DET,L 12-13,*,0,0,,0,0.0,1,0,0
136,2005,2006-01-01,16,32.112,NOR,@,TAM,L 13-27,*,0,0,,0,1.0,0,0,0
137,2006,2006-09-10,1,32.364,NOR,@,CLE,W 19-14,*,,,,,,,,
138,2006,2006-09-17,2,33.006,NOR,@,GNB,W 34-27,*,,,,,,,,
139,2006,2006-09-25,3,33.014,NOR,,ATL,W 23-3,*,,,,,,,,
140,2006,2006-10-01,4,33.020,NOR,@,CAR,L 18-21,*,,,,,,,,
141,2006,2006-10-08,5,33.027,NOR,,TAM,W 24-21,*,,,,,,,,
142,2006,2006-10-15,6,33.034,NOR,,PHI,W 27-24,*,,,,,,,,
143,2006,2006-10-29,7,33.048,NOR,,BAL,L 22-35,*,,,,,,,,
144,2006,2006-11-05,8,33.055,NOR,@,TAM,W 31-14,*,,,,,,,,
145,2006,2006-11-19,10,33.069,NOR,,CIN,L 16-31,*,,,,,,,,
146,2006,2006-12-03,12,33.083,NOR,,SFO,W 34-10,*,,,,,,,,
147,2006,2006-12-10,13,33.090,NOR,@,DAL,W 42-17,*,,,,,,,,
148,2006,2006-12-17,14,33.097,NOR,,WAS,L 10-16,*,,,,,,,,
149,2006,2006-12-24,15,33.104,NOR,@,NYG,W 30-7,*,0,0,,0,0.0,1,9,0
150,2007,2007-10-07,4,34.026,NOR,,CAR,L 13-16,,,,,,,,,
151,2007,2007-10-14,5,34.033,NOR,@,SEA,W 28-17,,,,,,,,,
152,2007,2007-10-21,6,34.040,NOR,,ATL,W 22-16,,,,,,,,,
153,2007,2007-11-11,9,34.061,NOR,,STL,L 29-37,,,,,,,,,
154,2007,2007-11-18,10,34.068,NOR,@,HOU,L 10-23,,,,,,,,,
155,2007,2007-12-10,13,34.090,NOR,@,ATL,W 34-14,,,,,,,,,
156,2007,2007-12-30,16,34.110,NOR,@,CHI,L 25-33,,,,,,,,,
