ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
11,1954,1954-12-05,11,21.354,CRD,,CHI,L 7-29,*,16,36,44.44,213,0,6,24.2,0,0,5.92,-1.58,2,25,12.50,0,0,0,,0,0,,,,,
12,1954,1954-12-12,12,21.361,CRD,@,WAS,L 20-37,*,7,23,30.43,68,1,2,18.2,0,0,2.96,-0.09,0,0,,0,0,0,,0,0,,,,,
13,1955,1955-09-26,1,22.284,CRD,@,PIT,L 7-14,*,5,17,29.41,37,0,2,0.0,0,0,2.18,-3.12,5,6,1.20,0,0,0,,0,0,,,,,
14,1955,1955-10-02,2,22.290,CRD,,NYG,W 28-17,*,7,20,35.00,191,2,3,64.8,0,0,9.55,4.80,2,40,20.00,0,0,0,,0,0,,,,,
15,1955,1955-10-09,3,22.297,CRD,@,WAS,W 24-10,*,6,17,35.29,53,1,1,39.6,0,0,3.12,1.65,0,0,,1,0,0,,0,1,,,,,
16,1955,1955-10-16,4,22.304,CRD,@,NYG,L 0-10,*,7,17,41.18,18,0,0,48.9,0,0,1.06,1.06,7,25,3.57,0,0,0,,0,0,,,,,
17,1955,1955-10-23,5,22.311,CRD,,PHI,T 24-24,*,5,16,31.25,173,2,2,73.2,0,0,10.81,7.69,7,40,5.71,0,0,0,,0,0,,,,,
18,1955,1955-10-30,6,22.318,CRD,,CLE,L 20-26,*,7,26,26.92,102,0,2,11.4,0,0,3.92,0.46,6,26,4.33,1,0,0,,0,1,,,,,
19,1955,1955-11-05,7,22.324,CRD,,PIT,W 27-13,*,8,21,38.10,89,2,0,83.2,0,0,4.24,6.14,0,0,,0,0,0,,0,0,,,,,
20,1955,1955-11-13,8,22.332,CRD,@,GNB,L 14-31,*,2,9,22.22,11,0,2,0.0,0,0,1.22,-8.78,2,8,4.00,0,0,0,,0,0,,,,,
21,1955,1955-11-20,9,22.339,CRD,,WAS,L 0-31,,5,12,41.67,44,0,2,12.5,0,0,3.67,-3.83,0,0,,0,0,0,,0,0,,,,,
22,1955,1955-11-27,10,22.346,CRD,,CHI,W 53-14,*,11,20,55.00,167,2,2,76.5,0,0,8.35,5.85,0,0,,0,0,0,,0,0,,,,,
23,1955,1955-12-04,11,22.353,CRD,@,PHI,L 3-27,*,3,7,42.86,35,0,1,19.0,0,0,5.00,-1.43,1,2,2.00,0,0,0,,0,0,,,,,
24,1955,1955-12-11,12,22.360,CRD,@,CLE,L 24-35,*,12,25,48.00,165,2,2,62.9,0,0,6.60,4.60,2,-5,-2.50,0,0,0,,0,0,,,,,
25,1956,1956-09-30,1,23.289,CRD,,CLE,W 9-7,*,3,7,42.86,33,0,1,17.9,0,0,4.71,-1.71,8,34,4.25,0,0,0,,0,0,,,,,
26,1956,1956-10-07,2,23.296,CRD,,NYG,W 35-27,*,5,7,71.43,136,2,0,153.3,0,0,19.43,25.14,12,35,2.92,2,0,0,,0,2,,,,,
27,1956,1956-10-14,3,23.303,CRD,@,WAS,W 31-3,*,2,5,40.00,25,1,1,56.2,0,0,5.00,0.00,4,22,5.50,0,0,0,,0,0,,,,,
28,1956,1956-10-21,4,23.310,CRD,@,PHI,W 20-6,*,6,14,42.86,119,1,0,97.0,0,0,8.50,9.93,4,6,1.50,0,0,0,,0,0,,,,,
29,1956,1956-10-28,5,23.317,CRD,,WAS,L 14-17,*,11,18,61.11,185,1,1,91.2,0,0,10.28,8.89,3,7,2.33,0,0,0,,0,0,,,,,
30,1956,1956-11-04,6,23.324,CRD,,PHI,W 28-17,*,11,16,68.75,123,4,0,131.0,0,0,7.69,12.69,7,14,2.00,0,0,0,,0,0,,,,,
31,1956,1956-11-11,7,23.331,CRD,@,NYG,L 10-23,*,7,18,38.89,112,0,0,60.4,0,0,6.22,6.22,4,15,3.75,0,0,0,,0,0,,,,,
32,1956,1956-11-18,8,23.338,CRD,@,PIT,L 7-14,*,7,19,36.84,119,1,2,36.8,0,0,6.26,2.58,0,0,,0,0,0,,0,0,,,,,
33,1956,1956-11-25,9,23.345,CRD,,PIT,W 38-27,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,7,2.33,1,0,0,,0,1,,,,,
34,1956,1956-12-02,10,23.352,CRD,,GNB,L 21-24,,7,12,58.33,72,0,1,41.0,0,0,6.00,2.25,1,-4,-4.00,0,0,0,,0,0,,,,,
35,1956,1956-12-09,11,23.359,CRD,@,CHI,L 3-10,*,11,28,39.29,204,0,1,50.3,0,0,7.29,5.68,4,10,2.50,0,0,0,,0,0,,,,,
36,1956,1956-12-16,12,24.000,CRD,@,CLE,W 24-7,*,2,7,28.57,31,0,1,6.0,0,0,4.43,-2.00,8,15,1.88,2,0,0,,0,2,,,,,
37,1957,1957-09-29,1,24.287,CRD,@,SFO,W 20-10,*,6,14,42.86,105,0,0,69.0,0,0,7.50,7.50,1,5,5.00,0,0,0,,0,0,,,,,
38,1957,1957-10-06,2,24.294,CRD,,WAS,L 14-37,*,7,16,43.75,186,2,1,100.5,0,0,11.63,11.31,4,12,3.00,0,0,0,,0,0,,,,,
39,1957,1957-10-13,3,24.301,CRD,@,PIT,L 20-29,*,9,23,39.13,138,0,3,20.1,0,0,6.00,0.13,6,15,2.50,1,0,0,,0,1,,,,,
40,1957,1957-10-20,4,24.308,CRD,@,WAS,W 44-14,*,8,13,61.54,182,3,1,113.0,0,0,14.00,15.15,2,21,10.50,1,0,0,,0,1,,,,,
41,1957,1957-10-27,5,24.315,CRD,,CLE,L 7-17,*,4,10,40.00,64,0,0,62.1,0,0,6.40,6.40,3,9,3.00,0,0,0,,0,0,,,,,
42,1957,1957-11-03,6,24.322,CRD,,PHI,L 21-38,*,16,32,50.00,265,0,4,38.7,0,0,8.28,2.66,1,8,8.00,0,0,0,,0,0,,,,,
43,1957,1957-11-10,7,24.329,CRD,@,NYG,L 14-27,*,1,9,11.11,13,0,1,0.0,0,0,1.44,-3.56,0,0,,0,0,0,,0,0,,,,,
44,1957,1957-11-24,8,24.343,CRD,,NYG,L 21-28,*,6,16,37.50,126,2,3,66.1,0,0,7.88,1.94,2,10,5.00,0,0,0,,0,0,,,,,
45,1957,1957-12-01,9,24.350,CRD,@,CLE,L 0-31,*,1,12,8.33,9,0,1,4.9,0,0,0.75,-3.00,1,4,4.00,0,0,0,,0,0,,,,,
46,1957,1957-12-08,10,24.357,CRD,,CHI,L 6-14,*,11,21,52.38,147,1,0,90.8,0,0,7.00,7.95,2,-9,-4.50,0,0,0,,0,0,,,,,
47,1957,1957-12-14,11,24.363,CRD,@,PHI,W 31-27,*,12,18,66.67,253,3,1,126.2,0,0,14.06,14.89,3,7,2.33,0,0,0,,0,0,,,,,
48,1957,1957-12-22,12,25.006,CRD,,PIT,L 2-27,*,6,16,37.50,80,0,0,54.2,0,0,5.00,5.00,0,0,,0,0,0,,0,0,,,,,
49,1958,1958-09-28,1,25.286,CRD,,NYG,L 7-37,*,9,15,60.00,95,0,1,50.7,0,0,6.33,3.33,3,-9,-3.00,0,0,0,,0,0,,,,,
50,1958,1958-10-04,2,25.292,CRD,,WAS,W 37-10,*,2,6,33.33,64,1,0,113.9,0,0,10.67,14.00,2,23,11.50,0,0,0,,0,0,,,,,
51,1958,1958-10-12,3,25.300,CRD,@,CLE,L 28-35,,0,9,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,0,0,,0,0,,,,,
52,1958,1958-10-19,4,25.307,CRD,@,NYG,W 23-6,,12,18,66.67,215,2,0,144.4,0,0,11.94,14.17,3,20,6.67,0,0,0,,0,0,,,,,
53,1958,1958-10-26,5,25.314,CRD,,CLE,L 24-38,*,8,19,42.11,113,2,1,75.1,0,0,5.95,5.68,4,-4,-1.00,1,0,0,,0,1,,,,,
54,1958,1958-11-02,6,25.321,CRD,,PHI,T 21-21,*,0,4,0.00,0,0,1,0.0,0,0,0.00,-11.25,0,0,,0,0,0,,0,0,,,,,
55,1958,1958-11-09,7,25.328,CRD,@,WAS,L 31-45,,12,18,66.67,276,4,2,109.7,0,0,15.33,14.78,0,0,,0,0,0,,0,0,,,,,
56,1958,1958-11-16,8,25.335,CRD,@,PHI,L 21-49,,7,20,35.00,118,1,1,51.7,0,0,5.90,4.65,1,-1,-1.00,0,0,0,,0,0,,,,,
57,1958,1958-11-23,9,25.342,CRD,,PIT,L 20-27,,10,18,55.56,147,0,1,59.3,0,0,8.17,5.67,0,0,,0,0,0,,0,0,,,,,
58,1958,1958-11-30,10,25.349,CRD,,RAM,L 14-20,*,28,51,54.90,245,2,1,72.8,0,0,4.80,4.71,2,32,16.00,0,0,1,,0,0,,,,,
59,1958,1958-12-07,11,25.356,CRD,@,CHI,L 14-30,*,1,10,10.00,1,0,2,0.0,0,0,0.10,-8.90,0,0,,0,0,0,,0,0,,,,,
60,1958,1958-12-13,12,25.362,CRD,@,PIT,L 21-38,,2,10,20.00,17,0,3,0.0,0,0,1.70,-11.80,0,0,,0,0,0,,0,0,,,,,
61,1959,1959-09-27,1,26.285,GNB,,CHI,W 9-6,*,3,12,25.00,81,0,1,20.5,0,0,6.75,3.00,3,7,2.33,0,0,0,,0,0,,,,,
62,1959,1959-10-04,2,26.292,GNB,,DET,W 28-10,*,7,16,43.75,146,4,1,90.1,0,0,9.13,11.31,3,0,0.00,0,0,0,,0,0,,,,,
63,1959,1959-10-11,3,26.299,GNB,,SFO,W 21-20,*,6,14,42.86,94,2,1,75.6,0,0,6.71,6.36,6,45,7.50,0,0,0,,0,0,,,,,
64,1959,1959-10-18,4,26.306,GNB,,RAM,L 6-45,*,13,22,59.09,148,0,1,60.4,0,0,6.73,4.68,3,15,5.00,0,0,0,,0,0,,,,,
65,1959,1959-10-25,5,26.313,GNB,@,BAL,L 21-38,*,14,27,51.85,233,2,4,66.4,0,0,8.63,3.44,0,0,,0,0,0,,0,0,,,,,
66,1959,1959-11-01,6,26.320,GNB,@,NYG,L 3-20,*,2,8,25.00,21,0,0,39.6,0,0,2.63,2.63,1,-3,-3.00,0,0,0,,0,0,,,,,
67,1959,1959-11-08,7,26.327,GNB,@,CHI,L 17-28,*,2,5,40.00,52,0,1,39.2,0,0,10.40,1.40,0,0,,0,0,0,,0,0,,,,,
68,1959,1959-11-22,9,26.341,GNB,,WAS,W 21-0,,1,4,25.00,30,0,0,58.3,0,0,7.50,7.50,0,0,,0,0,0,,0,0,,,,,
69,1960,1960-10-02,2,27.291,GNB,,DET,W 28-9,*,7,15,46.67,109,1,2,53.9,0,0,7.27,2.60,4,5,1.25,0,0,0,,0,0,0,0,0,,0
70,1960,1960-10-09,3,27.298,GNB,,BAL,W 35-21,*,6,14,42.86,86,1,0,87.2,0,0,6.14,7.57,1,35,35.00,1,0,0,,0,1,6,0,0,,0
71,1960,1960-10-23,4,27.312,GNB,,SFO,W 41-14,*,11,24,45.83,183,1,0,85.9,0,0,7.63,8.46,1,2,2.00,0,0,0,,0,0,0,0,0,,0
72,1960,1960-10-30,5,27.319,GNB,@,PIT,W 19-13,*,4,16,25.00,51,0,0,40.4,0,0,3.19,3.19,1,14,14.00,0,0,0,,0,0,0,0,0,,0
73,1960,1960-11-13,7,27.333,GNB,,DAL,W 41-7,,3,9,33.33,65,0,2,20.4,0,0,7.22,-2.78,0,0,,0,0,0,,0,0,0,0,0,,0
74,1960,1960-11-20,8,27.340,GNB,,RAM,L 31-33,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0,0,0,,0,0,0,0,0,,0
75,1960,1960-11-24,9,27.344,GNB,@,DET,L 10-23,,2,10,20.00,23,0,0,39.6,0,0,2.30,2.30,1,11,11.00,0,0,0,,0,0,0,0,0,,0
76,1961,1961-09-24,2,28.282,BAL,,DET,L 15-16,,1,2,50.00,5,0,0,56.2,0,0,2.50,2.50,0,0,,0,0,0,,0,0,0,0,0,,0
77,1961,1961-10-01,3,28.289,BAL,,MIN,W 34-33,,1,6,16.67,17,1,2,39.6,0,0,2.83,-8.83,0,0,,0,0,0,,0,0,0,0,0,,0
78,1961,1961-10-08,4,28.296,BAL,@,GNB,L 7-45,,1,5,20.00,6,0,1,0.0,0,0,1.20,-7.80,2,7,3.50,0,0,0,,0,0,0,0,0,,0
79,1961,1961-10-22,6,28.310,BAL,@,DET,W 17-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-5,-5.00,0,0,0,,0,0,0,0,0,,0
80,1961,1961-11-05,8,28.324,BAL,,GNB,W 45-21,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
81,1962,1962-09-23,2,29.281,BAL,@,MIN,W 34-7,,3,4,75.00,62,2,0,156.2,0,0,15.50,25.50,0,0,,0,0,0,,0,0,0,1,22,22.00,0
82,1962,1962-10-07,4,29.295,BAL,,SFO,L 13-21,,2,5,40.00,42,0,1,30.8,0,0,8.40,-0.60,2,3,1.50,0,0,0,,0,0,0,0,0,,0
83,1962,1962-10-21,6,29.309,BAL,@,CHI,L 15-35,,3,5,60.00,90,0,0,104.2,0,0,18.00,18.00,0,0,,0,0,0,,0,0,0,0,0,,0
84,1962,1962-10-28,7,29.316,BAL,,GNB,L 6-17,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0,0,0,,0
85,1962,1962-11-04,8,29.323,BAL,@,SFO,W 22-3,,0,0,,0,0,0,,0,0,,,1,4,4.00,0,0,0,,0,0,0,0,0,,0
86,1962,1962-11-25,11,29.344,BAL,,CHI,L 0-57,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
87,1962,1962-12-16,14,30.000,BAL,,MIN,W 42-17,,2,4,50.00,84,1,0,135.4,0,0,21.00,26.00,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
88,1963,1963-09-22,2,30.280,BAL,@,SFO,W 20-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
89,1963,1963-10-06,4,30.294,SFO,@,DET,L 3-26,,2,3,66.67,11,0,0,72.9,0,0,3.67,3.67,0,0,,0,0,0,,0,0,0,0,0,,0
90,1963,1963-10-13,5,30.301,SFO,@,BAL,L 3-20,,2,7,28.57,25,0,1,2.4,0,0,3.57,-2.86,1,3,3.00,0,0,0,,0,0,0,0,0,,0
91,1963,1963-10-20,6,30.308,SFO,,CHI,W 20-14,*,10,20,50.00,143,1,1,69.4,0,0,7.15,5.90,0,0,,0,0,0,,0,0,0,0,0,,0
92,1963,1963-10-27,7,30.315,SFO,@,RAM,L 21-28,*,10,16,62.50,168,0,0,97.9,0,0,10.50,10.50,3,1,0.33,0,0,0,,0,0,0,0,0,,0
93,1963,1963-11-03,8,30.322,SFO,,DET,L 7-45,*,6,20,30.00,83,1,3,21.5,0,0,4.15,-1.60,1,14,14.00,0,0,0,,0,0,0,0,0,,0
94,1963,1963-11-10,9,30.329,SFO,,DAL,W 31-24,*,15,25,60.00,248,3,1,116.3,0,0,9.92,10.52,4,7,1.75,0,0,0,,0,0,0,0,0,,0
95,1963,1963-11-17,10,30.336,SFO,@,NYG,L 14-48,*,8,20,40.00,185,1,2,51.0,0,0,9.25,5.75,2,2,1.00,0,0,0,,0,0,0,0,0,,0
96,1963,1963-11-24,11,30.343,SFO,@,GNB,L 10-28,*,9,21,42.86,86,1,0,70.7,0,0,4.10,5.05,1,16,16.00,0,0,0,,0,0,0,0,0,,0
97,1963,1963-12-01,12,30.350,SFO,,RAM,L 17-21,*,10,27,37.04,206,1,1,61.7,0,0,7.63,6.70,2,-1,-0.50,0,0,0,,0,0,0,0,0,,0
98,1963,1963-12-08,13,30.357,SFO,@,CHI,L 7-27,*,7,24,29.17,59,0,2,4.9,0,0,2.46,-1.29,2,14,7.00,0,0,0,,0,0,0,0,0,,0
99,1963,1963-12-14,14,30.363,SFO,,GNB,L 17-21,*,4,12,33.33,29,0,0,42.4,0,0,2.42,2.42,1,3,3.00,0,0,0,,0,0,0,0,0,,0
