ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
22,2009,2009-12-27,15,25.199,CAR,@,NYG,W 41-9,,0,0,,0,0.0,0,1,0,0,0
23,2009,2010-01-03,16,25.206,CAR,,NOR,W 23-10,,,,,,,,,,,
24,2010,2010-09-26,3,26.107,CAR,,CIN,L 7-20,,,,,,,,,,,
25,2010,2010-10-03,4,26.114,CAR,@,NOR,L 14-16,,,,,,,,,,,
26,2010,2010-10-10,5,26.121,CAR,,CHI,L 6-23,,,,,,,,,,,
27,2010,2010-10-24,6,26.135,CAR,,SFO,W 23-20,,,,,,,,,,,
28,2010,2010-10-31,7,26.142,CAR,@,STL,L 10-20,,0,0,,0,0.0,0,1,0,0,0
29,2010,2010-11-07,8,26.149,CAR,,NOR,L 3-34,,1,5,5.00,0,0.0,0,0,0,0,0
30,2010,2010-11-14,9,26.156,CAR,@,TAM,L 16-31,,0,0,,0,0.0,0,0,0,0,0
31,2010,2010-11-21,10,26.163,CAR,,BAL,L 13-37,,0,0,,0,0.0,0,0,0,0,0
32,2010,2010-11-28,11,26.170,CAR,@,CLE,L 23-24,,0,0,,0,0.0,0,0,0,0,0
33,2010,2010-12-05,12,26.177,CAR,@,SEA,L 14-31,,0,0,,0,0.0,0,1,0,0,0
34,2010,2010-12-12,13,26.184,CAR,,ATL,L 10-31,,0,0,,0,0.0,3,2,0,0,0
35,2010,2010-12-19,14,26.191,CAR,,ARI,W 19-12,,0,0,,0,0.0,0,0,0,0,0
36,2010,2010-12-23,15,26.195,CAR,@,PIT,L 3-27,,0,0,,0,0.0,0,1,0,0,0
37,2010,2011-01-02,16,26.205,CAR,@,ATL,L 10-31,,,,,,,,,,,
38,2011,2011-09-11,1,27.092,CAR,@,ARI,L 21-28,,,,,,,,,,,
39,2011,2011-09-18,2,27.099,CAR,,GNB,L 23-30,,0,0,,0,0.0,0,1,0,0,0
40,2011,2011-09-25,3,27.106,CAR,,JAX,W 16-10,,,,,,,,,,,
41,2011,2011-10-02,4,27.113,CAR,@,CHI,L 29-34,,,,,,,,,,,
42,2011,2011-10-09,5,27.120,CAR,,NOR,L 27-30,,,,,,,,,,,
43,2011,2011-10-16,6,27.127,CAR,@,ATL,L 17-31,,,,,,,,,,,
44,2011,2011-10-23,7,27.134,CAR,,WAS,W 33-20,,,,,,,,,,,
45,2011,2011-10-30,8,27.141,CAR,,MIN,L 21-24,,0,0,,0,0.0,0,0,0,0,0
46,2011,2011-11-13,9,27.155,CAR,,TEN,L 3-30,,0,0,,0,0.0,1,1,0,0,0
47,2011,2011-11-20,10,27.162,CAR,@,DET,L 35-49,*,0,0,,0,0.0,3,3,0,0,0
48,2011,2011-11-27,11,27.169,CAR,@,IND,W 27-19,*,0,0,,0,0.0,3,7,0,0,0
49,2011,2011-12-04,12,27.176,CAR,@,TAM,W 38-19,*,0,0,,0,0.0,3,2,0,0,0
50,2011,2011-12-11,13,27.183,CAR,,ATL,L 23-31,*,0,0,,0,0.0,3,5,0,0,0
51,2011,2011-12-18,14,27.190,CAR,@,HOU,W 28-13,*,0,0,,0,0.0,12,2,1,21,0
52,2011,2011-12-24,15,27.196,CAR,,TAM,W 48-16,*,0,0,,0,0.0,8,2,0,0,0
53,2011,2012-01-01,16,27.204,CAR,@,NOR,L 17-45,*,0,0,,0,0.0,6,5,0,0,0
54,2012,2012-09-09,1,28.090,CAR,@,TAM,L 10-16,,,,,,,,,,,
55,2012,2012-09-16,2,28.097,CAR,,NOR,W 35-27,,,,,,,,,,,
56,2012,2012-09-20,3,28.101,CAR,,NYG,L 7-36,,0,0,,0,0.0,0,0,0,0,0
57,2012,2012-09-30,4,28.111,CAR,@,ATL,L 28-30,,0,0,,0,0.0,0,0,0,0,0
58,2012,2012-10-07,5,28.118,CAR,,SEA,L 12-16,,,,,,,,,,,
59,2012,2012-10-21,6,28.132,CAR,,DAL,L 14-19,,,,,,,,,,,
60,2012,2012-10-28,7,28.139,CAR,@,CHI,L 22-23,,0,0,,0,0.0,0,0,0,0,0
61,2012,2012-11-04,8,28.146,CAR,@,WAS,W 21-13,,0,0,,0,0.0,0,0,0,0,0
62,2012,2012-11-11,9,28.153,CAR,,DEN,L 14-36,,0,0,,0,0.0,0,0,0,0,0
63,2012,2012-11-18,10,28.160,CAR,,TAM,L 21-27,,,,,,,,,,,
64,2012,2012-11-26,11,28.168,CAR,@,PHI,W 30-22,,,,,,,,,,,
65,2012,2012-12-02,12,28.174,CAR,@,KAN,L 21-27,,,,,,,,,,,
66,2012,2012-12-09,13,28.181,CAR,,ATL,W 30-20,,,,,,,,,,,
67,2012,2012-12-16,14,28.188,CAR,@,SDG,W 31-7,,0,0,,0,0.0,0,0,0,0,0
68,2012,2012-12-23,15,28.195,CAR,,OAK,W 17-6,,0,0,,0,0.0,1,0,0,0,0
69,2012,2012-12-30,16,28.202,CAR,@,NOR,W 44-38,,,,,,,,,,,
70,2013,2013-09-08,1,29.089,CAR,,SEA,L 7-12,,0,0,,0,0.0,1,0,0,0,0
71,2013,2013-09-15,2,29.096,CAR,@,BUF,L 23-24,,,,,,,,,,,
72,2013,2013-09-22,3,29.103,CAR,,NYG,W 38-0,,0,0,,0,0.0,0,1,0,0,0
73,2013,2013-10-06,4,29.117,CAR,@,ARI,L 6-22,,,,,,,,,,,
74,2013,2013-10-13,5,29.124,CAR,@,MIN,W 35-10,,,,,,,,,,,
75,2013,2013-10-20,6,29.131,CAR,,STL,W 30-15,,,,,,,,,,,
76,2013,2013-10-24,7,29.135,CAR,@,TAM,W 31-13,,0,0,,0,0.0,1,0,0,0,0
77,2013,2013-11-03,8,29.145,CAR,,ATL,W 34-10,,0,0,,0,0.0,0,1,0,0,0
78,2013,2013-11-10,9,29.152,CAR,@,SFO,W 10-9,,0,0,,0,0.0,1,0,0,0,0
79,2013,2013-11-18,10,29.160,CAR,,NWE,W 24-20,,,,,,,,,,,
80,2013,2013-11-24,11,29.166,CAR,@,MIA,W 20-16,,,,,,,,,,,
81,2013,2013-12-01,12,29.173,CAR,,TAM,W 27-6,,,,,,,,,,,
82,2013,2013-12-22,15,29.194,CAR,,NOR,W 17-13,,0,0,,0,0.0,0,1,0,0,0
83,2013,2013-12-29,16,29.201,CAR,@,ATL,W 21-20,,0,0,,0,0.0,1,0,0,0,0
