ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2001,2001-11-04,7,23.231,TAM,@,GNB,L 20-21,,,,,,,0.0%,,,,,,,,,,,,,,
17,2001,2001-11-11,8,23.238,TAM,@,DET,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,
18,2001,2001-11-18,9,23.245,TAM,,CHI,L 24-27,,0,,,,,0.0%,,,,,,,,,,,,,,
19,2001,2001-11-26,10,23.253,TAM,@,STL,W 24-17,,1,,,,,0.0%,,,,,,,,,,,,,,
20,2001,2001-12-02,11,23.259,TAM,@,CIN,W 16-13,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,,
21,2001,2001-12-09,12,23.266,TAM,,DET,W 15-12,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,0.0,,
22,2001,2001-12-16,13,23.273,TAM,@,CHI,L 3-27,,,,,,,0.0%,,,,,,,,,,,,,,
23,2001,2001-12-23,14,23.280,TAM,,NOR,W 48-21,,0,,,,,0.0%,,,,,,,,,,,,,,
24,2001,2001-12-29,15,23.286,TAM,,BAL,W 22-10,,1,,,,,0.0%,,,,,,,,,,,,,,
25,2001,2002-01-06,16,23.294,TAM,,PHI,L 13-17,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,0.0,,
26,2002,2002-09-08,1,24.174,TAM,,NOR,L 20-26,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0.0,,
27,2002,2002-09-15,2,24.181,TAM,@,BAL,W 25-0,,1,,,,,0.0%,,,,,,,,,,,,,,
28,2002,2002-09-23,3,24.189,TAM,,STL,W 26-14,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,,
29,2002,2002-09-29,4,24.195,TAM,@,CIN,W 35-7,,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,0,0,0.0,,
30,2002,2002-10-06,5,24.202,TAM,@,ATL,W 20-6,,,,,,,0.0%,,,,,,,,,,,,,,
31,2002,2002-10-13,6,24.209,TAM,,CLE,W 17-3,,0,,,,,0.0%,,,,,,,,,,,,,,
32,2002,2002-10-20,7,24.216,TAM,@,PHI,L 10-20,,0,,,,,0.0%,,,,,,,,,,,,,,
33,2002,2002-10-27,8,24.223,TAM,@,CAR,W 12-9,,,,,,,0.0%,,,,,,,,,,,,,,
34,2002,2002-11-03,9,24.230,TAM,,MIN,W 38-24,,0,,,,,0.0%,,,,,,,,,,,,,,
35,2002,2002-11-17,10,24.244,TAM,,CAR,W 23-10,,,,,,,0.0%,,,,,,,,,,,,,,
36,2002,2002-11-24,11,24.251,TAM,,GNB,W 21-7,,0,,,,,0.0%,,,,,,,,,,,,,,
37,2002,2002-12-01,12,24.258,TAM,@,NOR,L 20-23,,0,,,,,0.0%,,,,,,,,,,,,,,
38,2002,2002-12-08,13,24.265,TAM,,ATL,W 34-10,,,,,,,0.0%,,,,,,,,,,,,,,
39,2002,2002-12-15,14,24.272,TAM,@,DET,W 23-20,,,,,,,0.0%,,,,,,,,,,,,,,
40,2002,2002-12-23,15,24.280,TAM,,PIT,L 7-17,,,,,,,0.0%,,,,,,,,,,,,,,
41,2002,2002-12-29,16,24.286,TAM,@,CHI,W 15-0,,,,,,,0.0%,,,,,,,,,,,,,,
42,2003,2003-09-08,1,25.174,TAM,@,PHI,W 17-0,,,,,,,0.0%,,,,,,,,,,,,,,
43,2003,2003-09-14,2,25.180,TAM,,CAR,L 9-12,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,,
44,2003,2003-09-21,3,25.187,TAM,@,ATL,W 31-10,,,,,,,0.0%,,,,,,,,,,,,,,
45,2003,2003-10-06,4,25.202,TAM,,IND,L 35-38,,0,,,,,0.0%,,,,,,,,,,,,,,
46,2003,2003-10-12,5,25.208,TAM,@,WAS,W 35-13,,4,4,28,7.00,2,100.0%,7.00,0,0,,0,0,0,,0,2,12,0.0,,
47,2003,2003-10-19,6,25.215,TAM,@,SFO,L 7-24,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
48,2003,2003-10-26,7,25.222,TAM,,DAL,W 16-0,,1,,,,,0.0%,,,,,,,,,,,,,,
49,2003,2003-11-02,8,25.229,TAM,,NOR,L 14-17,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
50,2003,2003-11-09,9,25.236,TAM,@,CAR,L 24-27,*,0,,,,,0.0%,,,,,,,,,,,,,,
51,2003,2003-11-16,10,25.243,TAM,,GNB,L 13-20,,,,,,,0.0%,,,,,,,,,,,,,,
52,2003,2003-11-24,11,25.251,TAM,,NYG,W 19-13,,,,,,,0.0%,,,,,,,,,,,,,,
53,2003,2003-11-30,12,25.257,TAM,@,JAX,L 10-17,,0,0,0,,0,0.0%,,1,8,8.00,0,0,0,,0,0,0,0.0,,
54,2003,2003-12-07,13,25.264,TAM,@,NOR,W 14-7,,,,,,,0.0%,,,,,,,,,,,,,,
55,2003,2003-12-14,14,25.271,TAM,,HOU,W 16-3,,0,,,,,0.0%,,,,,,,,,,,,,,
56,2003,2003-12-20,15,25.277,TAM,,ATL,L 28-30,,0,,,,,0.0%,,,,,,,,,,,,,,
57,2003,2003-12-28,16,25.285,TAM,@,TEN,L 13-33,,,,,,,0.0%,,,,,,,,,,,,,,
58,2004,2004-09-12,1,26.178,JAX,@,BUF,W 13-10,*,1,,,,,0.0%,,,,,,,,,,,,,,
59,2004,2004-09-19,2,26.185,JAX,,DEN,W 7-6,,0,,,,,0.0%,,,,,,,,,,,,,,
60,2004,2004-09-26,3,26.192,JAX,@,TEN,W 15-12,,,,,,,0.0%,,,,,,,,,,,,,,
61,2004,2004-10-03,4,26.199,JAX,,IND,L 17-24,*,1,,,,,0.0%,,,,,,,,,,,,,,
62,2004,2004-10-10,5,26.206,JAX,@,SDG,L 21-34,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,0.0,,
63,2004,2004-10-17,6,26.213,JAX,,KAN,W 22-16,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0,0.0,,
64,2004,2004-10-24,7,26.220,JAX,@,IND,W 27-24,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,0.0,,
65,2004,2004-10-31,8,26.227,JAX,@,HOU,L 6-20,*,1,,,,,0.0%,,,,,,,,,,,,,,
66,2004,2004-11-14,9,26.241,JAX,,DET,W 23-17,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
67,2004,2004-11-21,10,26.248,JAX,,TEN,L 15-18,*,1,,,,,0.0%,,,,,,,,,,,,,,
68,2004,2004-11-28,11,26.255,JAX,@,MIN,L 16-27,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
69,2004,2004-12-05,12,26.262,JAX,,PIT,L 16-17,,2,1,56,56.00,0,50.0%,28.00,0,0,,0,0,0,,0,0,0,0.0,,
70,2004,2004-12-12,13,26.269,JAX,,CHI,W 22-3,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,,
71,2004,2004-12-19,14,26.276,JAX,@,GNB,W 28-25,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
72,2004,2004-12-26,15,26.283,JAX,,HOU,L 0-21,*,1,,,,,0.0%,,,,,,,,,,,,,,
73,2004,2005-01-02,16,26.290,JAX,@,OAK,W 13-6,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0,0.0,,
74,2006,2006-09-17,2,28.183,WAS,@,DAL,L 10-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
75,2006,2006-09-24,3,28.190,WAS,@,HOU,W 31-15,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
76,2006,2006-10-01,4,28.197,WAS,,JAX,W 36-30,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
77,2006,2006-10-08,5,28.204,WAS,@,NYG,L 3-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
78,2006,2006-10-15,6,28.211,WAS,,TEN,L 22-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
79,2006,2006-10-22,7,28.218,WAS,@,IND,L 22-36,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
80,2006,2006-11-05,8,28.232,WAS,,DAL,W 22-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
81,2006,2006-11-12,9,28.239,WAS,@,PHI,L 3-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
82,2006,2006-11-19,10,28.246,WAS,@,TAM,L 17-20,,2,1,4,4.00,1,50.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,,
83,2006,2006-11-26,11,28.253,WAS,,CAR,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
84,2006,2006-12-03,12,28.260,WAS,,ATL,L 14-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
85,2006,2006-12-17,14,28.274,WAS,@,NOR,W 16-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
86,2006,2006-12-24,15,28.281,WAS,@,STL,L 31-37,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
87,2006,2006-12-30,16,28.287,WAS,,NYG,L 28-34,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
88,2007,2007-09-09,1,29.175,WAS,,MIA,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
89,2007,2007-09-17,2,29.183,WAS,@,PHI,W 20-12,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
90,2007,2007-09-23,3,29.189,WAS,,NYG,L 17-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
91,2007,2007-10-07,4,29.203,WAS,,DET,W 34-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
92,2007,2007-10-14,5,29.210,WAS,@,GNB,L 14-17,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0.0,,
93,2007,2007-10-21,6,29.217,WAS,,ARI,W 21-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
94,2007,2007-10-28,7,29.224,WAS,@,NWE,L 7-52,,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,0.0,,
95,2007,2007-11-04,8,29.231,WAS,@,NYJ,W 23-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
96,2007,2007-11-11,9,29.238,WAS,,PHI,L 25-33,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
97,2007,2007-11-18,10,29.245,WAS,@,DAL,L 23-28,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
98,2007,2007-11-25,11,29.252,WAS,@,TAM,L 13-19,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
99,2007,2007-12-02,12,29.259,WAS,,BUF,L 16-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
100,2007,2007-12-06,13,29.263,WAS,,CHI,W 24-16,,1,1,21,21.00,1,100.0%,21.00,1,8,8.00,0,0,0,,0,1,6,0.0,,
101,2007,2007-12-16,14,29.273,WAS,@,NYG,W 22-10,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0,0.0,,
102,2007,2007-12-30,16,29.287,WAS,,DAL,W 27-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
103,2008,2008-09-04,1,30.170,WAS,@,NYG,L 7-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2008,2008-09-14,2,30.180,WAS,,NOR,W 29-24,,1,,,,,0.0%,,,,,,,,,,,,,,
105,2008,2008-09-21,3,30.187,WAS,,ARI,W 24-17,*,2,2,4,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
106,2008,2008-09-28,4,30.194,WAS,@,DAL,W 26-24,,,,,,,0.0%,,,,,,,,,,,,,,
107,2008,2008-10-05,5,30.201,WAS,@,PHI,W 23-17,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2008,2008-10-12,6,30.208,WAS,,STL,L 17-19,,0,,,,,0.0%,,,,,,,,,,,,,,
109,2008,2008-10-19,7,30.215,WAS,,CLE,W 14-11,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1
110,2008,2008-10-26,8,30.222,WAS,@,DET,W 25-17,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
111,2008,2008-11-03,9,30.230,WAS,,PIT,L 6-23,,1,,,,,0.0%,,,,,,,,,,,,,,
112,2008,2008-11-16,10,30.243,WAS,,DAL,L 10-14,,,,,,,0.0%,,,,,,,,,,,,,,
113,2008,2008-11-23,11,30.250,WAS,@,SEA,W 20-17,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2008,2008-11-30,12,30.257,WAS,,NYG,L 7-23,,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,0,0,0.0,0,0
115,2008,2008-12-07,13,30.264,WAS,@,BAL,L 10-24,,,,,,,0.0%,,,,,,,,,,,,,,
116,2008,2008-12-14,14,30.271,WAS,@,CIN,L 13-20,,,,,,,0.0%,,,,,,,,,,,,,,
117,2008,2008-12-21,15,30.278,WAS,,PHI,W 10-3,,,,,,,0.0%,,,,,,,,,,,,,,
118,2008,2008-12-28,16,30.285,WAS,@,SFO,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
119,2009,2009-09-13,1,31.179,WAS,@,NYG,L 17-23,,,,,,,0.0%,,,,,,,,,,,,,,
120,2009,2009-09-20,2,31.186,WAS,,STL,W 9-7,,,,,,,0.0%,,,,,,,,,,,,,,
121,2009,2009-09-27,3,31.193,WAS,@,DET,L 14-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2009,2009-10-04,4,31.200,WAS,,TAM,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,
123,2009,2009-10-11,5,31.207,WAS,@,CAR,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,
124,2009,2009-10-18,6,31.214,WAS,,KAN,L 6-14,,,,,,,0.0%,,,,,,,,,,,,,,
125,2009,2009-10-26,7,31.222,WAS,,PHI,L 17-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,1
126,2009,2009-11-08,8,31.235,WAS,@,ATL,L 17-31,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,1,6,0.0,0,0
127,2009,2009-11-15,9,31.242,WAS,,DEN,W 27-17,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
128,2009,2009-11-22,10,31.249,WAS,@,DAL,L 6-7,,,,,,,0.0%,,,,,,,,,,,,,,
129,2009,2009-11-29,11,31.256,WAS,@,PHI,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,
130,2009,2009-12-06,12,31.263,WAS,,NOR,L 30-33,,,,,,,0.0%,,,,,,,,,,,,,,
131,2009,2009-12-13,13,31.270,WAS,@,OAK,W 34-13,*,,,,,,0.0%,,,,,,,,,,,,,,
132,2009,2009-12-21,14,31.278,WAS,,NYG,L 12-45,,,,,,,0.0%,,,,,,,,,,,,,,
133,2009,2009-12-27,15,31.284,WAS,,DAL,L 0-17,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
134,2009,2010-01-03,16,31.291,WAS,@,SDG,L 20-23,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
