ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
78,1993,1994-01-02,16,26.249,MIA,@,NWE,L 27-33,,3,3,100.0,2,2,100.0,0,9,0,0,,0
79,1994,1994-09-04,1,27.129,MIA,,NWE,W 39-35,,4,4,100.0,1,1,100.0,0,7,0,0,,0
80,1994,1994-09-11,2,27.136,MIA,@,GNB,W 24-14,,3,3,100.0,1,1,100.0,0,6,0,0,,0
81,1994,1994-09-18,3,27.143,MIA,,NYJ,W 28-14,,4,4,100.0,,2,0.0,0,4,0,0,,0
82,1994,1994-09-25,4,27.150,MIA,@,MIN,L 35-38,,3,3,100.0,,1,0.0,0,3,0,0,,0
83,1994,1994-10-02,5,27.157,MIA,@,CIN,W 23-7,,2,2,100.0,3,3,100.0,0,11,0,0,,0
84,1994,1994-10-09,6,27.164,MIA,@,BUF,L 11-21,,,,,1,2,50.0,0,3,0,0,,0
85,1994,1994-10-16,7,27.171,MIA,,RAI,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
86,1994,1994-10-30,8,27.185,MIA,@,NWE,W 23-3,,2,2,100.0,3,3,100.0,0,11,0,0,,0
87,1994,1994-11-06,9,27.192,MIA,,IND,W 22-21,,1,1,100.0,3,4,75.0,0,10,0,0,,0
88,1994,1994-11-13,10,27.199,MIA,,CHI,L 14-17,,,,,2,3,66.7,0,6,0,0,,0
89,1994,1994-11-20,11,27.206,MIA,@,PIT,L 13-16,,1,1,100.0,2,3,66.7,0,7,0,0,,0
90,1994,1994-11-27,12,27.213,MIA,@,NYJ,W 28-24,,2,2,100.0,,,,0,2,,,,
91,1994,1994-12-04,13,27.220,MIA,,BUF,L 31-42,,2,2,100.0,1,1,100.0,0,5,0,0,,0
92,1994,1994-12-12,14,27.228,MIA,,KAN,W 45-28,,6,6,100.0,1,1,100.0,0,9,0,0,,0
93,1994,1994-12-18,15,27.234,MIA,@,IND,L 6-10,,,,,2,2,100.0,0,6,0,0,,0
94,1994,1994-12-25,16,27.241,MIA,,DET,W 27-20,,3,3,100.0,2,2,100.0,0,9,0,0,,0
95,1995,1995-09-03,1,28.128,MIA,,NYJ,W 52-14,,7,7,100.0,1,1,100.0,0,10,0,0,,0
96,1995,1995-09-10,2,28.135,MIA,@,NWE,W 20-3,,2,2,100.0,2,3,66.7,0,8,0,0,,0
97,1995,1995-09-18,3,28.143,MIA,,PIT,W 23-10,,2,2,100.0,3,4,75.0,0,11,0,0,,0
98,1995,1995-10-01,4,28.156,MIA,@,CIN,W 26-23,,2,2,100.0,4,4,100.0,0,14,0,0,,0
99,1995,1995-10-08,5,28.163,MIA,,IND,L 24-27,,3,3,100.0,1,3,33.3,0,6,0,0,,0
100,1995,1995-10-15,6,28.170,MIA,@,NOR,L 30-33,,3,3,100.0,1,2,50.0,0,6,0,0,,0
101,1995,1995-10-22,7,28.177,MIA,@,NYJ,L 16-17,,1,1,100.0,3,3,100.0,0,10,0,0,,0
102,1995,1995-10-29,8,28.184,MIA,,BUF,W 23-6,,2,2,100.0,3,3,100.0,0,11,0,0,,0
103,1995,1995-11-05,9,28.191,MIA,@,SDG,W 24-14,,3,3,100.0,1,1,100.0,0,6,0,0,,0
104,1995,1995-11-12,10,28.198,MIA,,NWE,L 17-34,,2,2,100.0,1,2,50.0,0,5,0,0,,0
105,1995,1995-11-20,11,28.206,MIA,,SFO,L 20-44,,2,2,100.0,,,,0,2,,,,
106,1995,1995-11-26,12,28.212,MIA,@,IND,L 28-36,,,,,,,,,,,,,
107,1995,1995-12-03,13,28.219,MIA,,ATL,W 21-20,,,,,1,2,50.0,0,3,0,0,,0
108,1995,1995-12-11,14,28.227,MIA,,KAN,W 13-6,,1,1,100.0,2,2,100.0,0,7,0,0,,0
109,1995,1995-12-17,15,28.233,MIA,@,BUF,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
110,1995,1995-12-24,16,28.240,MIA,@,STL,W 41-22,,5,5,100.0,2,2,100.0,0,11,0,0,,0
111,1996,1996-09-01,1,29.126,KAN,@,HOU,W 20-19,,2,2,100.0,2,2,100.0,0,8,0,0,,0
112,1996,1996-09-08,2,29.133,KAN,,OAK,W 19-3,,2,2,100.0,1,2,50.0,0,5,0,0,,0
113,1996,1996-09-15,3,29.140,KAN,@,SEA,W 35-17,,5,5,100.0,,,,0,5,,,,
114,1996,1996-09-22,4,29.147,KAN,,DEN,W 17-14,,2,2,100.0,1,1,100.0,0,5,0,0,,0
115,1996,1996-09-29,5,29.154,KAN,@,SDG,L 19-22,,1,1,100.0,4,5,80.0,0,13,0,0,,0
116,1996,1996-10-07,6,29.162,KAN,,PIT,L 7-17,,1,1,100.0,,1,0.0,0,1,0,0,,0
117,1996,1996-10-17,7,29.172,KAN,,SEA,W 34-16,,4,4,100.0,2,2,100.0,0,10,0,0,,0
118,1996,1996-10-27,8,29.182,KAN,@,DEN,L 7-34,,1,1,100.0,,1,0.0,0,1,0,0,,0
119,1996,1996-11-03,9,29.189,KAN,@,MIN,W 21-6,,3,3,100.0,,2,0.0,0,3,0,0,,0
120,1996,1996-11-10,10,29.196,KAN,,GNB,W 27-20,,3,3,100.0,2,2,100.0,0,9,0,0,,0
121,1996,1996-11-17,11,29.203,KAN,,CHI,W 14-10,,2,2,100.0,,,,0,2,,,,
122,1996,1996-11-24,12,29.210,KAN,,SDG,L 14-28,,2,2,100.0,,,,0,2,,,,
123,1996,1996-11-28,13,29.214,KAN,@,DET,W 28-24,,4,4,100.0,,,,0,4,,,,
124,1996,1996-12-09,14,29.225,KAN,@,OAK,L 7-26,,1,1,100.0,,1,0.0,0,1,0,0,,0
125,1996,1996-12-15,15,29.231,KAN,,IND,L 19-24,,1,1,100.0,2,2,100.0,0,7,0,0,,0
126,1996,1996-12-22,16,29.238,KAN,@,BUF,L 9-20,,,,,3,3,100.0,0,9,0,0,,0
127,1997,1997-08-31,1,30.125,KAN,@,DEN,L 3-19,,,,,1,1,100.0,0,3,0,0,,0
128,1997,1997-09-08,2,30.133,KAN,@,OAK,W 28-27,,1,1,100.0,3,3,100.0,0,10,0,0,,0
129,1997,1997-09-14,3,30.139,KAN,,BUF,W 22-16,,1,2,50.0,3,4,75.0,0,10,0,0,,0
130,1997,1997-09-21,4,30.146,KAN,@,CAR,W 35-14,,5,5,100.0,,,,0,5,,,,
131,1997,1997-09-28,5,30.153,KAN,,SEA,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
132,1997,1997-10-05,6,30.160,KAN,@,MIA,L 14-17,,2,2,100.0,,,,0,2,,,,
133,1997,1997-10-16,7,30.171,KAN,,SDG,W 31-3,,4,4,100.0,1,1,100.0,0,7,0,0,,0
134,1997,1997-10-26,8,30.181,KAN,@,STL,W 28-20,,,,,4,4,100.0,0,12,0,0,,0
135,1997,1997-11-03,9,30.189,KAN,,PIT,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
136,1997,1997-11-09,10,30.195,KAN,@,JAX,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
137,1997,1997-11-16,11,30.202,KAN,,DEN,W 24-22,,3,3,100.0,1,1,100.0,0,6,0,0,,0
138,1997,1997-11-23,12,30.209,KAN,@,SEA,W 19-14,,2,2,100.0,1,1,100.0,0,5,0,0,,0
139,1997,1997-11-30,13,30.216,KAN,,SFO,W 44-9,,6,6,100.0,,,,0,6,,,,
140,1997,1997-12-07,14,30.223,KAN,,OAK,W 30-0,,3,3,100.0,3,3,100.0,0,12,0,0,,0
141,1997,1997-12-14,15,30.230,KAN,@,SDG,W 29-7,,3,3,100.0,2,2,100.0,0,9,0,0,,0
142,1997,1997-12-21,16,30.237,KAN,,NOR,W 25-13,,1,1,100.0,2,2,100.0,0,7,1,24,24.00,0
143,1998,1998-09-06,1,31.131,KAN,,OAK,W 28-8,,2,2,100.0,4,5,80.0,0,14,0,0,,0
144,1998,1998-09-13,2,31.138,KAN,@,JAX,L 16-21,,1,1,100.0,3,3,100.0,0,10,0,0,,0
145,1998,1998-09-20,3,31.145,KAN,,SDG,W 23-7,,2,2,100.0,3,3,100.0,0,11,0,0,,0
146,1998,1998-09-27,4,31.152,KAN,@,PHI,W 24-21,,3,3,100.0,1,2,50.0,0,6,0,0,,0
147,1998,1998-10-04,5,31.159,KAN,,SEA,W 17-6,,2,2,100.0,1,1,100.0,0,5,0,0,,0
148,1998,1998-10-11,6,31.166,KAN,@,NWE,L 10-40,,1,1,100.0,1,1,100.0,0,4,0,0,,0
149,1998,1998-10-26,7,31.181,KAN,,PIT,L 13-20,,1,1,100.0,2,2,100.0,0,7,0,0,,0
150,1998,1998-11-01,8,31.187,KAN,,NYJ,L 17-20,,2,2,100.0,1,1,100.0,0,5,1,29,29.00,0
151,1998,1998-11-08,9,31.194,KAN,@,SEA,L 12-24,,,,,2,3,66.7,0,6,0,0,,0
152,1998,1998-11-16,10,31.202,KAN,,DEN,L 7-30,,1,1,100.0,,,,0,1,,,,
153,1998,1998-11-22,11,31.208,KAN,@,SDG,L 37-38,,4,4,100.0,3,4,75.0,0,13,0,0,,0
154,1998,1998-11-29,12,31.215,KAN,,ARI,W 34-24,,4,4,100.0,2,2,100.0,0,10,0,0,,0
155,1998,1998-12-06,13,31.222,KAN,@,DEN,L 31-35,,4,4,100.0,1,1,100.0,0,7,0,0,,0
156,1998,1998-12-13,14,31.229,KAN,,DAL,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
157,1998,1998-12-20,15,31.236,KAN,@,NYG,L 7-28,,1,1,100.0,,,,0,1,,,,
158,1998,1998-12-26,16,31.242,KAN,@,OAK,W 31-24,,4,4,100.0,1,2,50.0,0,7,0,0,,0
159,1999,1999-09-12,1,32.137,KAN,@,CHI,L 17-20,,2,2,100.0,1,2,50.0,0,5,0,0,,0
160,1999,1999-09-19,2,32.144,KAN,,DEN,W 26-10,,2,2,100.0,4,4,100.0,0,14,0,0,,0
161,1999,1999-09-26,3,32.151,KAN,,DET,W 31-21,,4,4,100.0,1,1,100.0,0,7,1,35,35.00,0
162,1999,1999-10-03,4,32.158,KAN,@,SDG,L 14-21,,2,2,100.0,,1,0.0,0,2,0,0,,0
163,1999,1999-10-10,5,32.165,KAN,,NWE,W 16-14,,1,1,100.0,3,3,100.0,0,10,0,0,,0
164,1999,1999-10-21,6,32.176,KAN,@,BAL,W 35-8,,5,5,100.0,,1,0.0,0,5,0,0,,0
165,1999,1999-10-31,7,32.186,KAN,,SDG,W 34-0,,4,4,100.0,2,2,100.0,0,10,0,0,,0
166,1999,1999-11-07,8,32.193,KAN,@,IND,L 17-25,,2,2,100.0,1,2,50.0,0,5,0,0,,0
167,1999,1999-11-14,9,32.200,KAN,@,TAM,L 10-17,,1,1,100.0,1,2,50.0,0,4,0,0,,0
168,1999,1999-11-21,10,32.207,KAN,,SEA,L 19-31,,1,1,100.0,2,2,100.0,0,7,0,0,,0
169,1999,1999-11-28,11,32.214,KAN,@,OAK,W 37-34,,4,4,100.0,3,3,100.0,0,13,0,0,,0
170,1999,1999-12-05,12,32.221,KAN,@,DEN,W 16-10,,1,1,100.0,1,1,100.0,0,4,0,0,,0
171,1999,1999-12-12,13,32.228,KAN,,MIN,W 31-28,,4,4,100.0,1,2,50.0,0,7,0,0,,0
172,1999,1999-12-18,14,32.234,KAN,,PIT,W 35-19,,5,5,100.0,,,,0,5,,,,
173,1999,1999-12-26,15,32.242,KAN,@,SEA,L 14-23,,2,2,100.0,,,,0,2,,,,
174,1999,2000-01-02,16,32.249,KAN,,OAK,L 38-41,,5,5,100.0,1,2,50.0,0,8,0,0,,0
175,2000,2000-09-03,1,33.128,KAN,,IND,L 14-27,,2,2,100.0,,,,0,2,,,,
176,2000,2000-09-10,2,33.135,KAN,@,TEN,L 14-17,,2,2,100.0,,1,0.0,0,2,0,0,,0
177,2000,2000-09-17,3,33.142,KAN,,SDG,W 42-10,,6,6,100.0,,,,0,6,,,,
178,2000,2000-09-24,4,33.149,KAN,@,DEN,W 23-22,,2,2,100.0,1,1,100.0,0,5,0,0,,0
179,2000,2000-10-02,5,33.157,KAN,,SEA,W 24-17,,3,3,100.0,1,2,50.0,0,6,0,0,,0
180,2000,2000-10-22,7,33.177,STL,@,KAN,L 34-54,,4,4,100.0,,,,0,4,,,,
181,2000,2000-10-29,8,33.184,STL,@,SFO,W 34-24,,4,4,100.0,2,2,100.0,0,10,0,0,,0
182,2000,2000-11-05,9,33.191,STL,,CAR,L 24-27,,3,3,100.0,1,3,33.3,0,6,0,0,,0
